排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,纺织鞋类制造,BK1347,424.66,23.41,5.83,42128700000,0.55,1,0,华利集团,5.83
2,线下药店,BK1606,3795.19,195.96,5.44,87015494000,5.13,8,0,老百姓,9.97
3,逆变器,BK1320,15166.29,456.68,3.1,465693776000,4.03,9,1,德业股份,6.58
4,医疗研发外包,BK1600,9107.42,273.69,3.1,972917232000,8.65,21,8,百花医药,10.01
5,油气开采Ⅲ,BK1574,3516.46,104.17,3.05,1666634288000,2.84,4,1,中国海油,5.31
6,油气开采Ⅱ,BK1276,3516.46,104.17,3.05,1666634288000,2.84,4,1,中国海油,5.31
7,机床工具,BK1395,1877.77,43.39,2.37,136880788000,4.02,14,5,华东数控,10.05
8,影视动漫制作,BK1299,3586.37,76.43,2.18,133745482000,4.29,8,6,北京文化,10.0
9,运动服装,BK1355,2817.81,57.98,2.1,16839592000,4.26,2,1,泰慕士,4.73
10,硅料硅片,BK1319,1929.91,37.67,1.99,95017597000,3.37,3,2,华民股份,6.91
11,影视院线,BK1222,3511.33,68.04,1.98,173644481000,5.39,12,6,北京文化,10.0
12,火电设备,BK1321,1525.32,29.35,1.96,26903955000,3.38,3,1,龙源技术,8.09
13,膜材料,BK1439,3693.06,67.18,1.85,231522218000,5.79,12,9,双星新材,10.04
14,装修装饰Ⅲ,BK1478,836.33,15.05,1.83,102449390000,2.26,11,8,宝鹰股份,9.88
15,装修装饰Ⅱ,BK0725,836.33,15.05,1.83,102449390000,2.26,11,8,宝鹰股份,9.88
16,油田服务,BK1573,1720.35,30.72,1.82,161920466000,1.2,7,1,科力股份,8.46
17,医药商业,BK1042,1157.68,19.85,1.74,318203856000,3.59,23,7,老百姓,9.97
18,油服工程,BK1275,1951.75,32.29,1.68,231829902000,1.75,10,4,通源石油,8.97
19,公交,BK1484,1523.34,24.53,1.64,30177644000,5.45,5,2,大众交通,10.09
20,油气及炼化工程,BK1572,1822.98,26.95,1.5,69909436000,2.99,3,3,通源石油,8.97
21,个护小家电,BK1458,861.44,12.07,1.42,19640294000,2.19,2,2,彩虹集团,7.1
22,彩电,BK1453,4276.69,58.63,1.39,105534155000,1.46,3,1,兆驰股份,2.38
23,印染,BK1351,1597.82,20.4,1.29,17002225000,2.09,3,1,迎丰股份,3.45
24,机器人,BK1408,9972.89,126.31,1.28,309610080000,4.62,13,8,绿的谐波,9.32
25,院线,BK1300,624.6,7.84,1.27,39898998000,10.66,4,0,儒意电影,1.91
26,大宗用纸,BK1544,1961.01,22.66,1.17,92085566000,1.17,4,6,林平发展,10.0
27,被动元件,BK1339,13075.76,147.99,1.14,586128416000,10.53,12,7,达利凯普,13.21
28,楼宇设备,BK1402,2275.88,25.61,1.14,78042910000,1.19,8,6,同力天启,10.0
29,林业Ⅲ,BK1502,4460.29,47.4,1.07,20128743000,3.96,2,2,*ST景谷,4.29
30,林业Ⅱ,BK1255,4460.29,47.4,1.07,20128743000,3.96,2,2,*ST景谷,4.29
31,核力发电,BK1376,613.52,6.28,1.03,486018528000,0.3,3,0,电投产融,2.01
32,其他生物制品,BK1596,8233.46,77.83,0.95,670100320000,3.38,23,16,甘李药业,10.0
33,涂料油墨,BK1430,3846.53,35.57,0.93,93195618000,3.77,7,9,百合花,10.0
34,医疗服务,BK0727,1497.44,13.55,0.91,1244996192000,4.79,25,27,百花医药,10.01
35,风力发电,BK1374,2125.95,18.52,0.88,765671232000,1.82,4,11,立新能源,10.01
36,电机Ⅲ,BK1307,2425.19,20.58,0.86,256057739000,2.71,16,10,三协电机,5.43
37,电机Ⅱ,BK1030,2425.19,20.58,0.86,256057739000,2.71,16,10,三协电机,5.43
38,住宅开发,BK1346,1874.61,15.18,0.82,551294144000,1.74,33,25,京投发展,9.99
39,超市,BK1552,1699.16,13.39,0.79,69582542000,3.41,5,2,步步高,3.73
40,非运动服装,BK1352,2126.76,16.17,0.77,232451866000,1.35,20,17,乔治白,9.93
41,生物制品,BK1044,1026.68,7.68,0.75,924369456000,2.23,31,27,甘李药业,10.0
42,其他电源设备Ⅱ,BK1034,2982.95,18.76,0.63,670566736000,2.16,17,17,盛弘股份,12.92
43,服装家纺,BK1225,2411.9,14.73,0.61,321467472000,1.61,30,27,乔治白,9.93
44,疫苗,BK1598,3995.03,24.35,0.61,169358707000,2.06,6,7,*ST康乐,5.77
45,焦炭Ⅲ,BK1492,759.19,4.61,0.61,53174264000,1.8,4,1,陕西黑猫,1.46
46,焦炭Ⅱ,BK1249,759.19,4.61,0.61,53174264000,1.8,4,1,陕西黑猫,1.46
47,国有大型银行Ⅲ,BK1611,3106.79,18.26,0.59,10754507264000,0.14,5,0,中国银行,1.03
