序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920065,N千岸,58.03,138.81,33.73,151181.0,943969957.36,207.41,100.0,49.6,50.0,24.3,,95.99,25.19,4.71,5237207500.0,913972500.0,-0.05,-0.45,138.81,138.81
2,300169,天晟新材,5.38,20.09,0.9,525559.0,268990489.39,20.31,5.38,4.47,4.48,4.48,7.51,17.42,-714.02,17.05,1826479549.0,1623338507.0,0.0,0.0,-16.72,-13.92
3,300359,全通教育,4.43,20.05,0.74,469147.0,198626138.36,15.72,4.43,3.85,3.99,3.69,4.03,7.41,-34.51,5.47,2805667059.0,2805526518.0,0.0,0.0,-11.4,-17.35
4,300333,兆日科技,8.87,20.03,1.48,323678.0,266610193.64,20.97,8.87,7.32,7.32,7.39,4.14,9.67,-167.72,5.29,2980320000.0,2969499194.0,0.0,0.0,-4.31,-22.87
5,300530,领湃科技,20.38,20.02,3.4,137973.0,259932396.52,22.85,20.38,16.5,16.98,16.98,2.05,8.02,-27.48,48.2,3504368595.0,3504368595.0,0.0,0.0,-13.68,-23.67
6,300997,欢乐家,18.0,20.0,3.0,203606.0,351587110.59,18.4,18.0,15.24,15.66,15.0,2.97,5.16,52.67,7.87,7829522550.0,7102644246.0,0.0,0.0,-8.72,-30.66
7,688260,昀冢科技,88.51,20.0,14.75,101350.0,837722437.0,21.95,88.51,72.32,73.03,73.76,1.45,8.45,-50.19,65.77,10621200000.0,10621200000.0,0.0,0.0,147.23,207.33
8,301112,信邦智能,34.2,20.0,5.7,55104.0,182160353.24,21.05,34.2,28.2,29.0,28.5,3.3,5.0,535.31,3.39,3771117720.0,3771117720.0,0.0,0.0,-4.2,-13.18
9,300981,中红医疗,12.85,19.98,2.14,47427.0,60943412.3,0.0,12.85,12.85,12.85,10.71,0.89,1.21,279.45,1.08,5510914723.0,5050016320.0,0.0,0.0,-10.08,5.24
10,301139,*ST元道,3.74,19.87,0.62,332498.0,114741476.98,24.36,3.74,2.98,3.23,3.12,2.52,43.65,144.36,0.23,454712192.0,284865134.0,0.0,0.0,-79.29,-79.63
11,920786,骑士乳业,7.14,18.21,1.1,264692.0,182810853.53,25.17,7.67,6.15,6.2,6.04,5.46,19.17,29.95,1.99,1492638420.0,985687389.0,0.28,0.71,-12.93,-26.69
12,920779,武汉蓝电,23.77,16.46,3.36,34655.0,81013581.68,28.42,25.8,20.0,20.73,20.41,3.82,17.31,53.39,4.28,1903062330.0,475875448.0,-0.54,-1.49,-26.41,-28.27
13,688685,迈信林,41.37,13.78,5.01,96559.0,382038251.0,16.78,42.48,36.38,36.38,36.36,1.97,6.58,579.0,7.65,6075253464.0,6075253464.0,0.05,0.29,-14.93,-25.38
14,300492,华图山鼎,24.8,13.35,2.92,114696.0,274935138.82,16.22,25.48,21.93,22.12,21.88,3.2,4.17,14.07,28.95,6827587833.0,6827587833.0,0.45,1.02,-30.12,-53.22
15,300010,ST豆神,2.21,12.76,0.25,1219751.0,273577087.05,11.73,2.35,2.12,2.12,1.96,4.28,7.33,-20.13,2.64,4567213976.0,3675963004.0,0.0,0.0,-56.75,-69.48
16,688825,C长鑫,52.95,12.66,5.95,9023135.0,44813978823.0,16.45,53.99,46.26,46.5,47.0,0.46,20.04,35.75,25.41,3541342917777.0,238435913514.0,0.88,1.05,511.43,511.43
17,300933,中辰股份,6.77,12.65,0.76,526376.0,345516128.72,15.81,6.93,5.98,6.01,6.01,3.4,9.62,56.04,1.74,3703802374.0,3703802374.0,0.0,0.59,-17.03,-18.34
18,300892,品渥食品,23.31,12.55,2.6,135302.0,306444605.31,18.4,24.41,20.6,20.88,20.71,4.0,20.96,-332.59,2.27,2331000000.0,1504951875.0,-0.13,-1.85,-17.49,-22.99
