代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.05,11.12,10.91,10.94,11.06,-1.08,1034554249.38
000021,深科技,39.75,41.34,39.74,40.77,39.47,3.29,6337496118.0
000063,中兴通讯,36.9,38.48,36.55,38.0,37.22,2.1,8030855249.42
000100,TCL科技,4.6,4.78,4.59,4.65,4.62,0.65,4933032194.21
000166,申万宏源,4.57,4.61,4.54,4.6,4.59,0.22,465152409.76
000301,东方盛虹,12.65,12.78,12.41,12.45,12.76,-2.43,291725472.6
000333,美的集团,80.97,80.99,78.56,78.96,80.93,-2.43,3291473114.58
000338,潍柴动力,29.18,29.58,27.74,28.11,29.38,-4.32,3523236287.35
000408,藏格矿业,81.48,81.54,76.23,76.34,81.86,-6.74,1392353654.96
000425,徐工机械,9.29,9.35,9.11,9.19,9.27,-0.86,924582814.11
000538,云南白药,49.9,50.04,49.41,49.41,50.15,-1.48,300036342.24
000568,泸州老窖,84.34,84.63,82.72,83.28,84.68,-1.65,1112105810.63
000617,中油资本,7.37,7.4,7.27,7.36,7.41,-0.67,492356618.6
000630,铜陵有色,7.56,7.68,7.38,7.57,7.66,-1.17,6215354943.11
000636,风华高科,68.24,71.53,68.0,70.61,65.03,8.58,12685111799.4
000651,格力电器,37.82,37.82,37.27,37.29,37.86,-1.51,1763657295.34
000657,中钨高新,89.48,94.14,89.01,92.5,86.9,6.44,11276243520.75
000725,京东方Ａ,5.93,6.23,5.86,6.1,5.92,3.04,15822472936.35
000776,广发证券,20.81,21.55,20.68,21.5,20.83,3.22,2469115354.79
000792,盐湖股份,31.65,31.79,30.8,31.15,32.03,-2.75,3285184085.02
000807,云铝股份,26.4,26.4,25.31,25.38,26.9,-5.65,3141911026.02
000838,*ST发展,1.71,1.72,1.61,1.68,1.68,0.0,35786567.0
000858,五 粮 液,79.39,79.5,78.15,78.33,79.63,-1.63,1708709321.74
000895,双汇发展,24.2,24.26,23.47,23.54,24.15,-2.53,368247642.45
000938,紫光股份,26.48,26.79,26.12,26.78,26.48,1.13,2721707499.62
000958,电投产融,6.55,6.63,6.28,6.31,6.61,-4.54,593706451.04
000977,浪潮信息,63.0,63.03,61.55,62.3,63.09,-1.25,3245401370.65
000988,华工科技,161.0,166.66,159.08,164.0,160.98,1.88,12580328073.42
001280,中国铀业,73.5,75.66,72.39,73.97,72.39,2.18,1184572576.62
001289,龙源电力,17.61,17.89,17.46,17.61,17.61,0.0,155692616.6
001309,德明利,649.66,664.99,633.2,655.66,641.86,2.15,7818738442.39
001389,广合科技,193.02,197.18,187.92,194.95,192.46,1.29,1603097147.5
002001,新 和 成,30.0,30.11,27.33,27.65,30.24,-8.56,2057688271.86
002008,大族激光,125.74,136.62,123.0,136.62,124.2,10.0,7710997436.09
002027,分众传媒,5.33,5.34,5.19,5.2,5.35,-2.8,929940907.92
002028,思源电气,176.5,180.8,174.0,174.48,178.0,-1.98,1798437318.88
002049,紫光国微,74.88,78.08,74.46,76.71,74.76,2.61,2469671086.01
002050,三花智控,45.76,45.94,44.9,45.12,45.75,-1.38,4350049780.4
002080,中材科技,70.9,74.92,70.9,74.92,68.11,10.0,4031304606.26
002142,宁波银行,32.12,32.29,31.5,31.58,32.1,-1.62,730455100.37
002156,通富微电,62.41,63.5,61.74,62.93,61.54,2.26,7820788721.63
002179,中航光电,38.41,38.98,37.78,38.11,38.19,-0.21,1331516017.37
002185,华天科技,17.3,18.05,17.2,17.82,17.13,4.03,6108893388.14
002202,金风科技,21.69,22.41,21.39,21.77,21.34,2.01,3155651561.74
002230,科大讯飞,41.45,41.57,40.86,41.28,41.48,-0.48,1498105599.65
002241,歌尔股份,23.33,23.61,23.31,23.35,23.56,-0.89,1651436432.15
002281,光迅科技,233.5,237.89,226.0,230.01,225.47,2.01,13031305316.81
002311,海大集团,44.11,44.33,42.26,42.5,44.38,-4.24,652528789.91
002352,顺丰控股,33.5,33.5,32.3,32.46,33.59,-3.36,1448876840.89
002353,杰瑞股份,153.33,159.48,151.87,152.51,154.87,-1.52,2753552556.66
002371,北方华创,680.0,681.9,660.36,672.19,682.22,-1.47,5816489199.76
002379,宏桥控股,17.04,17.5,16.68,16.82,17.3,-2.77,749887410.94
002384,东山精密,244.0,253.1,235.88,249.06,239.31,4.07,24938544485.13
002409,雅克科技,137.45,143.6,135.05,137.76,138.83,-0.77,5070951746.92
002415,海康威视,30.78,32.59,30.6,32.2,30.71,4.85,3343731925.22
002428,云南锗业,103.33,108.66,100.0,101.2,101.49,-0.29,15027228071.8
002460,赣锋锂业,70.51,72.48,69.04,71.45,71.32,0.18,4508865220.52
002463,沪电股份,134.2,144.65,134.04,140.64,133.76,5.14,15332666433.54
002466,天齐锂业,63.14,65.0,62.0,63.99,63.72,0.42,5056334245.43
002475,立讯精密,68.15,68.7,66.45,67.26,68.15,-1.31,10757497506.49
002484,江海股份,88.29,95.4,87.33,95.4,86.73,10.0,4632179523.33
002493,荣盛石化,11.79,12.05,11.58,11.65,11.95,-2.51,601900132.67
002594,比亚迪,90.35,90.5,89.5,89.64,90.82,-1.3,3017362612.74
002600,领益智造,15.0,15.95,14.86,15.69,15.04,4.32,3483331042.75
002602,世纪华通,13.86,13.89,13.14,13.25,13.95,-5.02,3026719305.33
002648,卫星化学,23.0,23.0,22.28,22.33,23.27,-4.04,1495605454.07
002653,海思科,49.0,49.26,48.2,48.39,49.05,-1.35,130580146.6
002709,天赐材料,49.35,52.65,48.47,52.28,49.02,6.65,7209801101.09
