序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920298,N腾信,64.3,79.71,28.52,145608.0,846098649.35,30.72,65.0,54.01,62.0,35.78,,95.17,22.61,3.05,5015400000.0,983790000.0,0.5,3.71,79.71,79.71
2,688837,N信诺维,40.18,45.58,12.58,360792.0,1521904022.0,34.57,48.66,39.12,47.57,27.6,,74.25,-52.14,7.89,17497948623.0,1952506357.0,0.02,0.05,45.58,45.58
3,300656,民德电子,29.57,20.01,4.93,129201.0,358227607.7,21.14,29.57,24.36,24.66,24.64,2.52,9.57,-48.26,6.47,5060168379.0,3990490484.0,0.0,0.0,-27.47,34.29
4,688004,博汇科技,32.86,20.01,5.48,226607.0,698686195.0,15.56,32.86,28.6,28.97,27.38,5.3,28.29,-63.45,4.69,2631691680.0,2631691680.0,0.0,0.0,65.79,42.07
5,300243,瑞丰高材,19.85,20.01,3.31,555795.0,1031960877.02,21.04,19.85,16.37,16.54,16.54,4.1,24.85,47.08,3.58,5549307169.0,4439429811.0,0.0,0.0,-10.18,91.97
6,300464,星徽股份,10.02,20.0,1.67,665470.0,624619710.01,20.84,10.02,8.28,8.34,8.35,4.57,18.74,401.29,31.3,4682342623.0,3558529604.0,0.0,0.0,20.43,58.04
7,688432,有研硅,54.06,20.0,9.01,768442.0,3913865959.0,21.11,54.06,44.55,44.55,45.05,1.19,6.15,254.44,14.81,67591318443.0,67591318443.0,0.0,0.0,124.97,337.38
8,301486,致尚科技,214.34,20.0,35.72,124766.0,2534803622.72,19.01,214.34,180.38,181.1,178.62,1.95,17.11,1203.39,10.66,27594826919.0,15629424809.0,0.0,0.0,-12.56,72.79
9,301251,威尔高,81.78,20.0,13.63,152714.0,1197598368.53,18.75,81.78,69.0,69.51,68.15,1.53,8.79,174.08,9.97,15420770953.0,14216075825.0,0.0,0.0,46.3,119.19
10,300992,泰福泵业,28.44,20.0,4.74,61735.0,162408830.0,21.05,28.44,23.45,24.7,23.7,3.66,7.92,471.11,3.08,2710346732.0,2217979232.0,0.0,0.0,10.32,5.61
11,688478,晶升股份,47.78,19.99,7.96,85301.0,379156123.0,21.07,47.78,39.39,39.64,39.82,2.9,6.16,-280.96,4.4,6611132067.0,6611132067.0,0.0,0.0,-46.36,27.72
12,301373,凌玮科技,128.0,16.79,18.4,152458.0,1808663182.47,20.57,131.44,108.9,112.88,109.6,2.05,21.89,102.31,8.29,13884427648.0,8915893376.0,-0.09,-0.12,-28.49,302.52
13,688368,晶丰明源,146.28,15.21,19.31,74890.0,1059323924.0,20.78,152.1,125.71,125.71,126.97,2.38,6.05,172.24,5.93,29812872162.0,18095859229.0,-0.27,0.38,-34.14,78.63
14,688620,安凯微,17.15,15.1,2.25,340619.0,563928542.0,17.52,17.39,14.78,14.92,14.9,3.83,8.69,83.48,5.12,6722800000.0,6722800000.0,0.06,0.23,19.26,42.44
15,300671,富满微,58.06,14.74,7.46,252664.0,1394390431.9,16.64,58.65,50.23,50.73,50.6,3.66,11.44,70.91,7.67,12853697868.0,12818774487.0,-0.07,0.09,-20.74,82.06
16,688010,福光股份,29.09,14.35,3.65,97208.0,273725758.0,17.33,29.56,25.15,25.57,25.44,3.61,6.05,-180.29,2.72,4670736304.0,4670736304.0,0.03,0.24,-36.35,-6.52
17,301183,东田微,302.41,14.25,37.73,78087.0,2270060403.52,17.37,308.0,262.03,262.99,264.68,1.61,13.3,139.24,23.4,24215889004.0,17751339383.0,0.06,0.09,16.81,95.22
18,688222,成都先导,36.62,14.05,4.51,306846.0,1067910542.0,16.94,37.19,31.75,32.18,32.11,2.29,7.66,90.94,9.62,14672901600.0,14672901600.0,0.0,0.38,18.97,57.03
19,301300,远翔新材,36.36,13.73,4.39,33603.0,122111685.78,17.86,38.36,32.65,32.75,31.97,5.59,8.6,48.9,2.92,2378998440.0,1420758383.0,-0.08,-0.38,8.09,-12.85
20,300424,航新科技,14.82,13.39,1.75,274921.0,395551039.8,13.93,14.92,13.1,13.1,13.07,4.34,10.72,-112.62,4.57,3803180025.0,3801032874.0,-0.13,0.14,-12.62,-19.06
21,688699,明微电子,66.05,13.18,7.69,58768.0,371022193.0,14.2,66.3,58.01,58.01,58.36,2.59,5.34,42.77,5.67,7269769472.0,7269769472.0,-0.05,-0.02,-13.8,55.38
22,301128,强瑞技术,121.52,12.97,13.95,119596.0,1400298670.04,14.69,122.35,106.55,108.0,107.57,1.89,9.39,102.18,18.34,17598256383.0,15480357822.0,0.18,0.19,-20.82,69.93
23,300548,长芯博创,233.47,12.95,26.77,204870.0,4649547965.73,15.16,238.38,207.04,208.67,206.7,1.67,6.96,107.07,32.94,68834789619.0,68695583598.0,0.02,0.11,-17.19,64.75
24,688025,杰普特,444.35,12.81,50.45,51402.0,2230061257.0,15.22,454.97,395.0,398.82,393.9,2.03,5.41,108.07,16.54,42235211110.0,42235211110.0,0.06,0.0,6.07,215.86
25,300820,英杰电气,67.6,12.72,7.63,147713.0,968563139.0,9.64,67.78,62.0,64.05,59.97,3.34,13.21,77.77,5.84,15020999729.0,7556844329.0,0.06,0.09,-14.43,42.17
26,688584,上海合晶,27.88,12.51,3.1,203208.0,547380267.0,14.77,28.27,24.61,24.77,24.78,3.55,5.92,348.91,4.55,18657166414.0,9571210412.0,-0.04,0.0,-6.38,27.66
27,300939,秋田微,81.1,12.39,8.94,53603.0,421663773.41,13.18,81.5,71.99,72.21,72.16,1.42,4.47,141.06,6.73,9732000000.0,9732000000.0,-0.06,0.1,15.61,136.58
28,300005,探路者,11.38,12.34,1.25,861887.0,944410878.58,14.31,11.54,10.09,10.12,10.13,3.36,9.83,98.11,4.68,10056530877.0,9975131444.0,0.0,0.35,-48.15,5.18
29,301479,弘景光电,52.99,12.12,5.73,58977.0,305707948.81,16.5,54.5,46.7,47.0,47.26,3.07,8.27,54.52,5.07,6599982183.0,3778235327.0,-0.02,-0.04,-14.59,-14.26
30,920060,万源通,28.58,11.99,3.06,117328.0,324035383.05,12.54,28.72,25.52,25.79,25.52,1.69,12.37,61.66,4.22,4345436469.0,2710077694.0,0.07,0.28,-3.51,-11.74
31,301282,金禄电子,46.73,11.82,4.94,208429.0,945868340.5,12.08,46.88,41.83,41.83,41.79,1.36,11.8,88.59,5.62,9856939979.0,8251484099.0,0.19,0.3,64.48,125.53
