排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,昨日打二板以上表现,BK1645,17353.27,979.15,5.98,66724840000,44.15,7,2,天洋新材,10.02
2,高带宽内存,BK1152,2834.04,153.63,5.73,2394282368000,6.73,28,0,兴森科技,9.99
3,昨日连板_含一字,BK1051,59894.06,3220.97,5.68,78915322000,17.86,8,3,天洋新材,10.02
4,玻璃基板,BK1175,2744.75,134.55,5.15,1545893744000,5.3,49,1,沃格光电,10.0
5,培育钻石,BK1023,2901.3,139.75,5.06,289909184000,2.86,19,0,黄河旋风,10.0
6,先进封装,BK1101,3635.47,168.62,4.86,3436586592000,6.97,60,2,沃格光电,10.0
7,存储芯片,BK1137,3136.4,143.97,4.81,13058451712000,6.18,126,5,有研新材,10.0
8,基金重仓,BK0536,17515.77,800.04,4.79,9262604544000,4.18,58,4,杰瑞股份,10.0
9,中芯概念,BK0935,2880.8,129.23,4.7,5097234944000,4.26,64,2,亚翔集成,10.0
10,昨日连板,BK0816,31838.3,1374.68,4.51,38496897000,16.75,4,1,天洋新材,10.02
11,CPO概念,BK1128,9303.17,400.91,4.5,7513456640000,5.12,64,4,天洋新材,10.02
12,EDA概念,BK0946,1543.47,66.26,4.49,338344976000,1.93,10,1,概伦电子,16.38
13,转基因,BK0907,1353.3,54.87,4.23,125263075000,3.53,16,1,农发种业,10.0
14,光刻机,BK0884,5255.27,210.23,4.17,1634295232000,4.28,38,2,沃格光电,10.0
15,百元股,BK1059,1000.83,39.82,4.14,25739812864000,3.85,208,25,华正新材,10.0
16,蓝宝石,BK0674,4221.91,167.77,4.14,802693680000,4.04,18,0,天通股份,10.01
17,PCB,BK0877,4211.9,166.16,4.11,6175464960000,5.0,160,6,华正新材,10.0
18,光通信模块,BK1136,4008.45,158.09,4.11,6588979712000,5.62,94,3,博敏电子,10.0
19,2025三季报预减,BK1199,1235.31,48.62,4.1,67945251000,4.71,8,0,奥来德,19.99
20,铜缆高速连接,BK1168,2665.31,103.69,4.05,1354148672000,4.16,38,2,太辰光,20.0
21,半导体概念,BK0917,2989.87,116.13,4.04,24142905344000,3.87,486,29,华正新材,10.0
22,复合集流体,BK1113,2010.7,77.85,4.03,510961264000,3.95,30,0,沃格光电,10.0
23,汽车芯片,BK0969,1651.85,63.37,3.99,2283344672000,3.14,67,6,中微半导,16.81
24,百日新高,BK1676,1585.8,60.42,3.96,172569092000,6.47,15,5,天洋新材,10.02
25,柔性屏(折叠屏),BK1160,2301.19,87.1,3.93,1787575440000,4.17,72,3,中石科技,20.0
26,IGBT概念,BK1048,1058.35,39.35,3.86,2112663248000,2.75,40,3,博敏电子,10.0
27,荣耀概念,BK1177,2335.82,85.8,3.81,5503466496000,5.29,46,8,苏州天脉,20.0
28,粮食概念,BK1086,707.72,25.96,3.81,203542959000,3.87,28,3,金健米业,10.05
29,麒麟电池,BK1092,1919.95,68.09,3.68,1975084640000,1.48,8,0,飞荣达,8.27
30,苹果概念,BK0666,5448.19,191.9,3.65,5562542848000,3.49,116,10,中石科技,20.0
31,光刻胶,BK1753,1168.31,40.87,3.63,916325264000,4.82,56,2,百合花,10.0
32,光纤概念,BK1660,1197.61,41.89,3.62,3839879840000,4.11,68,3,太辰光,20.0
33,密集调研,BK1700,1144.93,39.56,3.58,2201839392000,3.18,29,5,杰瑞股份,10.0
34,AI芯片,BK1127,1971.63,68.1,3.58,3114553056000,2.52,37,2,国科微,12.57
35,2026一季报预减,BK1681,944.65,32.48,3.56,183528196000,2.75,11,1,泰金新能,9.04
36,OLED,BK0840,4419.87,150.98,3.54,2890225424000,4.07,86,8,亚翔集成,10.0
37,碳化硅,BK0977,2280.86,77.79,3.53,1527786512000,3.6,42,4,通富微电,10.01
38,昨日涨停_含一字,BK1050,141119.22,4792.67,3.52,989683360000,12.59,42,21,桂发祥,9.96
39,科技风格,BK1713,999.83,33.89,3.51,22865652480000,2.47,92,8,通富微电,10.01
40,TOPCon电池,BK1097,927.8,31.47,3.51,720149920000,2.8,39,1,华民股份,19.95
41,第三代半导体,BK0952,2510.21,84.65,3.49,3304095552000,4.46,101,10,旭光电子,9.99
42,东方财富热股,BK1637,3533.88,117.45,3.44,12697969920000,6.27,72,27,桂发祥,9.96
43,3D玻璃,BK0881,1776.87,58.47,3.4,452096368000,3.32,14,1,沃格光电,10.0
44,题材股,BK1717,1394.21,45.29,3.36,2063762736000,21.0,40,17,中石科技,20.0
45,国产芯片,BK0891,4998.33,161.72,3.34,21201124352000,3.85,354,33,亚翔集成,10.0
46,华为海思,BK1180,2070.03,66.22,3.3,1366663920000,5.66,39,1,共进股份,10.02
47,第四代半导体,BK1121,2399.54,76.26,3.28,112811184000,1.49,3,1,东微半导,5.38
48,激光雷达,BK1002,2673.1,81.8,3.16,1035641728000,3.33,40,2,博敏电子,10.0
49,近期新高,BK1674,1509.08,45.91,3.14,218924977000,9.37,18,8,天洋新材,10.02
50,AI手机,BK1162,1942.98,58.89,3.13,1150516256000,3.26,26,4,中石科技,20.0
51,HJT电池,BK0908,3023.6,91.84,3.13,680101120000,2.58,33,5,华民股份,19.95
52,通信技术,BK1650,1080.59,32.51,3.1,15855228160000,3.26,333,41,中石科技,20.0
53,电子烟,BK0865,2755.83,82.72,3.09,1443891104000,2.72,45,8,沃格光电,10.0
54,大盘成长,BK1665,1111.84,33.34,3.09,22848461312000,1.23,87,11,思源电气,10.0
55,氮化镓,BK0916,1988.96,59.7,3.09,1592571856000,4.27,43,5,芯朋微,13.89
56,消费电子概念,BK1646,1069.6,31.81,3.07,5874899968000,3.94,174,20,天洋新材,10.02
57,高市净率,BK1722,1170.86,34.85,3.07,16404433408000,4.63,161,34,沃格光电,10.0
58,昨日涨停,BK0815,182983.95,5428.84,3.06,948357872000,12.49,38,20,桂发祥,9.96
59,液冷服务器,BK1138,2143.08,63.46,3.05,7048511744000,3.97,140,13,中石科技,20.0
60,智能穿戴,BK0641,4284.94,126.27,3.04,4262828576000,4.02,115,14,沃格光电,10.0
61,2026一季报扭亏,BK1682,1045.2,30.69,3.03,483017776000,3.38,11,0,德明利,7.19
62,噪声防治,BK1082,1787.28,52.39,3.02,50130783000,3.68,8,1,九州一轨,11.12
63,5G概念,BK0714,2116.7,61.65,3.0,15273178368000,3.04,282,35,中石科技,20.0
64,毫米波概念,BK1124,2268.23,65.93,2.99,1316562784000,4.5,50,4,中石科技,20.0
65,发电机概念,BK1014,1718.27,49.3,2.95,185711013000,1.83,22,1,瑞晨环保,8.51
66,F5G概念,BK1088,5057.97,144.42,2.94,2175911312000,3.03,21,4,共进股份,10.02
67,WiFi,BK0915,1657.23,46.96,2.92,901691392000,2.35,29,3,共进股份,10.02
68,氦气概念,BK0949,3234.62,91.7,2.92,355522080000,3.4,15,2,冰轮环境,10.0
69,社保重仓,BK0520,13654.81,382.94,2.89,151566055000,1.85,12,2,键邦股份,10.0
70,小米概念,BK0833,2515.84,70.2,2.87,9303122432000,3.56,207,26,沃格光电,10.0
