序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920107,N恒兴,30.05,87.58,14.03,182553.0,567929129.03,45.38,36.28,29.01,29.24,16.02,,96.73,20.13,2.44,2520594000.0,567133650.0,0.0,0.03,87.58,87.58
2,300314,戴维医疗,14.74,20.03,2.46,265412.0,376000040.21,12.95,14.74,13.15,13.15,12.28,2.13,18.46,107.35,3.48,4245120000.0,2118748944.0,0.0,0.0,35.11,17.92
3,300313,天山生物,10.73,20.02,1.79,249244.0,253011158.67,19.13,10.73,9.02,9.09,8.94,3.09,12.63,154.56,70.03,2572828606.0,2117595426.0,0.0,0.0,7.73,33.62
4,688503,聚和材料,95.68,20.01,15.95,288779.0,2540248432.0,18.41,95.68,81.0,82.0,79.73,1.78,11.93,19.99,4.45,23157778962.0,23157778962.0,0.0,0.0,-11.64,57.91
5,300684,中石科技,80.83,20.0,13.47,36324.0,293608912.75,0.0,80.83,80.83,80.83,67.36,0.29,1.78,93.43,12.04,24209330495.0,16535811557.0,0.0,0.0,27.27,66.73
6,301626,苏州天脉,307.08,20.0,51.18,43145.0,1234891878.83,20.35,307.08,255.01,255.01,255.9,1.97,8.2,712.79,22.31,35523014400.0,16158241906.0,0.0,0.0,6.47,65.01
7,300679,电连技术,51.17,20.0,8.53,372372.0,1774712441.91,18.22,51.17,43.4,43.4,42.64,2.26,10.36,62.37,4.43,21738039400.0,18392613624.0,0.0,0.0,-4.46,5.64
8,301516,中远通,19.32,20.0,3.22,194777.0,347567392.41,20.0,19.32,16.1,16.17,16.1,4.12,27.76,-165.62,4.28,5423157907.0,1355789481.0,0.0,0.0,-9.25,23.77
9,688003,天准科技,94.8,20.0,15.8,122055.0,1100106409.0,16.2,94.8,82.0,82.0,79.0,2.8,6.27,983.3,9.83,18465363557.0,18465363557.0,0.0,0.0,-8.67,62.33
10,688677,海泰新光,89.76,20.0,14.96,156507.0,1305941537.0,22.57,89.76,72.88,74.76,74.8,1.93,13.06,56.99,8.19,10760159520.0,10760159520.0,0.0,0.0,-34.19,110.85
11,300570,太辰光,193.8,20.0,32.3,244143.0,4508005582.81,15.42,193.8,168.9,174.69,161.5,1.26,12.7,124.83,26.39,44017186825.0,37246964252.0,0.0,0.0,20.81,69.18
12,301282,金禄电子,35.17,19.99,5.86,345248.0,1125432242.46,21.6,35.17,28.84,29.29,29.31,2.15,19.55,66.67,4.23,7418544384.0,6210243864.0,0.0,0.0,21.7,69.74
13,688378,奥来德,50.36,19.99,8.39,156665.0,736527027.0,20.87,50.36,41.6,42.5,41.97,2.64,6.5,41.1,6.57,13165371259.0,12134774356.0,0.0,0.0,-0.67,85.83
14,301127,武汉天源,18.14,19.97,3.02,812959.0,1426388485.15,15.81,18.14,15.75,15.78,15.12,2.49,12.42,68.36,3.64,12227725525.0,11871222028.0,0.0,0.0,26.94,19.74
15,300345,华民股份,8.9,19.95,1.48,1293076.0,1077370418.37,21.83,8.9,7.28,7.48,7.42,2.31,26.91,-21.35,12.76,5173859926.0,4276003451.0,0.0,0.0,38.63,41.95
16,688380,中微半导,47.05,16.81,6.77,295759.0,1317129837.0,13.48,47.46,42.03,42.03,40.28,3.32,7.39,54.88,5.84,18837173250.0,18837173250.0,0.0,0.21,-6.31,47.72
17,920012,创达新材,57.35,16.68,8.2,31765.0,180906257.26,27.43,62.38,48.9,48.98,49.15,3.35,16.46,44.1,3.42,2828351743.0,1106712199.0,-0.76,-1.32,-14.75,192.9
18,688206,概伦电子,41.57,16.38,5.85,163369.0,651258130.0,17.22,41.8,35.65,35.85,35.72,2.21,3.74,-426.16,6.59,20952761264.0,18148582171.0,0.07,0.41,4.29,19.45
19,300862,蓝盾光电,54.77,15.82,7.48,437900.0,2253007214.85,15.61,55.88,48.5,49.2,47.29,2.37,28.91,-291.76,5.16,10111522493.0,8296067053.0,-0.05,-0.36,111.06,139.38
20,300943,春晖智控,33.2,15.8,4.53,225617.0,708475186.82,18.84,34.08,28.68,28.76,28.67,1.76,16.91,178.04,6.8,6766824000.0,4429728426.0,0.24,0.3,-16.96,60.77
21,688035,德邦科技,75.15,14.4,9.46,138899.0,1024654193.0,19.96,78.83,65.72,65.99,65.69,2.21,9.77,78.53,4.45,10689336000.0,10689336000.0,0.33,0.13,-10.65,56.24
22,688733,壹石通,34.75,14.2,4.32,122554.0,401747432.0,15.08,34.99,30.4,30.75,30.43,2.49,6.13,4139.14,3.35,6942187853.0,6942187853.0,-0.29,-0.29,-3.69,20.33
23,688508,芯朋微,96.78,13.89,11.8,130590.0,1216501949.0,13.73,97.5,85.83,85.83,84.98,2.18,9.86,40.67,4.43,12815641086.0,12815641086.0,0.12,0.09,6.88,60.1
24,300566,激智科技,31.5,13.72,3.8,429100.0,1277850757.17,14.15,31.58,27.66,28.5,27.7,1.55,18.93,36.24,3.8,8256295625.0,7140433577.0,0.19,0.19,37.61,73.55
25,688361,中科飞测,368.7,13.68,44.37,144280.0,5131000691.0,13.68,368.7,324.33,329.87,324.33,1.47,4.1,-477.48,25.3,129801451098.0,129801451098.0,0.33,0.46,50.21,141.0
26,688313,仕佳光子,160.0,13.67,19.24,288363.0,4455993813.0,11.51,160.0,143.8,144.88,140.76,1.1,6.38,114.87,42.12,72317812480.0,72317812480.0,0.03,0.02,-8.27,80.83
27,688282,理工导航,64.69,13.57,7.73,24878.0,155047453.0,13.66,64.78,57.0,57.0,56.96,3.08,2.79,-103.51,4.44,5759305417.0,5759305417.0,-0.02,-0.02,-26.49,1.87
28,688766,普冉股份,466.0,13.38,55.0,168739.0,7560973428.0,12.62,469.88,418.0,420.0,411.0,1.08,11.35,68.99,25.72,69295855698.0,69295855698.0,0.13,0.3,14.44,266.67
29,688655,迅捷兴,42.78,13.32,5.03,123796.0,507530559.0,13.67,43.18,38.02,38.76,37.75,1.36,9.28,-266.62,8.74,5706424200.0,5706424200.0,0.28,0.16,-31.16,149.74
30,920087,秋乐种业,12.01,12.98,1.38,179622.0,216677091.63,17.78,12.88,10.99,11.02,10.63,2.61,10.95,-62.38,3.75,1984052000.0,1970193961.0,0.0,-0.83,0.92,-24.37
31,300797,钢研纳克,14.37,12.62,1.61,184085.0,257872486.24,11.52,14.47,13.0,13.02,12.76,4.78,4.82,35.75,4.06,5499804378.0,5484948298.0,0.0,0.28,-4.39,-14.57
32,300672,国科微,196.0,12.57,21.89,186325.0,3417668292.65,12.29,196.0,174.6,177.01,174.11,1.63,8.86,193.63,11.03,42552080592.0,41226181556.0,0.26,0.41,-33.95,82.12
33,300548,长芯博创,219.0,12.5,24.33,212378.0,4489659087.3,10.72,220.85,199.99,200.0,194.67,1.28,7.22,124.09,31.56,64562251857.0,64431673545.0,0.0,-0.04,-8.75,54.54
34,688210,统联精密,32.84,12.08,3.54,61796.0,194139389.0,13.52,33.0,29.04,29.4,29.3,2.13,3.8,-67.05,4.17,5341771083.0,5341771083.0,-0.06,-0.15,-34.06,-40.64
35,688825,长鑫科技,61.8,12.0,6.62,5661368.0,33518442992.0,11.42,61.8,55.5,55.6,55.18,1.33,12.57,41.73,29.66,4133238759559.0,278287808408.0,0.23,0.67,613.63,613.63
36,301235,华康洁净,51.15,11.68,5.35,184191.0,905302061.03,15.33,52.5,45.48,45.89,45.8,1.18,17.67,-101.99,2.77,7122641439.0,5330767835.0,0.2,0.16,-29.83,39.45
37,300767,震安科技,21.06,11.61,2.19,204590.0,413764775.05,13.2,21.15,18.66,18.86,18.87,3.86,8.53,-765.13,3.83,5818689050.0,5052121919.0,0.19,0.29,2.83,1.25
38,688648,中邮科技,36.18,11.56,3.75,66925.0,234687305.0,15.94,37.41,32.24,32.45,32.43,4.01,9.63,-40.49,2.32,4920480000.0,2515556470.0,-0.11,-0.3,-22.16,-41.13
39,688618,三旺通信,32.08,11.47,3.3,60394.0,189887749.0,15.32,33.19,28.78,28.78,28.78,3.12,5.49,-1033.34,4.37,3530334964.0,3530334964.0,-0.43,-0.59,-18.06,21.06
40,688001,华兴源创,56.08,11.29,5.69,131607.0,715435932.0,12.62,56.98,50.62,50.74,50.39,1.73,2.79,2264.39,6.48,26445399914.0,26445399914.0,0.07,0.09,-18.42,86.13
41,688061,灿瑞科技,40.97,11.27,4.15,28630.0,113885434.0,11.81,41.2,36.85,37.1,36.82,2.28,2.49,-56.04,2.07,4707018349.0,4707018349.0,0.0,0.0,-0.56,26.37
42,688679,通源环境,38.07,11.25,3.85,86954.0,319103586.0,14.03,39.3,34.5,34.5,34.22,1.98,6.6,2341.64,4.57,5013425927.0,5013425927.0,-0.03,0.24,-44.88,43.12
43,300189,神农种业,5.19,11.13,0.52,2947162.0,1528816142.56,13.06,5.45,4.84,4.99,4.67,3.05,33.25,-204.48,7.72,5314560000.0,4599639701.0,0.0,0.0,-4.07,-30.24
44,688793,倍轻松,20.89,11.12,2.09,56889.0,115387367.0,14.1,21.21,18.56,18.62,18.8,1.76,6.69,-38.15,7.97,1775715156.0,1775715156.0,0.05,0.0,-4.52,-4.17
45,688485,九州一轨,80.12,11.12,8.02,148316.0,1132639853.0,12.9,80.5,71.2,71.2,72.1,1.54,9.87,-691.59,9.63,12041400007.0,12041400007.0,-0.27,0.09,42.94,349.1
46,688610,埃科光电,176.4,11.08,17.6,24174.0,416043038.0,11.68,177.57,159.02,159.44,158.8,1.59,5.91,129.23,7.73,11995200000.0,7220504995.0,0.5,0.46,-13.95,185.39
47,300508,维宏股份,51.28,11.0,5.08,62588.0,308906680.61,9.33,51.85,47.54,48.0,46.2,1.65,7.64,463.26,6.45,5581639802.0,4200966980.0,0.06,0.25,7.91,39.58
48,920725,惠丰钻石,81.89,10.99,8.11,68380.0,558529748.4,17.95,85.88,72.64,74.7,73.78,1.83,15.48,1045.44,12.43,7474509750.0,3617956295.0,0.23,0.34,135.99,142.92
49,688820,盛合晶微,153.1,10.97,15.13,219204.0,3271719862.0,12.24,155.68,138.79,139.57,137.97,2.11,12.68,372.65,14.82,285190714251.0,26471394643.0,0.01,-0.01,-18.54,677.95
50,688097,博众精工,49.45,10.8,4.82,104667.0,497761129.0,12.03,49.85,44.48,45.25,44.63,1.78,2.34,193.89,4.67,22086731979.0,22086731979.0,0.24,-0.1,-16.72,31.52
51,688112,鼎阳科技,58.19,10.8,5.67,40532.0,226440222.0,11.61,58.4,52.3,52.73,52.52,1.51,2.54,60.55,6.04,9286942622.0,9286942622.0,-0.33,-0.19,-19.58,58.17
52,301189,奥尼电子,55.13,10.7,5.33,57583.0,305962666.18,10.52,55.49,50.25,50.25,49.8,1.48,3.65,137.81,4.34,9021469396.0,8707302601.0,-0.13,0.05,-17.8,77.5
53,920943,优机股份,18.0,10.5,1.71,49140.0,85045805.92,13.01,18.45,16.33,16.33,16.29,1.31,9.49,-57.68,2.89,1827384804.0,932540994.0,-0.11,-0.5,17.65,-31.43
54,688353,华盛锂电,108.3,10.49,10.28,105050.0,1090279661.0,9.47,108.39,99.11,99.98,98.02,1.39,6.59,44.51,4.9,17273850000.0,17273850000.0,0.05,0.34,13.39,-4.75
55,301419,阿莱德,41.55,10.45,3.93,196180.0,803958182.32,9.91,43.27,39.54,41.01,37.62,4.15,19.78,125.91,6.74,6232500000.0,4120025288.0,0.02,-0.05,11.42,55.15
56,300506,名家汇,5.64,10.37,0.53,779393.0,423774935.7,13.31,5.7,5.02,5.07,5.11,1.44,10.61,-156.67,5.88,8040364649.0,4143688333.0,0.0,0.0,9.73,34.29
57,688279,峰岹科技,178.64,10.2,16.53,23653.0,404429182.0,10.4,179.0,162.14,163.0,162.11,1.58,2.53,58.24,4.02,20563979251.0,16713215411.0,0.3,-0.03,-28.37,-11.87
58,300948,冠中生态,22.7,10.14,2.09,63047.0,139577246.34,11.01,22.7,20.43,20.73,20.61,1.61,4.06,8377.9,3.76,3731361282.0,3521966562.0,0.0,0.13,-15.55,4.66
59,300535,达威股份,16.8,10.09,1.54,106095.0,178310981.27,14.74,17.62,15.37,15.39,15.26,4.57,13.07,-55.72,1.9,1797933698.0,1363505573.0,0.12,0.3,-6.77,-5.41
60,002476,新叶股份,5.02,10.09,0.46,172473.0,84104862.0,10.75,5.02,4.53,4.58,4.56,2.31,2.82,63.12,3.19,3072240000.0,3072240000.0,0.0,0.0,-10.68,-30.66
61,600491,ST龙元,1.64,10.07,0.15,1386088.0,216071678.0,10.74,1.64,1.48,1.49,1.49,1.22,9.06,-4.86,0.36,2508803046.0,2508803046.0,0.0,0.0,23.31,-37.88
62,000670,盈方微,7.54,10.07,0.69,818955.0,600870844.6,11.39,7.54,6.76,6.85,6.85,2.08,9.86,-136.29,207.34,6378421357.0,6261593581.0,0.0,0.0,-15.28,2.17
63,002742,冀衡医药,4.7,10.07,0.43,268510.0,121754245.88,12.18,4.7,4.18,4.24,4.27,0.64,5.13,-79.83,21.69,3215279593.0,2462429278.0,0.0,0.0,5.62,3.98
64,601700,风范股份,7.22,10.06,0.66,1858814.0,1289058728.0,14.02,7.22,6.3,6.64,6.56,0.88,16.32,72.37,3.82,8221827706.0,8221827706.0,0.0,0.0,31.51,27.56
65,001356,富岭股份,9.52,10.06,0.87,118543.0,108978575.64,9.36,9.52,8.71,8.71,8.65,3.1,5.6,95.04,2.78,5610326400.0,2015350680.0,0.0,0.0,-12.34,-26.14
66,605162,新中港,9.53,10.05,0.87,310123.0,280452091.0,13.05,9.53,8.4,8.55,8.66,1.27,7.0,86.9,2.66,4220325344.0,4220325344.0,0.0,0.0,-9.58,13.72
67,603916,苏博特,12.16,10.05,1.11,290217.0,348226749.0,10.32,12.16,11.02,11.09,11.05,2.43,6.9,42.33,1.21,5111185939.0,5111185939.0,0.0,0.0,-20.47,30.19
68,603089,正裕工业,10.73,10.05,0.98,64307.0,68333942.0,4.51,10.73,10.29,10.29,9.75,2.09,2.68,-41.36,1.59,2958467349.0,2575556966.0,0.0,0.0,-3.25,-14.64
69,600127,金健米业,6.46,10.05,0.59,381413.0,246088299.0,2.39,6.46,6.32,6.32,5.87,1.09,5.94,5921.91,6.18,4145919588.0,4145919588.0,0.0,0.0,2.7,-3.87
70,603703,盛洋科技,10.73,10.05,0.98,250163.0,258410604.0,9.74,10.73,9.78,10.05,9.75,2.71,6.03,182.2,5.39,4452758148.0,4452758148.0,0.0,0.0,-24.75,-26.41
71,000779,甘咨询,10.63,10.04,0.97,1030634.0,1058854580.55,10.56,10.63,9.61,9.82,9.66,1.09,22.18,21.21,1.24,4941137075.0,4940537043.0,0.0,0.0,38.05,30.11
72,603010,万盛股份,12.39,10.04,1.13,136677.0,162157022.0,10.48,12.39,11.21,11.21,11.26,1.85,2.39,128.97,2.8,7248525330.0,7071943050.0,0.0,0.0,-8.96,17.89
73,600965,*ST福成,2.85,10.04,0.26,99200.0,27524905.0,9.65,2.85,2.6,2.61,2.59,3.26,1.21,27.13,1.06,2333297722.0,2333297722.0,0.0,0.0,-15.93,-52.1
74,600860,京城股份,9.43,10.04,0.86,274742.0,245870679.0,13.07,9.43,8.31,8.57,8.57,3.05,6.19,-41.21,6.5,5162792867.0,4187304631.0,0.0,0.0,-8.36,-24.8
75,002907,华森制药,16.79,10.03,1.53,188786.0,312853548.34,6.42,16.79,15.81,16.68,15.26,3.2,5.62,53.46,4.11,7011442112.0,5638362208.0,0.0,0.0,33.57,13.68
76,002229,鸿博股份,13.82,10.03,1.26,1016185.0,1367664685.14,8.52,13.82,12.75,12.91,12.56,1.02,20.61,-54.09,6.4,6857366364.0,6815418173.0,0.0,0.0,-9.73,-10.55
77,603958,哈森股份,16.78,10.03,1.53,25554.0,41870563.0,10.3,16.78,15.21,15.26,15.25,0.74,1.16,53.46,5.65,3680860800.0,3680860800.0,0.0,0.0,-32.09,26.17
78,002165,红 宝 丽,7.13,10.03,0.65,803083.0,560270696.2,11.11,7.13,6.41,6.48,6.48,1.18,11.04,-54.58,2.65,5242473938.0,5187675317.0,0.0,0.0,-10.99,-5.31
79,002787,华源控股,23.6,10.02,2.15,157533.0,356312457.49,10.26,23.6,21.4,21.7,21.45,1.33,6.35,52.24,4.3,7844609863.0,5854764417.0,0.0,0.0,-10.88,89.56
80,603118,共进股份,19.32,10.02,1.76,1047790.0,2022067463.0,2.45,19.32,18.89,19.26,17.56,1.26,13.31,155.52,3.01,15210180164.0,15210180164.0,0.0,0.0,36.15,68.44
81,603721,中广天择,19.88,10.02,1.81,92261.0,177368555.0,10.46,19.88,17.99,18.2,18.07,1.5,7.1,-85.69,5.38,2584400000.0,2584400000.0,0.0,0.0,-17.48,3.81
82,002581,*ST未名,4.83,10.02,0.44,177529.0,83038263.22,11.85,4.83,4.31,4.31,4.39,1.44,4.43,-14.69,1.77,3186522880.0,1935821308.0,0.0,0.0,10.02,-35.6
83,603657,春光科技,29.21,10.02,2.66,22699.0,64921953.0,10.02,29.21,26.55,26.55,26.55,0.62,1.68,-27.88,4.53,3948901361.0,3948901361.0,0.0,0.0,-5.32,-1.98
84,603330,天洋新材,11.75,10.02,1.07,118591.0,139344883.0,0.0,11.75,11.75,11.75,10.68,0.38,2.92,377.01,3.9,5083915376.0,4778880453.0,0.0,0.0,69.31,62.29
85,002081,金 螳 螂,5.82,10.02,0.53,4828726.0,2782545561.39,6.05,5.82,5.5,5.5,5.29,3.16,18.26,21.93,1.14,15453983870.0,15389496378.0,0.0,0.0,0.17,76.9
86,603011,合锻智能,26.68,10.02,2.43,774398.0,2017907524.0,7.42,26.68,24.88,25.05,24.25,0.88,15.66,-114.97,7.08,13190977179.0,13190977179.0,0.0,0.0,34.68,12.53
87,605180,华生科技,13.96,10.01,1.27,55086.0,74630330.0,13.0,13.96,12.31,12.6,12.69,3.2,3.26,161.83,2.08,2359240000.0,2359240000.0,0.0,0.0,-13.18,-3.59
88,603102,百合股份,43.41,10.01,3.95,36404.0,155893919.0,6.99,43.41,40.65,40.66,39.46,0.59,5.69,22.38,1.62,2778240000.0,2778240000.0,0.0,0.0,10.18,1.02
89,002651,利君股份,9.23,10.01,0.84,314036.0,282098301.88,8.58,9.23,8.51,8.64,8.39,3.55,5.55,75.7,3.48,9538835800.0,5219229406.0,0.0,0.0,6.21,-20.64
90,002448,中原内配,13.63,10.01,1.24,389554.0,522241812.54,8.47,13.63,12.58,12.6,12.39,2.01,6.71,10.11,2.1,8020023475.0,7912344594.0,0.0,0.0,-2.15,7.07
91,603002,宏昌电子,17.59,10.01,1.6,602960.0,1033266081.0,8.69,17.59,16.2,16.25,15.99,0.87,5.32,10644.13,5.8,19948440973.0,19948440973.0,0.0,0.0,8.05,138.35
92,000737,北方铜业,14.95,10.01,1.36,1381462.0,2020297259.73,6.25,14.95,14.1,14.33,13.59,2.55,7.25,11.58,3.97,28475510703.0,28472861937.0,0.0,0.0,6.79,-1.97
93,603389,亚振家居,48.24,10.01,4.39,27176.0,126785814.0,10.63,48.24,43.58,43.98,43.85,1.21,1.03,-214.32,63.21,12675156480.0,12675156480.0,0.0,0.0,-23.31,6.82
94,603082,北自科技,44.17,10.01,4.02,49401.0,211372436.0,8.74,44.17,40.66,40.85,40.15,0.85,12.18,96.77,4.3,7357534225.0,1791398273.0,0.0,0.0,4.82,21.65
95,002156,通富微电,69.26,10.01,6.3,1476243.0,9941401424.5,9.31,69.26,63.4,63.41,62.96,1.74,9.73,79.86,6.77,105108762125.0,105098740896.0,0.0,0.0,9.31,84.1
96,603395,红四方,23.96,10.01,2.18,50113.0,116992722.0,9.96,23.96,21.79,21.79,21.78,2.03,7.71,74.94,4.42,6229600000.0,1557400000.0,0.0,0.0,-4.24,-17.86
97,600330,天通股份,27.48,10.01,2.5,1145016.0,3022009395.0,10.73,27.48,24.8,25.11,24.98,0.86,9.28,-202.5,4.37,33894777752.0,33894777752.0,0.0,0.0,-6.08,109.29
98,600459,贵研铂业,22.97,10.01,2.09,497799.0,1102668460.0,8.81,22.97,21.13,21.6,20.88,1.42,6.55,21.28,2.12,18910698393.0,17450452746.0,0.0,0.0,17.19,25.11
99,603286,日盈电子,46.15,10.01,4.2,48187.0,214585029.0,9.89,46.15,42.0,42.24,41.95,1.39,4.12,-244.46,6.64,5445407917.0,5394206799.0,0.0,0.0,-34.34,-33.27
100,001358,兴欣新材,28.14,10.01,2.56,51903.0,140605741.37,11.1,28.14,25.3,25.66,25.58,1.32,10.18,40.29,2.43,3466848000.0,1434473307.0,0.0,0.0,-1.4,10.09
101,002258,利尔化学,14.94,10.01,1.36,435399.0,630495293.8,9.79,14.94,13.61,13.61,13.58,2.24,5.45,25.98,1.52,11958532186.0,11939278515.0,0.0,0.0,24.81,16.26
