排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,教育运营及其他,BK1556,1319.09,74.95,6.02,16671559000,9.9,2,0,ST豆神,11.62
2,卫浴电器,BK1452,1456.28,67.59,4.87,16272513000,7.63,2,1,万和电气,10.03
3,其他饰品,BK1356,556.77,25.11,4.72,4964758000,1.41,1,1,ST新华锦,9.97
4,玻纤制造,BK1462,16059.95,583.38,3.77,539125344000,6.83,8,0,九鼎新材,10.04
5,玻璃玻纤,BK0546,66961.31,1653.26,2.53,591909824000,4.21,13,4,凯盛新能,10.01
6,航海装备Ⅲ,BK1383,5538.41,136.17,2.52,611664304000,5.72,9,0,国瑞科技,6.92
7,航海装备Ⅱ,BK1230,5538.41,136.17,2.52,611664304000,5.72,9,0,国瑞科技,6.92
8,电能综合服务,BK1373,3411.92,75.25,2.26,208060244000,2.31,10,4,乐山电力,10.0
9,水力发电,BK1380,4087.97,89.23,2.23,1234070992000,0.55,8,3,闽东电力,10.03
10,金融控股,BK1359,2115.69,43.86,2.12,249554600000,1.18,8,1,新力金融,10.07
11,涂料,BK1469,1039.83,20.1,1.97,22581984000,1.74,1,1,*ST亚士,7.78
12,印制电路板,BK1340,13218.33,252.63,1.95,2821105808000,6.3,33,15,金安国纪,10.0
13,城商行Ⅲ,BK1609,1715.35,32.49,1.93,1385155072000,0.85,17,0,宁波银行,3.49
14,快递,BK1489,5267.44,98.7,1.91,268020762000,0.71,3,1,圆通速递,4.7
15,国有大型银行Ⅲ,BK1611,3363.16,50.16,1.51,11597489664000,0.12,6,0,交通银行,2.06
16,银行,BK1283,4446.64,64.24,1.47,16250364160000,0.26,42,0,宁波银行,3.49
17,银行Ⅱ,BK0475,4446.64,64.24,1.47,16250364160000,0.26,42,0,宁波银行,3.49
18,玻璃制造,BK1461,1874.09,26.44,1.43,52784469000,1.85,5,4,凯盛新能,10.01
19,厨卫电器,BK1240,5932.5,82.22,1.41,51226428000,3.96,4,5,万和电气,10.03
20,风电整机,BK1314,1377.54,18.39,1.35,138958255000,2.22,4,1,电气风电,3.94
21,元件,BK0459,60948.98,780.51,1.3,3352490016000,5.85,38,29,金安国纪,10.0
22,火力发电,BK1377,2439.55,29.88,1.24,1034484496000,1.92,22,10,华银电力,10.06
23,期货,BK1361,524.7,6.34,1.22,50797667000,1.85,4,0,南华期货,1.8
24,光伏发电,BK1375,3263.55,38.26,1.19,124044433000,2.77,8,5,芯能科技,9.97
25,农商行Ⅲ,BK1612,484.19,5.62,1.17,270844560000,1.19,10,0,无锡银行,2.54
26,汽车综合服务,BK1524,1190.91,13.51,1.15,15997409000,1.92,1,2,阿尔特,4.69
27,多元金融,BK0738,602.77,6.25,1.05,523033472000,1.22,19,6,新力金融,10.07
28,电力,BK0428,19763.49,189.83,0.97,3972189968000,1.45,67,40,闽东电力,10.03
29,股份制银行Ⅲ,BK1610,2438.72,21.21,0.88,2996874928000,0.33,9,0,招商银行,1.39
30,非银金融,BK1203,2489.21,21.39,0.87,7026016512000,0.78,67,12,新力金融,10.07
31,公用事业,BK0427,9731.15,83.2,0.86,4247014800000,1.53,80,57,闽东电力,10.03
32,证券Ⅲ,BK1366,142100.47,1167.24,0.83,3554703904000,0.82,44,5,哈投股份,5.26
33,证券Ⅱ,BK0473,142100.47,1167.24,0.83,3554703904000,0.82,44,5,哈投股份,5.26
34,风电设备,BK1032,1226.26,9.85,0.81,351164256000,2.56,17,14,天顺风能,10.03
35,风力发电,BK1374,2016.97,15.27,0.76,724384240000,1.04,10,4,绿发电力,4.15
36,风电零部件,BK1313,1856.94,13.0,0.71,212205994000,2.77,13,13,天顺风能,10.03
37,信托,BK1363,1932.41,12.76,0.66,69299643000,0.8,3,0,陕国投Ａ,0.99
38,焦炭Ⅲ,BK1492,878.78,5.71,0.65,59728790000,4.15,4,3,云煤能源,9.96
39,焦炭Ⅱ,BK1249,878.78,5.71,0.65,59728790000,4.15,4,3,云煤能源,9.96
40,房屋建设Ⅲ,BK1470,1970.22,12.69,0.65,256255594000,0.65,2,5,重庆建工,1.1
41,房屋建设Ⅱ,BK1246,1970.22,12.69,0.65,256255594000,0.65,2,5,重庆建工,1.1
42,燃气Ⅲ,BK1381,2011.68,9.49,0.47,274824832000,2.76,13,17,水发燃气,9.99
43,燃气Ⅱ,BK1028,2011.68,9.49,0.47,274824832000,2.76,13,17,水发燃气,9.99
44,租赁,BK1365,2982.59,13.01,0.44,77727039000,0.78,2,0,渤海租赁,0.87
45,人工景区,BK1562,3035.03,13.05,0.43,35050561000,6.26,2,3,云南旅游,4.99
46,核力发电,BK1376,623.91,2.02,0.32,501484976000,0.31,3,0,中国核电,0.55
47,电信运营商,BK1587,1013.38,3.26,0.32,2805448192000,0.18,2,1,XD中国电,1.14
48,保险Ⅲ,BK1358,1401.47,4.27,0.31,2948279088000,0.22,4,1,中国太保,0.6
49,保险Ⅱ,BK0474,1401.47,4.27,0.31,2948279088000,0.22,4,1,中国太保,0.6
50,瓷砖地板,BK1538,1493.38,4.54,0.3,72165677000,4.89,5,7,蒙娜丽莎,4.56
