序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,001232,N嘉立创,208.01,146.28,123.55,332548.0,6883459441.93,53.88,234.5,188.99,234.35,84.46,,75.23,76.74,9.62,115562035600.0,9195404257.0,0.0,-0.36,146.28,146.28
2,920092,汉鑫科技,30.43,29.99,7.02,71178.0,196941901.8,29.6,30.43,23.5,23.5,23.41,3.16,22.01,-179.53,5.38,1889085271.0,983996256.0,0.0,0.0,0.1,-18.72
3,920045,蘅东光,294.09,20.83,50.69,26322.0,736389908.64,17.56,295.78,253.05,253.05,243.4,1.54,9.34,83.32,25.03,28026826113.0,8287029475.0,0.07,0.1,-30.88,33.48
4,300615,欣天科技,12.52,20.04,2.09,8435.0,10561120.8,0.0,12.52,12.52,12.52,10.43,0.18,0.55,-17.96,5.23,2416224784.0,1916652533.0,0.0,0.0,-14.13,-5.37
5,301227,森鹰窗业,21.46,20.02,3.58,66454.0,134973397.04,18.01,21.46,18.24,18.24,17.88,3.22,8.99,-33.42,1.76,2821108788.0,1586075058.0,0.0,0.0,-6.78,-43.33
6,300052,中青宝,12.05,20.02,2.01,503815.0,581857008.58,19.72,12.05,10.07,10.27,10.04,3.41,19.24,-54.97,9.16,3155397456.0,3155307081.0,0.0,0.0,-21.14,-4.06
7,300209,行云科技,33.64,20.01,5.61,1713377.0,5505893655.87,16.55,33.64,29.0,29.66,28.03,1.73,23.06,1299.97,33.25,31239319279.0,24991455430.0,0.0,0.0,45.0,517.25
8,301270,汉仪股份,35.26,20.01,5.88,150294.0,505904063.44,20.32,35.26,29.29,29.29,29.38,2.56,15.91,-482.36,3.68,3526000000.0,3331817679.0,0.0,0.0,2.95,-5.42
9,300489,光智科技,169.2,20.0,28.2,143778.0,2284126303.73,13.65,169.2,149.95,155.36,141.0,1.2,10.37,382.66,30.9,23545505682.0,23459322985.0,0.0,0.0,32.29,233.07
10,300620,光库科技,254.33,20.0,42.39,178090.0,4294898615.12,16.89,254.33,218.54,218.54,211.94,1.6,7.21,354.15,29.41,63374088010.0,62845753804.0,0.0,0.0,-4.34,73.19
11,688808,联讯仪器,1948.8,20.0,324.8,22297.0,4126816354.0,17.17,1948.8,1670.0,1678.99,1624.0,1.19,11.55,420.67,68.21,200076800650.0,37604325427.0,0.0,0.71,65.71,2280.07
12,688661,和林微纳,93.79,20.0,15.63,67814.0,597115673.0,18.78,93.79,79.11,82.49,78.16,1.08,4.46,-277.65,11.84,14245559201.0,14245559201.0,0.0,0.0,-27.68,81.48
13,301047,义翘神州,83.58,20.0,13.93,102546.0,822845925.19,19.48,83.58,70.01,70.01,69.65,6.44,8.58,79.06,1.96,10166398896.0,9994548303.0,0.0,0.0,15.08,25.87
14,300720,海川智能,59.75,20.0,9.96,142327.0,793868664.08,18.58,59.75,50.5,50.79,49.79,1.01,7.73,411.33,20.15,11643916046.0,11002676955.0,0.0,0.0,-12.39,76.57
15,300270,中威电子,12.6,20.0,2.1,321740.0,377660785.3,18.86,12.6,10.62,11.1,10.5,1.66,12.33,470.33,6.93,3815355953.0,3287721125.0,0.0,0.0,-13.76,14.96
16,301396,宏景科技,176.65,20.0,29.44,212051.0,3557850503.37,13.29,176.65,157.08,157.16,147.21,1.41,14.99,313.7,31.44,37966424407.0,24997175337.0,0.0,0.0,-24.06,274.18
17,688316,青云科技-U,55.58,19.99,9.26,27883.0,150554758.0,14.21,55.58,49.0,49.68,46.32,1.33,5.82,-48.51,50.1,2662178010.0,2662178010.0,0.0,0.0,-28.55,-7.63
18,300592,华凯易佰,15.2,19.97,2.53,328481.0,463268595.23,19.65,15.2,12.71,12.75,12.67,0.94,9.55,20.78,2.59,5946685801.0,5227069085.0,0.0,0.0,4.61,43.26
19,300989,蕾奥规划,14.5,18.85,2.3,155236.0,206273135.84,21.39,14.6,11.99,12.22,12.2,2.03,9.53,-25.8,3.17,3053094872.0,2361967234.0,0.0,0.42,-8.29,-17.8
