排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,其他医疗服务,BK1599,4471.41,281.68,6.72,22183679000,5.72,5,0,南华生物,10.0
2,房产租赁经纪,BK1341,1521.05,70.45,4.86,19758624000,12.17,3,0,世联行,9.89
3,半导体设备,BK1326,52304.98,2409.35,4.83,2218948192000,3.48,23,2,托伦斯,20.0
4,数字芯片设计,BK1331,25435.54,1138.09,4.68,7704292864000,4.12,53,1,诚邦股份,10.02
5,集成电路制造,BK1329,3757.56,165.01,4.59,2255101728000,2.28,9,0,盛合晶微,7.11
6,光伏加工设备,BK1317,6706.57,289.9,4.52,221171721000,2.33,11,0,拉普拉斯,11.26
7,分立器件,BK1327,16728.12,713.5,4.46,655888272000,4.8,18,0,东微半导,15.16
8,集成电路封测,BK1328,9230.89,391.93,4.43,439458992000,8.77,13,0,华天科技,10.01
9,模拟芯片设计,BK1330,6909.09,292.74,4.42,653495584000,3.16,35,1,博通集成,10.0
10,半导体,BK1036,2869.78,119.54,4.35,15003104768000,4.65,182,4,博通集成,10.0
11,资产管理,BK1364,3474.1,143.63,4.31,35712261000,1.66,4,0,华金资本,10.02
12,诊断服务,BK1602,5787.45,221.01,3.97,49064962000,6.47,5,0,华大基因,6.41
13,白银,BK1616,5164.56,193.89,3.9,114772557000,5.49,3,0,盛达资源,5.88
14,跨境电商,BK1547,2832.53,98.0,3.58,57249980000,14.06,4,3,星徽股份,17.39
15,逆变器,BK1320,13269.73,457.1,3.57,378958736000,2.53,10,0,上能电气,7.1
16,超市,BK1552,1619.36,54.75,3.5,65247713000,3.13,7,0,国光连锁,9.97
17,光伏电池组件,BK1315,2157.15,67.98,3.25,277095904000,1.86,22,0,爱旭股份,7.75
18,生活用纸,BK1495,1246.08,39.04,3.23,56405878000,2.49,9,0,洁雅股份,11.02
19,其他电源设备Ⅲ,BK1322,9294.3,284.89,3.16,458490080000,2.37,25,4,恒运昌,10.63
20,光伏设备,BK1031,1116.54,34.07,3.15,1271799440000,1.77,66,3,亚玛顿,9.98
21,教育运营及其他,BK1556,1316.91,40.14,3.14,16073185000,7.61,2,0,博瑞传播,3.25
22,其他家居用品,BK1540,6579.39,200.24,3.14,174586552000,2.35,21,3,华瓷股份,10.01
