序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920130,立方控股,20.42,29.98,4.71,93986.0,179091140.57,33.48,20.42,15.16,15.16,15.71,3.02,16.4,-58.53,4.04,1883606879.0,1169966330.0,0.0,0.0,4.08,-29.49
2,920575,*ST康乐,4.71,23.95,0.91,248833.0,114647230.22,22.63,4.94,4.08,4.19,3.8,6.92,13.25,-6.52,-18.27,1323227400.0,884720183.0,0.0,-0.42,4.9,-43.05
3,300720,海川智能,50.8,20.01,8.47,68425.0,334734365.2,11.39,50.8,45.98,47.08,42.33,0.5,3.72,349.71,17.13,9899764605.0,9354577227.0,0.0,0.0,-27.31,50.12
4,300364,中文在线,24.83,20.01,4.14,872440.0,2053546629.28,17.54,24.83,21.2,21.43,20.69,1.86,13.21,-98.68,71.65,18088657930.0,16398364495.0,0.0,0.0,-23.27,-1.15
5,300508,维宏股份,38.52,20.0,6.42,20329.0,75011185.0,14.36,38.52,33.91,33.91,32.1,0.72,2.48,347.99,4.84,4192760632.0,3155640563.0,0.0,0.0,11.85,4.84
6,300795,米奥会展,16.44,20.0,2.74,585580.0,894860784.27,25.11,16.44,13.0,13.15,13.7,1.38,33.66,-49.76,8.65,4913815223.0,2860316047.0,0.06,1.67,48.78,22.5
7,301396,宏景科技,156.16,20.0,26.03,67147.0,1032017494.96,8.77,156.16,144.75,150.01,130.13,0.47,4.75,277.31,27.8,33562620070.0,22097734057.0,0.0,0.0,-38.72,230.78
8,300418,昆仑万维,43.2,20.0,7.2,1477056.0,6065935310.42,17.83,43.2,36.78,36.78,36.0,2.56,12.57,-15.65,4.33,55513499688.0,50773994510.0,0.0,0.0,-21.27,3.6
9,300789,唐源电气,18.96,20.0,3.16,96198.0,172518031.01,19.75,18.96,15.84,16.06,15.8,2.36,11.27,47.74,2.62,2727378121.0,1617948965.0,0.0,0.0,-18.45,-17.1
10,688095,福昕软件,67.03,20.0,11.17,72741.0,457974164.0,20.64,67.03,55.5,55.5,55.86,2.19,7.96,135.89,2.35,6123828894.0,6123828894.0,0.0,0.0,-19.6,-24.66
11,301231,荣信文化,26.41,19.99,4.4,101151.0,254810739.37,19.95,26.41,22.02,22.02,22.01,2.72,15.46,-46.77,2.74,2229004000.0,1728032710.0,0.0,0.0,-16.42,-15.03
12,301171,易点天下,30.49,19.99,5.08,719069.0,2076622377.95,17.75,30.49,25.98,26.0,25.41,2.51,14.33,-74.2,5.11,18858705046.0,15302463314.0,0.0,0.0,-29.09,-2.09
13,300058,蓝色光标,14.35,19.98,2.39,6318455.0,8552639403.48,20.65,14.35,11.88,11.88,11.96,2.58,18.17,102.14,6.5,51519674607.0,49908299547.0,0.0,0.0,-25.61,24.67
14,300996,普联软件,18.62,19.97,3.1,687919.0,1192361576.79,21.52,18.62,15.28,15.6,15.52,2.6,20.65,313.08,5.69,7369624733.0,6203109700.0,0.0,0.0,42.57,58.47
15,920238,长鹰硬科,73.08,19.78,12.07,87430.0,633220005.55,25.08,79.31,64.01,65.8,61.01,0.83,45.05,10.42,5.66,6960011822.0,1418259248.0,0.11,0.38,286.87,286.87
