排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,半导体设备,BK1326,49718.64,1533.23,3.18,2262592848000,3.56,20,4,至纯科技,10.02
2,地面兵装Ⅲ,BK1382,3323.15,68.29,2.1,127712374000,4.01,6,6,长城军工,9.99
3,地面兵装Ⅱ,BK1229,3323.15,68.29,2.1,127712374000,4.01,6,6,长城军工,9.99
4,集成电路封测,BK1328,8395.65,153.81,1.87,467894384000,11.46,7,6,华岭股份,12.65
5,摩托车,BK1521,3362.37,36.86,1.11,152634404000,0.64,4,5,涛涛车业,8.86
6,电信运营商,BK1587,1010.64,7.56,0.75,2755101936000,0.27,2,0,中国电信,1.99
7,国有大型银行Ⅲ,BK1611,3169.1,22.71,0.72,10950519808000,0.16,6,0,交通银行,1.29
8,金属包装,BK1532,2641.34,11.32,0.43,48406175000,1.37,2,5,中锐股份,9.96
9,果蔬加工,BK1503,2645.42,4.01,0.15,36687282000,1.92,2,3,安德利,10.01
10,棉纺,BK1349,2413.33,3.48,0.14,45523907000,2.55,3,6,孚日股份,10.03
11,股份制银行Ⅲ,BK1610,2345.61,2.37,0.1,2846228416000,0.39,5,4,中信银行,0.79
12,冰洗,BK1449,1747.36,0.04,0.0,237833595000,0.88,2,5,TCL智家,4.97
13,半导体,BK1036,2617.6,-0.22,-0.01,12260072448000,4.51,74,106,至纯科技,10.02
14,模拟芯片设计,BK1330,5851.18,-5.41,-0.09,564217728000,2.91,14,20,博通集成,10.01
15,航海装备Ⅲ,BK1383,4623.8,-6.1,-0.13,485339056000,2.7,3,6,江龙船艇,6.06
16,航海装备Ⅱ,BK1230,4623.8,-6.1,-0.13,485339056000,2.7,3,6,江龙船艇,6.06
17,银行,BK1283,4159.69,-10.02,-0.24,15310511872000,0.26,15,27,交通银行,1.29
18,银行Ⅱ,BK0475,4159.69,-10.02,-0.24,15310511872000,0.26,15,27,交通银行,1.29
19,汽车综合服务,BK1524,954.36,-2.73,-0.29,13186536000,2.47,1,2,阿尔特,3.22
20,半导体材料,BK1325,12358.27,-39.13,-0.32,1026482400000,6.16,12,19,中船特气,14.27
21,摩托车及其他,BK1263,3303.1,-11.67,-0.35,221783250000,0.72,5,14,涛涛车业,8.86
22,白色家电,BK1239,3037.27,-15.19,-0.5,1144757280000,0.79,2,9,TCL智家,4.97
23,城商行Ⅲ,BK1609,1582.0,-8.16,-0.51,1259572928000,0.53,4,13,宁波银行,0.5
24,其他通信设备,BK1590,4674.75,-30.6,-0.65,72415145000,1.97,3,11,中光防雷,20.02
25,农商行Ⅲ,BK1612,451.17,-3.01,-0.66,254190773000,0.79,0,10,张家港行,-0.23
26,其他黑色家电,BK1454,2413.64,-22.58,-0.93,32349972000,1.64,1,4,辰奕智能,7.2
27,数字芯片设计,BK1331,24461.78,-235.06,-0.95,5029528576000,3.38,17,35,炬芯科技,7.04
