序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920238,N长鹰,56.03,196.61,37.14,163283.0,1009193020.85,79.99,71.0,55.89,69.0,18.89,,84.14,7.99,4.34,5336199540.0,1087370904.0,0.02,0.05,196.61,196.61
2,300414,中光防雷,11.27,20.02,1.88,132790.0,144511474.72,21.41,11.27,9.26,9.34,9.39,1.99,4.24,112.24,3.69,3674239382.0,3533593884.0,0.0,0.0,-21.79,-24.51
3,300480,光力科技,31.66,20.02,5.28,345788.0,1024086298.34,21.83,31.66,25.9,26.0,26.38,1.3,12.8,92.94,6.71,11721247516.0,8553326134.0,0.0,0.0,-13.45,89.47
4,301583,托伦斯,174.0,20.0,29.0,135130.0,2195569707.96,21.06,174.0,143.46,143.46,145.0,0.9,43.83,551.05,17.44,32272422408.0,5364658902.0,0.0,0.0,669.91,669.91
5,688237,超卓航科,65.45,20.0,10.91,75995.0,455187078.0,23.25,65.45,52.77,54.03,54.54,2.15,8.47,397.51,4.96,5869683758.0,5869683758.0,0.0,0.0,18.27,35.2
6,301234,五洲医疗,58.75,20.0,9.79,8744.0,51369825.0,0.0,58.75,58.75,58.75,48.96,0.83,2.18,124.05,5.29,3995000000.0,2360023514.0,0.0,0.0,42.15,38.89
7,688622,*ST禾信,101.93,20.0,16.99,12618.0,122270133.0,22.2,101.93,83.07,83.99,84.94,1.97,1.79,-233.9,24.27,7182550556.0,7182550556.0,0.0,0.0,26.23,0.79
8,300214,日科化学,11.86,15.59,1.6,884089.0,1036713164.23,14.72,12.31,10.8,10.8,10.26,2.09,19.02,663.45,2.3,5513745002.0,5513745002.0,0.0,-0.34,50.13,77.54
9,688151,华强科技,16.82,14.81,2.17,147703.0,241105249.0,20.48,17.5,14.5,14.5,14.65,4.15,4.29,226.08,1.37,5794490000.0,5794490000.0,-0.18,-0.06,-15.01,-18.19
10,301535,浙江华远,16.41,14.36,2.06,142754.0,222979494.13,20.42,16.78,13.85,14.1,14.35,2.6,8.41,63.88,5.99,6979076476.0,2786354296.0,0.06,0.31,-15.33,-24.72
11,688146,中船特气,245.67,14.27,30.67,240136.0,5711307237.0,20.37,256.8,213.0,213.0,215.0,1.22,16.56,186.92,21.65,130060588308.0,35614986754.0,-0.08,-1.31,245.04,511.12
12,301067,显盈科技,25.19,13.78,3.05,67897.0,159136047.14,16.85,25.3,21.57,21.92,22.14,1.53,10.64,-97.96,3.18,2449374840.0,1607849991.0,-0.32,0.28,-23.57,-23.11
13,920139,华岭股份,15.5,12.65,1.74,125096.0,192399205.9,25.94,17.02,13.45,13.62,13.76,2.56,4.8,-82.46,4.05,4177364576.0,4035571770.0,-0.13,-0.06,-14.69,-25.84
14,301122,采纳股份,28.66,12.39,3.16,92619.0,262713479.91,21.65,30.33,24.81,24.93,25.5,2.09,12.24,66.81,1.9,3503560558.0,2167861258.0,0.0,0.03,-9.76,10.15
15,300951,博硕科技,50.59,10.94,4.99,60296.0,292138745.62,14.5,51.01,44.4,45.35,45.6,1.12,3.98,-108.47,3.89,8569976202.0,7659040521.0,-0.08,0.04,52.24,49.9
