序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920895,花溪科技,16.25,30.0,3.75,70947.0,107431846.67,30.56,16.25,12.43,12.53,12.5,13.15,24.69,1515.18,4.73,918515000.0,466974625.0,0.0,0.0,17.24,-20.58
2,300456,赛微电子,37.06,20.01,6.18,819908.0,2873362735.18,16.68,37.06,31.91,32.33,30.88,5.54,13.72,5.02,3.0,27135818746.0,22145675886.0,0.0,0.0,-19.07,-33.33
3,301399,英特科技,21.24,20.0,3.54,173727.0,354092612.59,21.58,21.24,17.42,17.49,17.7,6.42,31.77,-459.46,3.03,3929824800.0,1161479367.0,0.0,0.0,17.22,9.43
4,301591,肯特股份,50.4,20.0,8.4,164159.0,779741932.16,17.6,50.4,43.01,43.89,42.0,1.35,36.73,85.84,5.93,5511542400.0,2252615299.0,0.0,0.0,-4.94,61.85
5,688300,联瑞新材,186.24,20.0,31.04,218402.0,3769790833.0,18.2,186.24,158.0,158.14,155.2,1.59,9.04,150.89,25.95,44971221946.0,44971221946.0,0.0,0.0,12.01,202.39
6,688790,昂瑞微-UW,114.1,20.0,19.02,18737.0,206636788.0,10.75,114.1,103.88,103.88,95.08,7.64,14.78,36.39,3.87,11356565601.0,1446305699.0,0.0,0.0,-10.58,-22.79
7,688368,晶丰明源,140.28,20.0,23.38,61460.0,794789891.0,20.97,140.28,115.77,118.48,116.9,1.54,4.97,165.17,5.69,28590030810.0,17353617259.0,0.0,0.0,-7.31,71.3
8,301666,大普微-UW,469.2,20.0,78.2,20721.0,961955872.32,3.45,469.2,455.73,458.96,391.0,1.14,7.81,76.72,56.13,204672716112.0,12441468136.0,0.0,0.0,-38.81,918.23
9,300368,汇金股份,9.62,19.95,1.6,652949.0,606935398.05,21.45,9.62,7.9,7.96,8.02,2.38,12.34,-136.96,105.57,5088436230.0,5088436230.0,0.0,0.0,-1.54,-36.54
10,301373,凌玮科技,116.8,17.79,17.64,134587.0,1461145883.08,18.66,117.5,99.0,103.32,99.16,2.5,19.32,93.36,7.47,12669540229.0,8135752706.0,0.11,0.12,-10.42,267.3
11,688091,上海谊众,43.25,16.42,6.1,114509.0,470975655.0,20.11,43.98,36.51,37.0,37.15,2.2,5.56,105.66,6.0,8939932430.0,8912659456.0,0.09,-0.28,-1.82,-7.98
12,300489,光智科技,242.04,16.2,33.74,192012.0,4391591181.0,17.27,246.0,210.02,216.0,208.3,1.38,13.85,547.39,44.21,33681762383.0,33558478341.0,0.48,0.1,78.63,376.46
13,920971,天马新材,28.7,14.98,3.74,102659.0,284720383.51,18.23,29.44,24.89,25.18,24.96,4.6,11.98,120.15,6.5,2983881657.0,2459670417.0,-0.07,-0.17,-29.1,-5.9
14,300010,ST豆神,3.11,14.76,0.4,1903473.0,570879446.56,19.93,3.24,2.7,2.82,2.71,3.32,11.63,-131.74,3.65,6427165369.0,5090368362.0,0.0,-1.27,7.99,-57.04
15,920087,秋乐种业,17.8,14.69,2.28,296806.0,511067273.23,17.33,18.68,15.99,15.99,15.52,1.15,18.09,-137.31,5.59,2940560000.0,2920021025.0,0.0,0.85,50.46,12.09
16,688798,艾为电子,61.93,14.58,7.88,104588.0,632213003.0,19.63,64.44,53.83,53.88,54.05,4.11,7.7,76.09,3.44,14437675874.0,8406598299.0,-0.02,-0.15,-15.28,-18.17
