排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,昨日连板_含一字,BK1051,102829.86,3328.73,3.35,83241972000,61.79,7,4,双星新材,10.04
2,昨日连板,BK0816,45885.79,1436.05,3.23,75767494000,69.0,6,3,双星新材,10.04
3,反转股,BK1716,631.01,12.01,1.94,222440483000,10.13,7,5,天顺风能,10.0
4,昨日打二板以上表现,BK1645,22337.63,419.2,1.91,35726276000,26.78,3,2,中新赛克,10.02
5,高带宽内存,BK1152,2520.15,45.41,1.83,2078423776000,3.87,23,5,华海清科,8.64
6,复合集流体,BK1113,1917.78,31.72,1.68,489521936000,5.01,19,11,双星新材,10.04
7,中芯概念,BK0935,2550.1,31.3,1.24,4367354112000,2.02,47,18,华海清科,8.64
8,先进封装,BK1101,3324.98,37.1,1.13,4299667456000,2.78,54,33,和顺石油,10.01
9,光刻胶,BK1753,1068.21,11.47,1.09,828583824000,3.63,38,24,西陇科学,10.01
10,存储芯片,BK1137,2875.15,28.66,1.01,11758231808000,3.71,85,55,大为股份,10.0
11,MLCC,BK0890,4996.23,42.13,0.85,1085896640000,5.98,19,20,双星新材,10.04
12,PCB,BK0877,4195.25,32.85,0.79,6673340416000,4.25,106,93,华正新材,10.0
13,工业气体,BK0981,2695.57,17.61,0.66,756847200000,2.09,22,11,三孚股份,6.43
14,科技风格,BK1713,885.85,5.12,0.58,20420340480000,1.21,59,41,华海清科,8.64
15,昨日涨停_含一字,BK1050,173829.03,949.97,0.55,582036576000,26.05,27,28,启明信息,10.01
16,百元股,BK1059,897.91,4.85,0.54,22447887104000,2.46,112,93,华正新材,10.0
17,OLED,BK0840,4126.69,20.15,0.49,2656305200000,2.41,47,50,臻宝科技,12.34
18,IGBT概念,BK1048,991.66,3.82,0.39,1942708208000,1.51,22,21,天龙股份,9.99
19,碳基材料,BK1006,1201.82,4.64,0.39,195260346000,2.78,8,12,德尔未来,10.02
20,PVDF概念,BK1012,1267.73,4.65,0.37,456406016000,1.78,10,5,深圳新星,3.78
21,昨日首板,BK1630,6847.07,23.62,0.35,461638800000,13.88,19,20,启明信息,10.01
22,碳化硅,BK0977,2122.68,6.82,0.32,1463719040000,2.97,21,25,气派科技,15.93
23,半导体概念,BK0917,2752.74,8.34,0.3,21368317696000,2.86,261,272,华正新材,10.0
24,氮化镓,BK0916,1823.86,5.49,0.3,1388014320000,2.42,27,20,气派科技,15.93
25,氦气概念,BK0949,2915.72,6.52,0.22,309116880000,3.52,10,7,正帆科技,4.44
26,电子纸概念,BK1057,1016.27,2.06,0.2,548727952000,1.86,4,10,汉王科技,9.99
27,光刻机,BK0884,4725.58,9.29,0.2,1441082640000,2.76,20,22,珂玛科技,4.95
28,券商金股,BK1743,943.15,1.89,0.2,6742164736000,1.44,11,12,航天电器,5.33
29,第四代半导体,BK1121,2170.7,3.88,0.18,102330158000,0.72,2,2,南大光电,1.49
30,MLOps概念,BK1132,1004.43,1.65,0.16,130048346000,2.87,4,6,启明信息,10.01
31,固态电池,BK0968,2389.81,3.41,0.14,5994021120000,1.93,100,124,金龙羽,9.99
32,玻璃基板,BK1175,2566.47,2.39,0.09,1813125392000,2.17,26,34,戈碧迦,9.74
33,大盘成长,BK1665,997.16,0.57,0.06,17205487360000,0.95,48,52,华海清科,8.64
34,柔性屏(折叠屏),BK1160,2206.97,0.92,0.04,1931961920000,2.52,31,60,德尔未来,10.02
35,稀土永磁,BK0578,3308.78,-1.73,-0.05,1119421360000,1.17,15,32,中稀有色,4.42
36,氟化工概念,BK0690,5593.36,-2.87,-0.05,1194901968000,1.44,16,28,光电股份,7.53
37,基金重仓,BK0536,15811.04,-11.53,-0.07,18397447424000,1.81,133,205,华正新材,10.0
38,AI芯片,BK1127,1741.58,-1.21,-0.07,2550410256000,1.65,15,24,恒烁股份,8.27
39,超级电容,BK0703,5377.2,-4.04,-0.08,1024247424000,2.9,22,22,诺德股份,9.97
40,国产芯片,BK0891,4625.45,-4.46,-0.1,19999245312000,2.24,178,255,汉王科技,9.99
41,第三代半导体,BK0952,2324.35,-2.66,-0.11,3202237952000,2.7,52,69,气派科技,15.93
42,次新股,BK0501,21198.7,-23.56,-0.11,7391099648000,5.63,61,97,锡华科技,10.01
43,中盘成长,BK1669,1010.84,-1.11,-0.11,8346307840000,2.4,79,117,山子高科,5.96
44,汽车芯片,BK0969,1542.0,-1.76,-0.11,2000641136000,1.82,30,44,聚辰股份,4.17
45,创业成份,BK0638,2351.34,-3.7,-0.16,9627739904000,1.8,42,58,先导智能,5.56
46,举牌,BK0685,2948.53,-4.81,-0.16,120048307000,0.89,6,9,欧克科技,10.0
47,昨日涨停,BK0815,209.71,-0.35,-0.17,533012576000,19.95,23,27,启明信息,10.01
48,密集调研,BK1700,1046.16,-1.96,-0.19,2162734384000,1.42,11,13,博实结,9.26
49,2026一季报预减,BK1681,921.47,-2.21,-0.24,183198617000,1.7,6,6,泰金新能,2.95
50,华为海思,BK1180,1951.89,-4.77,-0.24,1326439088000,2.93,17,26,一博科技,5.33
51,被动元件概念,BK0976,2524.74,-6.33,-0.25,881500768000,6.56,13,17,艾华集团,4.88
52,CPO概念,BK1128,8824.24,-26.13,-0.3,7566372864000,2.75,37,55,光电股份,7.53
53,MSCI中国,BK0821,1421.78,-4.41,-0.31,83701846016000,0.63,179,380,大金重工,10.01
54,刀片电池,BK0951,3118.71,-9.83,-0.31,1034599760000,2.63,7,9,和胜股份,7.22
55,AIPC,BK1164,2541.8,-8.32,-0.33,2607147008000,1.83,24,36,隆扬电子,8.54
56,荣耀概念,BK1177,2190.47,-7.42,-0.34,4924236800000,2.11,16,39,莱特光电,4.91
57,胎压监测,BK0898,2157.19,-7.38,-0.34,299984752000,1.44,7,21,启明信息,10.01
58,小盘成长,BK1667,940.52,-3.17,-0.34,5474793472000,2.52,126,217,上海洗霸,10.0
59,2025三季报预减,BK1199,1163.61,-4.29,-0.37,60418903000,2.32,3,5,奥来德,4.25
60,风能,BK0595,2555.32,-9.44,-0.37,8751534336000,1.57,80,168,吉鑫科技,9.98
61,大盘股,BK1663,962.66,-3.6,-0.37,71234707456000,0.44,99,197,华海清科,8.64
62,2026一季报扭亏,BK1682,996.4,-4.05,-0.4,411219760000,2.12,5,6,德新科技,2.58
63,中盘股,BK1664,951.88,-3.8,-0.4,18739974400000,1.3,156,336,大金重工,10.01
64,2025三季报扭亏,BK1628,828.3,-3.42,-0.41,121509425000,1.34,2,8,康达新材,4.51
65,光通信模块,BK1136,3930.26,-16.72,-0.42,6532520960000,4.72,43,74,光电股份,7.53
66,显示技术,BK1651,937.75,-4.05,-0.43,868060048000,1.81,14,33,双星新材,10.04
67,英伟达概念,BK1161,2160.51,-9.64,-0.44,3343921200000,2.41,20,45,诺德股份,9.97
68,新材料,BK0523,38679.84,-175.96,-0.45,6941126912000,2.65,129,266,双星新材,10.04
69,中证500,BK0701,2465.4,-11.17,-0.45,18045978880000,1.13,143,348,大金重工,10.01
70,毫米波概念,BK1124,2141.56,-9.81,-0.46,1203297568000,2.77,16,39,天龙股份,9.99
71,上证380,BK0705,2833.51,-13.68,-0.48,12058430208000,0.98,108,265,南微医学,8.82
72,有机硅概念,BK0961,1766.3,-8.64,-0.49,455084576000,2.43,14,24,三孚股份,6.43
73,科创板做市商,BK1107,1387.31,-6.85,-0.49,1838260704000,0.38,3,11,国泰海通,0.75
74,消费电子概念,BK1646,1003.19,-5.04,-0.5,10316601856000,2.35,70,142,汉王科技,9.99
75,科创板做市股,BK1108,1267.77,-6.4,-0.5,2260514448000,0.78,12,33,厦钨新能,6.49
76,PLC概念,BK1119,1379.39,-7.07,-0.51,313385136000,1.21,3,7,英杰电气,4.73
77,蓝宝石,BK0674,3792.68,-19.4,-0.51,716839664000,3.29,5,13,奥瑞德,4.01
