排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,钨,BK1625,8423.96,467.83,5.88,264683053000,6.27,4,0,翔鹭钨业,9.06
2,风电零部件,BK1313,1930.59,88.07,4.78,222966353000,5.3,21,4,吉鑫科技,9.98
3,风电设备,BK1032,1269.43,51.16,4.2,365151744000,4.44,25,5,吉鑫科技,9.98
4,教育运营及其他,BK1556,1238.7,34.67,2.88,15077738000,8.96,2,0,ST豆神,5.35
5,半导体设备,BK1326,47312.18,1315.58,2.86,2031812400000,2.47,23,2,华海清科,8.64
6,集成电路封测,BK1328,8597.05,197.52,2.35,401338032000,4.88,10,3,气派科技,15.93
7,锂电专用设备,BK1304,20583.66,464.6,2.31,155192404000,3.69,14,5,宏工科技,15.03
8,电子化学品Ⅲ,BK1332,3239.32,66.48,2.1,706255120000,5.41,31,5,西陇科学,10.01
9,电子化学品Ⅱ,BK1039,3239.32,66.48,2.1,706255120000,5.41,31,5,西陇科学,10.01
10,稀土,BK1626,9088.23,176.01,1.97,255294664000,1.42,4,0,中稀有色,4.42
11,膜材料,BK1439,3672.02,65.65,1.82,233235351000,7.08,13,8,双星新材,10.04
12,半导体材料,BK1325,12715.06,226.39,1.81,984406320000,4.02,23,8,中晶科技,10.0
13,其他化学纤维,BK1415,2959.02,52.02,1.79,90001453000,1.47,5,3,宝丽迪,15.53
14,半导体,BK1036,2631.15,34.91,1.34,14011019008000,2.72,121,64,大为股份,10.0
15,风电整机,BK1314,1393.78,16.23,1.18,142185392000,3.09,4,1,明阳智能,2.94
16,分立器件,BK1327,15171.37,166.63,1.11,594971024000,3.12,13,5,宏微科技,6.77
17,数字芯片设计,BK1331,23435.18,230.64,0.99,7322505984000,2.35,30,23,大为股份,10.0
18,胶黏剂及胶带,BK1425,2878.5,26.01,0.91,20089815000,10.07,3,2,康达新材,4.51
19,门户网站,BK1294,3065.77,23.7,0.78,109276425000,5.54,5,4,返利科技,6.21
20,小金属,BK1027,3741.83,27.64,0.74,1067663712000,2.54,13,13,翔鹭钨业,9.06
21,风力发电,BK1374,2013.22,13.1,0.65,719266000000,1.43,8,7,中闽能源,9.97
22,印制电路板,BK1340,14174.59,88.32,0.63,2863063120000,8.04,24,24,华正新材,10.0
23,玻纤制造,BK1462,17138.35,100.01,0.59,578289216000,8.8,5,3,宏和科技,5.79
24,元件,BK0459,64868.36,371.78,0.58,3430960736000,7.94,33,34,华正新材,10.0
25,焦炭Ⅲ,BK1492,827.97,4.5,0.55,56193975000,3.44,2,5,云煤能源,7.09
26,焦炭Ⅱ,BK1249,827.97,4.5,0.55,56193975000,3.44,2,5,云煤能源,7.09
27,金属包装,BK1532,2860.61,14.27,0.5,51221145000,1.15,3,3,英联股份,9.96
28,氟化工,BK1424,12901.27,62.46,0.49,288183808000,1.92,5,5,昊华科技,3.01
29,磁性材料,BK1618,5288.3,24.17,0.46,185794669000,1.18,6,9,春光集团,5.62
30,被动元件,BK1339,13137.52,58.7,0.45,567897600000,7.66,9,10,海星股份,5.82
