序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688004,博汇科技,27.38,19.98,4.56,125764.0,342112642.0,4.38,27.38,26.38,27.38,22.82,6.02,15.7,-52.87,3.91,2192809440.0,2192809440.0,0.0,0.0,33.5,18.37
2,688216,气派科技,37.11,15.93,5.1,197943.0,725775869.0,13.65,38.41,34.04,34.41,32.01,2.74,18.63,178.08,5.62,4245544352.0,3942630266.0,0.05,0.11,-4.55,66.56
3,300905,宝丽迪,40.55,15.53,5.45,244547.0,982068946.37,20.54,42.12,34.91,35.1,35.1,7.39,17.55,52.9,3.7,7259086473.0,5649751981.0,0.3,0.12,-33.57,27.0
4,301662,宏工科技,67.5,15.03,8.82,92361.0,611935457.17,19.46,70.42,59.0,59.19,58.68,4.42,20.71,41.74,5.16,7830000000.0,3009961215.0,0.0,0.46,-36.93,-18.22
5,920200,振宏股份,30.53,13.07,3.53,67998.0,201072977.35,19.26,32.0,26.8,27.36,27.0,4.39,15.33,32.62,2.59,3100626800.0,1354585570.0,0.1,0.0,-21.78,48.35
6,301155,海力风电,44.2,12.84,5.03,147531.0,624924998.56,17.28,44.97,38.2,38.63,39.17,2.41,11.85,-51.41,1.7,9608703328.0,5504577213.0,0.39,0.34,-1.56,-45.28
7,301061,匠心家居,40.56,12.54,4.52,91512.0,365690606.88,15.29,41.51,36.0,36.36,36.04,3.37,4.85,18.75,2.64,11535167508.0,7659336447.0,0.42,0.4,13.33,-44.09
8,688797,臻宝科技,274.0,12.34,30.09,71517.0,1965379042.0,21.11,292.69,241.19,241.19,243.91,3.61,24.5,198.62,14.54,42549541104.0,7998799252.0,0.36,0.41,514.9,514.9
9,301373,凌玮科技,109.6,11.52,11.32,142903.0,1586829168.5,16.73,117.94,101.5,102.62,98.28,2.54,20.52,87.61,7.01,11888541174.0,7634233703.0,0.26,0.12,-39.65,244.65
10,002522,浙江众成,5.81,10.04,0.53,1155563.0,651917670.64,10.98,5.81,5.23,5.3,5.28,5.27,12.77,48.78,2.24,5262578238.0,5259268682.0,0.0,0.0,-23.65,3.38
11,002585,双星新材,12.06,10.04,1.1,1972857.0,2331857903.27,8.39,12.06,11.14,11.32,10.96,3.29,22.25,150.35,1.64,13764350701.0,10692296963.0,0.0,0.0,-11.65,79.73
12,000993,闽东电力,16.8,10.02,1.53,1339138.0,2210807015.78,8.32,16.8,15.53,16.03,15.27,3.34,29.24,130.78,3.05,7693584444.0,7693584444.0,0.0,0.0,57.01,42.37
13,002631,德尔未来,10.21,10.02,0.93,321874.0,316799553.45,10.02,10.21,9.28,9.31,9.28,0.94,4.06,-181.75,4.04,8140258215.0,8103573389.0,0.0,0.0,13.57,70.74
14,002912,中新赛克,28.45,10.02,2.59,377456.0,1064018120.42,6.92,28.45,26.66,28.45,25.86,9.11,23.27,-18.8,3.2,4857894400.0,4615239684.0,0.0,0.0,43.9,-4.34
15,603248,锡华科技,18.46,10.01,1.68,79878.0,144036302.0,10.37,18.46,16.72,16.81,16.78,4.33,11.17,71.35,3.7,8491600000.0,1319981395.0,0.0,0.0,-18.5,-15.36
16,002487,大金重工,39.44,10.01,3.59,807914.0,3052763080.77,11.46,39.44,35.33,36.8,35.85,1.95,12.81,24.3,2.03,29188985885.0,24883495291.0,0.0,0.0,-34.04,-23.92
17,002232,启明信息,16.81,10.01,1.53,95304.0,160198941.7,0.33,16.81,16.76,16.81,15.28,2.68,2.33,222.81,4.84,6867699529.0,6867699529.0,0.0,0.0,12.74,-10.49
