代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.07,11.35,11.07,11.32,11.13,1.71,1738056712.03
000021,深科技,36.7,39.32,36.28,38.56,37.54,2.72,5488297388.35
000063,中兴通讯,38.68,40.52,37.89,38.42,39.14,-1.84,11004386103.03
000100,TCL科技,4.77,4.78,4.58,4.67,4.86,-3.91,4750607823.57
000166,申万宏源,4.28,4.39,4.27,4.38,4.3,1.86,459057572.36
000301,东方盛虹,11.54,11.8,11.5,11.72,11.68,0.34,160895316.05
000333,美的集团,82.5,84.88,81.47,83.9,82.36,1.87,3242378393.66
000338,潍柴动力,29.43,29.83,27.4,28.19,30.35,-7.12,6704500012.41
000408,藏格矿业,73.12,75.5,72.85,74.59,75.3,-0.94,679285432.24
000425,徐工机械,9.94,10.01,9.13,9.27,9.96,-6.93,2045199363.91
000538,云南白药,49.38,50.26,49.3,50.14,49.42,1.46,443869651.17
000568,泸州老窖,84.38,86.68,84.03,85.41,84.45,1.14,1100223934.63
000617,中油资本,7.18,7.23,7.08,7.17,7.23,-0.83,471609629.73
000630,铜陵有色,6.12,6.43,6.06,6.35,6.25,1.6,2793851761.48
000636,风华高科,62.91,63.99,58.61,59.81,61.08,-2.08,10495044813.98
000651,格力电器,37.86,38.39,37.62,38.2,37.88,0.84,1323611744.57
000657,中钨高新,69.18,74.6,68.2,72.9,70.8,2.97,7404502193.07
000725,京东方Ａ,6.34,6.38,5.94,6.03,6.52,-7.52,19645901373.01
000776,广发证券,18.57,19.17,18.51,19.06,18.67,2.09,1360223018.11
000792,盐湖股份,29.22,30.1,28.86,29.03,29.5,-1.59,2373739228.7
000807,云铝股份,25.71,26.84,25.6,26.65,26.7,-0.19,1309910635.0
000838,*ST发展,1.79,1.79,1.71,1.71,1.8,-5.0,48375768.0
000858,五 粮 液,79.03,79.75,78.6,79.14,79.11,0.04,1830058907.75
000895,双汇发展,24.1,24.58,24.05,24.32,24.08,1.0,243115206.68
000938,紫光股份,25.9,26.97,25.65,25.92,26.38,-1.74,3104787803.35
000958,电投产融,5.67,6.0,5.53,5.77,5.72,0.87,301307728.37
000977,浪潮信息,58.88,62.13,58.66,59.39,59.46,-0.12,3961050310.7
000988,华工科技,152.8,153.13,147.01,149.0,155.53,-4.2,7870619671.03
001280,中国铀业,67.79,70.17,67.47,67.82,69.1,-1.85,443391985.4
001289,龙源电力,18.19,18.32,17.74,17.99,18.35,-1.96,179520453.27
001309,德明利,619.75,640.63,612.63,627.95,625.74,0.35,6046295524.31
001389,广合科技,189.39,189.39,178.85,181.4,189.25,-4.15,1470432759.44
002001,新 和 成,30.52,30.86,29.65,30.23,30.76,-1.72,1032348024.92
002008,大族激光,122.0,123.45,116.3,122.48,124.5,-1.62,5351162548.0
