序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920510,丰光精密,32.76,30.0,7.56,289014.0,875181940.08,30.4,32.76,25.1,26.0,25.2,2.07,30.78,-1537.35,15.44,6028008026.0,3076133795.0,0.0,0.0,134.33,55.93
2,920211,新睿电子,158.28,29.99,36.52,19948.0,294886753.59,28.98,158.28,123.0,123.0,121.76,2.2,34.63,87.2,13.11,5444832000.0,911692800.0,0.0,0.0,528.34,528.34
3,920193,吉和昌,79.36,29.99,18.31,196289.0,1287092566.83,32.04,79.36,59.8,62.01,61.05,0.8,77.89,87.86,11.89,8835212288.0,1999872000.0,0.0,0.61,831.46,831.46
4,920002,万达轴承,65.82,25.13,13.22,56255.0,345911147.55,27.59,66.66,52.15,53.0,52.6,3.42,12.61,68.48,5.67,4193007482.0,2935384610.0,-0.05,-0.12,13.37,-16.0
5,920096,嘉晨智能,51.62,20.66,8.84,44655.0,214661937.39,21.9,51.62,42.25,42.8,42.78,2.5,27.57,50.0,5.4,3561780000.0,836244000.0,0.43,0.72,257.73,257.73
6,301199,迈赫股份,21.28,20.02,3.55,103286.0,207344827.87,18.95,21.28,17.92,17.99,17.73,5.16,5.75,52.27,2.07,3972465280.0,3823502620.0,0.0,0.0,-1.66,-8.35
7,300580,贝斯特,25.96,20.02,4.33,438355.0,1078714722.75,19.09,25.96,21.83,21.95,21.63,2.24,9.28,44.64,3.96,13040298902.0,12268500573.0,0.0,0.0,14.56,-0.73
8,301499,维科精密,34.74,20.0,5.79,89447.0,292465315.8,19.62,34.74,29.06,29.6,28.95,1.68,25.88,92.17,3.7,4802974045.0,1200743529.0,0.0,0.0,22.45,18.32
9,300912,凯龙高科,28.56,20.0,4.76,86276.0,235836951.64,16.55,28.56,24.62,25.0,23.8,2.0,10.04,80.4,7.26,3252549888.0,2455423866.0,0.0,0.0,19.0,73.09
10,300718,长盛轴承,77.23,20.0,12.87,291770.0,2142139246.9,16.39,77.23,66.68,66.68,64.36,3.41,14.84,94.5,13.37,23074704487.0,15187842429.0,0.0,0.0,13.36,-9.25
11,301596,瑞迪智驱,63.97,20.0,10.66,80402.0,488549455.61,20.15,63.97,53.23,53.23,53.31,3.58,18.34,85.22,7.86,6910769937.0,2804653214.0,0.0,0.0,32.5,14.21
12,301379,天山电子,32.16,20.0,5.36,495249.0,1559512057.4,13.69,32.16,28.49,28.49,26.8,1.77,22.75,112.81,6.24,8891852826.0,7000779991.0,0.0,0.0,98.03,74.88
