代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.05,10.18,9.99,10.16,10.05,1.09,915838549.12
000021,深科技,63.53,66.2,59.59,62.26,64.27,-3.13,19585847111.4
000063,中兴通讯,36.4,38.42,36.28,37.18,36.19,2.74,8277456471.77
000100,TCL科技,5.98,6.26,5.86,6.12,5.82,5.15,15780837053.12
000166,申万宏源,4.39,4.64,4.38,4.59,4.4,4.32,866989538.24
000301,东方盛虹,11.53,12.03,11.45,12.02,11.45,4.98,285481449.88
000333,美的集团,76.01,77.6,73.62,77.4,75.53,2.48,3810029158.73
000338,潍柴动力,28.11,29.0,27.6,27.8,27.25,2.02,2751394386.54
000408,藏格矿业,68.8,70.23,67.44,68.32,69.32,-1.44,1011825788.66
000425,徐工机械,8.09,8.24,7.8,8.13,8.09,0.49,1221497601.46
000538,云南白药,47.4,48.06,46.93,47.97,47.37,1.27,405083751.51
000568,泸州老窖,77.21,78.6,76.41,77.98,77.52,0.59,974269391.39
000617,中油资本,6.6,7.02,6.52,6.84,6.59,3.79,810523855.68
000630,铜陵有色,6.32,6.48,6.2,6.29,6.36,-1.1,2295078584.4
000636,风华高科,74.98,76.8,69.5,74.4,72.24,2.99,8482522820.66
000651,格力电器,37.54,37.77,36.83,37.46,37.5,-0.11,2225863692.09
000657,中钨高新,98.61,101.33,94.41,95.94,95.72,0.23,7412197488.37
000725,京东方Ａ,8.49,8.81,8.31,8.77,8.68,1.04,39601267264.3
000776,广发证券,23.38,25.43,23.05,24.86,23.4,6.24,4782356333.78
000792,盐湖股份,30.32,30.99,29.26,30.49,30.19,0.99,3134581992.66
000807,云铝股份,21.8,22.41,21.58,21.8,22.14,-1.54,1535714766.9
000838,*ST发展,1.49,1.64,1.49,1.61,1.57,2.55,82521036.96
000858,五 粮 液,73.87,74.88,72.58,74.52,74.0,0.7,2817061597.8
000895,双汇发展,22.39,23.32,22.32,23.22,22.4,3.66,355155833.21
000938,紫光股份,30.34,31.29,29.45,29.93,28.86,3.71,10312108233.68
000958,电投产融,5.64,5.72,5.59,5.68,5.64,0.71,141280364.28
000977,浪潮信息,70.23,71.87,66.68,67.26,70.0,-3.91,6660566508.63
000988,华工科技,184.0,187.66,171.8,173.55,184.61,-5.99,16190807303.17
001280,中国铀业,66.13,67.84,65.67,66.8,66.7,0.15,495415576.86
001289,龙源电力,15.52,16.09,15.36,15.8,15.63,1.09,193386797.2
001309,德明利,945.0,976.0,880.0,893.22,942.9,-5.27,15230925479.01
001389,广合科技,235.2,236.59,213.53,216.5,237.25,-8.75,3648275176.9
001399,惠科股份,37.6,48.6,35.56,46.28,38.18,21.22,9252312953.92
002001,新 和 成,28.41,29.98,27.98,29.98,28.42,5.49,1137381981.43
002008,大族激光,149.0,150.49,136.88,137.98,150.11,-8.08,11409824783.89
002027,分众传媒,4.84,4.9,4.76,4.85,4.84,0.21,729436722.42
002028,思源电气,174.0,176.5,165.0,165.77,173.0,-4.18,2297060728.25
002049,紫光国微,89.0,91.79,85.6,86.41,88.75,-2.64,5414744756.33
002050,三花智控,43.83,45.4,43.33,44.21,43.83,0.87,5570153403.32
002080,中材科技,93.0,94.2,87.77,88.7,90.0,-1.44,4064990245.53
002142,宁波银行,29.85,30.22,29.29,29.92,29.69,0.77,1031958721.65
002156,通富微电,76.2,78.58,72.4,73.91,75.87,-2.58,11941790962.41
002179,中航光电,46.2,46.57,44.15,44.6,46.2,-3.46,2989436375.96
002185,华天科技,22.54,23.64,21.28,21.86,22.31,-2.02,11864509449.46
002202,金风科技,23.9,25.06,23.19,24.66,23.9,3.18,7886730299.01
002230,科大讯飞,40.7,41.76,40.46,41.03,40.84,0.47,1840979590.54
002241,歌尔股份,22.48,22.68,22.12,22.32,22.53,-0.93,1708347031.8
002281,光迅科技,258.0,264.88,239.0,242.43,256.94,-5.65,12235993193.88
002311,海大集团,44.81,46.77,44.6,45.99,44.61,3.09,539943065.44
002352,顺丰控股,32.3,32.85,31.48,32.2,31.26,3.01,1335466736.45
