date,名称,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比
2026-07-22,热力服务,2.53,114657657.0,2.16
2026-07-22,能源及重型设备,-1.0,112853648.0,0.98
2026-07-22,其他自动化设备,-3.19,110386384.0,1.36
2026-07-22,航空装备Ⅲ,-1.51,108895456.0,0.84
2026-07-22,航空装备Ⅱ,-1.51,108895456.0,0.84
2026-07-22,医疗美容,4.73,107588066.0,5.48
2026-07-22,医美耗材,5.73,107055064.0,5.5
2026-07-22,旅游零售Ⅲ,1.83,105492944.0,3.37
2026-07-22,旅游零售Ⅱ,1.83,105492944.0,3.37
2026-07-22,培训教育,2.6,103558507.0,6.09
2026-07-22,肉制品,1.64,101088948.0,5.56
2026-07-22,食品加工,-0.79,93560594.0,2.78
2026-07-22,磷肥及磷化工,0.81,90545728.0,1.93
2026-07-22,食品饮料,-0.28,88627008.0,0.24
2026-07-22,教育,1.65,88041946.0,4.51
2026-07-22,瓷砖地板,2.18,87501463.0,5.9
2026-07-22,车身附件及饰件,-2.15,87009904.0,1.35
2026-07-22,煤炭开采,2.89,77726688.0,0.51
2026-07-22,饮料乳品,-1.01,74808928.0,1.54
2026-07-22,原料药,-0.11,72803472.0,0.66
2026-07-22,橡胶助剂,-2.0,71877039.0,3.96
2026-07-22,改性塑料,-0.18,71249296.0,1.75
2026-07-22,专业服务,-0.89,68140905.0,1.58
2026-07-22,铅锌,0.76,68077728.0,1.0
2026-07-22,焦炭Ⅱ,2.86,67778627.0,7.47
2026-07-22,焦炭Ⅲ,2.86,67778627.0,7.47
2026-07-22,白色家电,-0.74,67160928.0,1.01
2026-07-22,被动元件,-2.58,66775824.0,0.22
2026-07-22,机场,0.5,65907075.0,6.32
2026-07-22,乳品,-1.06,65185579.0,2.03
2026-07-22,其他化学原料,-0.02,61805758.0,1.67
2026-07-22,分立器件,-2.28,60639744.0,0.17
2026-07-22,基建市政工程,-0.26,60039024.0,1.16
2026-07-22,住宅开发,0.42,54394400.0,0.42
2026-07-22,检测服务,-1.46,52864272.0,1.84
2026-07-22,磁性材料,-1.32,52409664.0,0.99
2026-07-22,钼,1.91,49795504.0,1.61
2026-07-22,其他家居用品,0.59,48816011.0,2.87
2026-07-22,水泥制造,-0.44,47567950.0,2.47
2026-07-22,快递,-0.02,46529853.0,2.76
2026-07-22,氮肥,1.24,46512331.0,1.84
2026-07-22,无机盐,0.39,41947152.0,1.1
2026-07-22,环保设备Ⅱ,-1.19,41719244.0,1.05
2026-07-22,环保设备Ⅲ,-1.19,41719244.0,1.05
2026-07-22,其他建材Ⅲ,-0.49,35850503.0,1.66
2026-07-22,生猪养殖,0.51,35115008.0,0.7
2026-07-22,商用载客车,-1.31,34390474.0,3.93
2026-07-22,水泥,-0.87,31673303.0,1.35
2026-07-22,饰品,0.31,31243380.0,1.77
2026-07-22,白酒Ⅲ,1.95,30949920.0,0.16
2026-07-22,白酒Ⅱ,1.95,30949920.0,0.16
2026-07-22,工程机械器件,-2.14,30164665.0,2.13
2026-07-22,基础建设,-0.71,29690768.0,0.49
2026-07-22,钟表珠宝,0.31,29608284.0,1.71
2026-07-22,航空机场,0.19,28031776.0,0.8
2026-07-22,铁矿石,1.94,27951982.0,2.52
2026-07-22,粮食种植,2.52,26224968.0,5.36
2026-07-22,旅游及景区,0.4,25069310.0,1.31
2026-07-22,养殖业,0.08,23867472.0,0.39
2026-07-22,激光设备,-1.29,23391760.0,0.11
2026-07-22,轮胎轮毂,-0.93,23222426.0,0.87
2026-07-22,商业地产,1.54,21187797.0,1.46
2026-07-22,物流,-0.97,21077948.0,0.4
2026-07-22,超市,-0.27,20660800.0,1.29
2026-07-22,化妆品,-0.25,20540453.0,0.95
2026-07-22,其他石化,0.56,20444277.0,0.87
2026-07-22,粘胶,2.04,19928890.0,2.96
2026-07-22,房地产服务,0.09,19804298.0,2.06
2026-07-22,冶钢原料,0.79,19276297.0,1.1
2026-07-22,零食,0.55,19220756.0,1.16
2026-07-22,品牌化妆品,0.47,18861492.0,1.15
2026-07-22,文化用品,-1.98,18715672.0,4.31
2026-07-22,照明设备Ⅲ,-1.39,18495080.0,1.61
2026-07-22,照明设备Ⅱ,-1.39,18495080.0,1.61
2026-07-22,氨纶,5.34,18453913.0,2.37
2026-07-22,其他塑料制品,-2.04,16199741.0,0.62
2026-07-22,旅游综合,0.48,15950583.0,2.94
2026-07-22,特钢Ⅲ,-0.55,15201131.0,0.94
2026-07-22,特钢Ⅱ,-0.55,15201131.0,0.94
2026-07-22,综合乘用车,0.62,15157453.0,0.87
2026-07-22,物业管理,-0.23,14119809.0,2.68
2026-07-22,成品家居,-0.43,12934120.0,0.93
2026-07-22,房地产综合服务,4.18,12612585.0,9.75
2026-07-22,人力资源服务,2.21,12192582.0,3.12
2026-07-22,小家电,-1.87,11583712.0,0.58
2026-07-22,休闲食品,-0.09,11112099.0,0.44
2026-07-22,厨房小家电,-1.1,11079700.0,1.98
2026-07-22,橡胶,-2.11,10880449.0,0.34
2026-07-22,软饮料,-0.88,9623336.0,0.58
2026-07-22,定制家居,-0.77,8208730.0,0.83
2026-07-22,长材,0.32,7746473.0,7.81
2026-07-22,果蔬加工,-0.12,6112797.0,1.33
2026-07-22,人工景区,0.42,5793304.0,1.14
2026-07-22,涂料,-0.73,5665461.0,2.56
2026-07-22,期货,-1.42,5141615.0,1.23
2026-07-22,宠物食品,0.76,4943113.0,0.51
2026-07-22,其他专业服务,-0.56,4797541.0,2.28
2026-07-22,烘焙食品,-0.87,4700407.0,0.85
2026-07-22,贸易Ⅲ,-0.18,4696847.0,0.41
2026-07-22,贸易Ⅱ,-0.18,4696847.0,0.41
2026-07-22,个护用品,-0.45,4610306.0,0.57
2026-07-22,汽车经销商,-1.11,4361276.0,2.82
2026-07-22,公路货运,-1.84,3961267.0,1.59
2026-07-22,生活用纸,-1.07,3591619.0,0.58
2026-07-22,卫浴制品,-1.98,3422154.0,1.44
2026-07-22,家纺,-2.97,3373430.0,0.7
2026-07-22,自然景区,0.34,3325419.0,0.39
2026-07-22,摩托车,-0.66,2877586.0,0.16
2026-07-22,仓储物流,-1.52,2261529.0,0.45
2026-07-22,小金属,-0.05,1815632.0,0.01
2026-07-22,辅料,-1.75,1787937.0,0.24
2026-07-22,化妆品制造及其他,-1.22,1678962.0,0.32
2026-07-22,其他饰品,0.34,1635105.0,4.38
2026-07-22,锦纶,-0.5,1454863.0,0.63
2026-07-22,粮油加工,-0.12,1215707.0,0.24
2026-07-22,综合包装,-1.05,1035709.0,0.43
2026-07-22,洗护用品,0.96,1018687.0,0.52
2026-07-22,信托,-0.94,748755.0,0.14
2026-07-22,医美服务,1.7,533013.0,3.62
2026-07-22,个护小家电,-1.73,344351.0,0.22
2026-07-22,清洁小家电,-2.87,159662.0,0.01
2026-07-22,餐饮,-0.68,143106.0,0.13
2026-07-22,其他黑色家电,-0.72,-497715.0,-0.07
2026-07-22,油气及炼化工程,3.73,-770000.0,-0.02
2026-07-22,其他家电Ⅲ,-1.07,-810762.0,-0.78
2026-07-22,其他家电Ⅱ,-1.07,-810762.0,-0.78
2026-07-22,其他能源发电,1.43,-988683.0,-1.1
2026-07-22,专业连锁Ⅲ,-0.89,-1285243.0,-0.12
2026-07-22,专业连锁Ⅱ,-0.89,-1285243.0,-0.12
2026-07-22,会展服务,-0.02,-1713495.0,-0.2
2026-07-22,核力发电,0.41,-1722264.0,-0.09
2026-07-22,大气治理,-0.83,-1861019.0,-0.7
2026-07-22,海洋捕捞,-1.07,-1878056.0,-2.29
2026-07-22,其他养殖,-0.81,-1966450.0,-2.65
2026-07-22,复合肥,0.38,-2155365.0,-0.16
2026-07-22,铁路运输,0.4,-2491491.0,-0.11
2026-07-22,其他纺织,-1.45,-2502348.0,-0.31
2026-07-22,保健品,-2.03,-2667308.0,-0.4
2026-07-22,农用机械,-2.3,-2779873.0,-0.44
2026-07-22,综合环境治理,-1.57,-2804155.0,-0.22
2026-07-22,农业综合Ⅲ,-0.69,-3876843.0,-5.13
2026-07-22,农业综合Ⅱ,-0.69,-3876843.0,-5.13
2026-07-22,燃料电池,-4.09,-4078218.0,-7.65
2026-07-22,预加工食品,-1.33,-4861030.0,-0.55
2026-07-22,学历教育,-0.91,-4935322.0,-3.37
2026-07-22,体育Ⅲ,-0.95,-5108223.0,-1.48
2026-07-22,体育Ⅱ,-0.95,-5108223.0,-1.48
2026-07-22,种子,2.18,-5181786.0,-0.5
2026-07-22,钴,-1.1,-5695027.0,-0.85
2026-07-22,汽车服务,-1.43,-5841043.0,-1.28
2026-07-22,防水材料,-1.67,-6037269.0,-0.75
2026-07-22,光伏发电,1.43,-6047680.0,-0.11
2026-07-22,跨境物流,-0.66,-6424470.0,-0.61
2026-07-22,其他化学制品,-1.45,-6622272.0,-0.07
2026-07-22,房产租赁经纪,-0.12,-6928095.0,-2.26
2026-07-22,水产饲料,-0.54,-7345216.0,-1.23
2026-07-22,动物保健Ⅲ,-0.95,-7494490.0,-1.17
2026-07-22,动物保健Ⅱ,-0.95,-7494490.0,-1.17
2026-07-22,印刷,-1.99,-8226929.0,-5.14
2026-07-22,机床工具,-2.88,-8606599.0,-0.34
2026-07-22,民爆制品,-0.69,-8633101.0,-0.45
2026-07-22,冶钢辅料,-0.65,-8675694.0,-1.35
2026-07-22,肉鸡养殖,-0.19,-9281095.0,-0.9
2026-07-22,原材料供应链服务,0.16,-9384493.0,-0.84
2026-07-22,水产养殖,-0.11,-9451631.0,-3.5
2026-07-22,厨房电器,-1.37,-9485049.0,-1.72
2026-07-22,钛白粉,-1.05,-9809984.0,-1.11
2026-07-22,印染,-1.18,-9830915.0,-2.47
2026-07-22,诊断服务,-0.5,-9983013.0,-0.84
2026-07-22,多业态零售,-0.43,-10004130.0,-0.88
2026-07-22,文娱用品,-0.8,-10019693.0,-0.51
2026-07-22,汽车综合服务,-2.07,-10202319.0,-3.38
2026-07-22,食用菌,-2.57,-10278473.0,-2.55
2026-07-22,综合电商,-0.21,-10311594.0,-4.89
2026-07-22,卫浴电器,-1.41,-10437084.0,-9.54
2026-07-22,教育运营及其他,-1.47,-10581250.0,-10.33
2026-07-22,渔业,-0.52,-11329687.0,-3.22
2026-07-22,大宗用纸,0.48,-11973513.0,-0.96
2026-07-22,视频媒体,-0.58,-12033451.0,-4.72
2026-07-22,通信工程及服务,-0.86,-12673077.0,-0.27
2026-07-22,熟食,-0.11,-12809062.0,-4.3
2026-07-22,化学工程,-2.48,-13263289.0,-1.46
2026-07-22,国际工程,-0.51,-13348011.0,-2.21
2026-07-22,电工仪器仪表,-1.98,-13397345.0,-0.63
2026-07-22,纯碱,1.1,-14128377.0,-1.21
2026-07-22,钢铁管材,-0.98,-14185899.0,-4.58
2026-07-22,其他通信设备,-1.89,-14326638.0,-0.83
2026-07-22,输变电设备,-0.46,-15261872.0,-0.13
2026-07-22,端到端供应链服务,-3.07,-15865742.0,-2.47
2026-07-22,水泥制品,-1.55,-15894654.0,-3.78
2026-07-22,农产品加工,-0.56,-16131730.0,-0.84
2026-07-22,图片媒体,-2.7,-16593283.0,-4.56
2026-07-22,资产管理,-3.49,-16817976.0,-3.03
2026-07-22,租赁,-0.3,-18303506.0,-2.37
2026-07-22,火电设备,1.68,-18765924.0,-1.59
2026-07-22,商用车,-0.82,-18770231.0,-0.59
2026-07-22,房地产,0.38,-19195168.0,-0.12
2026-07-22,厨卫电器,-1.38,-19922132.0,-3.02
2026-07-22,纺织鞋类制造,-1.02,-20633151.0,-14.34
2026-07-22,广告媒体,-0.93,-20872660.0,-2.78
2026-07-22,棉纺,-0.66,-21427086.0,-2.85
2026-07-22,医院,-0.55,-21936659.0,-0.64
2026-07-22,金属包装,-1.74,-22031271.0,-2.14
2026-07-22,其他橡胶制品,-1.83,-22222330.0,-2.72
2026-07-22,装修建材,-1.06,-22275034.0,-0.55
2026-07-22,耐火材料,-1.54,-22679984.0,-6.31
2026-07-22,其他农产品加工,-1.06,-23460232.0,-2.45
2026-07-22,油品石化贸易,0.65,-25143176.0,-3.04
2026-07-22,其他酒类,-0.69,-25425173.0,-2.55
2026-07-22,汽车电子电气系统,-2.16,-25498336.0,-0.34
2026-07-22,电商服务,-1.62,-26938378.0,-2.09
2026-07-22,其他医疗服务,-2.35,-27348314.0,-5.18
2026-07-22,医疗设备,-0.94,-28259632.0,-0.34
2026-07-22,线下药店,-0.03,-28642739.0,-2.3
2026-07-22,娱乐用品,-0.43,-28735353.0,-1.86
2026-07-22,园林工程,-1.51,-30348244.0,-3.24
2026-07-22,畜禽饲料,-0.52,-30827495.0,-3.74
2026-07-22,种植业,0.94,-31016866.0,-1.18
2026-07-22,公交,-1.34,-32860930.0,-7.55
2026-07-22,教育出版,-0.05,-32868130.0,-3.29
2026-07-22,电视广播Ⅱ,-1.13,-33142248.0,-2.32
2026-07-22,电视广播Ⅲ,-1.13,-33142248.0,-2.32
2026-07-22,塑料包装,-1.23,-33175076.0,-2.89
2026-07-22,饲料,-0.22,-33229603.0,-1.39
2026-07-22,管材,-1.63,-35073726.0,-6.95
2026-07-22,印刷包装机械,-2.58,-35871355.0,-4.79
2026-07-22,钢结构,-1.95,-36065251.0,-4.25
2026-07-22,林业Ⅲ,-0.06,-36138622.0,-6.98
2026-07-22,林业Ⅱ,-0.06,-36138622.0,-6.98
2026-07-22,啤酒,-0.16,-36149668.0,-2.71
2026-07-22,食品及饲料添加剂,-1.15,-36243060.0,-1.15
2026-07-22,航空运输,0.02,-37875312.0,-1.53
2026-07-22,水务及水治理,-1.27,-38151142.0,-0.88
2026-07-22,炭黑,-2.84,-38774239.0,-6.66
2026-07-22,房地产开发,0.42,-38999456.0,-0.26
2026-07-22,横向通用软件,-0.45,-39070224.0,-0.22
2026-07-22,其他专业工程,-1.47,-39635248.0,-0.65
2026-07-22,大众出版,-1.99,-39741601.0,-3.3
2026-07-22,风力发电,2.6,-40177728.0,-0.49
2026-07-22,钢铁,0.14,-40578736.0,-0.5
2026-07-22,半导体材料,-2.47,-40960000.0,-0.08
2026-07-22,其他种植业,0.63,-41781585.0,-5.96
2026-07-22,轻工制造,-0.39,-42678032.0,-0.28
2026-07-22,院线,-2.4,-43968711.0,-2.82
2026-07-22,彩电,-1.03,-44008789.0,-2.32
2026-07-22,动力煤,2.94,-44330208.0,-0.36
2026-07-22,楼宇设备,-1.64,-44414213.0,-3.9
2026-07-22,黑色家电,-0.86,-44506497.0,-1.72
2026-07-22,风电零部件,-1.69,-44909168.0,-0.99
2026-07-22,跨境电商,-1.99,-45087537.0,-2.87
2026-07-22,百货,-0.98,-46943566.0,-3.18
2026-07-22,电机Ⅲ,-1.66,-47189858.0,-1.18
2026-07-22,电机Ⅱ,-1.66,-47189858.0,-1.18
2026-07-22,特种纸,-0.36,-48501681.0,-2.54
2026-07-22,纺织服装设备,-2.43,-48903137.0,-3.05
2026-07-22,农商行Ⅲ,0.03,-49509015.0,-2.26
2026-07-22,商业物业经营,-1.06,-50424067.0,-1.69
2026-07-22,工控设备,-2.26,-50885248.0,-0.48
2026-07-22,酒店餐饮,-0.11,-50928200.0,-6.19
2026-07-22,酒店,0.27,-51071306.0,-7.18
2026-07-22,非运动服装,-1.63,-51127684.0,-1.8
2026-07-22,地面兵装Ⅱ,0.22,-51790534.0,-2.16
2026-07-22,地面兵装Ⅲ,0.22,-51790534.0,-2.16
2026-07-22,纺织制造,-1.23,-52605570.0,-1.85
2026-07-22,商用载货车,-0.54,-53160691.0,-2.29
2026-07-22,农药,0.23,-56025166.0,-1.45
2026-07-22,光伏电池组件,-0.43,-57306032.0,-0.95
2026-07-22,航海装备Ⅱ,-0.42,-58171072.0,-0.87
2026-07-22,航海装备Ⅲ,-0.42,-58171072.0,-0.87
2026-07-22,金属制品,-1.71,-58709648.0,-0.32
2026-07-22,商贸零售,-0.78,-60143920.0,-0.38
2026-07-22,调味发酵品Ⅲ,-1.12,-60229981.0,-1.48
2026-07-22,调味发酵品Ⅱ,-1.12,-60229981.0,-1.48
2026-07-22,造纸,0.04,-60475191.0,-1.91
2026-07-22,磨具磨料,-1.29,-61146144.0,-0.87
2026-07-22,非白酒,-0.47,-61574840.0,-2.64
2026-07-22,其他生物制品,-0.43,-62511200.0,-0.53
2026-07-22,仪器仪表,-2.11,-65123696.0,-0.4
2026-07-22,锂电专用设备,-2.7,-65576464.0,-1.72
2026-07-22,血液制品,-0.42,-65801673.0,-6.39
2026-07-22,港口,0.92,-66267711.0,-2.47
2026-07-22,氯碱,-0.7,-67363678.0,-1.93
2026-07-22,板材,0.44,-68616720.0,-1.57
2026-07-22,配电设备,-1.94,-68760174.0,-2.04
2026-07-22,金融信息服务,-1.67,-68900960.0,-3.84
2026-07-22,摩托车及其他,-1.18,-69384847.0,-2.11
2026-07-22,膜材料,-2.64,-69787136.0,-0.83
2026-07-22,高速公路,-0.54,-70043584.0,-4.21
2026-07-22,纸包装,-0.98,-70668081.0,-3.94
2026-07-22,其他运输设备,-1.65,-72262433.0,-4.86
2026-07-22,出版,-1.29,-72609730.0,-3.3
2026-07-22,其他化学纤维,-2.33,-72733310.0,-4.74
2026-07-22,风电整机,0.04,-74027642.0,-2.45
2026-07-22,金融控股,-1.8,-74753420.0,-3.1
2026-07-22,普钢,0.25,-75056144.0,-1.57
2026-07-22,房屋建设Ⅲ,0.49,-76578848.0,-2.8
2026-07-22,房屋建设Ⅱ,0.49,-76578848.0,-2.8
2026-07-22,医药流通,-0.3,-77064928.0,-2.33
2026-07-22,涤纶,-1.15,-78520079.0,-9.26
2026-07-22,电网自动化设备,-1.21,-79938192.0,-1.12
2026-07-22,互联网电商,-1.53,-82337500.0,-2.68
2026-07-22,家用电器,-1.63,-84921040.0,-0.41
2026-07-22,一般零售,-0.78,-86710960.0,-1.2
2026-07-22,玻璃制造,-1.35,-92095094.0,-7.53
2026-07-22,装修装饰Ⅱ,-0.94,-94349982.0,-3.43
2026-07-22,装修装饰Ⅲ,-0.94,-94349982.0,-3.43
2026-07-22,光学元件,-2.8,-94805200.0,-0.54
2026-07-22,通信服务,-0.1,-95906032.0,-0.44
2026-07-22,专业工程,-1.65,-102311776.0,-1.21
2026-07-22,铁路公路,-0.53,-105395984.0,-2.41
2026-07-22,医药商业,-0.23,-105707671.0,-2.32
2026-07-22,品牌消费电子,-2.62,-107705696.0,-2.33
2026-07-22,涂料油墨,-2.27,-109027941.0,-3.11
2026-07-22,疫苗,-0.48,-109065888.0,-3.9
2026-07-22,其他数字媒体,-4.54,-109758103.0,-10.29
2026-07-22,化学纤维,-0.79,-111415732.0,-2.74
2026-07-22,其他电源设备Ⅲ,-1.09,-113615600.0,-0.74
2026-07-22,产业地产,-0.53,-114581648.0,-11.7
2026-07-22,农林牧渔,-0.13,-115350368.0,-0.79
2026-07-22,综合电力设备商,-0.3,-115786291.0,-7.34
2026-07-22,家电零部件Ⅱ,-2.21,-116921392.0,-1.52
2026-07-22,家电零部件Ⅲ,-2.21,-116921392.0,-1.52
2026-07-22,风电设备,-1.41,-118936800.0,-1.58
2026-07-22,计算机,-1.04,-122203136.0,-0.07
2026-07-22,非金属材料Ⅱ,-2.22,-123812130.0,-2.82
2026-07-22,非金属材料Ⅲ,-2.22,-123812130.0,-2.82
2026-07-22,纺织化学制品,-1.74,-127881261.0,-4.17
2026-07-22,燃气Ⅱ,0.24,-128967360.0,-2.79
2026-07-22,燃气Ⅲ,0.24,-128967360.0,-2.79
2026-07-22,其他汽车零部件,-1.01,-130945824.0,-1.94
2026-07-22,综合Ⅱ,-0.56,-131723744.0,-3.3
2026-07-22,综合,-0.56,-131723744.0,-3.3
2026-07-22,综合Ⅲ,-0.56,-131723744.0,-3.3
2026-07-22,光伏辅材,-1.39,-132173003.0,-3.87
2026-07-22,包装印刷,-1.23,-133065651.0,-3.04
2026-07-22,自动化设备,-2.69,-133768704.0,-0.26
2026-07-22,运动服装,-3.16,-135453433.0,-8.37
2026-07-22,国有大型银行Ⅲ,1.08,-152156960.0,-1.4
2026-07-22,鞋帽及其他,-4.5,-153814949.0,-10.01
2026-07-22,冰洗,-0.87,-158630054.0,-11.0
2026-07-22,证券Ⅱ,-0.92,-164956160.0,-0.52
2026-07-22,证券Ⅲ,-0.92,-164956160.0,-0.52
2026-07-22,塑料,-1.78,-169639344.0,-0.87
2026-07-22,多元金融,-1.71,-172885472.0,-2.66
2026-07-22,文字媒体,-5.06,-173801685.0,-13.17
2026-07-22,其他电子Ⅲ,-1.99,-175283344.0,-0.79
2026-07-22,其他电子Ⅱ,-1.99,-175283344.0,-0.79
2026-07-22,国防军工,-1.51,-176015616.0,-0.3
2026-07-22,蓄电池及其他电池,-2.87,-177605631.0,-8.34
2026-07-22,光伏加工设备,-1.99,-180860160.0,-3.4
2026-07-22,合成树脂,-2.66,-187301209.0,-4.23
2026-07-22,电信运营商,-0.66,-198769248.0,-4.87
2026-07-22,有机硅,-3.53,-200846758.0,-7.56
2026-07-22,稀土,-1.35,-206793232.0,-2.98
2026-07-22,工程咨询服务Ⅲ,-1.63,-207814528.0,-2.39
2026-07-22,工程咨询服务Ⅱ,-1.63,-207814528.0,-2.39
2026-07-22,机器人,-3.36,-216661584.0,-1.93
2026-07-22,硅料硅片,-2.61,-230717809.0,-11.75
2026-07-22,生物制品,-0.44,-237378752.0,-1.51
2026-07-22,机械设备,-1.87,-244474112.0,-0.14
2026-07-22,其他电源设备Ⅱ,-0.73,-248167856.0,-1.37
2026-07-22,医疗研发外包,0.96,-254469408.0,-0.89
2026-07-22,影视动漫制作,-2.31,-254588784.0,-7.88
2026-07-22,钨,-1.56,-259231744.0,-2.72
2026-07-22,股份制银行Ⅲ,1.04,-259719840.0,-2.37
2026-07-22,LED,-2.55,-260699136.0,-2.83
2026-07-22,轨交设备Ⅱ,-1.82,-268650048.0,-7.17
2026-07-22,轨交设备Ⅲ,-1.82,-268650048.0,-7.17
2026-07-22,城商行Ⅲ,0.8,-273202944.0,-3.67
2026-07-22,线缆部件及其他,-0.95,-287483248.0,-2.69
2026-07-22,电池化学品,-2.29,-291770928.0,-1.31
2026-07-22,影视院线,-2.33,-298557481.0,-6.24
2026-07-22,医疗服务,0.1,-313737488.0,-0.93
2026-07-22,基础化工,-1.02,-315249408.0,-0.29
2026-07-22,胶黏剂及胶带,-3.89,-322798290.0,-25.03
2026-07-22,服装家纺,-2.4,-337022640.0,-5.2
2026-07-22,通用设备,-1.86,-338543104.0,-0.52
2026-07-22,纺织服饰,-1.62,-358384800.0,-3.23
2026-07-22,其他通用设备,-1.97,-366613104.0,-2.62
2026-07-22,消费电子零部件及组装,-1.25,-385874176.0,-0.52
2026-07-22,氟化工,-2.17,-393838880.0,-3.98
2026-07-22,乘用车,0.23,-432957408.0,-4.92
2026-07-22,航天装备Ⅲ,-2.12,-437465632.0,-5.97
2026-07-22,航天装备Ⅱ,-2.12,-437465632.0,-5.97
2026-07-22,电动乘用车,-0.54,-448114864.0,-6.35
2026-07-22,建筑装饰,-1.18,-451364352.0,-1.57
2026-07-22,电网设备,-1.19,-464840816.0,-1.33
2026-07-22,医疗器械,-0.77,-490135984.0,-1.89
2026-07-22,消费电子,-1.41,-493580032.0,-0.62
2026-07-22,门户网站,-2.07,-508288128.0,-11.58
2026-07-22,中药Ⅲ,0.14,-551525424.0,-3.28
2026-07-22,中药Ⅱ,0.14,-551525424.0,-3.28
2026-07-22,体外诊断,-1.17,-585626976.0,-5.65
2026-07-22,化学制药,0.06,-596280832.0,-1.05
2026-07-22,化学制剂,0.13,-669084608.0,-1.46
2026-07-22,垂直应用软件,-1.65,-701603488.0,-2.06
2026-07-22,银行,0.71,-734588928.0,-2.33
2026-07-22,银行Ⅱ,0.71,-734588928.0,-2.33
2026-07-22,软件开发,-1.35,-740673792.0,-1.42
2026-07-22,底盘与发动机系统,-1.79,-758326992.0,-4.04
2026-07-22,营销代理,-1.99,-772829616.0,-7.52
2026-07-22,化学制品,-1.58,-780043392.0,-1.93
