date,名称,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比
2026-07-19,军工电子Ⅱ,-6.24,-2149867536.0,-7.84
2026-07-19,军工电子Ⅲ,-6.24,-2149867536.0,-7.84
2026-07-19,其他专用设备,-5.48,-2189675136.0,-8.04
2026-07-19,食品饮料,-2.91,-2410517936.0,-6.32
2026-07-19,汽车零部件,-4.63,-2430810016.0,-4.55
2026-07-19,软件开发,-4.77,-2590576896.0,-4.79
2026-07-19,工业金属,-4.34,-2753193984.0,-6.16
2026-07-19,集成电路封测,-9.25,-2820153344.0,-5.02
2026-07-19,电子化学品Ⅱ,-7.84,-2833737920.0,-6.57
2026-07-19,电子化学品Ⅲ,-7.84,-2833737920.0,-6.57
2026-07-19,专用设备,-4.72,-2844454864.0,-6.35
2026-07-19,证券Ⅱ,-1.15,-3150336512.0,-7.24
2026-07-19,证券Ⅲ,-1.15,-3150336512.0,-7.24
2026-07-19,通用设备,-5.57,-3181073152.0,-4.09
2026-07-19,通信线缆及配套,-8.88,-3201137664.0,-9.09
2026-07-19,汽车,-4.33,-3295230208.0,-4.61
2026-07-19,半导体设备,-8.89,-3336573184.0,-4.52
2026-07-19,医疗研发外包,-11.64,-3340342016.0,-9.63
2026-07-19,基础化工,-3.5,-3388870656.0,-2.9
2026-07-19,其他计算机设备,-4.93,-3455158272.0,-8.52
2026-07-19,传媒,-4.38,-3503599360.0,-5.98
2026-07-19,光学光电子,-6.5,-3784999424.0,-5.9
2026-07-19,半导体材料,-8.28,-3809192704.0,-7.77
2026-07-19,医疗服务,-8.63,-3831567104.0,-8.84
2026-07-19,IT服务Ⅲ,-4.7,-3938373376.0,-7.01
2026-07-19,IT服务Ⅱ,-4.7,-3938373376.0,-7.01
2026-07-19,非银金融,-1.42,-3974046720.0,-6.46
2026-07-19,计算机设备,-5.24,-4201468416.0,-8.85
2026-07-19,化学制剂,-7.34,-4887069440.0,-8.02
2026-07-19,国防军工,-5.14,-4887740672.0,-7.87
2026-07-19,自动化设备,-6.34,-5133691648.0,-9.7
2026-07-19,化学制药,-7.18,-5170904832.0,-6.96
2026-07-19,电力设备,-4.11,-5855729920.0,-3.34
2026-07-19,消费电子零部件及组装,-7.65,-7193196544.0,-9.32
2026-07-19,消费电子,-7.31,-7263991552.0,-8.75
2026-07-19,有色金属,-5.15,-7684650496.0,-6.6
2026-07-19,印制电路板,-9.39,-10565885440.0,-9.31
2026-07-19,计算机,-4.86,-10730418688.0,-6.8
2026-07-19,数字芯片设计,-11.06,-10791602688.0,-5.74
2026-07-19,机械设备,-5.17,-11597483776.0,-6.19
2026-07-19,元件,-8.97,-12321293312.0,-8.9
2026-07-19,医药生物,-6.34,-13722099456.0,-7.05
2026-07-19,通信网络设备及器件,-9.28,-15445803264.0,-9.61
2026-07-19,通信设备,-6.98,-19588903680.0,-9.18
2026-07-19,通信,-6.31,-20009943296.0,-8.66
2026-07-19,半导体,-9.87,-25062899712.0,-5.42
2026-07-19,电子,-8.37,-53209296896.0,-6.53
