date,名称,今日涨跌幅,今日主力净流入-净额,今日主力净流入-净占比
2026-07-28,机床工具,0.94,25966407.0,0.96
2026-07-28,零食,4.29,25397447.0,1.28
2026-07-28,防水材料,-0.36,25391460.0,4.91
2026-07-28,非运动服装,1.93,24480999.0,0.72
2026-07-28,特种纸,-0.57,22451308.0,1.43
2026-07-28,其他塑料制品,-0.93,21275674.0,0.74
2026-07-28,锂电专用设备,-0.66,20152483.0,0.56
2026-07-28,综合包装,0.97,19148015.0,5.69
2026-07-28,端到端供应链服务,1.51,18960986.0,4.41
2026-07-28,果蔬加工,0.28,18156830.0,2.51
2026-07-28,休闲食品,3.19,17278869.0,0.66
2026-07-28,鞋帽及其他,0.68,16490832.0,1.33
2026-07-28,农药,0.85,15797123.0,0.49
2026-07-28,个护小家电,1.52,15231188.0,3.92
2026-07-28,定制家居,0.18,14824884.0,1.71
2026-07-28,油服工程,0.69,14700048.0,0.24
2026-07-28,印染,0.9,14625536.0,2.71
2026-07-28,诊断服务,-0.43,14415964.0,2.14
2026-07-28,医美耗材,0.3,12976487.0,1.38
2026-07-28,医疗美容,0.23,12000020.0,1.27
2026-07-28,楼宇设备,0.22,11692828.0,1.11
2026-07-28,线下药店,0.39,11655879.0,1.52
2026-07-28,物流,0.85,11431615.0,0.26
2026-07-28,会展服务,3.18,10474274.0,1.21
2026-07-28,血液制品,0.66,10011075.0,1.51
2026-07-28,钛白粉,0.84,8983665.0,0.94
2026-07-28,包装印刷,0.57,7966160.0,0.19
2026-07-28,其他建材Ⅲ,0.38,7870023.0,0.47
2026-07-28,粘胶,0.81,7479263.0,1.79
2026-07-28,铁矿石,1.18,7464736.0,0.95
2026-07-28,水产养殖,1.74,7457097.0,2.61
2026-07-28,饰品,0.68,7263434.0,0.51
2026-07-28,厨房小家电,0.95,7255848.0,1.12
2026-07-28,教育出版,0.72,7040003.0,0.94
2026-07-28,钢铁管材,0.32,5770736.0,2.48
2026-07-28,洗护用品,2.8,5664978.0,1.42
2026-07-28,垂直应用软件,1.29,5513504.0,0.02
2026-07-28,其他酒类,1.31,5511977.0,0.9
2026-07-28,家纺,2.17,5506259.0,1.63
2026-07-28,钟表珠宝,0.7,5417602.0,0.4
2026-07-28,大气治理,0.6,5355238.0,1.51
2026-07-28,渔业,1.53,5149909.0,1.48
2026-07-28,钢结构,0.34,4472415.0,0.86
2026-07-28,炭黑,-0.07,4042410.0,1.42
2026-07-28,涂料,3.21,3830165.0,1.33
2026-07-28,信托,-0.11,3759635.0,1.08
2026-07-28,管材,0.87,3705246.0,0.75
2026-07-28,汽车经销商,1.16,3572949.0,2.57
2026-07-28,氨纶,0.27,3096216.0,0.87
2026-07-28,物业管理,0.79,2934422.0,0.6
2026-07-28,长材,0.05,2093587.0,2.17
2026-07-28,人力资源服务,2.65,2073269.0,0.62
2026-07-28,其他饰品,0.47,1845832.0,3.3
2026-07-28,其他化学纤维,-1.15,1845012.0,0.17
2026-07-28,纯碱,0.73,1802474.0,0.26
2026-07-28,其他专业服务,-1.5,1642826.0,1.13
2026-07-28,其他养殖,1.51,1610941.0,1.66
2026-07-28,磷肥及磷化工,-0.16,1486416.0,0.05
2026-07-28,粮食种植,-0.58,1155118.0,0.51
2026-07-28,贸易Ⅲ,1.37,1114236.0,0.09
2026-07-28,贸易Ⅱ,1.37,1114236.0,0.09
2026-07-28,锦纶,1.36,1087060.0,0.42
2026-07-28,熟食,2.72,955045.0,0.5
2026-07-28,餐饮,1.64,748172.0,0.22
2026-07-28,纺织鞋类制造,3.13,575610.0,0.34
2026-07-28,燃料电池,-1.12,416002.0,1.3
2026-07-28,轨交设备Ⅱ,0.19,317277.0,0.01
2026-07-28,轨交设备Ⅲ,0.19,317277.0,0.01
2026-07-28,文化用品,1.14,216744.0,0.07
2026-07-28,个护用品,1.23,-27860.0,0.0
2026-07-28,卫浴电器,0.25,-98310.0,-0.11
2026-07-28,商业地产,0.3,-241743.0,-0.02
2026-07-28,复合肥,1.31,-568583.0,-0.05
2026-07-28,合成树脂,-0.97,-763392.0,-0.02
2026-07-28,医美服务,0.0,-976468.0,-10.46
2026-07-28,印刷,1.17,-1041071.0,-0.89
2026-07-28,其他家电Ⅲ,0.88,-1129618.0,-0.96
2026-07-28,其他家电Ⅱ,0.88,-1129618.0,-0.96
2026-07-28,农业综合Ⅲ,0.96,-1355402.0,-2.1
2026-07-28,农业综合Ⅱ,0.96,-1355402.0,-2.1
2026-07-28,房地产综合服务,-0.29,-2195100.0,-3.24
2026-07-28,海洋捕捞,1.25,-2307188.0,-3.68
2026-07-28,其他能源发电,-0.73,-2374664.0,-4.84
2026-07-28,房地产服务,0.6,-2713585.0,-0.33
2026-07-28,教育运营及其他,1.45,-3446604.0,-2.33
2026-07-28,房产租赁经纪,0.18,-3452906.0,-1.29
2026-07-28,学历教育,1.48,-3977362.0,-2.46
2026-07-28,专业连锁Ⅱ,1.06,-4467072.0,-0.68
2026-07-28,专业连锁Ⅲ,1.06,-4467072.0,-0.68
2026-07-28,民爆制品,-0.11,-4588599.0,-0.26
2026-07-28,跨境物流,0.92,-4618846.0,-0.67
2026-07-28,其他医疗服务,-0.11,-4635239.0,-1.06
2026-07-28,其他黑色家电,0.16,-4950758.0,-0.9
2026-07-28,生活用纸,0.53,-5692838.0,-0.8
2026-07-28,非白酒,1.1,-5796822.0,-0.35
2026-07-28,轮胎轮毂,0.02,-5967183.0,-0.32
2026-07-28,运动服装,0.93,-6092250.0,-0.85
2026-07-28,钾肥,1.81,-6146992.0,-0.15
2026-07-28,水泥制品,0.97,-6439157.0,-1.89
2026-07-28,水产饲料,0.91,-6726780.0,-1.22
2026-07-28,体育Ⅲ,0.45,-6865568.0,-1.15
2026-07-28,体育Ⅱ,0.45,-6865568.0,-1.15
2026-07-28,耐火材料,0.56,-6968054.0,-2.02
2026-07-28,卫浴制品,0.77,-6974251.0,-3.61
2026-07-28,门户网站,1.71,-7069598.0,-0.25
2026-07-28,资产管理,0.03,-7203105.0,-2.79
2026-07-28,厨房电器,0.15,-7761954.0,-1.35
2026-07-28,综合环境治理,-0.39,-7848770.0,-0.74
2026-07-28,厨卫电器,0.18,-7860264.0,-1.18
2026-07-28,造纸,-0.1,-8119812.0,-0.32
2026-07-28,照明设备Ⅱ,-0.79,-8538353.0,-0.8
2026-07-28,照明设备Ⅲ,-0.79,-8538353.0,-0.8
2026-07-28,国际工程,-1.27,-8754404.0,-1.17
2026-07-28,食用菌,0.51,-8821655.0,-3.66
2026-07-28,烘焙食品,1.99,-9073613.0,-2.04
2026-07-28,动物保健Ⅲ,0.23,-9092220.0,-2.3
2026-07-28,动物保健Ⅱ,0.23,-9092220.0,-2.3
2026-07-28,其他汽车零部件,-0.07,-10043520.0,-0.19
2026-07-28,其他石化,0.12,-10439224.0,-0.83
2026-07-28,电商服务,0.28,-10505546.0,-0.61
2026-07-28,机场,0.58,-11188543.0,-1.74
2026-07-28,啤酒,0.77,-11308800.0,-1.06
2026-07-28,出版,0.76,-11618553.0,-0.65
2026-07-28,化妆品制造及其他,-4.93,-11844773.0,-3.93
2026-07-28,热力服务,0.38,-12133891.0,-0.35
2026-07-28,粮油加工,0.73,-12146648.0,-3.4
2026-07-28,综合乘用车,1.01,-12187882.0,-0.79
2026-07-28,焦炭Ⅲ,-0.02,-12933682.0,-2.27
2026-07-28,焦炭Ⅱ,-0.02,-12933682.0,-2.27
2026-07-28,油品石化贸易,-0.79,-13836023.0,-2.91
2026-07-28,金属制品,-0.84,-13966064.0,-0.08
2026-07-28,钴,-1.47,-14174265.0,-4.01
2026-07-28,公路货运,0.96,-14314743.0,-7.93
2026-07-28,预加工食品,1.84,-14409690.0,-1.67
2026-07-28,专业服务,0.08,-14410356.0,-0.41
2026-07-28,种子,0.89,-14425122.0,-1.62
2026-07-28,仓储物流,0.01,-14876559.0,-3.74
2026-07-28,其他橡胶制品,0.02,-15050844.0,-2.19
2026-07-28,辅料,2.17,-15227305.0,-1.55
2026-07-28,塑料包装,-0.24,-16344163.0,-1.89
2026-07-28,公交,0.6,-17098448.0,-4.86
2026-07-28,农用机械,1.14,-17827525.0,-4.11
2026-07-28,畜禽饲料,0.66,-17851657.0,-3.26
2026-07-28,房屋建设Ⅱ,0.02,-18298092.0,-0.74
2026-07-28,房屋建设Ⅲ,0.02,-18298092.0,-0.74
2026-07-28,大众出版,0.79,-18658555.0,-1.78
2026-07-28,肉鸡养殖,0.24,-18749268.0,-2.59
2026-07-28,期货,-0.28,-18959435.0,-5.97
2026-07-28,视频媒体,0.59,-19688817.0,-8.81
2026-07-28,原材料供应链服务,0.41,-21153611.0,-2.44
2026-07-28,印刷包装机械,0.6,-21256332.0,-1.72
2026-07-28,动力煤,-1.09,-22811536.0,-0.31
2026-07-28,园林工程,-0.02,-22969217.0,-2.05
2026-07-28,油田服务,0.83,-23064003.0,-0.89
2026-07-28,人工景区,1.0,-23842958.0,-5.0
2026-07-28,其他纺织,0.01,-25925886.0,-3.57
2026-07-28,其他通信设备,-1.12,-27572650.0,-1.92
2026-07-28,化学工程,0.71,-28333439.0,-4.26
2026-07-28,检测服务,-0.39,-28600728.0,-1.34
2026-07-28,火电设备,-3.89,-29101756.0,-3.29
2026-07-28,农商行Ⅲ,0.56,-30136850.0,-1.65
2026-07-28,大宗用纸,0.42,-30571104.0,-3.23
2026-07-28,冶钢原料,0.29,-31377777.0,-2.3
2026-07-28,保健品,0.02,-32671350.0,-6.43
2026-07-28,其他家居用品,0.2,-32685569.0,-2.39
2026-07-28,冰洗,1.47,-33106241.0,-2.2
2026-07-28,特钢Ⅲ,-0.43,-33248029.0,-3.13
2026-07-28,特钢Ⅱ,-0.43,-33248029.0,-3.13
2026-07-28,医疗设备,-0.31,-34045328.0,-0.42
2026-07-28,电视广播Ⅲ,1.23,-35554297.0,-1.9
2026-07-28,电视广播Ⅱ,1.23,-35554297.0,-1.9
2026-07-28,油气开采Ⅲ,-0.19,-35896176.0,-1.43
2026-07-28,油气开采Ⅱ,-0.19,-35896176.0,-1.43
2026-07-28,其他运输设备,0.56,-36712722.0,-4.48
2026-07-28,自然景区,0.83,-37677234.0,-4.28
2026-07-28,社会服务,0.97,-38137408.0,-0.4
2026-07-28,冶钢辅料,-0.81,-38842504.0,-6.66
2026-07-28,农化制品,0.66,-39093776.0,-0.31
2026-07-28,炼油化工,-0.31,-40713888.0,-0.75
2026-07-28,汽车电子电气系统,-0.97,-41301478.0,-0.76
2026-07-28,生猪养殖,-0.22,-43869440.0,-1.36
2026-07-28,乳品,3.44,-44169932.0,-1.3
2026-07-28,纺织服装设备,-0.12,-44243454.0,-3.58
2026-07-28,蓄电池及其他电池,-1.09,-45925728.0,-1.28
2026-07-28,多业态零售,0.88,-46033046.0,-4.52
2026-07-28,其他种植业,-0.49,-46745360.0,-6.75
2026-07-28,摩托车,-0.18,-46823101.0,-2.4
2026-07-28,非金属材料Ⅲ,-2.0,-47981600.0,-1.46
2026-07-28,非金属材料Ⅱ,-2.0,-47981600.0,-1.46
2026-07-28,工程机械器件,-0.31,-48036734.0,-4.5
2026-07-28,涂料油墨,-0.67,-49602545.0,-2.27
2026-07-28,氮肥,-0.99,-49661741.0,-3.61
2026-07-28,化学纤维,0.26,-51782349.0,-1.8
2026-07-28,配电设备,-0.82,-52832687.0,-1.58
2026-07-28,彩电,-2.27,-53183709.0,-4.79
2026-07-28,旅游综合,1.26,-53284789.0,-6.31
2026-07-28,肉制品,0.29,-53589388.0,-4.14
2026-07-28,美容护理,-0.49,-54613581.0,-1.21
2026-07-28,品牌化妆品,-0.3,-54740961.0,-2.52
2026-07-28,光伏辅材,-0.45,-54955781.0,-2.04
2026-07-28,家居用品,0.24,-56662742.0,-1.15
2026-07-28,黑色家电,-0.92,-58134456.0,-3.51
2026-07-28,纸包装,0.57,-60798669.0,-3.33
2026-07-28,养殖业,0.19,-61007776.0,-1.51
2026-07-28,环保,-0.76,-61128304.0,-0.45
2026-07-28,港口,0.12,-62062018.0,-3.16
2026-07-28,光伏主材,0.25,-63097731.0,-4.68
2026-07-28,通信工程及服务,1.3,-63226063.0,-2.24
2026-07-28,金融控股,0.19,-63520089.0,-5.04
2026-07-28,成品家居,0.62,-64072607.0,-5.04
2026-07-28,其他化学原料,0.47,-64248266.0,-2.9
2026-07-28,炼化及贸易,-0.2,-64989136.0,-0.9
2026-07-28,涤纶,0.66,-65289905.0,-8.73
2026-07-28,化妆品,-2.29,-66585733.0,-2.69
2026-07-28,种植业,0.35,-68837023.0,-3.36
2026-07-28,聚氨酯,-0.11,-70180491.0,-2.24
2026-07-28,焦煤,-1.5,-72614986.0,-3.6
2026-07-28,核力发电,-0.06,-73122795.0,-6.48
2026-07-28,其他自动化设备,-2.62,-73381424.0,-1.03
2026-07-28,水务及水治理,-0.93,-76279412.0,-2.1
2026-07-28,电能综合服务,-1.14,-78525963.0,-2.83
2026-07-28,超市,1.3,-81648796.0,-4.76
2026-07-28,摩托车及其他,0.21,-83535832.0,-3.01
2026-07-28,医疗器械,-0.17,-85428160.0,-0.44
2026-07-28,石油石化,0.04,-86185264.0,-0.55
2026-07-28,食品及饲料添加剂,-0.47,-86389324.0,-3.84
2026-07-28,空调,1.58,-86783936.0,-1.82
2026-07-28,纺织服饰,1.11,-89836560.0,-0.78
2026-07-28,硅料硅片,-0.97,-90453339.0,-8.35
2026-07-28,胶黏剂及胶带,-1.84,-90508763.0,-8.41
2026-07-28,水泥制造,0.15,-90609307.0,-5.18
2026-07-28,综合电力设备商,-0.31,-90817534.0,-3.7
2026-07-28,煤化工,-0.4,-91654575.0,-3.08
2026-07-28,文娱用品,0.78,-93915935.0,-4.11
2026-07-28,娱乐用品,0.67,-94132689.0,-4.76
2026-07-28,光伏发电,-0.17,-94719408.0,-1.97
2026-07-28,煤炭开采,-1.24,-95426528.0,-1.03
2026-07-28,林业Ⅲ,0.48,-96620200.0,-12.4
2026-07-28,林业Ⅱ,0.48,-96620200.0,-12.4
2026-07-28,水泥,0.47,-97048472.0,-4.64
2026-07-28,钼,-2.86,-98203533.0,-6.84
2026-07-28,调味发酵品Ⅱ,1.61,-98423609.0,-2.99
2026-07-28,调味发酵品Ⅲ,1.61,-98423609.0,-2.99
2026-07-28,食品加工,0.83,-100670445.0,-3.77
2026-07-28,有机硅,-0.78,-101664483.0,-5.26
2026-07-28,能源及重型设备,-0.06,-105314384.0,-0.99
2026-07-28,无机盐,-2.43,-105677711.0,-3.59
2026-07-28,生物制品,-1.81,-107096224.0,-1.08
2026-07-28,煤炭,-0.99,-108360208.0,-1.1
2026-07-28,玻璃制造,-0.49,-109624328.0,-13.67
2026-07-28,普钢,-0.02,-110559392.0,-3.44
2026-07-28,棉纺,-0.63,-111533786.0,-5.45
2026-07-28,风电设备,0.07,-112227296.0,-1.18
2026-07-28,旅游及景区,1.0,-114804987.0,-5.21
2026-07-28,院线,-1.72,-116687570.0,-11.03
2026-07-28,品牌消费电子,-0.79,-117687472.0,-3.36
2026-07-28,板材,-0.09,-118423712.0,-4.11
2026-07-28,白色家电,1.5,-119890192.0,-1.91
2026-07-28,电机Ⅱ,-0.61,-124213139.0,-3.62
2026-07-28,电机Ⅲ,-0.61,-124213139.0,-3.62
2026-07-28,固废治理,-0.69,-128409584.0,-2.48
2026-07-28,农林牧渔,0.87,-135565424.0,-1.15
2026-07-28,车身附件及饰件,0.41,-136336844.0,-2.6
2026-07-28,纺织制造,0.3,-137485840.0,-3.08
2026-07-28,装修装饰Ⅲ,-1.52,-144730219.0,-5.86
2026-07-28,装修装饰Ⅱ,-1.52,-144730219.0,-5.86
2026-07-28,电工仪器仪表,-1.59,-145509945.0,-9.41
2026-07-28,轻工制造,0.35,-150732320.0,-1.08
2026-07-28,光伏加工设备,-2.42,-153056799.0,-4.03
2026-07-28,光伏电池组件,-0.13,-159968696.0,-3.26
2026-07-28,综合Ⅲ,0.33,-170170704.0,-4.6
2026-07-28,综合,0.33,-170170704.0,-4.6
2026-07-28,综合Ⅱ,0.33,-170170704.0,-4.6
2026-07-28,疫苗,-0.8,-175124556.0,-9.3
2026-07-28,钢铁,-0.07,-175185200.0,-3.11
2026-07-28,镍,-1.97,-176279719.0,-11.29
2026-07-28,家电零部件Ⅱ,-0.29,-182053904.0,-3.0
2026-07-28,家电零部件Ⅲ,-0.29,-182053904.0,-3.0
2026-07-28,燃气Ⅲ,-0.67,-182282944.0,-3.83
2026-07-28,燃气Ⅱ,-0.67,-182282944.0,-3.83
2026-07-28,基建市政工程,0.39,-182733296.0,-4.62
2026-07-28,体外诊断,-0.16,-182772624.0,-3.97
2026-07-28,制冷空调设备,-2.34,-183577184.0,-3.79
2026-07-28,通信终端及配件,-0.31,-187180896.0,-1.41
2026-07-28,广告营销,1.28,-188746208.0,-1.76
2026-07-28,风电整机,0.52,-192492715.0,-6.9
2026-07-28,氯碱,-0.87,-194168613.0,-5.69
2026-07-28,其他化学制品,-0.78,-202679792.0,-1.93
2026-07-28,基础建设,0.24,-205702512.0,-4.05
2026-07-28,环境治理,-0.68,-207182528.0,-2.03
2026-07-28,航运,0.44,-207304960.0,-3.18
2026-07-28,磁性材料,-2.99,-207753282.0,-5.15
2026-07-28,其他金属新材料,-2.77,-209715296.0,-3.95
2026-07-28,房地产开发,0.41,-213269440.0,-1.75
2026-07-28,房地产,0.44,-215983008.0,-1.66
2026-07-28,LED,0.23,-219524368.0,-3.13
2026-07-28,塑料,-1.39,-221571904.0,-1.35
2026-07-28,汽车,-0.12,-222990928.0,-0.45
2026-07-28,模拟芯片设计,-4.44,-223706128.0,-1.62
2026-07-28,航空运输,0.29,-232865376.0,-8.2
2026-07-28,磨具磨料,-3.82,-235095264.0,-4.87
2026-07-28,中药Ⅱ,-0.17,-235255792.0,-1.86
2026-07-28,中药Ⅲ,-0.17,-235255792.0,-1.86
2026-07-28,城商行Ⅲ,0.83,-236022816.0,-3.45
2026-07-28,营销代理,1.17,-241624864.0,-2.53
2026-07-28,航空机场,0.39,-244053920.0,-7.0
2026-07-28,机器人,-1.45,-248300736.0,-3.32
2026-07-28,影视动漫制作,0.27,-257882567.0,-10.3
2026-07-28,航运港口,0.3,-269366976.0,-3.17
2026-07-28,原料药,-1.28,-269503024.0,-3.03
2026-07-28,通信应用增值服务,-1.15,-269737248.0,-4.24
2026-07-28,游戏Ⅱ,0.01,-278027616.0,-3.78
2026-07-28,游戏Ⅲ,0.01,-278027616.0,-3.78
2026-07-28,膜材料,-2.67,-278134192.0,-4.32
2026-07-28,铅锌,-1.31,-278667175.0,-8.98
2026-07-28,家用电器,0.27,-284354128.0,-1.53
2026-07-28,通信服务,0.3,-295732048.0,-2.32
2026-07-28,航海装备Ⅲ,-1.32,-314243136.0,-5.58
2026-07-28,航海装备Ⅱ,-1.32,-314243136.0,-5.58
2026-07-28,仪器仪表,-1.75,-320189264.0,-2.24
2026-07-28,电网自动化设备,-2.22,-323795824.0,-4.55
2026-07-28,交通运输,0.59,-325730400.0,-1.58
2026-07-28,其他专业工程,-3.46,-328199901.0,-6.99
2026-07-28,其他通用设备,-1.63,-348020320.0,-3.62
2026-07-28,铝,-0.46,-355487392.0,-2.79
2026-07-28,专业工程,-1.62,-360815312.0,-5.45
2026-07-28,IT服务Ⅲ,0.6,-371964672.0,-0.76
2026-07-28,IT服务Ⅱ,0.6,-371964672.0,-0.76
2026-07-28,影视院线,-0.18,-374570151.0,-10.52
2026-07-28,白银,-3.84,-376320640.0,-9.34
2026-07-28,住宅开发,0.22,-403370352.0,-3.92
2026-07-28,金属新材料,-2.86,-417468576.0,-4.47
2026-07-28,锂,-1.56,-424219584.0,-4.88
2026-07-28,地面兵装Ⅲ,-3.18,-433057104.0,-6.61
2026-07-28,地面兵装Ⅱ,-3.18,-433057104.0,-6.61
2026-07-28,化学原料,-0.41,-444963008.0,-3.37
2026-07-28,电池化学品,-1.75,-447598848.0,-2.09
2026-07-28,稀土,-2.87,-450641888.0,-11.54
2026-07-28,黄金,-1.48,-452323520.0,-5.09
2026-07-28,工控设备,-1.14,-454655456.0,-6.03
2026-07-28,航天装备Ⅱ,-2.25,-462578468.0,-10.64
2026-07-28,航天装备Ⅲ,-2.25,-462578468.0,-10.64
2026-07-28,火力发电,-1.28,-469706032.0,-2.19
2026-07-28,线缆部件及其他,-0.82,-473441776.0,-3.73
2026-07-28,航空装备Ⅱ,-1.6,-482786448.0,-4.47
2026-07-28,航空装备Ⅲ,-1.6,-482786448.0,-4.47
2026-07-28,医疗服务,-1.09,-489829216.0,-2.11
2026-07-28,化学制剂,-1.26,-506887328.0,-1.81
2026-07-28,建筑装饰,-0.11,-547853008.0,-1.9
2026-07-28,底盘与发动机系统,-0.65,-552524416.0,-3.18
2026-07-28,安防设备,-0.42,-598986640.0,-8.3
2026-07-28,其他专用设备,-1.17,-602004416.0,-2.82
2026-07-28,能源金属,-1.58,-614673552.0,-5.79
2026-07-28,钨,-5.69,-615523776.0,-9.11
2026-07-28,医疗研发外包,-2.74,-672224784.0,-3.88
2026-07-28,氟化工,-2.56,-685475280.0,-4.53
2026-07-28,其他电源设备Ⅲ,-3.96,-729314288.0,-5.91
2026-07-28,汽车零部件,-0.37,-746173424.0,-2.12
2026-07-28,传媒,0.78,-748156432.0,-2.35
2026-07-28,化学制药,-1.26,-776390160.0,-2.1
2026-07-28,专用设备,-0.44,-778953424.0,-2.17
2026-07-28,铜,-1.25,-797852240.0,-4.64
2026-07-28,贵金属,-2.02,-828644160.0,-6.42
2026-07-28,输变电设备,-2.25,-842726464.0,-4.95
2026-07-28,风力发电,-1.78,-842837600.0,-7.22
2026-07-28,其他电源设备Ⅱ,-3.74,-849233568.0,-5.41
2026-07-28,逆变器,-2.94,-880729024.0,-9.87
2026-07-28,电子化学品Ⅱ,-5.57,-898944880.0,-2.23
2026-07-28,电子化学品Ⅲ,-5.57,-898944880.0,-2.23
2026-07-28,其他小金属,-2.72,-922251408.0,-10.21
2026-07-28,锂电池,-2.18,-993666016.0,-3.25
2026-07-28,化学制品,-0.42,-1011106432.0,-2.44
2026-07-28,通用设备,-1.39,-1074881536.0,-1.97
2026-07-28,电力,-0.78,-1227281920.0,-2.32
2026-07-28,其他电子Ⅱ,-4.1,-1292729392.0,-8.38
2026-07-28,其他电子Ⅲ,-4.1,-1292729392.0,-8.38
2026-07-28,分立器件,-6.7,-1390950176.0,-6.05
2026-07-28,军工电子Ⅱ,-2.16,-1394561568.0,-7.3
2026-07-28,军工电子Ⅲ,-2.16,-1394561568.0,-7.3
2026-07-28,光伏设备,-1.05,-1402261200.0,-6.16
2026-07-28,公用事业,-0.76,-1409564928.0,-2.44
2026-07-28,工业金属,-0.85,-1432006832.0,-4.33
2026-07-28,电池,-1.63,-1466622208.0,-2.48
2026-07-28,玻纤制造,-5.65,-1499753808.0,-7.32
2026-07-28,医药生物,-0.77,-1570384384.0,-1.49
2026-07-28,被动元件,-4.33,-1578237824.0,-6.58
2026-07-28,玻璃玻纤,-2.92,-1609378112.0,-7.56
2026-07-28,建筑材料,-0.2,-1672597824.0,-6.26
2026-07-28,基础化工,-0.43,-1700657664.0,-1.82
2026-07-28,半导体设备,-6.1,-1761453312.0,-2.68
2026-07-28,电网设备,-1.5,-1838306768.0,-4.41
2026-07-28,其他计算机设备,-0.74,-1879289520.0,-7.34
2026-07-28,激光设备,-5.34,-1967254448.0,-15.3
2026-07-28,集成电路制造,-6.66,-2027628640.0,-8.18
2026-07-28,小金属,-3.22,-2086620528.0,-9.87
