序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920288,N华大,28.51,126.81,15.94,173487.0,473606195.11,106.44,38.5,25.12,25.18,12.57,,97.03,29.47,2.65,2077808800.0,509758800.0,-0.14,-0.11,126.81,126.81
2,920895,花溪科技,21.12,29.97,4.87,109686.0,193042228.41,36.55,21.12,15.18,16.0,16.25,5.9,38.17,1969.26,6.15,1193786880.0,606923328.0,0.0,0.0,57.85,3.23
3,920469,富恒新材,6.99,23.94,1.35,165558.0,110609000.46,28.37,7.28,5.68,6.0,5.64,13.1,16.0,-20.44,3.53,985212540.0,723102652.0,0.29,0.0,2.95,-42.85
4,688152,麒麟信安,38.04,20.0,6.34,73329.0,266716620.0,14.26,38.04,33.52,33.87,31.7,1.57,7.2,-798.42,3.18,3876202811.0,3876202811.0,0.0,0.0,21.57,-5.72
5,300378,鼎捷数智,37.45,19.99,6.24,139684.0,518327563.75,6.06,37.45,35.56,35.56,31.21,1.66,5.18,26.98,4.11,10169722092.0,10093267917.0,0.0,0.0,3.97,-17.04
6,688209,英集芯,29.54,19.98,4.92,604250.0,1688473078.0,22.91,29.54,23.9,23.9,24.62,5.11,13.93,61.69,5.52,12813980807.0,12813980807.0,1.16,2.21,36.89,48.59
7,920304,迪尔化工,10.75,15.22,1.42,102377.0,104135376.21,19.08,11.05,9.27,9.42,9.33,2.51,7.56,55.24,3.45,1822533500.0,1455870866.0,0.0,1.22,13.64,-20.37
8,301591,肯特股份,57.5,14.09,7.1,270682.0,1559274053.46,12.14,60.48,54.36,57.45,50.4,1.86,60.56,97.93,6.76,6287970000.0,2569948010.0,0.79,0.26,12.28,84.65
9,920223,荣亿精密,12.18,12.99,1.4,83543.0,99528283.31,15.49,12.4,10.73,10.78,10.78,3.35,10.23,-85.32,8.28,1915731300.0,994804545.0,0.58,1.16,-25.05,-45.6
10,920130,立方控股,19.3,12.27,2.11,75856.0,143771830.92,14.66,19.98,17.46,17.65,17.19,3.4,13.24,-59.67,3.87,1780294455.0,1105795797.0,0.0,0.16,19.43,-33.36
11,688061,灿瑞科技,42.96,10.89,4.22,65870.0,288666681.0,20.62,46.49,38.5,38.5,38.74,3.91,5.73,-102.57,2.19,4935648237.0,4935648237.0,0.73,0.73,19.0,32.51
12,301076,新瀚新材,22.96,10.6,2.2,196913.0,449979157.69,9.73,23.85,21.83,22.09,20.76,7.49,12.92,71.53,4.32,5238770228.0,3498137797.0,0.0,0.26,-16.78,-39.34
13,688205,德科立,176.2,10.41,16.62,226335.0,4035474193.0,21.96,191.5,156.45,157.18,159.58,2.6,14.21,142.78,11.44,28057645386.0,28057645386.0,0.01,0.12,-24.68,28.16
14,600815,厦工股份,4.46,10.12,0.41,1793661.0,776321123.0,11.11,4.46,4.01,4.04,4.05,2.94,10.11,-270.31,5.44,7912461381.0,7912461381.0,0.0,0.0,34.74,29.28
15,300319,麦捷科技,20.91,10.11,1.92,2045510.0,4317472600.38,14.74,22.1,19.3,19.46,18.99,2.11,24.03,61.47,3.76,18559471855.0,17800060300.0,0.34,0.43,8.01,80.57
16,600691,潞化科技,2.94,10.11,0.27,808978.0,230246334.0,10.86,2.94,2.65,2.67,2.67,2.22,3.41,76.11,2.18,6985386939.0,6984222699.0,0.0,0.0,10.94,6.52
17,600227,赤天化,4.58,10.1,0.42,3690830.0,1600591549.0,11.06,4.58,4.12,4.12,4.16,1.35,28.89,99.66,3.34,7734372797.0,5851407098.0,0.0,0.0,54.21,92.44
18,000912,泸天化,4.36,10.1,0.4,1128571.0,474238106.87,10.86,4.36,3.93,3.99,3.96,2.78,7.2,412.64,1.08,6836480000.0,6836480000.0,0.0,0.0,18.8,5.06
19,000716,黑芝麻,5.67,10.1,0.52,763171.0,419217192.4,11.26,5.67,5.09,5.14,5.15,1.56,10.37,68.23,1.69,4268852564.0,4171555857.0,0.0,0.0,9.04,-8.99
20,603086,先达股份,6.33,10.09,0.58,225159.0,136762547.0,10.96,6.33,5.7,5.77,5.75,3.13,5.18,19.02,1.29,2752367195.0,2752367195.0,0.0,0.0,7.47,-22.04
21,000059,华锦股份,5.57,10.08,0.51,980896.0,539433633.75,8.3,5.57,5.15,5.15,5.06,1.93,6.13,12.2,0.88,8908894931.0,8908730338.0,0.0,0.0,21.09,4.11
22,002486,嘉麟杰,2.95,10.07,0.27,769806.0,219805227.2,10.45,2.95,2.67,2.69,2.68,3.3,9.38,68.86,2.25,2431635145.0,2420268370.0,0.0,0.0,22.41,-4.84
23,600162,香江控股,5.36,10.06,0.49,1534413.0,811039172.0,5.95,5.36,5.07,5.1,4.87,0.94,4.69,-525.13,3.06,17518828334.0,17518828334.0,0.0,0.0,56.73,189.73
24,000626,远大控股,9.41,10.06,0.86,296250.0,271272589.14,10.88,9.41,8.48,8.55,8.55,2.08,5.87,11.08,2.03,4767358790.0,4745583175.0,0.0,0.0,19.87,18.66
25,002084,海鸥住工,5.8,10.06,0.53,67245.0,39002059.4,0.0,5.8,5.8,5.8,5.27,0.51,1.04,-46.88,2.95,3747125032.0,3738879764.0,0.0,0.0,80.69,49.48
26,002742,冀衡医药,6.24,10.05,0.57,2199019.0,1345116193.73,11.99,6.24,5.56,6.24,5.67,7.38,41.97,-105.99,28.8,4268796736.0,3269267808.0,0.0,0.0,53.69,38.05
27,601003,柳钢股份,4.05,10.05,0.37,398357.0,156533939.0,10.6,4.05,3.66,3.67,3.68,2.98,1.55,70.08,1.16,10668598173.0,10379312460.0,0.0,0.0,8.29,-17.85
28,000567,海德股份,7.01,10.05,0.64,847270.0,568131933.05,11.15,7.01,6.3,6.5,6.37,4.37,4.35,5.09,1.97,13701691007.0,13660839594.0,0.0,0.0,19.02,9.19
29,600354,敦煌种业,8.21,10.05,0.75,1087427.0,869767473.0,10.05,8.21,7.46,7.62,7.46,1.12,20.6,14.98,5.12,4333255077.0,4333255077.0,0.0,0.0,52.04,26.89
30,002107,沃华医药,7.23,10.05,0.66,310418.0,219031210.18,11.57,7.23,6.47,6.57,6.57,2.75,5.43,30.88,6.52,4173225408.0,4131195907.0,0.0,0.0,18.72,20.9
31,603007,顺景科技,5.37,10.04,0.49,784652.0,413918513.0,9.43,5.37,4.91,4.98,4.88,4.65,11.29,53.3,16.42,4749475562.0,3732628086.0,0.0,0.0,-11.09,-11.09
32,002349,精华制药,7.89,10.04,0.72,422928.0,325503401.33,11.02,7.89,7.1,7.13,7.17,2.73,5.19,24.09,2.32,6557602350.0,6423887364.0,0.0,0.0,17.94,10.04
33,605188,国光连锁,13.37,10.04,1.22,117824.0,150446212.0,10.53,13.37,12.09,12.2,12.15,2.77,2.32,156.62,5.48,6788570705.0,6788570705.0,0.0,0.0,-1.76,-31.01
34,601086,国芳集团,8.34,10.03,0.76,179972.0,147100140.0,8.18,8.34,7.72,7.74,7.58,2.55,2.7,39.04,3.47,5554440000.0,5554440000.0,0.0,0.0,16.16,-17.18
35,002915,中欣氟材,18.87,10.03,1.72,272037.0,501577262.2,9.68,18.87,17.21,17.4,17.15,5.77,9.34,714.86,4.22,6326607737.0,5494743242.0,0.0,0.0,-3.68,-22.98
36,002229,鸿博股份,12.29,10.03,1.12,810041.0,969490251.95,10.12,12.29,11.16,11.17,11.17,1.93,16.43,-58.87,5.77,6061289283.0,6060989259.0,0.0,0.0,-10.49,-20.45
37,003005,竞业达,15.03,10.03,1.37,60973.0,90336480.04,10.18,15.03,13.64,13.64,13.66,2.77,4.54,-23.38,1.99,3477772026.0,2016945965.0,0.0,0.0,2.38,-26.03
38,600929,雪天盐业,6.04,10.02,0.55,288534.0,171880314.0,8.38,6.04,5.58,5.58,5.49,1.58,1.76,62.55,1.29,9906284066.0,9906284066.0,0.0,0.0,17.05,7.09
39,002631,德尔未来,10.1,10.02,0.92,961703.0,963976605.14,5.77,10.1,9.57,10.09,9.18,2.34,12.12,-179.79,4.0,8052557098.0,8016267505.0,0.0,0.0,49.19,68.9
40,603269,海鸥股份,22.18,10.02,2.02,155268.0,341607946.0,5.95,22.18,20.98,21.0,20.16,0.69,3.59,121.8,9.48,9580550968.0,9580550968.0,0.0,0.0,44.78,140.3
