排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,昨日打二板以上表现,BK1645,16296.41,603.26,3.84,29037132000,36.31,3,2,汉森制药,9.99
2,粮食概念,BK1086,757.08,26.79,3.67,388217312000,4.79,33,2,万向德农,10.03
3,转基因,BK0907,1427.14,49.79,3.61,144516990000,4.94,18,1,万向德农,10.03
4,SPD概念,BK1147,989.68,33.56,3.51,146479571000,2.24,14,0,合富中国,7.56
5,维生素,BK0895,1917.32,61.67,3.32,470777664000,4.33,31,2,圣达生物,9.98
6,CRO,BK0899,2280.62,73.12,3.31,1147507936000,4.59,40,9,凯莱英,10.0
7,微盘精选,BK1644,892.55,27.05,3.13,116076738000,3.05,53,0,海正生材,13.29
8,乳业,BK0892,1025.52,31.02,3.12,415318896000,2.99,30,2,金健米业,10.05
9,肝炎概念,BK1078,1394.16,41.44,3.06,607801216000,6.32,47,8,汉森制药,9.99
10,肝素概念,BK0944,855.62,24.9,3.0,186710099000,2.24,12,0,辰欣药业,8.08
11,空气能热泵,BK1102,1646.9,47.85,2.99,1572788800000,1.43,33,1,海鸥住工,10.13
12,化妆品概念,BK0974,1126.45,32.68,2.99,582410416000,2.24,60,3,青岛金王,10.06
13,微盘股,BK1158,3638.72,105.26,2.98,864292416000,2.72,393,7,透景生命,20.0
14,昨日连板_含一字,BK1051,64611.72,1859.26,2.96,125505070000,13.71,5,5,楚天龙,10.02
15,幽门螺杆菌概念,BK1056,991.41,27.54,2.86,506481184000,3.29,50,8,冀衡医药,10.12
16,数据确权,BK1118,1334.74,36.7,2.83,219809567000,3.74,30,3,科蓝软件,8.86
17,知识产权,BK0839,1963.18,53.68,2.81,321942144000,2.55,42,1,莱美药业,10.02
18,财税数字化,BK1176,1543.1,42.02,2.8,414838608000,2.41,37,4,新晨科技,16.74
19,数字水印,BK1129,933.58,25.45,2.8,94519640000,3.74,16,2,大胜达,10.0
20,包装材料,BK0733,1222.75,33.03,2.78,142891682000,1.67,28,0,大胜达,10.0
21,零售概念,BK1655,831.45,22.37,2.76,3079669248000,1.07,56,4,凯撒旅业,10.0
22,中药概念,BK0615,2213.24,58.97,2.74,1767280160000,2.96,127,17,汉森制药,9.99
23,Web3.0,BK1110,1626.28,43.26,2.73,445921952000,3.15,44,5,新晨科技,16.74
24,跨境支付,BK1071,1502.16,39.28,2.69,13506503168000,0.36,52,12,凯撒旅业,10.0
25,青蒿素,BK0872,2023.06,52.46,2.66,301971648000,1.73,10,0,凯莱英,10.0
26,流感,BK0906,1635.02,42.28,2.65,1441824144000,2.82,113,15,冀衡医药,10.12
27,创新医疗服务,BK1658,978.61,25.21,2.64,1630994640000,2.35,67,11,凯莱英,10.0
28,数字货币,BK0883,1676.95,43.14,2.64,896167408000,3.11,72,9,楚天龙,10.02
29,病原体防治,BK1657,964.47,24.68,2.63,1682624128000,4.1,138,29,透景生命,20.0
30,旅游酒店,BK0485,14305.47,364.06,2.61,303941840000,2.4,35,4,华天酒店,9.92
31,近期摘帽,BK1693,1145.28,28.85,2.58,580803040000,2.86,60,6,冀衡医药,10.12
32,内贸流通,BK1001,1239.6,30.8,2.55,1281226944000,1.94,145,13,华天酒店,9.92
33,彩票概念,BK0671,2548.68,62.92,2.53,149615426000,1.9,18,1,安妮股份,8.79
34,AI语料,BK1172,980.63,23.9,2.5,404948560000,2.54,33,2,慈文传媒,5.08
35,减肥药,BK1146,1264.88,30.86,2.5,927792272000,2.84,33,8,冀衡医药,10.12
36,预制菜概念,BK1025,1055.47,25.79,2.5,586907904000,2.84,59,6,华天酒店,9.92
37,毛发医疗,BK0996,984.07,23.86,2.48,120165808000,3.34,17,1,水羊股份,9.02
38,特色药,BK1656,896.28,21.73,2.48,570204576000,2.01,39,0,辰欣药业,8.08
39,海绵城市,BK0724,965.55,23.18,2.46,247562418000,1.88,33,3,普邦股份,5.52
40,土地流转,BK0632,1731.16,41.51,2.46,403349040000,3.13,38,5,天山生物,8.27
41,养老概念,BK0653,2653.89,62.8,2.42,2899769760000,1.95,114,14,英科医疗,8.32
42,鸿蒙概念,BK0953,1436.93,34.0,2.42,2353375888000,2.59,116,14,我爱我家,10.14
43,代糖概念,BK0938,1068.53,25.2,2.42,159107759000,3.38,15,1,红棉股份,5.86
44,乡村振兴,BK0834,1528.54,35.97,2.41,3153884416000,2.57,132,15,甘咨询,10.0
