序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688835,N高凯,235.0,282.99,173.64,152106.0,3482428140.0,101.03,262.0,200.01,209.0,61.36,,80.98,110.63,10.52,23488416380.0,4413954475.0,0.05,0.42,282.99,282.99
2,300097,智云股份,10.54,20.05,1.76,467012.0,453799961.72,22.21,10.54,8.59,8.77,8.78,1.31,17.7,-46.47,13.36,3121807491.0,2780772585.0,0.0,0.0,14.94,45.58
3,300642,透景生命,16.2,20.0,2.7,112688.0,178732720.62,14.07,16.2,14.3,14.3,13.5,2.82,8.18,114.53,1.83,2628810304.0,2230830250.0,0.0,0.0,14.08,-11.43
4,688169,石头科技,135.0,20.0,22.5,193961.0,2557389040.0,8.89,135.0,125.0,125.0,112.5,2.98,7.47,17.76,2.41,35039400930.0,35039400930.0,0.0,0.0,25.63,-10.91
5,300922,天秦装备,20.53,19.99,3.42,172714.0,331482027.87,21.22,20.53,16.9,16.9,17.11,5.01,13.68,183.92,3.34,3302299361.0,2591422018.0,0.0,0.0,-14.71,-9.44
6,301130,西点药业,38.72,17.01,5.63,216506.0,803862250.2,22.0,39.71,32.43,32.99,33.09,1.45,36.69,80.62,3.4,2961874203.0,2285152179.0,0.05,-2.49,33.98,36.34
7,300542,新晨科技,13.95,16.74,2.0,472749.0,654005632.71,20.33,14.34,11.91,11.92,11.95,10.17,19.09,-59.96,7.81,4164910591.0,3453768677.0,0.0,0.14,4.49,-31.92
8,301018,申菱环境,104.2,16.16,14.5,347569.0,3381485060.66,22.98,107.46,86.85,88.0,89.7,2.13,12.29,344.45,14.42,39000115524.0,29470146076.0,0.2,0.2,9.95,130.58
9,300049,福瑞医科,43.94,15.78,5.99,197447.0,812507897.92,17.08,44.48,38.0,39.75,37.95,2.14,8.45,90.71,5.9,11599768934.0,10263954135.0,0.14,-0.23,-2.7,-37.46
10,300902,国安达,17.26,14.91,2.24,103384.0,169887865.2,16.98,17.37,14.82,14.87,15.02,2.34,8.28,-115.1,3.87,3137926149.0,2153969191.0,0.0,0.06,9.8,-17.14
11,300690,双一科技,23.36,14.57,2.97,170884.0,398370538.55,8.24,23.97,22.29,22.56,20.39,7.93,15.31,14.39,2.32,3862550748.0,2606514827.0,-0.04,-0.17,-7.59,-28.69
12,300112,万讯自控,10.69,14.09,1.32,577954.0,591339388.31,23.05,11.18,9.02,9.34,9.37,1.85,24.04,-1063.6,3.28,3108067588.0,2569712144.0,-0.09,-0.19,47.45,24.16
13,920176,维琪科技,60.78,13.63,7.29,33604.0,200845249.25,21.37,64.45,53.02,53.49,53.49,2.27,42.28,42.54,4.44,3575687400.0,483018660.0,-0.02,1.55,174.28,174.28
14,300990,同飞股份,83.16,13.56,9.93,135170.0,1063131997.84,17.7,84.25,71.29,71.77,73.23,2.14,17.38,59.55,6.75,14238371624.0,6466847587.0,-0.04,0.1,6.89,-7.24
15,301211,亨迪药业,13.34,13.53,1.59,442065.0,566643257.68,15.74,13.67,11.82,12.11,11.75,1.17,10.59,92.43,2.45,5570784000.0,5570735976.0,0.0,0.6,31.04,9.7
16,688203,海正生材,12.96,13.29,1.52,148804.0,189900426.0,14.34,13.64,12.0,12.8,11.44,3.54,7.34,62.77,1.76,2626707761.0,2626707761.0,0.31,-0.31,4.77,1.41
17,301606,绿联科技,55.1,12.56,6.15,85929.0,466130646.88,9.42,56.0,51.39,52.83,48.95,3.43,5.21,26.52,6.41,22861530311.0,9091433715.0,0.0,0.15,-22.72,-5.23
18,688373,盟科药业-U,5.89,12.4,0.65,410378.0,234073388.0,15.27,6.0,5.2,5.24,5.24,2.53,6.25,-45.04,21.24,3865185158.0,3865185158.0,0.0,0.0,23.22,-2.48
19,688143,长盈通,168.8,12.37,18.58,212348.0,3402276489.0,20.0,171.24,141.2,141.4,150.22,0.99,17.35,723.93,15.92,21738199378.0,20656803109.0,0.08,0.48,10.13,236.52
20,300591,万里马,7.26,11.69,0.76,338059.0,234258041.78,13.85,7.3,6.4,6.46,6.5,0.9,9.65,261.37,17.23,2945191621.0,2544229444.0,0.0,-0.14,-7.98,-26.81
21,688670,金迪克,16.66,10.99,1.65,60341.0,96698771.0,21.85,17.78,14.5,14.8,15.01,1.49,4.9,-20.09,1.96,2052512000.0,2052512000.0,-0.83,-0.6,-1.71,-17.65
22,920799,艾融软件,33.12,10.84,3.24,83610.0,269449353.14,13.35,33.59,29.6,29.87,29.88,1.55,6.96,462.37,17.68,6926895648.0,3976715784.0,0.0,0.21,8.48,-30.42
23,688137,近岸蛋白,83.52,10.64,8.03,75776.0,610220813.0,21.19,87.0,71.0,74.0,75.49,1.08,10.84,-137.67,2.89,5839505675.0,5839505675.0,-0.18,1.78,98.86,108.54
24,300607,拓斯达,36.73,10.23,3.41,616768.0,2203265424.2,11.85,37.6,33.65,34.56,33.32,1.5,17.87,83.99,5.92,17519196693.0,12678374534.0,0.0,0.0,19.95,11.61
