序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920189,N康美特,40.75,400.61,32.61,338957.0,1557659750.55,158.11,53.0,40.13,51.0,8.14,,39.94,66.68,7.65,5762457500.0,3458346550.0,-0.02,0.1,400.61,400.61
2,920857,泓禧科技,19.0,29.96,4.38,62540.0,110013248.06,32.15,19.0,14.3,14.82,14.62,5.04,8.45,-19.19,4.13,1406135888.0,1406135888.0,0.0,0.0,-24.0,-46.31
3,300369,绿盟科技,6.48,20.0,1.08,889852.0,539650857.39,20.74,6.48,5.36,5.39,5.4,3.69,11.02,-13.38,2.05,5252829828.0,5233914520.0,0.0,0.0,-19.3,-13.37
4,301321,翰博高新,49.81,20.0,8.3,141614.0,631378471.94,25.49,49.81,39.23,43.93,41.51,1.92,9.59,503.49,9.52,9286327350.0,7352746186.0,0.0,0.0,150.68,161.47
5,300454,深信服,106.56,20.0,17.76,262263.0,2653158565.52,19.31,106.56,89.41,89.41,88.8,3.02,9.11,-178.24,4.25,45986932901.0,30689593073.0,0.0,0.0,3.82,-7.38
6,301251,威尔高,60.92,19.99,10.15,223803.0,1354131078.1,4.12,60.92,58.83,59.23,50.77,3.89,29.61,422.32,7.42,11487324119.0,4604926230.0,0.03,2.99,31.75,63.28
7,301202,朗威股份,39.19,19.99,6.53,44569.0,169938662.48,20.09,39.19,32.63,32.63,32.66,1.74,5.6,75.53,4.5,5345516000.0,3120209825.0,0.0,0.0,0.88,-2.51
8,300017,网宿科技,14.66,19.97,2.44,2852982.0,4050609650.86,14.32,14.66,12.91,13.18,12.22,2.94,12.18,75.75,3.61,36586738831.0,34325497631.0,0.0,0.0,-17.18,46.6
9,920090,*ST同辉,3.66,19.61,0.6,109092.0,38286871.13,29.74,3.89,2.98,3.03,3.06,0.97,7.32,-29.54,19.0,729560778.0,545094022.0,-0.27,1.1,-39.9,-42.36
10,300588,熙菱信息,25.7,17.19,3.77,235373.0,590747099.54,13.36,26.32,23.39,23.39,21.93,5.32,13.31,-56.99,19.21,4920805471.0,4544326171.0,0.0,0.63,5.33,-4.81
11,688508,芯朋微,98.09,16.8,14.11,203923.0,1915422303.0,24.64,100.78,80.09,85.0,83.98,2.97,15.4,236.61,4.84,12989111739.0,12989111739.0,-0.72,-0.5,65.69,62.27
12,920207,众诚科技,25.3,16.48,3.58,89979.0,225432765.33,23.66,26.99,21.85,21.85,21.72,3.31,15.98,-179.4,8.31,2332533500.0,1424756040.0,-0.39,-0.71,-15.38,13.71
13,688691,灿芯股份,113.98,15.87,15.61,261287.0,2967830416.0,14.95,118.04,103.33,103.33,98.37,3.26,35.81,-119.86,11.34,13677600000.0,8316551840.0,-0.19,0.17,16.9,11.77
14,920190,雷神科技,26.66,15.01,3.48,138465.0,357054663.04,19.33,27.48,23.0,23.28,23.18,3.01,13.92,45.46,3.12,2666000027.0,2651151740.0,0.0,0.19,22.41,-4.41
15,920699,海达尔,135.0,14.42,17.01,19679.0,249918471.24,15.26,136.0,118.0,120.8,117.99,0.76,9.43,152.55,18.43,6159415500.0,2818165500.0,0.84,3.86,246.07,186.14
16,688361,中科飞测,408.0,14.41,51.4,143293.0,5632777473.0,16.47,422.64,363.91,365.0,356.6,0.99,4.09,-525.54,28.17,142866600696.0,142866600696.0,-0.4,-0.06,138.89,166.68
17,300287,飞利信,3.85,13.91,0.47,1495542.0,566037925.81,19.82,4.02,3.35,3.36,3.38,1.95,11.34,-48.31,5.58,5525804161.0,5075438083.0,0.0,0.26,-9.84,-21.27
18,300821,东岳硅材,26.44,13.48,3.14,1905329.0,4794565055.26,18.03,27.3,23.1,23.1,23.3,1.43,15.88,40.88,6.22,31728000000.0,31722467430.0,-0.04,0.72,97.17,127.15
19,301520,万邦医药,42.74,13.25,5.0,146761.0,596328247.22,18.55,43.0,36.0,36.61,37.74,1.13,44.88,-3802.92,2.66,3982144482.0,1397531454.0,0.49,0.12,41.2,51.51
20,688635,长进光子,396.31,11.77,41.72,34669.0,1286573241.0,23.19,415.55,333.33,351.09,354.59,1.79,19.52,466.68,24.81,37122357700.0,7037085252.0,0.0,-0.77,867.08,867.08
21,688448,磁谷科技,64.1,11.69,6.71,126522.0,795891826.0,12.21,66.71,59.7,60.0,57.39,2.93,12.97,-323.95,6.14,6250964054.0,6250964054.0,0.0,0.61,58.62,78.45
22,301165,锐捷网络,105.5,11.63,10.99,373335.0,3943953798.05,9.92,109.4,100.02,100.02,94.51,0.93,3.35,238.95,24.92,117488636297.0,117488636297.0,-0.31,0.33,61.27,67.33
23,920493,并行科技,115.92,11.56,12.01,33413.0,376159838.98,14.09,118.82,104.18,105.0,103.91,2.57,7.49,151.27,13.82,7022660224.0,5174313505.0,0.1,0.36,-20.48,-12.55
24,301291,明阳电气,39.4,11.43,4.04,205933.0,792582205.57,13.43,40.36,35.61,36.0,35.36,2.28,12.58,125.91,2.52,12392886953.0,6447689160.0,-0.05,-0.13,-25.49,-5.31
25,688561,奇安信-U,25.6,11.3,2.6,170233.0,418279994.0,12.57,25.78,22.89,23.0,23.0,2.58,2.5,-11.25,2.47,17465669760.0,17465669760.0,0.31,-0.16,-13.69,-28.05
26,920088,XD科力股,34.84,11.13,3.49,66540.0,230332112.34,9.57,36.0,33.0,34.55,31.35,2.81,20.43,176.41,4.43,3068411060.0,1134607453.0,-0.06,0.09,-35.22,19.73
27,688347,华虹宏力,358.4,10.62,34.4,288283.0,10002153850.0,18.52,377.0,317.0,327.68,324.0,1.17,7.07,1115.63,13.76,622801142477.0,146137600000.0,0.0,-0.16,199.62,232.25
28,688368,晶丰明源,198.57,10.51,18.88,54156.0,1055915122.0,15.53,207.9,180.0,180.9,179.69,1.7,4.38,275.0,8.27,40435829353.0,24530392805.0,-0.02,-0.22,101.61,142.48
29,300567,精测电子,297.1,10.45,28.1,120815.0,3477627099.53,16.09,306.36,263.09,272.85,269.0,1.08,5.32,486.47,20.17,83112783490.0,67456473298.0,-0.13,-0.17,125.9,226.48
30,688138,清溢光电,45.7,10.15,4.21,236384.0,1033554531.0,24.08,47.99,38.0,41.2,41.49,1.48,7.51,64.58,5.13,14386360000.0,14386360000.0,-0.35,-0.37,66.18,62.81
31,002467,二六三,4.69,10.09,0.43,871671.0,397714766.5,10.56,4.69,4.24,4.26,4.26,2.4,6.38,-132.29,4.13,6450494084.0,6410332826.0,0.0,0.0,-36.19,-22.99
32,601010,ST文峰,1.64,10.07,0.15,535244.0,85815322.0,10.74,1.64,1.48,1.49,1.49,1.57,2.9,16.57,0.73,3030720000.0,3030720000.0,0.0,0.0,-25.45,-39.93
33,000524,岭南控股,9.85,10.06,0.9,30739.0,30278043.05,0.0,9.85,9.85,9.85,8.95,0.43,0.46,50.22,2.9,6601554680.0,6599178279.0,0.0,0.0,-8.88,-17.5
34,002677,浙江美大,6.57,10.05,0.6,212187.0,132586934.91,13.9,6.57,5.74,6.02,5.97,2.06,3.85,364.68,2.9,4244559321.0,3623419715.0,0.0,0.0,-14.45,-21.13
35,603183,建研院,4.05,10.05,0.37,559632.0,221499679.0,10.33,4.05,3.67,3.69,3.68,4.0,11.26,-116.74,1.26,2013470667.0,2013470667.0,0.0,0.0,-9.8,-6.03
36,600759,ST洲际,2.41,10.05,0.22,2626063.0,620005764.0,7.76,2.41,2.24,2.29,2.19,1.35,6.34,22.56,1.1,9999112365.0,9986282730.0,0.0,0.0,-55.78,-22.76
37,002152,广电运通,10.08,10.04,0.92,450813.0,438922368.9,9.5,10.08,9.21,9.25,9.16,2.42,1.82,27.66,2.05,25032499612.0,25019907827.0,0.0,0.0,-11.73,-25.0
38,002546,新联电子,7.34,10.04,0.67,290885.0,213229441.84,2.25,7.34,7.19,7.34,6.67,1.53,3.63,16.79,1.62,6121920365.0,5881043585.0,0.0,0.0,-16.87,6.84
