序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920527,夜光明,17.02,25.06,3.41,76095.0,126673062.09,29.9,17.69,13.62,13.8,13.61,6.84,16.34,46.42,2.66,1021926754.0,792405195.0,-0.35,-0.35,3.4,-4.7
2,301516,中远通,18.72,20.0,3.12,233851.0,417897946.14,19.29,18.72,15.71,15.71,15.6,3.49,33.32,-160.48,4.15,5254736854.0,1313684218.0,0.0,0.0,-3.9,19.92
3,688432,有研硅,46.14,20.0,7.69,765660.0,3389040404.0,20.83,46.14,38.13,38.98,38.45,0.92,6.12,287.42,12.98,57688927728.0,57688927728.0,0.0,0.0,218.43,273.3
4,301251,威尔高,50.77,20.0,8.46,42328.0,214899763.7,0.0,50.77,50.77,50.77,42.31,0.69,5.6,351.96,6.18,9573398646.0,3837690491.0,0.0,0.0,12.77,36.08
5,688261,东微半导,99.08,16.33,13.91,193266.0,1902863506.0,16.21,102.2,88.39,88.39,85.17,1.75,15.83,546.28,4.13,12144728523.0,12097330038.0,0.0,0.24,35.52,20.81
6,688584,上海合晶,35.71,15.31,4.74,333683.0,1139623041.0,17.53,35.81,30.38,30.5,30.97,1.09,9.72,476.01,5.74,23896966020.0,12259251213.0,-0.14,0.39,79.27,62.76
7,688605,先锋精科,113.05,15.22,14.93,128472.0,1363704609.0,22.18,115.85,94.09,97.97,98.12,1.06,11.86,230.9,13.87,22879042721.0,12249163077.0,-0.05,-0.4,76.64,76.2
8,301237,和顺科技,85.0,14.63,10.85,89720.0,742801260.36,13.67,87.64,77.5,77.5,74.15,1.76,15.4,1447.55,5.91,6800000000.0,4951250000.0,1.48,2.84,52.91,46.78
9,300985,致远新能,56.47,14.43,7.12,115692.0,627669627.58,16.49,58.0,49.86,49.86,49.35,1.62,6.2,234.06,11.91,10532359746.0,10532359746.0,0.95,1.09,164.5,207.74
10,300043,星辉娱乐,5.17,14.13,0.64,1757167.0,900976500.88,20.09,5.44,4.53,4.6,4.53,4.04,14.13,31.03,3.73,6432505733.0,6429099220.0,-0.19,0.19,-9.46,-7.68
11,688802,沐曦股份-U,833.99,14.09,102.99,43520.0,3575932767.0,20.93,876.0,723.0,727.0,731.0,2.0,23.49,-843.97,25.47,333679399000.0,15452662944.0,0.0,0.05,35.92,43.77
12,300745,欣锐科技,56.01,12.72,6.32,206249.0,1116287342.93,15.7,57.5,49.7,50.24,49.69,1.39,14.49,440.97,4.26,9441410785.0,7970868851.0,0.0,-0.28,119.91,117.43
13,920627,力王股份,16.88,12.61,1.89,60035.0,103357264.28,18.61,18.29,15.5,15.8,14.99,5.79,12.82,40.79,3.4,1594316000.0,790279400.0,0.12,0.66,-12.08,-20.53
14,920122,中纺标,25.82,11.44,2.65,36784.0,92535118.95,16.31,26.63,22.85,22.85,23.17,1.67,9.84,573.43,7.17,2381691229.0,965026063.0,1.06,2.58,-3.4,-22.74
15,300717,华信新材,23.86,10.98,2.36,137488.0,318167366.45,14.7,24.16,21.0,21.45,21.5,1.81,13.5,49.43,3.36,2452211500.0,2430222124.0,0.25,0.51,13.56,26.65
16,300276,三丰智能,7.79,10.97,0.77,1466367.0,1171221990.12,19.37,8.42,7.06,7.07,7.02,1.87,13.87,-221.58,6.23,10914124892.0,8234996435.0,0.0,0.0,8.95,-19.69
17,688596,正帆科技,78.5,10.56,7.5,405303.0,3131344597.0,19.93,83.0,68.85,71.0,71.0,0.9,13.78,-225.51,6.42,23089355642.0,23089355642.0,0.0,-0.08,162.28,148.97
18,000973,佛塑科技,14.58,10.04,1.33,996218.0,1442843985.56,4.3,14.58,14.01,14.14,13.25,2.56,10.3,16.1,3.93,35841092048.0,14105029833.0,0.0,0.0,-18.46,-0.75
19,603178,圣龙股份,16.35,10.03,1.49,91935.0,147152966.0,9.76,16.35,14.9,14.9,14.86,1.14,3.89,51.19,3.38,3865334254.0,3865334254.0,0.0,0.0,5.69,-13.35
20,601121,宝地矿业,6.47,10.03,0.59,78026.0,50482822.0,0.0,6.47,6.47,6.47,5.88,0.81,0.98,43.08,1.48,6368050580.0,5176000000.0,0.0,0.0,-15.42,-11.49
21,600094,大名城,3.84,10.03,0.35,333589.0,122700371.0,10.89,3.84,3.46,3.56,3.49,1.97,1.57,477.73,0.87,8927808173.0,8164723008.0,0.0,0.0,-15.23,-7.69
22,001206,依依股份,19.54,10.02,1.78,81187.0,154515203.12,11.49,19.54,17.5,17.76,17.76,1.18,7.6,32.62,2.0,3612825008.0,2088131509.0,0.0,0.0,-6.95,-33.06
23,002951,金时科技,14.84,10.01,1.35,60303.0,87552170.0,9.27,14.84,13.59,13.59,13.49,0.86,1.5,-129.36,3.96,6010200000.0,5952686467.0,0.0,0.0,0.2,-0.4
24,001311,多利科技,19.67,10.01,1.79,34370.0,66098081.23,8.84,19.67,18.09,18.19,17.88,0.62,1.94,29.18,1.69,7940034176.0,3484158194.0,0.0,0.0,-18.62,-20.3
25,605399,晨光新材,14.51,10.01,1.32,103183.0,144535988.0,12.13,14.51,12.91,13.08,13.19,1.06,3.31,-58.46,2.2,4525006299.0,4520261529.0,0.0,0.0,-0.89,7.32
26,002841,视源股份,43.08,10.01,3.92,55268.0,238093079.28,0.0,43.08,43.08,43.08,39.16,0.54,1.06,30.5,2.29,30120956359.0,22459561814.0,0.0,0.0,30.74,10.72
27,002137,实益达,11.43,10.01,1.04,1001312.0,1120029795.38,14.92,11.43,9.88,10.12,10.39,1.43,25.26,123.35,4.38,6600880481.0,4531515866.0,0.0,0.0,39.05,34.0
28,603823,百合花,72.45,10.01,6.59,300456.0,2118297989.0,12.88,72.45,63.97,63.97,65.86,1.32,7.22,175.63,12.31,30165840155.0,30165840155.0,0.0,0.0,366.52,385.59
29,003004,声迅股份,79.95,10.0,7.27,33727.0,259925160.1,11.6,79.95,71.52,72.68,72.68,0.86,4.91,-485.52,10.37,6544975712.0,5495949763.0,0.0,0.0,179.55,256.92
30,002497,雅化集团,24.65,10.0,2.24,177467.0,437457067.05,0.0,24.65,24.65,24.65,22.41,0.29,1.67,20.96,2.59,28410666118.0,26118834710.0,0.0,0.0,6.62,-0.16
31,603356,华菱精工,17.93,10.0,1.63,49831.0,87877445.0,9.63,17.93,16.36,16.36,16.3,0.75,3.74,-28.69,7.92,2390786200.0,2390786200.0,0.0,0.0,3.76,26.36
32,001229,魅视科技,38.82,10.0,3.53,18215.0,70328792.42,4.31,38.82,37.3,37.3,35.29,0.21,2.47,-297.06,5.67,5568034122.0,2863021778.0,0.0,0.0,51.4,26.04
33,600206,有研新材,55.98,10.0,5.09,833797.0,4559045958.0,10.85,55.98,50.46,51.59,50.89,0.62,9.85,134.22,11.12,47390055525.0,47390055525.0,0.0,0.0,163.93,176.72
34,001365,天海电子,43.46,10.0,3.95,78895.0,337661965.9,9.01,43.46,39.9,40.03,39.51,0.92,13.72,48.79,3.13,22816500000.0,2499195375.0,0.0,0.0,59.84,59.84
35,603065,宿迁联盛,20.25,9.99,1.84,690848.0,1350738531.0,10.48,20.25,18.32,18.74,18.41,1.77,16.49,389.96,4.43,8484093333.0,8484093333.0,0.0,0.0,148.16,150.0
36,603861,白云电器,15.2,9.99,1.38,449844.0,667597133.0,11.58,15.2,13.6,14.0,13.82,2.48,8.51,60.33,2.05,8216024916.0,8034514466.0,0.0,0.0,-10.32,24.9
37,600246,万通发展,18.6,9.99,1.69,2533021.0,4641981027.0,12.42,18.6,16.5,16.88,16.91,1.71,13.4,-80.47,7.91,36139567054.0,35161672054.0,0.0,0.0,97.45,51.22
38,605118,力鼎光电,38.08,9.99,3.46,54491.0,204689356.0,9.3,38.08,34.86,34.99,34.62,0.95,1.33,55.58,10.48,15660971200.0,15569712480.0,0.0,0.0,-10.53,27.74
39,600793,宜宾纸业,19.37,9.99,1.76,169029.0,321315285.0,9.77,19.37,17.65,17.65,17.61,2.19,9.55,-33.11,15.12,3426630519.0,3426630519.0,0.0,0.0,3.09,-8.2
40,600360,华微电子,15.32,9.98,1.39,1904497.0,2816069414.0,12.2,15.32,13.62,13.73,13.93,1.38,19.83,63.52,4.21,14711724057.0,14711724057.0,0.0,0.0,67.25,92.95
41,603137,恒尚节能,20.83,9.98,1.89,7289.0,15183966.0,0.0,20.83,20.83,20.83,18.94,0.74,0.4,26.31,3.18,3810501347.0,3810501347.0,0.0,0.0,53.84,51.6
42,002185,华天科技,21.93,9.98,1.99,5626384.0,11999102684.88,12.39,21.93,19.46,19.84,19.94,1.34,16.93,209.95,4.08,72882679899.0,72865753031.0,0.0,0.0,80.64,100.27
43,002129,TCL中环,11.02,9.98,1.0,3529552.0,3797452154.79,11.38,11.02,9.88,10.02,10.02,0.94,8.74,-6.76,2.23,44555135818.0,44518373396.0,0.0,0.0,27.84,28.59
44,600288,大恒科技,15.55,9.97,1.41,1215937.0,1869913047.0,6.01,15.55,14.7,14.8,14.14,8.23,27.84,33.2,3.41,6792240000.0,6792240000.0,0.0,0.0,4.71,3.81
45,001230,劲旅环境,17.42,9.97,1.58,58542.0,97822555.32,12.82,17.42,15.39,15.84,15.84,1.74,5.32,19.31,1.66,3271066264.0,1915830313.0,0.0,0.0,-3.6,13.93
46,002585,双星新材,11.37,9.96,1.03,436256.0,481444990.29,10.83,11.37,10.25,10.4,10.34,0.48,4.92,799.46,1.56,12976838098.0,10082424066.0,0.0,0.0,65.26,69.45
47,600120,浙江东方,4.88,9.91,0.44,290675.0,141849205.0,0.0,4.88,4.88,4.88,4.44,0.83,0.85,27.27,1.03,16667061681.0,16667061681.0,0.0,0.0,-14.83,-19.87
48,000078,ST海王,1.8,9.76,0.16,2133183.0,378279514.19,9.15,1.8,1.65,1.66,1.64,2.8,8.13,81.7,3.81,4736021863.0,4725388267.0,0.0,0.0,-48.42,-47.98
49,300103,达刚控股,7.88,9.14,0.66,207763.0,163135799.0,15.65,8.28,7.15,7.25,7.22,3.16,6.55,-348.64,5.58,2502695880.0,2500644007.0,0.25,-0.63,10.06,-1.87
50,002266,浙富控股,5.75,8.7,0.46,3700430.0,2092856082.5,10.78,5.82,5.25,5.3,5.29,2.62,7.64,12.46,2.43,30010810562.0,27844865067.0,0.17,0.7,35.61,40.24
51,920058,华洋赛车,19.9,8.57,1.57,17304.0,34825955.13,17.84,21.77,18.5,18.69,18.33,1.88,6.27,36.36,3.31,1115516589.0,549128321.0,-0.3,0.1,-32.17,-42.18
