排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,第四代半导体,BK1121,2639.13,66.73,2.59,125317117000,1.79,1,3,东微半导,16.33
2,昨日打二板以上表现,BK1645,5952.88,130.43,2.24,47439548000,10.6,2,2,恒尚节能,9.98
3,中芯概念,BK0935,3303.47,41.15,1.26,5674662656000,5.28,40,25,浙江东方,9.91
4,昨日连板,BK0816,18814.41,131.67,0.7,36134425000,9.14,3,3,宜宾纸业,9.99
5,纳米银,BK0855,3924.47,24.96,0.64,120554547000,6.62,5,2,扬子新材,5.57
6,碳化硅,BK0977,2633.17,12.62,0.48,1772469296000,5.43,22,23,东微半导,16.33
7,蓝宝石,BK0674,5053.7,23.62,0.47,1020568608000,6.06,8,11,TCL中环,9.98
8,2025三季报扭亏,BK1628,877.78,0.5,0.06,148392411000,3.1,4,6,冰川网络,7.3
9,先进封装,BK1101,4326.34,-3.11,-0.07,3068230768000,9.65,20,27,实益达,10.01
10,培育钻石,BK1023,3468.27,-6.0,-0.17,346733552000,5.25,6,11,惠丰钻石,5.91
11,高带宽内存,BK1152,3348.21,-6.97,-0.21,2738611600000,6.26,14,12,盛美上海,6.3
12,科技风格,BK1713,1106.19,-3.03,-0.27,23854562816000,2.99,50,50,沐曦股份-U,14.09
13,IGBT概念,BK1048,1198.31,-3.87,-0.32,2253609728000,3.13,15,28,TCL中环,9.98
14,权重股,BK1662,1027.25,-3.31,-0.32,40040147712000,0.31,21,29,沐曦股份-U,14.09
15,昨日连板_含一字,BK1051,26146.66,-83.41,-0.32,81194208000,10.54,5,7,恒尚节能,9.98
16,电子竞技,BK0853,1306.53,-7.24,-0.55,2720496544000,4.79,11,22,星辉娱乐,14.13
17,全息技术,BK0699,3143.5,-17.9,-0.57,275620256000,4.39,3,8,大恒科技,9.97
18,EDA概念,BK0946,1726.72,-10.87,-0.63,289743408000,2.34,6,6,安路科技,3.5
19,B股,BK0636,861.92,-6.85,-0.79,673143856000,0.14,11,63,大名城B,3.33
20,植物照明,BK1007,1277.15,-10.5,-0.82,212892984000,5.73,7,12,实益达,10.01
21,氦气概念,BK0949,3569.99,-30.14,-0.84,413247744000,5.97,6,11,正帆科技,10.56
22,复合集流体,BK1113,2299.48,-19.99,-0.86,603899008000,4.71,9,21,双星新材,9.96
23,有机硅概念,BK0961,2037.6,-18.28,-0.89,521956224000,5.33,13,22,晨光新材,10.01
24,AI芯片,BK1127,2109.33,-19.11,-0.9,3526620672000,4.77,14,25,沐曦股份-U,14.09
25,大盘成长,BK1665,1178.46,-10.73,-0.9,17172436480000,1.76,27,52,沐曦股份-U,14.09
26,3D摄像头,BK0901,1891.72,-17.29,-0.91,765722288000,2.97,5,4,豪威集团,2.54
27,网络游戏,BK0509,12728.33,-117.78,-0.92,1091710352000,3.8,20,47,星辉娱乐,14.13
28,稀土永磁,BK0578,3754.85,-36.06,-0.95,1363992272000,2.54,18,34,雅化集团,10.0
29,CPO概念,BK1128,9642.26,-102.01,-1.05,7199437056000,4.89,24,38,华天科技,9.98
