代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
589020,科创半导体设备ETF鹏华,2.999,2.9432,-1.9,0.105,3.63,2669994.0,784219780.0,2.801,3.025,2.798,2.894,7.84,27.63,0.78,-2.21,1400646.0,1269349.0,3418630.0,0.44,-2912789.0,-0.37,6331419.0,0.81,-4300770.0,-0.55,882140.0,0.11,-32135.0,2.999,3.0,966219008.0,2897690805,2897690805,2026-07-07,2026-07-07 16:11:52+08:00
588710,科创半导体设备ETF华泰柏瑞,3.815,3.7388,-2.04,0.131,3.56,3950309.0,1483074666.0,3.58,3.839,3.58,3.684,7.03,25.32,1.01,45.97,2113799.0,1836509.0,-13484176.0,-0.91,-173377776.0,-11.69,159893600.0,10.78,4101472.0,0.28,9382711.0,0.63,-32654.0,3.815,3.816,1560295008.0,5952525456,5952525456,2026-07-07,2026-07-07 16:11:55+08:00
159203,大盘成长ETF博时,1.48,1.42,-4.23,0.05,3.5,3179.0,457667.4,1.429,1.488,1.419,1.43,4.83,3.62,0.77,55.98,922.0,2257.0,-200801.0,-43.87,0.0,0.0,-200801.0,-43.87,-6263.0,-1.37,207064.0,45.24,-635.0,1.48,1.488,8791913.0,13012031,13012031,2026-07-07,2026-07-07 15:34:21+08:00
588170,科创半导体ETF华夏,1.232,1.2104,-1.78,0.04,3.36,40837631.0,4956742964.0,1.168,1.242,1.16,1.192,6.88,19.65,1.76,43.21,21687479.0,19150152.0,-183045312.0,-3.69,-344868272.0,-6.96,161822960.0,3.26,141281168.0,2.85,41764144.0,0.84,-400827.0,1.232,1.233,20781446912.0,25602742596,25602742596,2026-07-07,2026-07-07 16:11:35+08:00
588550,科创综指增强ETF易方达,1.665,1.6302,-2.13,0.036,2.21,59908.0,9868095.0,1.596,1.67,1.596,1.629,4.54,10.84,1.24,-69.61,27647.0,32261.0,384993.0,3.9,-1247410.0,-12.64,1632403.0,16.54,-356422.0,-3.61,-28571.0,-0.29,-144.0,1.665,1.668,55290000.0,92057850,92057850,2026-07-07,2026-07-07 16:11:52+08:00
516010,游戏ETF国泰,1.113,1.1104,-0.23,0.022,2.02,1964379.0,221827393.0,1.087,1.155,1.086,1.091,6.32,8.67,1.83,55.61,1124447.0,839932.0,5594433.0,2.52,-2901362.0,-1.31,8495795.0,3.83,-1264061.0,-0.57,-4330372.0,-1.95,-10569.0,1.112,1.113,2265693008.0,2521716318,2521716318,2026-07-07,2026-07-07 16:11:34+08:00
159582,半导体ETF博时,4.666,4.6004,-1.43,0.09,1.97,309066.0,142855329.0,4.5,4.71,4.445,4.576,5.79,19.06,0.86,90.26,141569.0,167497.0,14185960.0,9.93,15576115.0,10.9,-1390155.0,-0.97,-13163307.0,-9.21,-1022653.0,-0.72,-1460.0,4.666,4.668,162121621.0,756459484,756459484,2026-07-07,2026-07-07 15:34:45+08:00
159516,半导体设备ETF国泰,1.747,1.7447,-0.13,0.033,1.93,32099612.0,5555582954.002,1.672,1.776,1.672,1.714,6.07,13.01,0.71,63.58,16934598.0,15165015.0,88059488.0,1.59,174743088.0,3.15,-86683600.0,-1.56,-49610576.0,-0.89,-38448896.0,-0.69,-268335.0,1.747,1.748,24671180032.0,43100551516,43100551516,2026-07-07,2026-07-07 15:34:09+08:00
159869,游戏ETF华夏,1.122,1.1181,-0.35,0.021,1.91,10477508.0,1190665061.625,1.1,1.164,1.09,1.101,6.72,13.22,1.6,81.85,5777504.0,4700004.0,34288944.0,2.88,82364912.0,6.92,-48075968.0,-4.04,-9777817.0,-0.82,-24511135.0,-2.06,-27829.0,1.122,1.123,7923082240.0,8889698273,8889698273,2026-07-07,2026-07-07 15:34:57+08:00
159558,半导体设备ETF易方达,4.148,4.101,-1.15,0.077,1.89,4238782.0,1743991514.64,3.99,4.225,3.975,4.071,6.14,10.08,0.64,70.68,2070587.0,2168195.0,15747660.0,0.9,116086972.0,6.66,-100339312.0,-5.75,-163808.0,-0.01,-15583856.0,-0.89,-21564.0,4.148,4.149,4206854640.0,17450033047,17450033047,2026-07-07,2026-07-07 15:34:30+08:00
