代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
589020,科创半导体设备ETF鹏华,2.605,2.555,-1.96,0.42,19.22,6159608.0,1441949263.0,2.215,2.605,2.06,2.185,24.94,42.53,1.38,17.58,3322148.0,2837461.0,-47602656.0,-3.3,-111448016.0,-7.73,63845360.0,4.43,76281840.0,5.29,-28679192.0,-1.99,-49149.0,2.605,2.606,1448219008.0,3772610516,3772610516,2026-07-21,2026-07-21 16:12:01+08:00
588170,科创半导体ETF华夏,1.07,1.0526,-1.65,0.171,19.02,99655963.0,9589606730.0,0.91,1.07,0.849,0.899,24.58,33.19,1.72,88.92,53412037.0,46243926.0,-104934800.0,-1.09,-253218304.0,-2.64,148283504.0,1.55,84365824.0,0.88,20568912.0,0.21,-1025950.0,1.07,1.071,30021446912.0,32122948196,32122948196,2026-07-21,2026-07-21 16:11:50+08:00
588710,科创半导体设备ETF华泰柏瑞,3.33,3.259,-2.18,0.531,18.97,8494197.0,2501587856.0,2.817,3.33,2.632,2.799,24.94,33.92,1.53,79.8,4457119.0,4037079.0,73703008.0,2.95,-14556992.0,-0.58,88260000.0,3.53,-6345840.0,-0.25,-67357184.0,-2.69,-109453.0,3.33,3.331,2504295008.0,8339302377,8339302377,2026-07-21,2026-07-21 16:11:34+08:00
589060,科创综指ETF东财,1.877,1.7261,-8.74,0.292,18.42,53085.0,8721088.0,1.585,1.884,1.539,1.585,21.77,7.36,1.58,-85.77,30356.0,22729.0,1001886.0,11.49,380462.0,4.36,621424.0,7.13,743124.0,8.52,-1745010.0,-20.01,-679.0,1.876,1.877,72137900.0,135402838,135402838,2026-07-21,2026-07-21 16:11:55+08:00
589160,科创芯片ETF广发,1.48,1.4476,-2.24,0.208,16.35,824270.0,111116369.0,1.296,1.481,1.224,1.272,20.2,30.27,1.82,89.56,467347.0,356923.0,5180703.0,4.66,6297293.0,5.67,-1116590.0,-1.0,159189.0,0.14,-5339891.0,-4.81,-6029.0,1.48,1.481,272296000.0,402998080,402998080,2026-07-21,2026-07-21 16:11:59+08:00
588290,科创芯片ETF华安,3.996,3.9265,-1.77,0.537,15.52,1485074.0,540939305.0,3.5,3.996,3.322,3.459,19.49,9.47,0.76,-6.18,755393.0,729681.0,26769030.0,4.95,12482010.0,2.31,14287020.0,2.64,-576175.0,-0.11,-26192855.0,-4.84,-18295.0,3.993,3.996,1568897008.0,6269312444,6269312444,2026-07-21,2026-07-21 16:11:46+08:00
589190,科创芯片ETF华宝,0.738,0.7273,-1.47,0.098,15.31,3004097.0,204543151.0,0.656,0.738,0.616,0.64,19.06,9.05,1.95,30.46,1659162.0,1344935.0,-367567.0,-0.18,-42646281.0,-20.85,42278714.0,20.67,1622255.0,0.79,-1254687.0,-0.61,-15295.0,0.737,0.738,3319562000.0,2449836756,2449836756,2026-07-21,2026-07-21 16:12:02+08:00
588810,科创芯片ETF富国,2.868,2.8469,-0.74,0.361,14.4,955328.0,251582726.0,2.537,2.87,2.408,2.507,18.43,16.32,1.49,73.49,611480.0,343848.0,23162490.0,9.21,15876898.0,6.31,7285592.0,2.9,-12169541.0,-4.84,-10992949.0,-4.37,-4829.0,2.868,2.869,585324000.0,1678709232,1678709232,2026-07-21,2026-07-21 16:11:57+08:00
588200,UC科创芯片ETF嘉实,1.349,1.337,-0.9,0.169,14.32,72480369.0,8992356150.0,1.202,1.352,1.13,1.18,18.81,15.78,3.79,-78.86,37888601.0,34591767.0,691209328.0,7.69,476637696.0,5.3,214571632.0,2.39,-431965088.0,-4.8,-259244192.0,-2.88,-535125.0,1.348,1.349,45929684224.0,61959144018,61959144018,2026-07-21,2026-07-21 16:11:41+08:00
588990,科创芯片ETF博时,4.2,4.1766,-0.56,0.523,14.22,265980.0,103232184.0,3.741,4.2,3.531,3.677,18.19,13.05,1.29,53.21,154313.0,111667.0,5386984.0,5.22,7193921.0,6.97,-1806937.0,-1.75,-791754.0,-0.77,-4595229.0,-4.45,-2316.0,4.2,4.201,203745400.0,855730680,855730680,2026-07-21,2026-07-21 16:11:45+08:00
589130,科创芯片ETF易方达,1.596,1.5838,-0.77,0.198,14.16,2350385.0,344257334.0,1.411,1.609,1.342,1.398,19.1,7.53,1.42,54.71,1421782.0,928603.0,21776556.0,6.33,-5695182.0,-1.65,27471738.0,7.98,-7121572.0,-2.07,-14654983.0,-4.26,-16210.0,1.596,1.597,3122780000.0,4983956880,4983956880,2026-07-21,2026-07-21 16:11:42+08:00
588750,科创芯片ETF汇添富,2.692,2.6679,-0.9,0.332,14.07,2446588.0,606310780.0,2.388,2.7,2.261,2.36,18.6,7.38,1.44,-9.13,1434419.0,1012169.0,-12564530.0,-2.07,21056261.0,3.47,-33620791.0,-5.55,29099527.0,4.8,-16534997.0,-2.73,-17630.0,2.692,2.693,3316228000.0,8927285776,8927285776,2026-07-21,2026-07-21 16:11:58+08:00
589100,科创芯片ETF国泰,1.034,1.0282,-0.56,0.127,14.0,1362425.0,128341556.0,0.919,1.035,0.871,0.907,18.08,14.75,1.53,5.12,716084.0,646341.0,9410721.0,7.33,11636702.0,9.07,-2225981.0,-1.73,-2781125.0,-2.17,-6629596.0,-5.17,-7217.0,1.033,1.034,923442496.0,954839541,954839541,2026-07-21,2026-07-21 16:11:41+08:00
588920,科创芯片ETF鹏华,2.569,2.5575,-0.45,0.314,13.92,389678.0,93103722.0,2.295,2.6,2.168,2.255,19.16,24.59,1.56,-18.61,216698.0,172980.0,15063982.0,16.18,17227184.0,18.5,-2163202.0,-2.32,-6617198.0,-7.11,-8446783.0,-9.07,-3230.0,2.568,2.569,158438000.0,407027222,407027222,2026-07-21,2026-07-21 16:11:35+08:00
588890,科创芯片ETF南方,4.526,4.5147,-0.25,0.551,13.86,1085217.0,442774943.0,4.034,4.536,3.818,3.975,18.06,11.63,1.09,54.37,527166.0,558051.0,-46463268.0,-10.49,-7058691.0,-1.59,-39404577.0,-8.9,54968250.0,12.41,-8504982.0,-1.92,-2375.0,4.526,4.527,932810000.0,4221898060,4221898060,2026-07-21,2026-07-21 16:11:33+08:00
