序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301152,天力锂能,23.32,20.02,3.89,142118.0,324645242.79,20.33,23.32,19.37,19.47,19.43,4.31,20.02,81.9,2.29,2769016963.0,1655235107.0,0.0,0.0,-14.61,-23.69
2,300313,天山生物,15.36,20.0,2.56,463666.0,639508499.61,24.77,15.36,12.19,13.37,12.8,1.17,23.49,221.25,100.24,3683005348.0,3031338839.0,0.0,0.0,60.67,91.28
3,301598,博科测试,55.46,17.08,8.09,35386.0,195738070.88,9.71,56.84,52.24,52.24,47.37,8.54,19.63,26.9,3.29,3266439988.0,999893775.0,0.0,-0.07,-4.41,-9.79
4,688419,耐科装备,56.78,16.28,7.95,108062.0,596790176.0,16.16,58.5,50.61,52.85,48.83,2.19,9.43,66.06,6.24,6504243766.0,6504243766.0,0.0,0.78,8.86,105.8
5,920779,武汉蓝电,25.47,15.98,3.51,36899.0,93289576.1,20.49,26.5,22.0,22.0,21.96,6.07,18.43,46.12,4.45,2039166914.0,509909451.0,-0.35,-0.55,-6.77,-23.14
6,301216,万凯新材,19.13,15.87,2.62,513347.0,951227661.98,13.87,19.5,17.21,17.49,16.51,4.53,9.43,9.88,1.69,11099309388.0,10418404145.0,0.05,0.42,-22.58,14.48
7,688356,键凯科技,124.0,15.52,16.66,151356.0,1890200801.0,11.64,128.81,116.32,116.32,107.34,8.58,24.96,83.88,5.7,7520686800.0,7520686800.0,-0.15,0.26,64.7,51.42
8,688136,科兴制药,23.6,14.84,3.05,304274.0,713380632.0,16.74,24.66,21.22,21.22,20.55,4.93,15.06,17.79,2.58,4766846000.0,4766846000.0,0.0,0.21,13.57,-24.89
9,301234,五洲医疗,110.0,14.46,13.9,47569.0,502105256.02,17.69,114.0,97.0,97.0,96.1,1.57,11.8,243.44,9.81,7480000000.0,4434982860.0,0.04,-3.08,210.73,160.05
10,300839,博汇股份,14.12,13.23,1.65,430182.0,538559463.56,20.61,14.2,11.63,12.0,12.47,5.0,15.19,21.76,5.05,4068451247.0,3998521340.0,0.0,1.8,-15.4,17.28
