序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301583,N托伦斯,216.7,858.85,194.1,250812.0,5943898886.69,270.0,264.42,203.4,203.4,22.6,,81.35,686.27,21.72,40192149056.0,6681158529.0,0.0,0.0,858.85,858.85
2,920943,优机股份,15.82,29.99,3.65,32697.0,48775207.16,31.39,15.82,12.0,12.27,12.17,5.84,6.31,-50.69,2.54,1606068200.0,819599918.0,0.0,0.0,-19.53,-39.73
3,920267,鑫汇科,18.14,29.94,4.18,78578.0,137787204.33,29.87,18.14,13.97,13.97,13.96,12.39,28.91,-60.43,3.57,861340550.0,492991651.0,0.0,0.0,-4.53,-20.09
4,920081,N欧伦,47.02,21.53,8.33,151702.0,782923210.71,31.02,58.88,46.88,55.0,38.69,,88.71,14.23,2.14,3413652000.0,804042000.0,-0.06,-0.59,21.53,21.53
5,688523,航天环宇,61.18,20.01,10.2,162300.0,929854518.0,23.22,61.18,49.34,49.99,50.98,1.74,3.99,4078.42,14.81,24892918400.0,24892918400.0,0.0,0.0,3.57,9.33
6,300065,海兰信,28.79,20.01,4.8,1235071.0,3279324850.92,22.8,28.79,23.32,23.57,23.99,1.97,18.8,3091.3,11.83,20773112416.0,18912009699.0,0.0,0.0,13.79,58.45
7,688710,益诺思,77.87,20.0,12.98,68577.0,503467138.0,21.37,77.87,64.0,65.88,64.89,2.02,7.56,224.8,4.7,10978082620.0,7062338977.0,0.0,0.0,13.27,76.38
8,300255,常山药业,26.34,20.0,4.39,702690.0,1766605470.86,22.37,26.34,21.43,21.57,21.95,1.77,7.66,1030.83,20.0,24208063527.0,24170199777.0,0.0,0.0,-40.64,-57.58
9,688722,同益中,18.31,19.99,3.05,206674.0,360849629.0,19.07,18.31,15.4,15.4,15.26,4.54,9.22,28.31,2.85,4103366212.0,4103366212.0,0.0,0.0,9.12,-5.86
10,301117,佳缘科技,20.29,19.99,3.38,314574.0,570694108.93,26.2,20.29,15.86,15.86,16.91,6.07,27.15,-37.95,2.96,3669163820.0,2350697646.0,0.0,0.0,-34.38,-46.66
