代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.91,11.05,10.83,11.02,10.94,0.73,972821270.0
000010,*ST美丽,4.3,4.33,4.17,4.21,4.29,-1.86,140914957.0
000021,深科技,26.98,27.95,26.53,27.49,27.86,-1.33,2128125227.0
000063,中兴通讯,32.23,32.95,32.02,32.68,32.68,0.0,1339007330.0
000100,TCL科技,4.25,4.34,4.24,4.33,4.27,1.41,960621209.0
000166,申万宏源,4.66,4.75,4.66,4.73,4.69,0.85,281173302.0
000301,东方盛虹,10.5,10.84,10.47,10.76,10.61,1.41,200796578.0
000333,美的集团,72.9,74.95,72.8,74.78,74.32,0.62,2367294087.0
000338,潍柴动力,21.5,23.88,21.4,23.5,23.78,-1.18,6748424176.0
000408,藏格矿业,76.76,81.82,76.76,80.5,77.81,3.46,1523510191.0
000425,徐工机械,10.18,10.43,10.08,10.32,10.28,0.39,681874963.0
000538,云南白药,54.0,54.45,53.9,54.4,54.26,0.26,312696919.0
000568,泸州老窖,101.4,104.44,101.2,103.78,101.9,1.84,789880653.0
000617,中油资本,10.53,10.9,10.32,10.64,10.24,3.91,4003608529.0
000630,铜陵有色,5.69,5.9,5.67,5.86,5.78,1.38,1324770364.0
000636,风华高科,19.0,19.78,18.91,19.61,19.43,0.93,744231137.0
000651,格力电器,37.61,38.01,37.48,37.88,37.94,-0.16,726440920.0
000657,中钨高新,46.89,49.41,46.4,48.62,47.11,3.21,3299218544.0
000725,京东方Ａ,3.91,3.97,3.9,3.95,3.94,0.25,1408695311.0
000776,广发证券,18.0,18.35,17.96,18.29,18.12,0.94,495722950.0
000792,盐湖股份,36.33,39.98,36.32,39.45,36.85,7.06,6202363294.0
000807,云铝股份,27.88,29.08,27.8,28.73,28.13,2.13,1249569702.0
000838,*ST发展,2.13,2.21,2.12,2.21,2.16,2.31,47253527.0
000858,五 粮 液,100.5,102.88,100.41,102.65,101.28,1.35,1052956368.0
000895,双汇发展,27.55,28.29,27.5,27.94,27.55,1.42,358199313.0
000938,紫光股份,24.9,25.67,24.3,25.14,25.4,-1.02,2267844369.0
000958,电投产融,6.32,6.44,6.31,6.43,6.43,0.0,240749045.0
000977,浪潮信息,57.01,58.04,56.33,57.39,57.96,-0.98,1481774339.0
000988,华工科技,103.18,111.24,103.18,109.5,105.35,3.94,10598647402.0
001280,中国铀业,76.08,79.69,76.0,79.11,77.62,1.92,715684785.0
001289,龙源电力,18.48,18.81,18.19,18.29,18.65,-1.93,199690690.0
001309,德明利,360.09,382.9,357.0,381.89,378.86,0.8,5127780742.0
001389,广合科技,112.58,117.61,110.81,114.87,114.93,-0.05,1769735954.0
002001,新 和 成,33.69,35.43,33.57,34.45,33.97,1.41,1462582197.0
002008,大族激光,60.49,64.25,60.48,62.86,61.91,1.53,1214269257.0
002027,分众传媒,6.35,6.49,6.35,6.45,6.42,0.47,531969249.0
002028,思源电气,207.83,210.68,204.1,208.24,210.26,-0.96,1166291733.0
002049,紫光国微,66.73,68.54,66.63,67.89,67.72,0.25,587143711.0
002050,三花智控,43.0,43.75,42.7,43.35,43.87,-1.19,2921087647.0
002080,中材科技,39.62,40.71,38.8,40.08,40.41,-0.82,1227847749.0
002102,ST能特,3.14,3.32,3.1,3.31,3.19,3.76,232176029.0
002142,宁波银行,30.31,30.63,30.05,30.1,30.42,-1.05,413033258.0
002156,通富微电,41.99,43.16,41.4,42.45,42.76,-0.72,1477237218.0
002179,中航光电,33.0,33.49,32.83,33.23,33.39,-0.48,443684341.0
002185,华天科技,11.99,12.39,11.93,12.25,12.23,0.16,822391684.0
002202,金风科技,27.4,27.95,27.05,27.45,28.13,-2.42,4039467188.0
002230,科大讯飞,45.88,46.86,45.77,46.74,46.57,0.37,978459700.0
002241,歌尔股份,22.39,22.83,22.33,22.66,22.71,-0.22,1087435486.0
002281,光迅科技,83.56,86.5,81.38,84.5,85.0,-0.59,3680488188.0
002311,海大集团,51.4,52.57,51.2,52.06,51.65,0.79,344234435.0
002352,顺丰控股,36.4,37.13,36.31,37.07,36.68,1.06,637269819.0
002353,杰瑞股份,96.96,99.75,96.15,98.2,98.26,-0.06,1177848126.0
002371,北方华创,439.5,457.97,434.5,452.98,446.11,1.54,2599078396.0
002379,宏桥控股,26.0,27.08,25.86,27.05,26.35,2.66,437139159.0
002384,东山精密,100.0,103.95,98.83,102.65,104.3,-1.58,6447597139.0
002409,雅克科技,79.45,83.92,78.5,83.21,80.93,2.82,663159879.0
002415,海康威视,30.07,30.6,30.03,30.35,30.37,-0.07,601179615.0
002428,云南锗业,44.88,51.36,44.88,51.36,46.69,10.0,3869850296.0
002460,赣锋锂业,71.49,79.67,71.49,79.67,72.43,10.0,10074180745.0
002463,沪电股份,77.03,82.61,76.49,80.64,79.01,2.06,5403773103.0
002466,天齐锂业,53.61,58.26,53.5,57.96,54.2,6.94,5776794787.0
002475,立讯精密,48.18,51.29,48.18,50.61,50.19,0.84,8737181238.0
002484,江海股份,27.11,28.22,26.7,27.83,27.6,0.83,477544552.0
002493,荣盛石化,11.64,12.29,11.61,12.1,11.84,2.2,666589377.0
002565,顺灏股份,14.21,15.86,14.05,15.28,15.1,1.19,3109700597.0
002594,比亚迪,103.99,105.89,102.75,105.3,103.14,2.09,6893710026.0
002600,领益智造,12.95,13.29,12.91,13.17,13.16,0.08,629598826.0
002602,世纪华通,15.77,16.47,15.56,16.43,16.07,2.24,1180306506.0
002648,卫星化学,26.46,27.92,26.32,27.78,26.62,4.36,2001671094.0
002653,海思科,51.03,55.7,50.8,55.14,51.31,7.46,369648504.0
002709,天赐材料,43.9,46.88,43.63,46.11,44.49,3.64,6453344086.0
002714,牧原股份,43.73,45.49,43.56,45.2,44.0,2.73,1597741544.0
002736,国信证券,11.2,11.42,11.18,11.33,11.28,0.44,251926330.0
002816,*ST和科,20.92,21.9,20.79,21.66,21.2,2.17,46604374.0
002837,英维克,93.0,94.29,90.88,93.13,95.51,-2.49,3710678411.0
002851,麦格米特,99.0,102.88,98.07,101.25,100.27,0.98,935931224.0
002916,深南电路,226.07,237.23,224.0,233.18,232.3,0.38,1751950603.0
002938,鹏鼎控股,49.5,51.3,48.76,50.18,50.45,-0.54,932835916.0
003816,中国广核,4.56,4.67,4.47,4.65,4.6,1.09,1398760161.0
159516,半导体设备ETF国泰,1.59,1.67,1.59,1.66,1.621,2.41,881764839
159558,半导体设备ETF易方达,1.861,1.958,1.861,1.946,1.901,2.37,176297704
300014,亿纬锂能,69.79,72.74,68.98,72.4,70.0,3.43,6507880089.0
300015,爱尔眼科,9.38,9.62,9.32,9.6,9.42,1.91,522684085.0
300024,机器人,14.66,15.05,14.6,14.98,14.88,0.67,166066326.0
300033,同花顺,293.24,304.85,292.53,300.92,296.84,1.37,1882721676.0
300054,鼎龙股份,47.92,54.28,47.92,53.07,45.23,17.33,6073085441.0
300059,东方财富,18.93,19.39,18.89,19.21,19.12,0.47,3483975646.0
300124,汇川技术,66.95,68.72,66.6,68.54,67.52,1.51,1162283633.0
300136,信维通信,61.7,63.5,60.52,62.57,64.29,-2.68,4657330504.0
300152,*ST动力,2.42,2.48,2.4,2.48,2.46,0.81,72599893.0
300223,北京君正,107.47,114.1,105.94,111.13,109.76,1.25,2441838582.0
300274,阳光电源,165.99,167.5,161.22,163.35,166.0,-1.6,9476356026.0
300285,国瓷材料,30.31,31.5,30.0,30.71,30.51,0.66,789846323.0
300308,中际旭创,598.85,609.88,588.66,598.0,614.2,-2.64,13421963396.0
300394,天孚通信,311.0,325.85,302.25,317.6,325.0,-2.28,9091954233.0
300408,三环集团,54.26,55.79,53.55,54.84,55.2,-0.65,880119523.0
300433,蓝思科技,28.51,29.11,28.28,28.7,28.95,-0.86,1216261480.0
300442,润泽科技,83.52,84.57,82.05,83.45,84.28,-0.98,2253696732.0
300475,香农芯创,140.0,146.66,137.1,143.96,147.19,-2.19,2828556086.0
300476,胜宏科技,261.5,265.99,256.88,262.1,268.89,-2.53,5984987746.0
300498,温氏股份,16.62,17.15,16.62,16.91,16.68,1.38,601757940.0
