代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.33,11.57,11.29,11.38,11.0,3.45,3891707615.0
000010,*ST美丽,3.58,3.58,3.35,3.38,3.62,-6.63,197654941.0
000021,深科技,29.32,29.6,29.0,29.29,28.85,1.53,2136163232.0
000063,中兴通讯,35.8,37.78,35.34,37.26,36.38,2.42,6228963623.0
000100,TCL科技,4.22,4.34,4.2,4.3,4.23,1.65,1618957390.0
000166,申万宏源,4.63,4.66,4.61,4.62,4.63,-0.22,273914558.0
000301,东方盛虹,12.45,12.83,12.27,12.76,12.45,2.49,296587078.0
000333,美的集团,79.24,80.15,79.01,79.5,79.66,-0.2,2060818397.0
000338,潍柴动力,29.72,30.69,29.54,29.66,29.59,0.24,3107949028.0
000408,藏格矿业,90.24,90.97,88.11,89.93,90.25,-0.35,1128761239.0
000425,徐工机械,9.74,9.82,9.65,9.71,9.76,-0.51,825406863.0
000538,云南白药,54.43,54.45,54.02,54.29,54.43,-0.26,405598180.0
000568,泸州老窖,101.5,101.87,100.2,100.35,102.63,-2.22,744773831.0
000617,中油资本,9.28,9.36,9.11,9.35,9.27,0.86,935615437.0
000630,铜陵有色,6.26,6.36,6.24,6.29,6.29,0.0,1060785347.0
000636,风华高科,23.42,23.99,22.91,23.29,22.73,2.46,1984403112.0
000651,格力电器,37.01,37.85,36.98,37.51,37.11,1.08,1694388405.0
000657,中钨高新,54.01,56.74,53.55,53.83,55.18,-2.45,4780042972.0
000725,京东方Ａ,4.15,4.22,4.13,4.21,4.13,1.94,2018714636.0
000776,广发证券,19.95,20.38,19.83,19.9,19.86,0.2,1559072914.0
000792,盐湖股份,37.5,38.05,37.1,37.67,37.42,0.67,3006809241.0
000807,云铝股份,34.2,34.55,33.35,33.43,34.17,-2.17,1791732737.0
000838,*ST发展,1.73,1.8,1.62,1.8,1.71,5.26,184696555.0
000858,五 粮 液,100.5,100.53,100.05,100.2,101.27,-1.06,1913778919.0
000895,双汇发展,29.1,29.19,28.74,28.79,29.2,-1.4,285124096.0
000938,紫光股份,31.98,32.86,31.25,32.19,31.32,2.78,7349564293.0
000958,电投产融,6.03,6.09,5.88,5.96,6.03,-1.16,218847684.0
000977,浪潮信息,75.0,75.99,72.95,73.16,74.85,-2.26,4946254371.0
000988,华工科技,116.1,121.25,116.0,118.79,115.32,3.01,10739392372.0
001280,中国铀业,82.75,85.32,82.17,84.26,83.08,1.42,860111199.0
001289,龙源电力,16.51,16.85,15.98,16.42,16.67,-1.5,215086283.0
001309,德明利,492.21,495.0,484.0,488.15,489.88,-0.35,5596950520.0
001389,广合科技,174.86,179.61,170.0,172.2,170.6,0.94,2009966199.0
002001,新 和 成,34.83,35.6,34.35,34.53,34.8,-0.78,954707641.0
002008,大族激光,100.99,107.0,99.56,104.67,102.46,2.16,5331258029.0
002027,分众传媒,6.09,6.13,6.04,6.09,6.13,-0.65,620272661.0
002028,思源电气,213.88,215.47,205.0,207.48,222.13,-6.6,5329351152.0
002049,紫光国微,71.79,73.59,71.31,73.36,71.1,3.18,1899542723.0
002050,三花智控,44.87,46.23,44.6,45.91,44.94,2.16,4422983974.0
002080,中材科技,53.56,54.24,51.8,52.07,52.52,-0.86,2359028652.0
002102,ST能特,2.79,2.92,2.56,2.89,2.8,3.21,327432173.0
002142,宁波银行,33.3,33.88,32.68,32.84,32.3,1.67,2161985483.0
002156,通富微电,50.86,52.05,49.84,51.2,48.42,5.74,8016654568.0
002179,中航光电,34.6,37.06,34.2,36.94,35.21,4.91,2384917972.0
002185,华天科技,12.65,12.97,12.59,12.89,12.45,3.53,1869572318.0
002202,金风科技,26.21,26.98,26.21,26.53,25.48,4.12,6418259786.0
002230,科大讯飞,49.08,50.02,48.54,49.81,49.07,1.51,1913134435.0
002241,歌尔股份,24.4,25.33,24.37,25.08,24.35,3.0,3354112116.0
002281,光迅科技,131.34,141.46,130.3,134.52,128.7,4.52,10499823751.0
002311,海大集团,46.95,47.43,46.26,46.53,47.13,-1.27,339777990.0
002352,顺丰控股,36.55,37.28,36.41,36.88,36.5,1.04,791202887.0
002353,杰瑞股份,129.97,135.0,127.8,129.3,131.0,-1.3,1859171403.0
002371,北方华创,481.2,519.9,475.96,516.25,472.7,9.21,10278053349.0
002379,宏桥控股,26.0,26.36,25.12,25.59,27.14,-5.71,941725465.0
002384,东山精密,188.0,190.55,178.86,186.7,187.9,-0.64,16858604423.0
002409,雅克科技,89.29,91.42,88.49,89.12,89.1,0.02,1353112658.0
002415,海康威视,33.55,34.39,33.51,33.97,33.6,1.1,1701721545.0
002428,云南锗业,76.93,77.95,72.52,72.8,77.12,-5.6,8670983545.0
002460,赣锋锂业,84.0,86.46,83.5,84.11,84.99,-1.04,5708479755.0
002463,沪电股份,104.01,106.88,103.2,104.95,102.38,2.51,7390438572.0
002466,天齐锂业,73.5,75.46,73.0,73.65,73.7,-0.07,7459078763.0
002475,立讯精密,67.98,72.6,67.5,71.97,66.0,9.05,23372375964.0
002484,江海股份,35.78,37.64,35.28,37.64,34.22,9.99,1738339729.0
002493,荣盛石化,12.12,12.66,12.11,12.44,12.11,2.73,757527041.0
002565,顺灏股份,19.01,19.32,18.4,18.57,19.8,-6.21,3600468022.0
002594,比亚迪,100.0,104.0,99.88,102.34,99.46,2.9,6169037082.0
002600,领益智造,14.17,14.47,14.04,14.44,14.16,1.98,1563004041.0
002602,世纪华通,16.39,16.86,16.11,16.7,16.37,2.02,1222867932.0
002648,卫星化学,27.88,28.29,27.46,27.95,27.73,0.79,1189598598.0
002653,海思科,58.0,61.0,56.77,59.0,57.72,2.22,500090460.0
002709,天赐材料,53.08,55.4,52.25,55.26,53.04,4.19,7906351813.0
002714,牧原股份,43.01,43.05,42.18,42.26,43.14,-2.04,1738238731.0
002736,国信证券,11.01,11.05,10.81,10.84,11.0,-1.45,489288915.0
002816,*ST和科,25.0,25.1,24.2,24.56,25.0,-1.76,84068860.0
002837,英维克,94.21,97.94,94.16,96.0,95.21,0.83,4161043977.0
002851,麦格米特,104.0,109.87,103.8,108.04,104.54,3.35,2441834471.0
002916,深南电路,307.39,330.98,307.39,321.8,301.36,6.78,4461181244.0
002938,鹏鼎控股,72.73,77.73,72.0,77.18,71.59,7.81,3985280727.0
003816,中国广核,4.61,4.66,4.54,4.62,4.64,-0.43,499843507.0
159516,半导体设备ETF国泰,0.93,0.988,0.925,0.975,0.919,6.09,2353180710
159558,半导体设备ETF易方达,2.182,2.316,2.168,2.294,2.158,6.3,481985727
300014,亿纬锂能,73.23,73.5,71.25,71.43,72.81,-1.9,4900236148.0
300015,爱尔眼科,10.86,10.99,10.72,10.88,10.99,-1.0,1635840917.0
300024,机器人,14.3,14.93,14.25,14.8,14.36,3.06,374480238.0
300033,同花顺,230.0,236.4,228.28,229.1,228.52,0.25,2693381078.0
300054,鼎龙股份,57.2,59.99,55.28,56.31,57.0,-1.21,3270152918.0
300059,东方财富,19.84,20.2,19.78,19.98,19.7,1.42,4446808151.0
300124,汇川技术,64.11,66.55,64.02,65.74,64.75,1.53,2447230438.0
300136,信维通信,81.18,91.0,81.18,88.46,81.3,8.81,12069296650.0
300152,*ST动力,1.98,1.98,1.64,1.84,1.99,-7.54,66135714.0
300223,北京君正,120.93,123.45,120.6,122.48,119.8,2.24,2609513214.0
300274,阳光电源,131.7,132.52,129.2,131.39,133.79,-1.79,8263085470.0
300285,国瓷材料,35.73,36.72,34.88,35.03,35.51,-1.35,1496987776.0
300308,中际旭创,899.0,900.0,854.0,857.03,886.99,-3.38,27543690271.0
300394,天孚通信,325.0,332.99,317.9,322.25,323.87,-0.5,11633657947.0
300408,三环集团,75.0,76.6,73.88,75.71,74.99,0.96,2969293804.0
300433,蓝思科技,25.93,26.92,25.89,26.71,25.96,2.89,1876260828.0
300442,润泽科技,93.01,94.0,89.6,90.12,92.95,-3.04,4362294669.0
300475,香农芯创,163.87,172.86,163.0,170.99,162.05,5.52,9207995613.0
300476,胜宏科技,318.64,327.0,315.59,317.4,315.59,0.57,11269476109.0
300498,温氏股份,15.65,15.73,15.46,15.66,15.75,-0.57,670173041.0
300502,新易盛,549.4,553.0,534.86,538.0,537.27,0.14,25436042380.0
300555,ST路通,13.19,13.8,12.99,13.72,13.18,4.1,34072360.0
300567,精测电子,132.77,142.57,131.01,139.75,132.0,5.87,1993393191.0
300594,ST朗进,25.55,25.61,24.13,24.29,25.55,-4.93,177701705.0
300604,长川科技,160.83,179.0,158.58,175.02,158.0,10.77,7359775162.0
300620,光库科技,242.0,246.06,236.0,239.7,237.84,0.78,4019019786.0
300661,圣邦股份,90.0,91.48,85.0,90.12,89.35,0.86,4246948688.0
300666,江丰电子,160.0,171.96,160.0,167.75,156.21,7.39,2926930148.0
300750,宁德时代,444.63,448.76,433.8,434.88,444.9,-2.25,14514326132.0
300751,迈为股份,225.0,239.63,224.19,231.1,225.9,2.3,1790601818.0
300757,罗博特科,507.01,529.98,494.04,518.5,501.43,3.4,3808110623.0
300760,迈瑞医疗,160.3,160.92,157.81,158.01,161.0,-1.86,1280012694.0
300857,协创数据,266.0,267.49,251.88,258.0,264.18,-2.34,7191544806.0
300999,金龙鱼,27.63,27.65,27.19,27.58,27.68,-0.36,234571922.0
301165,锐捷网络,100.67,101.96,96.75,98.98,100.6,-1.61,1263047205.0
301200,大族数控,189.5,195.22,187.0,188.26,186.56,0.91,884300689.0
301217,铜冠铜箔,47.83,53.5,47.56,51.31,47.0,9.17,2532018108.0
301308,江波龙,374.93,399.88,369.1,393.46,373.19,5.43,7313386761.0
301377,鼎泰高科,220.0,237.55,219.49,229.16,216.68,5.76,1166118598.0
301511,德福科技,63.27,69.11,62.09,67.5,60.26,12.01,3960258799.0
301526,国际复材,14.72,15.98,14.71,15.43,14.74,4.68,3283820143.0
301666,大普微-UW,245.06,248.88,234.91,239.71,234.5,2.22,2091554615.0
302132,中航成飞,67.2,68.03,65.88,68.01,67.22,1.18,395041516.0
589130,科创芯片ETF易方达,1.141,1.165,1.122,1.162,1.111,4.59,84364717
600000,浦发银行,9.44,9.5,9.34,9.36,9.45,-0.95,821384139.0
600010,包钢股份,2.73,2.75,2.68,2.7,2.74,-1.46,1570387642.0
600011,华能国际,6.98,6.99,6.92,6.95,6.98,-0.43,618939927.0
600015,华夏银行,7.15,7.19,7.03,7.07,7.15,-1.12,498796256.0
600016,民生银行,3.74,3.77,3.74,3.74,3.75,-0.27,561508889.0
600018,上港集团,4.9,4.91,4.87,4.87,4.9,-0.61,166101461.0
600019,宝钢股份,6.33,6.36,6.26,6.29,6.35,-0.94,451251298.0
600023,浙能电力,5.77,5.86,5.7,5.78,5.8,-0.34,419077758.0
600025,华能水电,9.68,9.72,9.54,9.58,9.66,-0.83,256726258.0
600026,中远海能,21.57,21.84,21.05,21.5,21.26,1.13,1075235433.0
600028,中国石化,5.38,5.41,5.33,5.34,5.39,-0.93,1129699801.0
600029,南方航空,5.53,5.55,5.45,5.51,5.56,-0.9,463293674.0
600030,中信证券,26.4,27.07,26.4,26.77,26.23,2.06,4142580850.0
600031,三一重工,19.59,19.64,19.4,19.5,19.52,-0.1,920835108.0
600036,招商银行,39.52,39.99,39.32,39.38,39.38,0.0,3669782211.0
600039,四川路桥,9.79,9.81,9.1,9.12,10.0,-8.8,653093343.0
600050,中国联通,4.48,4.51,4.46,4.5,4.49,0.22,503338684.0
600089,特变电工,26.92,26.94,26.5,26.52,26.96,-1.63,3134475399.0
600104,上汽集团,13.68,13.75,13.6,13.7,13.71,-0.07,424304384.0
600111,北方稀土,47.01,47.11,46.5,46.83,47.24,-0.87,2099171200.0
600115,中国东航,4.38,4.4,4.29,4.36,4.42,-1.36,615238311.0
600118,中国卫星,94.0,103.12,93.07,99.5,96.3,3.32,7352043695.0
600150,中国船舶,38.8,39.3,38.08,38.41,38.8,-1.01,4175744739.0
600160,巨化股份,35.05,36.2,34.91,35.88,35.05,2.37,1684272760.0
