代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.93,10.95,10.88,10.91,10.91,0.0,657487700.0
000010,*ST美丽,3.52,3.6,3.47,3.58,3.46,3.47,70797058.0
000021,深科技,32.5,34.58,32.3,33.77,32.29,4.58,7615961672.0
000063,中兴通讯,37.48,38.0,37.24,37.77,37.16,1.64,3111933418.0
000100,TCL科技,4.66,4.82,4.66,4.8,4.56,5.26,3480753946.0
000166,申万宏源,5.05,5.06,5.01,5.01,5.02,-0.2,387282618.0
000301,东方盛虹,12.85,13.2,12.66,13.11,12.56,4.38,404192015.0
000333,美的集团,80.2,80.6,79.52,79.52,79.05,0.59,2020103221.0
000338,潍柴动力,27.28,29.15,27.03,29.1,26.79,8.62,5317996489.0
000408,藏格矿业,84.58,84.58,83.13,83.6,82.82,0.94,1045440138.0
000425,徐工机械,11.9,12.83,11.85,12.66,11.79,7.38,1884363139.0
000538,云南白药,56.49,56.84,56.29,56.61,56.5,0.19,327873510.0
000568,泸州老窖,116.85,117.52,112.48,112.5,116.25,-3.23,1429254116.0
000617,中油资本,8.79,8.95,8.76,8.93,8.74,2.17,528116186.0
000630,铜陵有色,7.25,7.68,7.21,7.51,7.05,6.52,4923230913.0
000636,风华高科,23.4,23.4,23.4,23.4,21.27,10.01,640008205.0
000651,格力电器,38.6,38.65,38.38,38.43,38.37,0.16,968711848.0
000657,中钨高新,54.66,55.26,53.08,53.48,52.41,2.04,3425185002.0
000725,京东方Ａ,4.22,4.3,4.21,4.28,4.18,2.39,2307072937.0
000776,广发证券,21.11,21.23,20.93,20.99,21.13,-0.66,743269408.0
000792,盐湖股份,34.87,35.83,34.51,35.66,33.66,5.94,3733855537.0
000807,云铝股份,30.78,31.06,30.24,30.38,30.2,0.6,1397388373.0
000838,*ST发展,2.58,2.67,2.57,2.65,2.57,3.11,79795842.0
000858,五 粮 液,108.18,109.19,105.0,105.16,106.06,-0.85,2233159175.0
000895,双汇发展,26.38,26.55,26.3,26.38,26.41,-0.11,207043051.0
000938,紫光股份,25.99,25.99,25.2,25.46,25.5,-0.16,1100889949.0
000958,电投产融,6.43,6.49,6.43,6.47,6.41,0.94,138179889.0
000977,浪潮信息,65.9,66.36,63.27,63.39,65.33,-2.97,3750850085.0
000988,华工科技,80.1,82.42,79.46,82.42,74.93,10.0,5984318894.0
001280,中国铀业,91.65,92.35,88.08,88.55,89.0,-0.51,1460021630.0
001289,龙源电力,15.75,15.97,15.7,15.91,15.57,2.18,124260671.0
001309,德明利,254.0,258.86,250.0,255.99,249.29,2.69,2082400173.0
001389,广合科技,98.61,104.0,98.09,102.06,97.62,4.55,790189019.0
002001,新 和 成,29.67,29.98,29.27,29.59,29.43,0.54,1041742489.0
002008,大族激光,54.73,59.4,54.53,58.83,54.5,7.94,3520683265.0
002027,分众传媒,7.29,7.31,7.15,7.28,7.28,0.0,1235347258.0
002028,思源电气,214.92,228.62,212.93,224.08,212.63,5.38,1924666385.0
002049,紫光国微,78.28,79.15,77.6,78.83,77.49,1.73,1286158581.0
002050,三花智控,55.02,55.02,52.36,52.73,53.48,-1.4,7576283108.0
002080,中材科技,49.17,52.08,49.12,51.74,47.81,8.22,3861666574.0
002102,ST能特,3.43,3.49,3.42,3.47,3.41,1.76,79372732.0
002142,宁波银行,31.44,31.47,30.96,31.19,31.2,-0.03,639293541.0
002156,通富微电,49.0,49.8,48.05,49.16,48.51,1.34,4051653906.0
002179,中航光电,34.52,35.02,34.44,34.88,34.29,1.72,898599974.0
002185,华天科技,14.35,14.87,14.33,14.64,14.35,2.02,3271172690.0
002202,金风科技,25.23,26.65,25.03,26.08,24.9,4.74,5985785736.0
002230,科大讯飞,58.4,58.45,55.86,57.16,57.12,0.07,4223020218.0
002241,歌尔股份,26.46,26.88,26.18,26.7,26.16,2.06,2107409418.0
002281,光迅科技,71.74,74.99,71.5,73.34,70.02,4.74,3636075142.0
002311,海大集团,53.41,53.88,52.61,53.19,53.28,-0.17,335728463.0
002352,顺丰控股,37.96,38.04,37.61,37.65,37.84,-0.5,957130534.0
002353,杰瑞股份,98.01,106.8,97.7,103.7,98.41,5.38,2050826666.0
002371,北方华创,491.8,494.0,476.03,487.33,486.12,0.25,3294753842.0
002379,宏桥控股,30.72,30.94,29.2,29.6,30.11,-1.69,749392520.0
002384,东山精密,80.38,81.0,78.0,78.91,77.98,1.19,4296168849.0
002409,雅克科技,92.0,94.38,91.62,92.61,90.15,2.73,1005704184.0
002415,海康威视,32.58,32.89,32.27,32.34,32.38,-0.12,1240962279.0
002428,云南锗业,36.89,37.45,36.3,36.68,35.03,4.71,1742215761.0
002460,赣锋锂业,69.21,70.4,68.63,69.99,66.32,5.53,3704544561.0
002463,沪电股份,70.01,72.91,68.98,72.36,69.17,4.61,5106764883.0
002466,天齐锂业,52.6,53.31,52.28,53.31,51.24,4.04,2246685558.0
002475,立讯精密,51.41,51.49,50.51,50.63,50.8,-0.33,4300015328.0
002484,江海股份,30.86,32.1,30.67,31.18,30.24,3.11,966822742.0
