排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,种子,BK1518,4366.44,554.53,14.55,58561355000,13.74,10,0,万向德农,10.0
2,种植业,BK1261,2651.58,280.48,11.83,151490408000,8.68,21,0,万向德农,10.0
3,食用菌,BK1517,1461.09,151.5,11.57,13740140000,12.6,4,0,华绿生物,20.0
4,其他养殖,BK1510,960.87,88.73,10.17,10043131000,2.97,3,0,天山生物,20.04
5,粮食种植,BK1515,1003.66,90.96,9.97,36853211000,5.21,2,0,北大荒,9.97
6,其他种植业,BK1516,958.24,65.59,7.35,42335701000,5.08,5,0,亚盛集团,9.88
7,农业综合Ⅲ,BK1506,2331.82,152.88,7.02,10530172000,5.32,3,0,润农节水,11.6
8,农业综合Ⅱ,BK1257,2331.82,152.88,7.02,10530172000,5.32,3,0,润农节水,11.6
9,农林牧渔,BK0433,14669.19,672.61,4.81,1244566032000,5.01,102,12,金健米业,10.06
10,粮油加工,BK1504,1435.15,62.94,4.59,164515961000,7.87,9,0,金健米业,10.06
11,复合肥,BK1433,3336.43,144.46,4.53,80641711000,4.1,10,0,红四方,10.02
12,其他农产品加工,BK1505,2505.06,94.3,3.91,80163018000,4.82,12,1,中粮糖业,9.99
13,农产品加工,BK1256,2335.6,87.64,3.9,289134432000,5.36,26,2,金健米业,10.06
14,畜禽饲料,BK1508,1909.98,67.75,3.68,76450394000,3.94,8,1,播恩集团,10.03
15,肉制品,BK1580,2730.37,94.41,3.58,118264340000,4.24,7,0,金字火腿,9.97
16,光伏加工设备,BK1317,6998.89,234.46,3.47,235134720000,2.75,9,2,迈为股份,13.6
17,超市,BK1552,1728.71,57.72,3.45,70022802000,3.11,6,1,家家悦,9.96
18,机器人,BK1408,10475.2,348.58,3.44,329243232000,5.97,17,4,新睿电子,19.61
19,油气及炼化工程,BK1572,1827.94,59.71,3.38,71885284000,3.51,6,0,海油工程,7.31
20,养殖业,BK1259,3923.0,127.65,3.36,498228704000,2.88,19,3,天山生物,20.04
21,氮肥,BK1432,1915.33,56.58,3.04,93541682000,3.38,6,0,赤天化,9.97
22,水产养殖,BK1514,665.97,19.33,2.99,12250713000,6.88,4,0,国联水产,6.85
23,生猪养殖,BK1512,4054.86,116.52,2.96,419821104000,2.69,10,1,天邦食品,10.13
24,果蔬加工,BK1503,3183.17,87.91,2.84,44455458000,4.57,5,1,中基健康,7.42
25,渔业,BK1260,984.13,25.47,2.66,18017985000,6.7,6,1,国联水产,6.85
26,饲料,BK1258,3384.68,86.93,2.64,196555956000,3.65,15,2,播恩集团,10.03
27,油服工程,BK1275,1939.15,43.99,2.32,235227325000,2.07,13,1,海油工程,7.31
28,烘焙食品,BK1582,734.22,16.55,2.31,40011908000,1.55,7,2,桂发祥,10.04
29,动物保健Ⅲ,BK1501,4582.21,101.81,2.27,60356928000,1.79,9,3,大禹生物,6.31
30,动物保健Ⅱ,BK1254,4582.21,101.81,2.27,60356928000,1.79,9,3,大禹生物,6.31
31,农化制品,BK0731,1683.8,37.05,2.25,935256128000,2.74,52,8,红四方,10.02
32,海洋捕捞,BK1513,1057.97,22.88,2.21,5767271000,5.78,2,1,中水渔业,5.45
33,磷肥及磷化工,BK1435,3208.37,64.02,2.04,205591002000,2.63,7,2,川金诺,6.41
34,半导体材料,BK1325,14570.76,288.62,2.02,1175625248000,8.86,20,11,有研硅,13.43
35,无机盐,BK1422,3129.53,61.56,2.01,141007648000,3.24,8,1,红星发展,10.01
36,宠物食品,BK1507,1544.79,30.12,1.99,30713240000,2.85,4,0,路斯股份,4.64
37,面板,BK1335,3446.8,65.32,1.93,925117024000,5.19,28,14,骏成科技,20.0
38,煤化工,BK1419,1899.8,34.29,1.84,250590208000,2.14,8,1,金牛化工,9.97
39,定制家居,BK1539,7160.22,125.69,1.79,73888343000,2.1,10,5,王力安防,9.96
