序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688826,N频准,1152.0,516.44,965.12,61874.0,7272152465.0,107.02,1300.0,1100.0,1100.0,186.88,,81.22,412.3,20.61,46080000000.0,8775661824.0,-0.26,0.17,516.44,516.44
2,920087,秋乐种业,15.61,29.98,3.6,326268.0,468511129.17,33.14,15.61,11.63,11.65,12.01,3.76,19.89,-81.07,4.87,2578772000.0,2560760011.0,0.0,0.0,33.88,-1.7
3,920403,康农种业,23.65,24.47,4.65,127787.0,280501174.84,28.68,24.06,18.61,18.61,19.0,5.91,19.66,86.26,4.75,2584878496.0,1537319484.0,-0.21,-0.5,21.59,15.14
4,300313,天山生物,12.88,20.04,2.15,150723.0,187806821.8,9.32,12.88,11.88,11.88,10.73,1.27,7.64,185.53,84.06,3088353443.0,2541903922.0,0.0,0.0,31.29,60.4
5,300189,神农种业,6.23,20.04,1.04,3909785.0,2291043062.88,17.92,6.23,5.3,5.37,5.19,3.02,44.12,-245.45,9.27,6379520000.0,5521340142.0,0.0,0.0,17.11,-16.26
6,300598,诚迈科技,34.6,20.01,5.77,235455.0,768504945.57,23.38,34.6,27.86,28.76,28.83,5.13,10.85,-54.99,5.32,7507568239.0,7505465735.0,0.0,0.0,-7.44,-24.73
7,300684,中石科技,97.0,20.0,16.17,502223.0,4847927867.69,6.05,97.0,92.11,96.62,80.83,4.72,24.55,112.12,14.45,29052394631.0,19843792169.0,0.0,0.0,47.39,100.08
8,301129,瑞纳智能,26.46,20.0,4.41,110819.0,278797248.94,14.97,26.46,23.16,23.16,22.05,2.18,16.42,155.2,1.97,3595051404.0,1785322350.0,0.0,0.0,-9.35,12.07
9,300970,华绿生物,21.66,20.0,3.61,111300.0,230669295.25,21.05,21.66,17.86,17.89,18.05,2.85,9.09,7.82,2.04,3437178831.0,2652930078.0,0.0,0.0,-6.88,40.01
10,688112,鼎阳科技,69.83,20.0,11.64,50551.0,331862557.0,15.07,69.83,61.06,61.95,58.19,1.76,3.17,60.71,7.01,11144650340.0,11144650340.0,0.0,0.0,-3.42,89.81
11,688152,麒麟信安,34.98,20.0,5.83,69212.0,225672003.0,23.22,34.98,28.21,29.02,29.15,6.22,6.79,-103.29,2.94,3564394698.0,3564394698.0,0.0,0.0,-6.55,-13.31
