序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301707,N展芯,116.52,396.89,93.07,214773.0,2501530168.35,98.17,129.9,106.88,108.0,23.45,,79.39,241.26,20.36,47911850644.0,3152164757.0,0.02,0.2,396.89,396.89
2,920178,锐翔智能,110.02,20.21,18.5,32340.0,333149507.18,25.14,114.86,91.85,92.0,91.52,2.53,16.8,55.51,7.75,7254506791.0,2118458644.0,0.01,0.01,273.33,273.33
3,300986,志特新材,14.8,20.03,2.47,815612.0,1096398357.11,24.49,14.8,11.78,12.38,12.33,1.33,14.18,55.33,3.89,8520698047.0,8514691200.0,0.0,0.0,-9.15,86.63
4,300363,博腾股份,20.44,20.02,3.41,731711.0,1383423818.1,20.02,20.44,17.03,17.03,17.03,2.68,14.77,99.66,2.09,11107958077.0,10129129401.0,0.0,0.0,24.18,-11.71
5,688073,毕得医药,61.6,20.01,10.27,55640.0,323122052.0,20.07,61.6,51.3,51.4,51.33,2.56,6.12,29.89,2.8,5598389597.0,5598389597.0,0.0,0.0,12.61,2.75
6,688137,近岸蛋白,46.72,20.01,7.79,39262.0,171227019.0,20.96,46.72,38.56,38.8,38.93,2.67,5.62,-77.01,1.62,3266543404.0,3266543404.0,0.0,0.0,-8.18,16.65
7,301234,五洲医疗,83.62,20.01,13.94,74061.0,548745851.51,22.99,83.62,67.6,69.0,69.68,1.29,18.44,176.57,7.53,5686160000.0,3359066659.0,0.0,1.73,107.91,97.68
8,301366,一博科技,53.33,20.0,8.89,201953.0,1022173808.84,19.8,53.33,44.53,44.7,44.44,1.35,17.26,87.53,5.07,11174565599.0,6239415879.0,0.0,0.0,31.65,51.63
9,300916,朗特智能,26.4,20.0,4.4,169583.0,416363572.51,20.91,26.4,21.8,21.97,22.0,5.12,18.15,797.24,2.88,3818601785.0,2466176777.0,0.0,0.0,-28.03,-18.72
10,688419,耐科装备,49.67,20.0,8.28,78257.0,354893417.0,22.76,49.67,40.25,41.37,41.39,1.65,6.83,99.32,5.65,5689781399.0,5689781399.0,0.0,0.0,12.5,80.03
11,301047,义翘神州,107.88,20.0,17.98,138727.0,1370944799.75,21.88,107.88,88.21,88.85,89.9,1.9,11.6,102.05,2.53,13122171727.0,12900357393.0,0.0,0.0,56.35,62.47
12,301080,百普赛斯,64.75,20.0,10.79,148874.0,915450283.25,21.13,64.75,53.35,53.96,53.96,2.26,11.74,58.68,4.16,10857219006.0,8212718801.0,0.0,0.0,46.93,21.25
13,688020,方邦股份,146.16,20.0,24.36,63315.0,862235783.0,17.34,146.16,125.04,126.01,121.8,1.24,7.68,-173.92,9.15,12044022480.0,12044022480.0,0.0,0.0,-7.49,114.88
14,688265,南模生物,42.9,20.0,7.15,38674.0,157960559.0,20.64,42.9,35.52,35.8,35.75,4.09,4.96,1223.11,1.96,3344634708.0,3344634708.0,0.0,0.0,8.53,4.92
15,688046,药康生物,33.31,19.99,5.55,158683.0,499948527.0,20.06,33.31,27.74,27.78,27.76,1.53,3.87,72.52,6.2,13663302322.0,13663302322.0,0.0,0.0,61.93,119.58
16,301008,宏昌科技,41.41,19.99,6.9,25570.0,105885825.51,0.0,41.41,41.41,41.41,34.51,0.48,2.21,944.02,3.6,5423187520.0,4788682795.0,0.0,0.0,36.04,20.13
17,301230,泓博医药,32.42,19.99,5.4,254695.0,757602236.49,20.13,32.42,26.98,27.12,27.02,2.01,15.65,61.67,5.85,5866111305.0,5276287534.0,0.0,0.0,4.31,42.13
18,688693,锴威特,93.38,19.99,15.56,7270.0,67890902.0,0.0,93.38,93.38,93.38,77.82,0.31,1.87,-95.48,8.86,6880631623.0,3632894179.0,0.0,0.0,-33.3,149.41
19,300489,光智科技,240.0,18.81,38.0,192879.0,4337904698.67,18.01,242.4,206.01,206.01,202.0,1.22,13.91,542.78,43.84,33397880400.0,33275635440.0,1.44,2.59,93.74,372.44
20,688105,诺唯赞,23.22,18.59,3.64,259978.0,564355652.0,20.38,23.39,19.4,19.69,19.58,2.58,5.03,717.68,3.33,12004393186.0,12004393186.0,-0.09,-0.43,57.1,54.59
21,300725,药石科技,47.5,18.39,7.38,478728.0,2127551288.52,19.29,47.86,40.12,40.26,40.12,2.88,23.62,56.79,2.04,11105848698.0,9628886595.0,0.19,0.3,27.01,24.09
22,301093,华兰股份,84.23,18.0,12.85,123741.0,960307399.43,21.17,85.0,69.89,72.13,71.38,1.79,6.08,7361.64,8.18,17952055548.0,17139458752.0,0.0,-0.17,2.08,114.49
23,300400,劲拓股份,30.7,17.76,4.63,350097.0,1034721219.29,18.53,31.28,26.45,26.45,26.07,2.28,14.44,72.95,10.49,7469893300.0,7444971040.0,0.0,-0.23,-2.17,58.33
24,688813,泰金新能,128.99,17.69,19.39,96315.0,1170355846.0,21.32,131.52,108.15,111.5,109.6,2.61,32.02,95.16,12.06,20638400000.0,3879629134.0,0.17,0.42,-2.65,400.35
25,300649,杭州园林,24.41,17.64,3.66,119366.0,279131036.4,20.82,24.9,20.58,20.75,20.75,2.2,11.25,-85.85,7.43,3232289426.0,2590241861.0,0.41,-0.73,10.95,70.58
26,688293,奥浦迈,63.22,17.6,9.46,77952.0,460077271.0,19.44,63.65,53.2,53.5,53.76,2.05,6.65,57.29,2.94,8989517261.0,7407215428.0,-0.43,-0.27,36.81,29.55
27,688131,皓元医药,94.5,17.58,14.13,123287.0,1098471901.0,18.66,95.0,80.0,80.0,80.37,2.83,5.78,74.26,6.48,20150621694.0,20150621694.0,0.0,0.19,35.68,31.38
