代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.25,11.28,11.11,11.14,11.25,-0.98,1136724107.4
000021,深科技,31.49,34.99,31.38,34.61,32.31,7.12,5575765447.17
000063,中兴通讯,37.85,38.9,37.7,38.83,38.09,1.94,4674427091.92
000100,TCL科技,4.26,4.37,4.25,4.37,4.27,2.34,2383604970.98
000166,申万宏源,4.78,4.78,4.7,4.75,4.78,-0.63,468597257.52
000301,东方盛虹,12.89,13.05,12.66,12.83,12.95,-0.93,304237481.0
000333,美的集团,79.96,80.95,79.63,80.38,80.09,0.36,2636662836.83
000338,潍柴动力,32.01,34.49,31.76,34.34,32.7,5.02,4686018541.37
000408,藏格矿业,90.02,92.88,90.02,91.11,88.02,3.51,1914330787.43
000425,徐工机械,10.38,10.68,10.28,10.52,10.47,0.48,1318851526.78
000538,云南白药,52.05,52.09,51.56,51.65,51.81,-0.31,529688935.79
000568,泸州老窖,94.79,95.18,92.22,92.7,94.78,-2.19,1100847345.66
000617,中油资本,9.14,9.27,9.13,9.21,9.19,0.22,783855923.1
000630,铜陵有色,7.03,7.2,6.93,6.98,6.89,1.31,2767225940.4
000636,风华高科,28.88,29.77,28.6,29.57,29.45,0.41,2572940725.23
000651,格力电器,40.29,40.56,40.08,40.3,40.34,-0.1,1360917807.52
000657,中钨高新,59.33,63.3,59.09,62.46,59.68,4.66,6227342107.42
000725,京东方Ａ,4.17,4.23,4.15,4.23,4.17,1.44,2678779218.26
000776,广发证券,20.98,21.05,20.61,20.85,21.03,-0.86,913754988.9
000792,盐湖股份,37.15,37.67,36.47,36.69,37.05,-0.97,4188967493.52
000807,云铝股份,31.63,31.9,31.22,31.83,31.16,2.15,2152229835.4
000838,*ST发展,1.98,2.07,1.93,2.02,1.98,2.02,103523366.87
000858,五 粮 液,90.57,90.83,88.74,89.15,90.56,-1.56,4173652012.86
000895,双汇发展,26.8,26.89,26.46,26.58,26.85,-1.01,287844959.67
000938,紫光股份,30.6,33.16,30.35,32.91,30.69,7.23,7568339934.67
000958,电投产融,6.28,6.35,6.24,6.3,6.26,0.64,266932676.5
000977,浪潮信息,72.66,77.58,72.11,77.38,73.13,5.81,7563430957.17
000988,华工科技,140.0,143.62,136.8,142.1,144.16,-1.43,13639583875.0
001280,中国铀业,84.71,86.99,83.58,85.69,85.12,0.67,1062142294.25
001289,龙源电力,17.87,18.19,17.8,17.86,17.8,0.34,201006185.92
001309,德明利,595.24,679.8,595.24,679.8,618.0,10.0,10833359297.59
001389,广合科技,187.88,197.32,186.35,194.78,190.68,2.15,1824469514.54
002001,新 和 成,33.2,33.63,32.6,32.92,33.5,-1.73,1099587354.23
002008,大族激光,138.32,148.13,137.35,148.13,134.66,10.0,6410208165.13
002027,分众传媒,6.01,6.09,6.01,6.03,6.03,0.0,725875362.26
002028,思源电气,199.94,208.0,195.4,207.2,198.35,4.46,2876469630.01
002049,紫光国微,78.16,82.05,77.53,82.0,79.59,3.03,3374391871.9
002050,三花智控,50.4,51.67,49.6,51.5,50.92,1.14,7277939385.26
002080,中材科技,64.3,67.88,62.59,66.91,65.99,1.39,3725442235.81
002142,宁波银行,31.91,32.35,31.9,32.05,31.91,0.44,683016732.18
002156,通富微电,57.89,61.0,56.93,60.86,59.48,2.32,8842054655.59
002179,中航光电,40.82,42.5,40.71,41.9,40.85,2.57,3625241259.32
002185,华天科技,14.08,14.75,13.91,14.63,14.43,1.39,3578676130.86
002202,金风科技,27.07,27.94,26.88,27.8,27.27,1.94,4870902978.7
002230,科大讯飞,48.59,49.6,48.12,49.4,48.83,1.17,2582084143.52
002241,歌尔股份,25.1,26.14,24.96,26.14,25.26,3.48,4174636331.39
002281,光迅科技,196.01,203.7,191.18,197.97,201.5,-1.75,15575305525.48
002311,海大集团,46.03,46.05,44.9,45.62,45.91,-0.63,710512122.09
002352,顺丰控股,36.96,36.99,36.34,36.66,36.96,-0.81,1027254742.23
002353,杰瑞股份,142.88,151.7,139.81,148.95,143.8,3.58,2591138111.66
002371,北方华创,570.99,588.0,550.5,581.0,581.45,-0.08,7878763219.16
002379,宏桥控股,22.72,22.95,22.1,22.82,22.72,0.44,812015143.42
002384,东山精密,213.0,225.66,212.9,220.75,219.46,0.59,17257179854.19
002409,雅克科技,91.99,103.25,91.35,103.25,93.86,10.0,2335890092.74
002415,海康威视,34.5,34.69,33.79,34.49,34.56,-0.2,2469167517.89
002428,云南锗业,100.0,105.1,97.1,101.51,101.42,0.09,10910520704.99
002460,赣锋锂业,83.66,84.3,81.58,82.99,83.65,-0.79,4859695855.95
002463,沪电股份,106.53,112.88,106.15,112.58,108.68,3.59,7823612297.51
002466,天齐锂业,74.01,76.2,73.6,74.38,74.75,-0.49,5724658841.0
002475,立讯精密,75.75,81.78,75.11,80.15,77.19,3.83,18021923741.57
002484,江海股份,44.05,48.52,43.45,47.29,44.35,6.63,2142357935.15
002493,荣盛石化,13.45,13.76,13.14,13.37,13.44,-0.52,869655489.66
002594,比亚迪,99.23,99.25,97.81,98.6,99.23,-0.63,4481395883.54
002600,领益智造,14.84,15.38,14.73,15.37,14.96,2.74,2620545408.74
002602,世纪华通,15.16,15.2,14.9,15.07,15.24,-1.12,2115494968.01
002648,卫星化学,27.36,28.33,27.14,27.81,27.63,0.65,1336865450.29
002653,海思科,55.08,55.8,54.0,55.57,55.21,0.65,197367979.7
002709,天赐材料,57.73,58.48,57.02,57.92,58.59,-1.14,5639859398.39
002714,牧原股份,42.79,43.08,42.3,42.38,42.93,-1.28,1650881392.06
002736,国信证券,10.78,10.82,10.69,10.75,10.82,-0.65,362365251.4
002816,*ST和科,24.81,25.78,24.58,25.66,24.67,4.01,93509060.0
002837,英维克,99.0,107.2,97.8,106.38,99.99,6.39,7214498401.9
002851,麦格米特,124.42,137.86,123.8,137.86,125.33,10.0,3806804835.18
002916,深南电路,327.18,350.7,325.01,348.5,329.79,5.67,4061781703.2
002938,鹏鼎控股,78.2,87.23,78.0,87.23,79.3,10.0,3373864103.9
003816,中国广核,4.77,4.86,4.74,4.83,4.77,1.26,770032494.12
159516,半导体设备ETF国泰,1.097,1.173,1.096,1.169,1.123,4.1,2327766138.888
159558,半导体设备ETF易方达,2.568,2.753,2.568,2.739,2.628,4.22,872145698.025
300014,亿纬锂能,68.0,68.83,67.33,68.5,68.09,0.6,4153265940.0
300015,爱尔眼科,10.54,10.99,10.45,10.89,10.56,3.13,1305257635.0
300033,同花顺,249.5,251.4,243.2,250.98,251.92,-0.37,4045057310.0
300054,鼎龙股份,64.0,73.99,63.7,73.39,64.89,13.1,3781409706.0
300059,东方财富,21.12,21.24,20.81,21.08,21.27,-0.89,7861157738.0
300124,汇川技术,75.37,76.77,73.78,76.46,75.45,1.34,3824393136.0
300136,信维通信,108.55,114.88,108.55,113.7,109.3,4.03,9787092618.0
300223,北京君正,142.68,149.49,138.92,148.65,146.83,1.24,5670965604.0
300274,阳光电源,139.5,142.98,139.4,142.65,139.85,2.0,7881485852.0
300285,国瓷材料,40.92,42.9,40.0,42.6,41.01,3.88,3319421696.0
300308,中际旭创,999.68,1052.2,991.12,1049.2,1017.99,3.07,26467945093.0
300394,天孚通信,342.45,383.79,342.3,378.19,342.45,10.44,26396649403.0
300408,三环集团,87.45,91.79,86.96,90.69,88.21,2.81,3058934590.0
300433,蓝思科技,30.09,33.14,29.89,32.69,30.48,7.25,5769478260.0
300442,润泽科技,90.9,105.0,90.01,101.62,91.38,11.21,11020586150.0
300475,香农芯创,181.46,195.44,178.96,194.64,184.61,5.43,9251656121.0
300476,胜宏科技,370.0,389.5,369.88,387.4,375.43,3.19,17754471231.0
300498,温氏股份,15.4,15.45,14.99,15.08,15.4,-2.08,1185989403.0
300502,新易盛,585.11,630.79,582.18,628.99,592.52,6.16,25757402082.0
300555,ST路通,14.66,14.66,14.39,14.47,14.62,-1.03,29775411.0
300567,精测电子,160.22,170.48,157.27,168.85,165.41,2.08,2044314293.0
300604,长川科技,210.12,228.0,202.81,228.0,213.08,7.0,8787811300.0
300620,光库科技,252.97,279.87,251.1,276.88,261.58,5.85,5034001452.0
300661,圣邦股份,102.0,105.21,101.81,104.71,103.38,1.29,3273826399.0
300666,江丰电子,177.04,187.27,174.09,186.25,181.77,2.46,2515239696.0
300750,宁德时代,431.01,436.58,427.08,434.05,431.25,0.65,13668347813.0
300751,迈为股份,275.81,279.88,260.0,272.38,275.8,-1.24,4094091880.0
300757,罗博特科,497.99,547.77,497.8,539.67,510.09,5.8,4320151746.0
300760,迈瑞医疗,166.3,167.25,164.22,165.94,166.39,-0.27,1175652869.0
300857,协创数据,266.0,301.9,266.0,300.99,270.57,11.24,10548512144.0
300999,金龙鱼,28.32,28.52,28.15,28.38,28.33,0.18,269155926.0
301165,锐捷网络,100.14,104.43,98.5,103.99,102.69,1.27,1116071030.0
301200,大族数控,206.42,240.0,205.5,233.97,210.2,11.31,2330455202.0
