序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,301655,N绿控,32.49,282.24,23.99,355160.0,1325174224.27,139.29,43.79,31.95,40.0,8.5,,78.98,63.08,9.96,14802711555.0,1461016428.0,0.0,0.06,282.24,282.24
2,920344,三元基因,24.76,29.97,5.71,55575.0,134015324.25,10.24,24.76,22.81,23.0,19.05,2.68,4.89,705.57,4.81,3016015600.0,2815909217.0,0.0,0.0,27.43,5.59
3,688276,百克生物,18.71,20.01,3.12,64896.0,121420828.0,0.0,18.71,18.71,18.71,15.59,3.02,1.57,-556.94,2.01,7739533659.0,7739533659.0,0.0,0.0,17.01,-0.8
4,301166,优宁维,34.06,20.01,5.68,55744.0,184690587.2,13.0,34.06,30.37,30.49,28.38,2.51,9.88,-86.36,1.51,2934898020.0,1921681140.0,0.0,0.0,21.21,17.08
5,300710,万隆光电,32.27,20.01,5.38,66026.0,201260048.26,20.04,32.27,26.88,27.16,26.89,3.17,8.85,-88.13,7.41,3210551981.0,2406697020.0,0.0,0.0,-17.32,3.6
6,300006,莱美药业,5.94,20.0,0.99,560066.0,332679162.42,0.0,5.94,5.94,5.94,4.95,2.19,5.3,-104.45,3.6,6272112558.0,6271576134.0,0.0,0.0,2.77,15.56
7,688433,华曙高科,103.25,20.0,17.21,109614.0,1071039365.0,18.31,103.25,87.5,88.0,86.04,1.7,2.64,2543.53,20.02,42908381728.0,42908381728.0,0.0,0.0,3.39,56.16
8,300363,博腾股份,24.48,20.0,4.08,545417.0,1283285641.58,14.07,24.48,21.61,22.4,20.4,1.5,11.01,119.36,2.51,13303464468.0,12131168676.0,0.0,0.0,65.85,5.75
9,688114,华大智造,69.11,20.0,11.52,69097.0,467601061.0,8.87,69.11,64.0,64.0,57.59,0.54,1.66,-68.42,4.06,28785431472.0,28724716195.0,0.0,0.0,31.66,13.74
10,688137,近岸蛋白,67.49,20.0,11.25,23113.0,155992742.0,0.0,67.49,67.49,67.49,56.24,0.3,3.31,-111.24,2.33,4718728903.0,4718728903.0,0.0,0.0,51.73,68.51
11,688185,康希诺,64.43,20.0,10.74,32995.0,212586914.0,0.0,64.43,64.43,64.43,53.69,1.31,2.88,-98.44,3.23,15917032098.0,7369046011.0,0.0,0.0,6.69,2.51
12,300142,沃森生物,15.12,20.0,2.52,670884.0,1014376471.92,0.0,15.12,15.12,15.12,12.6,0.97,4.25,54.62,3.35,24182149940.0,23846327392.0,0.0,0.0,15.16,40.52
13,300765,石药创新,51.78,20.0,8.63,645222.0,3228159926.11,14.11,51.78,45.69,49.96,43.15,2.28,4.59,28.83,18.48,72729822640.0,72729822640.0,0.0,0.0,89.74,43.55
14,300841,康华生物,60.31,20.0,10.05,84650.0,506960588.49,4.6,60.31,58.0,59.78,50.26,1.57,6.96,27.76,2.17,7837097479.0,7332208394.0,0.0,0.0,28.57,-15.96
15,688356,键凯科技,89.45,20.0,14.91,5802.0,51894775.0,0.0,89.45,89.45,89.45,74.54,0.31,0.96,60.51,4.11,5425205115.0,5425205115.0,0.0,0.0,16.38,9.23
16,688426,康为世纪,22.87,19.99,3.81,21298.0,47767775.0,14.59,22.87,20.09,20.5,19.06,1.44,1.9,-41.9,1.92,2572731285.0,2566644480.0,0.0,0.0,19.99,-4.03
17,300009,安科生物,10.15,19.98,1.69,2007285.0,1966375312.99,9.93,10.15,9.31,9.4,8.46,4.85,16.32,25.3,3.92,16957612186.0,12487009405.0,0.0,0.0,26.56,8.91
18,688105,诺唯赞,25.52,19.98,4.25,127543.0,323206291.0,2.91,25.52,24.9,25.0,21.27,0.68,2.47,788.77,3.66,13193458833.0,13193458833.0,0.0,0.0,69.23,69.91
19,300601,康泰生物,14.47,19.98,2.41,1022693.0,1447691315.49,7.96,14.47,13.51,13.51,12.06,5.85,11.36,121.19,1.77,16161980963.0,13028747368.0,0.0,0.0,12.78,-1.83
20,688658,悦康药业,15.49,19.98,2.58,132671.0,205507689.0,0.0,15.49,15.49,15.49,12.91,0.93,2.95,-52.64,2.12,6970500000.0,6970500000.0,0.0,0.0,-16.94,-31.49
21,300122,智飞生物,14.48,19.97,2.41,616556.0,892674491.08,0.17,14.48,14.46,14.47,12.07,2.17,4.36,-22.32,2.24,34662075537.0,20479154471.0,0.0,0.0,5.08,-23.26
22,300109,新开源,15.98,19.97,2.66,868611.0,1362583744.04,9.01,15.98,14.78,14.98,13.32,11.33,16.78,35.59,2.56,9218167285.0,8269738481.0,0.0,0.0,11.9,14.88
23,688238,和元生物,8.04,19.11,1.29,985484.0,782429258.0,8.59,8.1,7.52,7.6,6.75,3.29,15.22,-24.58,3.85,5218255068.0,5205362124.0,-0.62,-0.62,35.58,20.72
24,688143,长盈通,149.5,18.41,23.24,280104.0,4030186627.0,20.24,151.51,125.96,129.29,126.26,1.34,22.89,815.97,14.27,19252729899.0,18294976687.0,0.32,0.2,0.36,198.05
25,300570,太辰光,213.4,18.38,33.13,393069.0,7949703268.32,19.71,216.2,180.66,184.12,180.27,1.62,20.45,137.45,29.05,48468873418.0,41013943093.0,0.01,-0.35,32.58,86.29
26,301047,义翘神州,131.51,17.55,19.63,210248.0,2622872390.35,19.81,134.26,112.1,119.0,111.88,1.45,17.58,124.4,3.08,15996447940.0,15726047468.0,0.18,0.0,102.79,98.06
27,301122,采纳股份,39.0,17.47,5.8,112005.0,426237223.13,19.79,39.84,33.27,33.95,33.2,2.79,14.81,90.92,2.58,4767580662.0,2949985662.0,0.08,0.31,38.89,49.88
28,300112,万讯自控,9.91,16.73,1.42,416854.0,393795183.36,18.26,9.97,8.42,8.52,8.49,2.25,17.54,-973.07,2.89,2853625190.0,2354551060.0,-0.2,-0.3,35.2,15.1
29,688617,惠泰医疗,266.22,16.51,37.73,48877.0,1277040627.0,11.57,271.0,244.57,251.31,228.49,3.17,3.45,35.06,12.2,37677893508.0,37677893508.0,0.46,-0.49,21.7,9.88
30,300676,华大基因,43.78,16.44,6.18,477085.0,2096420694.75,10.82,45.12,41.05,42.15,37.6,4.67,11.47,-480.91,2.17,18313921544.0,18214053891.0,-0.05,0.3,19.19,-3.48
31,301093,华兰股份,82.96,16.17,11.55,126943.0,1016860636.01,16.8,84.5,72.5,78.52,71.41,2.61,6.24,7250.64,8.05,17681378704.0,16881034050.0,0.0,0.11,-14.39,111.26
32,301207,华兰疫苗,20.25,15.78,2.76,291102.0,573308905.47,9.49,20.36,18.7,18.88,17.49,5.77,4.85,81.43,2.31,12170806875.0,12163125038.0,0.0,0.15,16.65,13.51
33,688536,思瑞浦,309.94,15.31,41.14,95244.0,2891050680.0,10.79,315.0,286.0,286.0,268.8,2.59,7.02,69.53,6.46,42795115201.0,42043044551.0,-0.02,-0.05,-2.16,94.04
34,688315,诺禾致源,17.1,15.0,2.23,290043.0,504498182.0,11.03,17.84,16.2,16.4,14.87,2.55,6.97,60.42,2.68,7117020000.0,7117020000.0,0.0,0.41,13.77,29.15
35,688670,金迪克,17.43,13.77,2.11,74962.0,132880710.0,14.23,18.38,16.2,16.2,15.32,5.91,6.08,-23.98,1.99,2147376000.0,2147376000.0,0.0,0.06,0.64,-13.84
36,301205,联特科技,299.5,13.45,35.5,103354.0,2973645155.94,13.58,302.5,266.66,271.08,264.0,1.19,12.34,3197.85,24.12,38960307750.0,25081690395.0,-0.1,-0.15,22.85,77.95
37,688266,泽璟制药-U,138.34,12.89,15.8,142758.0,1873797581.0,16.96,143.68,122.9,127.65,122.54,2.08,5.39,28.61,21.28,36619730451.0,36619730451.0,-0.04,0.98,37.27,49.23
38,920009,丹娜生物,39.73,12.81,4.51,16722.0,66678805.84,18.34,42.66,36.2,36.2,35.22,3.87,16.59,42.04,4.61,3080902580.0,400478400.0,-0.2,-0.33,5.25,-26.22
39,300976,达瑞电子,60.0,12.74,6.78,94023.0,547302749.88,14.51,61.51,53.79,54.28,53.22,1.88,7.81,34.55,3.05,11227916700.0,7222540980.0,-0.02,0.05,-8.16,41.01
40,301080,百普赛斯,96.66,12.72,10.91,331231.0,3137719681.82,15.77,102.79,89.27,92.0,85.75,1.52,26.11,87.6,6.21,16207857746.0,12260098831.0,0.13,-0.24,134.67,81.01
41,301081,严牌股份,13.47,12.72,1.52,82398.0,107276671.57,14.81,13.65,11.88,12.01,11.95,2.12,3.67,266.2,2.8,3148120643.0,3023779477.0,0.3,0.52,-32.35,33.63
42,301529,福赛科技,99.15,12.66,11.14,63891.0,607074316.28,18.13,101.96,86.0,89.01,88.01,1.41,10.05,95.51,8.39,11741718184.0,6302635727.0,0.0,0.01,-21.2,22.48
43,300545,联得装备,32.21,12.31,3.53,234962.0,734746108.26,14.44,32.7,28.56,29.15,28.68,3.0,19.65,54.95,2.77,5973710921.0,3850993296.0,0.66,0.47,-7.07,5.3
44,301196,唯科科技,90.34,12.2,9.82,96130.0,840500366.69,12.68,91.52,81.31,81.97,80.52,1.2,8.92,51.98,4.54,14835040543.0,9738263177.0,0.31,0.48,-12.85,48.15
45,688628,优利德,82.34,12.18,8.94,86531.0,689385401.0,14.06,83.6,73.28,74.16,73.4,1.79,7.74,32.87,6.94,9202943196.0,9202943196.0,0.26,0.41,-9.71,165.27
46,300171,东富龙,14.9,11.95,1.59,538797.0,805475105.22,13.0,15.88,14.15,14.8,13.31,2.44,9.58,103.68,1.45,11410837796.0,8383594590.0,0.0,0.07,26.38,-4.61
47,920946,森萱医药,11.2,11.78,1.18,295182.0,362430793.7,19.16,13.02,11.1,12.98,10.02,2.85,6.92,25.41,3.84,4781485408.0,4780015408.0,0.81,-0.36,20.69,7.8
48,688289,圣湘生物,17.45,11.5,1.8,296123.0,508740184.0,14.12,18.31,16.1,16.5,15.65,2.96,5.11,50.82,1.44,10110320705.0,10110320705.0,-0.23,-0.29,6.53,-6.43
49,301335,天元宠物,24.17,11.43,2.48,63347.0,148592648.5,11.25,24.32,21.88,22.12,21.69,1.79,7.17,58.09,1.6,3088875243.0,2136433359.0,-0.04,0.12,6.43,-15.9
50,301550,斯菱智驱,84.03,11.4,8.6,154724.0,1247742692.14,17.19,86.86,73.89,77.09,75.43,1.18,7.54,179.56,15.67,28179355463.0,17247083638.0,0.0,-0.26,-32.57,-11.96
51,688653,康希通信,14.73,11.17,1.48,273857.0,396818802.0,12.75,15.14,13.45,13.87,13.25,2.29,8.66,320.65,4.34,6252590400.0,4660742824.0,0.27,0.2,-5.46,21.23
52,920045,蘅东光,382.05,11.06,38.05,18153.0,673708760.41,14.21,395.58,346.69,353.0,344.0,1.2,6.44,108.25,32.52,36409428802.0,10765614645.0,0.01,0.77,-2.93,73.4
53,301419,阿莱德,40.2,11.05,4.0,113619.0,445109687.49,18.54,42.5,35.79,37.2,36.2,0.93,11.46,121.82,6.52,6030000000.0,3986161650.0,-0.2,-0.07,2.34,50.11
