排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,疫苗,BK1598,4441.0,533.14,13.64,184775022000,4.36,13,0,沃森生物,20.0
2,诊断服务,BK1602,6274.78,576.24,10.11,53789849000,8.68,5,0,贝瑞基因,9.98
3,生物制品,BK1044,1094.44,87.05,8.64,951466400000,3.99,56,2,沃森生物,20.0
4,其他生物制品,BK1596,8700.66,603.35,7.45,680631200000,5.3,37,2,近岸蛋白,20.0
5,医疗研发外包,BK1600,9535.44,595.2,6.66,1014487264000,9.92,27,2,博腾股份,20.0
6,其他医疗服务,BK1599,4408.3,262.15,6.32,22552121000,5.66,5,0,诺禾致源,15.0
7,医疗服务,BK0727,1548.24,88.5,6.06,1284536256000,5.47,52,2,贝瑞基因,9.98
8,白银,BK1616,5151.97,286.36,5.89,118165343000,9.36,3,0,兴业银锡,7.23
9,贵金属,BK0732,2676.92,141.06,5.56,714139200000,5.57,12,0,山东黄金,8.59
10,血液制品,BK1597,4406.39,231.18,5.54,86060179000,1.83,6,0,卫光生物,10.0
11,黄金,BK1617,7071.67,365.79,5.45,595973856000,4.56,9,0,山东黄金,8.59
12,金融信息服务,BK1360,4984.85,255.09,5.39,37605215000,5.53,3,0,翠微股份,8.33
13,体外诊断,BK1603,3481.11,176.33,5.34,294164736000,2.71,39,1,达安基因,9.94
14,通信线缆及配套,BK1592,23835.02,1133.43,4.99,731713168000,7.79,12,1,通鼎互联,9.99
15,电商服务,BK1546,2229.55,103.25,4.86,39538168000,3.17,8,0,狮头股份,10.03
16,医药生物,BK1216,4862.1,206.03,4.42,7175060224000,4.07,471,35,中 关 村,9.98
17,旅游综合,BK1561,1635.04,67.14,4.28,38499915000,2.6,9,0,南京商旅,10.0
18,通信网络设备及器件,BK1591,14428.94,577.02,4.17,3052356176000,3.54,34,3,万隆光电,20.01
19,原料药,BK1595,4004.59,158.67,4.13,376994544000,4.73,40,5,键凯科技,20.0
20,医疗器械,BK1041,945.1,37.44,4.12,1316569904000,2.95,130,9,达安基因,9.94
21,化学制药,BK0465,38112.77,1448.75,3.95,2521505776000,5.08,143,14,中 关 村,9.98
22,医疗耗材,BK1604,4450.02,167.76,3.92,435998320000,2.64,52,3,采纳股份,17.47
23,化学制剂,BK1594,4076.25,152.27,3.88,2144511232000,5.17,103,9,中 关 村,9.98
