代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
159259,成长ETF易方达,1.596,1.5838,-0.77,0.12,8.13,5233417.0,804900481.247,1.476,1.596,1.476,1.476,8.13,15.07,1.47,82.32,2228655.0,3004762.0,-32244204.0,-4.01,-9060624.0,-1.13,-23183580.0,-2.88,14799828.0,1.84,17444377.0,2.17,-60165.0,1.596,1.597,3473696400.0,5544019454,5544019454,2026-07-14,2026-07-14 15:34:30+08:00
513350,标普油气ETF富国,1.263,1.1735,-7.63,0.082,6.94,29655590.0,3681580186.0,1.24,1.264,1.225,1.181,3.3,367.14,1.73,27.21,15550467.0,14105123.0,-6947456.0,-0.19,-52741744.0,-1.43,45794288.0,1.24,3230720.0,0.09,3716736.0,0.1,-303464.0,1.263,1.264,807746000.0,1020183198,1020183198,2026-07-14,2026-07-14 16:11:49+08:00
515050,通信ETF华夏,1.235,1.2214,-1.11,0.076,6.56,22469454.0,2694671684.0,1.159,1.235,1.143,1.159,7.94,12.36,1.52,47.11,12319637.0,10149818.0,-21494304.0,-0.8,-150617760.0,-5.59,129123456.0,4.79,70813184.0,2.63,-49318896.0,-1.83,-358433.0,1.235,1.236,18173205504.0,22443908797,22443908797,2026-07-14,2026-07-14 16:11:35+08:00
588070,科创成长ETF万家,2.683,2.673,-0.37,0.164,6.51,54790.0,14341419.0,2.516,2.683,2.495,2.519,7.46,20.72,1.97,-42.21,27179.0,27611.0,-2755183.0,-19.21,534142.0,3.72,-3289325.0,-22.94,1920777.0,13.39,834406.0,5.82,-1017.0,2.683,2.685,26437000.0,70930471,70930471,2026-07-14,2026-07-14 16:11:35+08:00
159994,通信ETF银华,1.51,1.4941,-1.06,0.092,6.49,2969953.0,431522722.12,1.423,1.51,1.399,1.418,7.83,7.65,0.71,79.1,1562507.0,1407446.0,17532419.0,4.06,29344946.0,6.8,-11812527.0,-2.74,-2647591.0,-0.61,-14884828.0,-3.45,-26073.0,1.51,1.511,3880003360.0,5858805074,5858805074,2026-07-14,2026-07-14 15:34:42+08:00
560860,工业有色ETF万家,1.553,1.5516,-0.09,0.093,6.37,6512021.0,975511926.0,1.458,1.553,1.448,1.46,7.19,11.26,3.1,9.74,2544025.0,3967996.0,344804344.0,35.35,446329864.0,45.75,-101525520.0,-10.41,-51940447.0,-5.32,-292863892.0,-30.02,-26332.0,1.553,1.554,5781232896.0,8978254687,8978254687,2026-07-14,2026-07-14 16:11:56+08:00
159032,工业有色ETF易方达,0.859,0.857,-0.23,0.051,6.31,233986.0,19585886.152,0.805,0.859,0.802,0.808,7.05,8.83,1.43,15.96,133707.0,100279.0,1442427.0,7.36,2552452.0,13.03,-1110025.0,-5.67,-545348.0,-2.78,-897078.0,-4.58,4321.0,0.858,0.859,264845019.0,227501871,227501871,2026-07-14,2026-07-14 15:34:18+08:00
560970,工业有色ETF平安,0.914,0.9125,-0.16,0.054,6.28,37749.0,3337195.0,0.86,0.914,0.854,0.86,6.98,4.65,0.89,-6.49,29340.0,8409.0,101077.0,3.03,0.0,0.0,101077.0,3.03,146794.0,4.4,-247872.0,-7.43,-1614.0,0.912,0.914,81138000.0,74160132,74160132,2026-07-14,2026-07-14 16:11:43+08:00
560870,工业有色ETF中银,0.893,0.8928,-0.02,0.052,6.18,112760.0,9707002.0,0.837,0.893,0.835,0.841,6.9,10.7,2.04,-12.05,59522.0,53238.0,-4023.0,-0.04,-693778.0,-7.15,689755.0,7.11,64106.0,0.66,-60083.0,-0.62,-374.0,0.893,0.895,105351900.0,94079247,94079247,2026-07-14,2026-07-14 16:11:51+08:00
159157,有色金属ETF天弘,0.809,0.8089,-0.01,0.047,6.17,1786460.0,139615247.559,0.762,0.809,0.756,0.762,6.96,2.09,1.19,31.0,1057027.0,729433.0,18588380.0,13.31,15085614.0,10.81,3502766.0,2.51,-10131877.0,-7.26,-8456504.0,-6.06,16487.0,0.808,0.809,8535758848.0,6905428908,6905428908,2026-07-14,2026-07-14 15:34:42+08:00
159880,有色ETF鹏华,1.823,1.8241,0.06,0.104,6.05,269471.0,47804947.1,1.717,1.823,1.703,1.719,6.98,4.37,1.23,-25.34,149878.0,119593.0,3561283.0,7.45,3262786.0,6.83,298497.0,0.62,204065.0,0.43,-3765347.0,-7.88,1534.0,1.822,1.823,616051520.0,1123061921,1123061921,2026-07-14,2026-07-14 15:34:51+08:00
159967,创业板成长ETF华夏,0.935,0.9306,-0.47,0.053,6.01,18498042.0,1667593575.776,0.882,0.935,0.874,0.882,6.92,32.87,1.75,-15.39,12545036.0,5953006.0,-97463728.0,-5.84,-183137776.0,-10.98,85674048.0,5.14,63138241.0,3.79,34325487.0,2.06,-129910.0,0.935,0.936,5627105792.0,5261343916,5261343916,2026-07-14,2026-07-14 15:34:21+08:00
561330,矿业ETF国泰,0.9,0.8991,-0.1,0.051,6.01,889412.0,77064252.0,0.84,0.9,0.838,0.849,7.3,5.12,1.77,-4.03,477016.0,412396.0,6210208.0,8.06,1629805.0,2.11,4580403.0,5.94,-3285265.0,-4.26,-2924942.0,-3.8,-9089.0,0.9,0.901,1737392096.0,1563652886,1563652886,2026-07-14,2026-07-14 16:11:55+08:00
589700,科创成长ETF南方,2.604,2.5979,-0.23,0.147,5.98,22152.0,5591757.0,2.448,2.604,2.408,2.457,7.98,15.5,1.03,-42.69,12460.0,9692.0,737163.0,13.18,328176.0,5.87,408987.0,7.31,-394563.0,-7.06,-342600.0,-6.13,-43.0,2.6,2.604,14291000.0,37213764,37213764,2026-07-14,2026-07-14 16:12:01+08:00
159162,工业有色ETF鹏华,0.799,0.7997,0.09,0.045,5.97,194879.0,15169717.347,0.76,0.799,0.746,0.754,7.03,3.94,0.96,-0.67,111867.0,83012.0,3658967.0,24.12,5253116.0,34.63,-1594149.0,-10.51,-1940005.0,-12.79,-1718963.0,-11.33,4489.0,0.797,0.799,494939840.0,395456932,395456932,2026-07-14,2026-07-14 15:34:51+08:00
