序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920821,则成电子,20.73,29.97,4.78,92070.0,177006681.84,29.72,20.73,15.99,15.99,15.95,5.97,12.64,-264.07,5.53,2868242166.0,1510251438.0,0.0,0.0,-3.45,-20.45
2,920305,云创退,0.93,29.17,0.21,207199.0,17903019.83,31.94,0.93,0.7,0.83,0.72,1.55,25.55,-5.48,0.26,123109796.0,75423814.0,0.0,0.0,-85.42,-90.78
3,920088,科力股份,50.8,24.21,9.9,110435.0,522160518.92,18.02,51.27,43.9,44.53,40.9,1.57,33.91,257.22,6.47,4474032200.0,1654364484.0,0.2,0.59,-1.24,74.57
4,920072,科莱瑞迪,30.26,23.51,5.76,56312.0,164884709.32,30.0,31.85,24.5,25.02,24.5,2.23,38.93,39.41,3.22,2317916000.0,437710900.0,-0.03,-0.46,93.73,93.73
5,300532,今天国际,7.3,20.07,1.22,561237.0,402196534.07,9.54,7.3,6.72,6.72,6.08,7.37,9.28,22.41,2.65,4640174190.0,4413445023.0,0.0,0.27,-11.08,-11.73
6,300164,通源石油,11.38,20.04,1.9,2564703.0,2730225897.25,17.93,11.38,9.68,10.1,9.48,1.41,43.98,-129.77,4.86,6696659198.0,6636938654.0,0.0,0.0,-18.31,106.16
7,300937,药易购,23.21,20.01,3.87,109275.0,240011789.12,21.61,23.21,19.03,19.3,19.34,5.18,16.85,-204.07,2.71,2220423689.0,1505497664.0,0.0,0.0,-25.87,-31.92
8,300566,激智科技,33.4,20.01,5.57,333037.0,1050917200.78,21.06,33.4,27.54,28.6,27.83,1.59,14.69,38.43,4.02,8754294408.0,7571126395.0,0.0,0.0,84.02,84.02
9,688216,气派科技,41.45,20.01,6.91,158147.0,627800869.0,18.67,41.45,35.0,35.0,34.54,1.63,14.89,-318.29,6.46,4742059105.0,4403719335.0,0.0,0.0,44.48,86.04
10,301100,风光股份,16.86,20.0,2.81,66610.0,104802140.4,21.35,16.86,13.86,13.89,14.05,4.29,7.51,-1362.87,1.67,3392687220.0,1495937220.0,0.0,0.0,-7.62,-20.88
11,688192,迪哲医药-U,56.33,20.0,9.39,85845.0,436508638.0,23.18,56.33,45.45,47.63,46.94,1.01,1.86,-68.55,21.14,26202791880.0,25980189802.0,0.0,0.0,-6.43,-2.2
12,300209,行云科技,30.36,20.0,5.06,1306776.0,3732478467.31,18.58,30.36,25.66,25.9,25.3,2.49,17.79,-319.85,31.41,28193392785.0,22301236621.0,0.0,0.0,140.0,457.06
13,301259,艾布鲁,26.6,19.98,4.43,191708.0,470495766.38,21.61,26.6,21.81,22.11,22.17,2.12,13.22,155.89,6.87,6016920000.0,3858579934.0,0.0,0.0,17.54,16.92
14,300912,凯龙高科,27.68,19.98,4.61,88829.0,223879930.48,23.67,27.68,22.22,23.0,23.07,1.01,10.33,77.92,7.04,3152331264.0,2379766548.0,0.0,0.0,8.93,67.76
15,920125,鸿仕达,139.86,18.51,21.84,20948.0,271990949.99,32.0,149.88,112.11,128.33,118.02,1.55,12.71,1381.36,11.51,7854537600.0,2305108045.0,0.09,-0.66,744.06,744.06
16,688519,南亚新材,366.9,18.43,57.1,104146.0,3553864721.0,17.82,368.2,313.0,313.0,309.8,1.74,4.43,143.69,30.64,86287704170.0,86287704170.0,0.14,0.25,125.55,355.49
17,688458,美芯晟,42.47,18.23,6.55,94600.0,371731216.0,26.14,43.0,33.61,35.86,35.92,2.82,10.09,-219.57,2.6,4736960634.0,3980780585.0,-0.05,-0.09,19.63,7.14
18,300191,潜能恒信,30.35,18.23,4.68,369983.0,1042219151.83,16.05,30.62,26.5,26.52,25.67,1.74,16.73,79.61,8.52,9712000000.0,6713268250.0,-0.23,-0.82,-18.79,64.68
19,300534,陇神戎发,10.47,16.33,1.47,902139.0,888949463.38,18.89,10.5,8.8,8.84,9.0,4.75,29.87,32.2,4.37,3176022150.0,3162479079.0,-0.29,0.38,9.29,10.68
20,301362,民爆光电,152.0,15.15,20.0,84375.0,1241541765.65,19.23,158.4,133.01,133.85,132.0,2.07,20.61,250.59,9.24,22183590752.0,6223590752.0,1.81,1.67,40.88,427.78
21,688189,ST南新,7.7,15.1,1.01,183534.0,136920211.0,17.79,7.77,6.58,6.6,6.69,2.61,6.73,-39.66,2.74,2100786488.0,2100786488.0,0.13,-0.39,-0.52,-3.39
22,301526,国际复材,39.08,15.08,5.12,1993001.0,7432506012.39,18.82,40.0,33.61,33.67,33.96,1.1,14.19,136.35,17.42,147365914116.0,54883675431.0,0.05,0.0,174.44,459.89
23,301125,腾亚精工,13.15,14.85,1.7,113416.0,139985596.87,17.55,13.15,11.14,11.56,11.45,3.0,6.45,-31.4,4.51,2607842355.0,2311505790.0,0.0,0.84,-18.63,0.23
24,300990,同飞股份,120.41,14.69,15.42,154132.0,1818860750.25,18.09,125.99,107.0,107.09,104.99,2.06,19.82,86.22,9.78,20616189602.0,9363553607.0,0.33,0.66,43.26,34.31
25,688479,友车科技,34.34,14.62,4.38,66213.0,216266758.0,14.49,34.67,30.33,30.33,29.96,1.78,7.65,161.44,3.74,6913478522.0,2971246522.0,0.0,0.62,48.47,158.0
26,300489,光智科技,263.0,14.35,33.0,129828.0,3198511214.63,14.91,263.3,229.0,246.47,230.0,1.38,9.36,594.79,48.04,36598510605.0,36464550503.0,1.18,2.73,291.66,417.72
