代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.2,10.36,10.17,10.28,10.16,1.18,1030886382.42
000021,深科技,56.65,58.0,56.03,56.03,62.26,-10.01,9940689254.87
000063,中兴通讯,36.28,36.3,35.21,35.32,37.18,-5.0,6489883155.51
000100,TCL科技,5.88,6.18,5.51,5.92,6.12,-3.27,14418561316.7
000166,申万宏源,4.6,4.63,4.5,4.52,4.59,-1.53,670934146.53
000301,东方盛虹,11.98,12.24,11.73,12.12,12.02,0.83,262094876.17
000333,美的集团,77.61,79.26,76.98,77.01,77.4,-0.5,4362682503.19
000338,潍柴动力,27.03,27.51,26.23,26.4,27.8,-5.04,2579242197.98
000408,藏格矿业,69.0,71.07,67.9,69.8,68.32,2.17,1281530017.43
000425,徐工机械,8.04,8.49,8.02,8.4,8.13,3.32,1537239731.9
000538,云南白药,48.0,49.18,47.81,48.76,47.97,1.65,576605738.58
000568,泸州老窖,77.92,79.11,76.88,77.17,77.98,-1.04,898375508.15
000617,中油资本,6.79,6.97,6.74,6.76,6.84,-1.17,559955813.66
000630,铜陵有色,6.32,6.44,6.15,6.21,6.29,-1.27,2835309391.24
000636,风华高科,69.82,71.17,66.96,66.96,74.4,-10.0,5891082915.44
000651,格力电器,37.5,38.25,37.5,38.0,37.46,1.44,2453608761.33
000657,中钨高新,91.0,101.5,90.68,97.03,95.94,1.14,10200799116.21
000725,京东方Ａ,8.15,9.5,7.89,9.1,8.77,3.76,49342409554.0
000776,广发证券,24.59,24.9,23.69,23.78,24.86,-4.34,3161054213.02
000792,盐湖股份,30.5,30.99,29.74,30.18,30.49,-1.02,2765867643.13
000807,云铝股份,21.98,22.21,21.56,21.77,21.8,-0.14,1834971654.71
000838,*ST发展,1.6,1.69,1.59,1.69,1.61,4.97,61573435.98
000858,五 粮 液,74.94,75.44,73.34,73.5,74.52,-1.37,2591988291.98
000895,双汇发展,23.34,23.58,22.89,23.28,23.22,0.26,300067956.5
000938,紫光股份,29.18,30.42,28.7,29.03,29.93,-3.01,6401919439.46
000958,电投产融,5.65,5.71,5.6,5.61,5.68,-1.23,123641042.32
000977,浪潮信息,65.0,66.98,63.5,63.79,67.26,-5.16,4706243108.11
000988,华工科技,164.84,164.84,156.2,156.2,173.55,-10.0,12989369286.05
001248,C华润,21.6,30.16,21.6,23.95,10.11,136.89,17692297780.24
001280,中国铀业,66.28,67.91,65.4,65.7,66.8,-1.65,580988892.27
001289,龙源电力,15.7,16.12,15.41,15.43,15.8,-2.34,177737016.0
001309,德明利,829.54,872.83,806.0,811.0,893.22,-9.2,13360288354.11
001389,广合科技,211.05,212.83,194.89,196.8,216.5,-9.1,2345929047.68
001399,惠科股份,42.73,52.0,42.7,46.82,46.28,1.17,10238862621.73
002001,新 和 成,30.0,30.54,29.51,30.22,29.98,0.8,1379580432.62
002008,大族激光,130.26,133.4,125.0,125.01,137.98,-9.4,9051972914.67
