序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920083,金戈新材,40.89,29.97,9.43,88724.0,327160841.09,29.37,40.89,31.65,32.0,31.46,3.88,23.33,65.05,5.72,3650228792.0,1554769548.0,0.0,0.0,323.73,323.73
2,688286,敏芯股份,53.56,20.01,8.93,121922.0,615181944.0,19.45,53.56,44.88,44.88,44.63,3.36,15.57,-101.21,4.01,4194472185.0,4194472185.0,0.0,0.0,5.91,-4.9
3,688485,九州一轨,72.1,20.01,12.02,184153.0,1278614815.0,19.92,72.1,60.13,60.7,60.08,2.43,12.25,-622.36,8.66,10836057670.0,10836057670.0,0.0,0.0,31.43,304.15
4,300684,中石科技,67.36,20.01,11.23,42527.0,286464768.48,0.0,67.36,67.36,67.36,56.13,0.27,2.08,77.86,10.04,20174941261.0,13780183923.0,0.0,0.0,12.17,38.94
5,300017,网宿科技,17.33,20.01,2.89,4804937.0,7662499151.71,20.91,17.33,14.31,14.5,14.44,2.25,20.3,89.55,4.27,43250217185.0,41010918220.0,0.0,0.0,4.52,73.3
6,688662,富信科技,98.4,20.0,16.4,178022.0,1687193494.0,15.73,98.4,85.5,85.5,82.0,1.35,15.52,382.02,16.05,11287035370.0,11287035370.0,0.0,0.0,50.53,151.53
7,301419,阿莱德,37.62,20.0,6.27,122043.0,437866171.8,13.14,37.62,33.5,34.84,31.35,3.86,12.31,114.0,6.1,5643000000.0,3730333365.0,0.0,0.0,7.12,40.48
8,300404,博济医药,17.34,20.0,2.89,786070.0,1320038764.0,12.39,17.34,15.55,16.22,14.45,1.51,27.53,101.59,6.29,6688886585.0,4950840712.0,0.0,0.0,65.77,86.05
9,301130,西点药业,30.85,19.99,5.14,106085.0,319398208.06,21.59,30.85,25.3,25.71,25.71,8.15,17.98,64.23,2.71,2359861032.0,1820685556.0,0.0,0.0,1.45,8.63
10,300862,蓝盾光电,47.29,19.99,7.88,782883.0,3494569129.23,14.79,47.29,41.46,45.0,39.41,12.49,51.69,-251.91,4.45,8730580586.0,7163063921.0,0.0,0.0,89.31,106.69
11,300929,华骐环保,16.82,19.97,2.8,129556.0,201531334.46,21.54,16.82,13.8,13.91,14.02,3.58,10.33,-184.06,2.9,2222476320.0,2108561104.0,0.0,0.0,28.2,56.47
12,300120,经纬辉开,9.26,19.95,1.54,1080726.0,903252374.44,20.21,9.26,7.7,7.75,7.72,3.29,20.49,427.13,2.12,5318887783.0,4884159239.0,0.0,0.0,31.91,8.94
13,301160,翔楼新材,44.8,18.49,6.99,117311.0,497387587.99,19.52,45.17,37.79,37.95,37.81,3.31,10.59,39.13,4.03,7468917792.0,4962818246.0,-0.07,0.22,8.24,-8.76
14,300985,致远新能,42.05,18.28,6.5,140942.0,568454076.62,20.25,42.66,35.46,35.57,35.55,2.91,7.56,174.29,8.87,7842849784.0,7842849784.0,-0.02,0.02,83.78,129.16
15,920161,龙辰科技,27.0,16.13,3.75,99862.0,255672003.05,19.23,27.72,23.25,23.25,23.25,2.92,27.06,34.24,3.63,3671836407.0,996268680.0,0.07,0.0,193.16,193.16
16,300243,瑞丰高材,16.88,16.09,2.34,390712.0,619059330.08,15.47,17.02,14.77,14.95,14.54,2.81,17.47,40.04,3.05,4719007809.0,3775192706.0,0.0,-0.47,-2.43,63.25
17,301489,思泉新材,119.8,14.96,15.59,137287.0,1586004624.43,12.86,121.0,107.6,107.75,104.21,2.48,19.73,131.31,9.04,13931976155.0,8335775887.0,0.45,0.55,-37.31,-15.66
18,688143,长盈通,140.0,14.88,18.13,204485.0,2705255639.0,14.68,140.0,122.11,123.51,121.87,1.18,16.71,764.12,13.36,18029312280.0,17132419640.0,1.25,1.82,6.1,179.11
19,688635,长进光子,355.55,13.99,43.65,57707.0,1904547478.0,18.88,360.0,301.11,315.8,311.9,1.74,32.5,418.68,22.26,33304368500.0,6313329619.0,0.15,1.01,767.62,767.62
20,688598,金博股份,37.02,13.56,4.42,276225.0,956070285.0,15.86,37.88,32.71,32.94,32.6,1.31,13.57,-24.44,1.99,7684356754.0,7536369304.0,0.0,0.0,6.62,26.09
21,920699,海达尔,95.88,13.47,11.38,26350.0,245056767.16,15.81,98.5,85.14,85.14,84.5,1.25,9.02,151.68,18.32,6124375270.0,2802133270.0,-0.28,-0.22,79.42,186.81
22,301365,矩阵股份,43.41,12.99,4.99,85099.0,356242926.89,15.1,44.3,38.5,38.5,38.42,3.43,6.91,-127.32,4.61,7919234251.0,5344764611.0,0.18,0.49,26.05,84.64
23,688583,思看科技,92.68,11.89,9.85,57300.0,502982226.0,16.81,94.5,80.58,81.96,82.83,3.08,13.29,394.01,9.78,11470076800.0,3996808225.0,-0.06,0.23,3.43,39.54
24,300814,中富电路,155.88,11.74,16.38,146193.0,2158046748.57,19.54,159.86,132.6,132.6,139.5,1.55,7.64,386.34,18.26,29840128976.0,29840128976.0,0.05,0.23,22.56,110.96
25,301348,蓝箭电子,22.47,11.51,2.32,311206.0,695785315.23,16.08,23.8,20.56,20.83,20.15,3.59,16.08,-167.79,3.67,5392800000.0,4347463715.0,0.04,-0.4,-25.62,11.29
26,688379,华光新材,54.74,11.44,5.62,53081.0,280596175.0,12.38,55.7,49.62,49.75,49.12,1.92,5.89,35.08,3.82,5199126429.0,4931281365.0,0.37,0.46,-23.14,0.26
27,688449,联芸科技,69.65,11.26,7.05,203167.0,1374588431.0,8.07,70.36,65.31,66.04,62.6,1.66,6.93,904.0,16.82,32039000000.0,20421668003.0,-0.01,0.3,-17.19,54.33
