代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.28,11.28,11.09,11.12,11.27,-1.33,845283641.0
000010,*ST美丽,3.85,3.87,3.64,3.68,3.87,-4.91,100008789.0
000021,深科技,25.91,26.09,25.48,25.65,25.65,0.0,1156082605.0
000063,中兴通讯,32.33,32.62,32.08,32.08,32.05,0.09,1514504977.0
000100,TCL科技,4.2,4.23,4.15,4.16,4.2,-0.95,871387717.0
000166,申万宏源,4.68,4.69,4.63,4.64,4.67,-0.64,233730924.0
000301,东方盛虹,11.09,11.38,10.93,11.14,11.04,0.91,326644604.0
000333,美的集团,77.3,77.35,76.2,76.35,77.37,-1.32,1325461933.0
000338,潍柴动力,25.39,25.9,25.06,25.1,25.35,-0.99,1633546878.0
000408,藏格矿业,82.01,82.5,80.8,81.4,82.25,-1.03,650917317.0
000425,徐工机械,10.3,10.38,10.16,10.2,10.3,-0.97,329725786.0
000538,云南白药,56.63,57.2,56.32,56.46,56.78,-0.56,420336954.0
000568,泸州老窖,105.9,106.5,104.1,104.27,105.96,-1.59,454943139.0
000617,中油资本,10.91,10.91,10.56,10.7,9.92,7.86,8481173344.0
000630,铜陵有色,5.85,5.87,5.73,5.75,5.83,-1.37,694484328.0
000636,风华高科,18.72,18.87,18.5,18.61,18.62,-0.05,531411175.0
000651,格力电器,37.81,37.91,37.38,37.47,37.85,-1.0,646629952.0
000657,中钨高新,46.86,47.24,46.0,46.27,46.17,0.22,1652537007.0
000725,京东方Ａ,3.96,3.97,3.92,3.93,3.95,-0.51,1090994954.0
000776,广发证券,17.99,18.09,17.83,17.84,17.99,-0.83,417740016.0
000792,盐湖股份,36.68,36.8,35.64,36.25,36.68,-1.17,2040935429.0
000807,云铝股份,32.6,32.66,31.6,31.99,32.67,-2.08,1361289474.0
000838,*ST发展,2.07,2.1,2.0,2.05,2.09,-1.91,57343418.0
000858,五 粮 液,104.97,104.97,103.29,103.49,105.0,-1.44,864181133.0
000895,双汇发展,28.52,28.69,27.5,27.91,28.65,-2.58,302069207.0
000938,紫光股份,24.43,26.0,24.27,25.62,24.2,5.87,3665293297.0
000958,电投产融,6.22,6.24,5.99,6.02,6.21,-3.06,251003632.0
000977,浪潮信息,57.12,58.0,56.73,56.94,56.65,0.51,1422448994.0
