代码,名称,最新价,IOPV实时估值,基金折价率,涨跌额,涨跌幅,成交量,成交额,开盘价,最高价,最低价,昨收,振幅,换手率,量比,委比,外盘,内盘,主力净流入-净额,主力净流入-净占比,超大单净流入-净额,超大单净流入-净占比,大单净流入-净额,大单净流入-净占比,中单净流入-净额,中单净流入-净占比,小单净流入-净额,小单净流入-净占比,现手,买一,卖一,最新份额,流通市值,总市值,数据日期,更新时间
560580,电力ETF南方,1.094,1.0819,-1.12,0.028,2.63,394793.0,42970242.0,1.063,1.099,1.063,1.066,3.38,9.14,4.39,22.83,206712.0,188081.0,-9406396.0,-21.89,-2313479.0,-5.38,-7092917.0,-16.51,4856140.0,11.3,4550255.0,10.59,-10014.0,1.094,1.095,432003008.0,472611291,472611291,2026-07-17,2026-07-17 16:11:40+08:00
513350,标普油气ETF富国,1.203,1.1812,-1.85,0.026,2.21,23242391.0,2806077726.0,1.206,1.228,1.18,1.177,4.08,286.33,1.22,-42.75,11826032.0,11416359.0,5697008.0,0.2,-11155168.0,-0.4,16852176.0,0.6,-13414608.0,-0.48,7717585.0,0.28,-121241.0,1.203,1.204,811746000.0,976530438,976530438,2026-07-17,2026-07-17 16:11:50+08:00
159611,电力ETF广发,1.033,1.0294,-0.35,0.022,2.18,10282220.0,1061168069.551,1.01,1.044,1.01,1.011,3.36,11.46,2.44,72.08,6201246.0,4080974.0,-37669136.0,-3.55,-51895936.0,-4.89,14226800.0,1.34,23466857.0,2.21,14202276.0,1.34,111051.0,1.032,1.033,8971962880.0,9268037655,9268037655,2026-07-17,2026-07-17 15:34:57+08:00
560930,电力ETF易方达,0.873,0.8675,-0.63,0.017,1.99,401463.0,35065131.0,0.855,0.883,0.853,0.856,3.5,19.58,5.0,33.53,205333.0,196130.0,-4116748.0,-11.74,-6376442.0,-18.18,2259694.0,6.44,1803423.0,5.14,2313326.0,6.6,-5602.0,0.873,0.874,205024000.0,178985952,178985952,2026-07-17,2026-07-17 16:12:00+08:00
560270,电力ETF工银,0.937,0.9329,-0.44,0.018,1.96,347075.0,32547596.0,0.919,0.946,0.919,0.919,2.94,18.67,2.5,14.44,199920.0,147155.0,23539.0,0.07,1467573.0,4.51,-1444034.0,-4.44,56369.0,0.17,-79908.0,-0.25,-1788.0,0.935,0.937,185939000.0,174224843,174224843,2026-07-17,2026-07-17 16:11:41+08:00
159158,电力ETF景顺,0.992,0.9867,-0.54,0.019,1.95,709255.0,70338430.471,0.974,1.001,0.968,0.973,3.39,6.71,2.4,-8.06,348460.0,360794.0,-4600606.0,-6.54,-4995010.0,-7.1,394404.0,0.56,2792937.0,3.97,1807668.0,2.57,2921.0,0.991,0.992,1056535344.0,1048083061,1048083061,2026-07-17,2026-07-17 15:34:54+08:00
159146,电力ETF华宝,1.0,0.9967,-0.33,0.019,1.94,492959.0,49261978.972,0.977,1.009,0.977,0.981,3.26,6.39,1.01,0.53,274028.0,218931.0,1776156.0,3.61,-575381.0,-1.17,2351537.0,4.77,-1447278.0,-2.94,-328879.0,-0.67,2220.0,0.999,1.0,770940848.0,770940848,770940848,2026-07-17,2026-07-17 15:34:45+08:00
512140,电力ETF华安,0.909,0.904,-0.55,0.017,1.91,277470.0,25214918.0,0.893,0.915,0.892,0.892,2.58,16.71,1.79,-0.26,145793.0,131677.0,-1182470.0,-4.69,362850.0,1.44,-1545320.0,-6.13,956537.0,3.79,225933.0,0.9,-1771.0,0.908,0.909,166049000.0,150938541,150938541,2026-07-17,2026-07-17 16:11:39+08:00
561170,绿色电力ETF富国,1.13,1.1267,-0.29,0.021,1.89,569506.0,64422318.0,1.107,1.142,1.107,1.109,3.16,10.69,1.81,-2.84,295331.0,274175.0,-1605569.0,-2.49,1727532.0,2.68,-3333101.0,-5.17,-283317.0,-0.44,1888887.0,2.93,-439.0,1.13,1.131,532532704.0,601761956,601761956,2026-07-17,2026-07-17 16:11:41+08:00
159625,绿色电力ETF嘉实,1.194,1.1884,-0.47,0.022,1.88,881554.0,105131763.8,1.165,1.203,1.165,1.172,3.24,4.08,1.79,38.03,480565.0,400989.0,-12607214.0,-11.99,2880955.0,2.74,-15488169.0,-14.73,13630024.0,12.96,-1022811.0,-0.97,5841.0,1.193,1.194,2160513776.0,2579653449,2579653449,2026-07-17,2026-07-17 15:34:15+08:00
560480,电力ETF招商,0.887,0.8824,-0.52,0.016,1.84,256358.0,22752770.0,0.865,0.896,0.865,0.871,3.56,17.64,2.31,-31.28,143160.0,113198.0,-627870.0,-2.76,619308.0,2.72,-1247178.0,-5.48,783680.0,3.44,-155809.0,-0.68,-2575.0,0.886,0.887,145303000.0,128883761,128883761,2026-07-17,2026-07-17 16:11:57+08:00
560830,电力ETF华夏,0.89,0.8861,-0.44,0.016,1.83,491619.0,43801477.0,0.874,0.898,0.871,0.874,3.09,6.56,2.32,-18.32,292777.0,198842.0,-2509479.0,-5.73,-2661560.0,-6.08,152081.0,0.35,1711675.0,3.91,797803.0,1.82,-2406.0,0.89,0.891,749519008.0,667071917,667071917,2026-07-17,2026-07-17 16:11:46+08:00
560460,电力ETF平安,0.891,0.8876,-0.38,0.016,1.83,193330.0,17240845.0,0.875,0.9,0.872,0.875,3.2,6.08,2.72,17.76,100119.0,93211.0,-198076.0,-1.15,-2702015.0,-15.67,2503939.0,14.52,-285297.0,-1.65,483374.0,2.8,-162.0,0.891,0.893,318037008.0,283370974,283370974,2026-07-17,2026-07-17 16:11:44+08:00
562550,绿电ETF华夏,1.126,1.1205,-0.49,0.02,1.81,1491251.0,167627574.0,1.1,1.134,1.1,1.106,3.07,9.19,1.51,-4.2,783554.0,707697.0,-5004820.0,-2.99,1234973.0,0.74,-6239793.0,-3.72,495241.0,0.3,4509579.0,2.69,-12021.0,1.125,1.126,1622919296.0,1827407127,1827407127,2026-07-17,2026-07-17 16:11:49+08:00
159159,公用事业ETF国投瑞银,0.999,0.9968,-0.22,0.017,1.73,101148.0,10126467.202,0.982,1.007,0.982,0.982,2.55,8.07,2.49,22.45,56740.0,44408.0,-242647.0,-2.4,-745395.0,-7.36,502748.0,4.96,183054.0,1.81,59594.0,0.59,-103.0,0.999,1.0,125318582.0,125193263,125193263,2026-07-17,2026-07-17 15:34:15+08:00
159301,公用事业ETF华夏,0.958,0.9531,-0.51,0.016,1.7,301735.0,28900754.2,0.941,0.965,0.94,0.942,2.65,25.15,1.37,1.6,188183.0,113552.0,-6042420.0,-20.91,-5420909.0,-18.76,-621511.0,-2.15,-840067.0,-2.91,6882487.0,23.81,-223.0,0.958,0.959,119958357.0,114920106,114920106,2026-07-17,2026-07-17 15:34:48+08:00
561560,电力ETF华泰柏瑞,1.255,1.2479,-0.57,0.021,1.7,1107249.0,138693363.0,1.226,1.264,1.222,1.234,3.4,5.26,1.92,-9.67,659286.0,447963.0,-13223959.0,-9.53,-11954930.0,-8.62,-1269029.0,-0.91,5234276.0,3.77,7989682.0,5.76,-11934.0,1.255,1.256,2106124208.0,2643185881,2643185881,2026-07-17,2026-07-17 16:11:41+08:00
516370,电力ETF汇添富,0.91,0.9065,-0.39,0.015,1.68,460861.0,42035872.0,0.895,0.921,0.889,0.895,3.58,14.66,2.7,-2.58,251438.0,209423.0,-2329350.0,-5.54,-5368323.0,-12.77,3038973.0,7.23,769795.0,1.83,1559555.0,3.71,-4442.0,0.909,0.91,314408000.0,286111280,286111280,2026-07-17,2026-07-17 16:11:57+08:00
159518,标普油气ETF嘉实,1.125,1.1258,0.07,0.018,1.63,5847520.0,658441071.5,1.127,1.134,1.115,1.107,1.72,35.65,0.81,-58.3,2982250.0,2865270.0,8476891.0,1.29,12482779.0,1.9,-4005888.0,-0.61,-1964267.0,-0.3,-6512622.0,-0.99,43476.0,1.124,1.125,1640325376.0,1845366048,1845366048,2026-07-17,2026-07-17 15:34:18+08:00
560190,公用事业ETF鹏华,1.009,1.005,-0.4,0.016,1.61,28114.0,2837612.0,1.005,1.017,1.001,0.993,1.61,15.33,2.68,3.33,10008.0,18106.0,-48326.0,-1.7,-234622.0,-8.27,186296.0,6.57,117545.0,4.14,-69218.0,-2.44,-10.0,1.01,1.011,18334000.0,18499006,18499006,2026-07-17,2026-07-17 16:11:36+08:00
562350,电力ETF银华,1.086,1.0809,-0.47,0.017,1.59,316576.0,34424420.0,1.06,1.096,1.055,1.069,3.84,22.39,2.27,-12.84,186535.0,130041.0,-4241618.0,-12.32,-1426950.0,-4.15,-2814668.0,-8.18,2362355.0,6.86,1879264.0,5.46,-3241.0,1.086,1.087,141410900.0,153572237,153572237,2026-07-17,2026-07-17 16:11:34+08:00
159669,绿色电力ETF国泰,1.093,1.0921,-0.08,0.017,1.58,101917.0,11146381.0,1.064,1.106,1.06,1.076,4.28,4.91,2.49,17.07,58593.0,43324.0,594919.0,5.34,-11560.0,-0.1,606479.0,5.44,-563292.0,-5.05,-31627.0,-0.28,-302.0,1.093,1.094,207754781.0,227075976,227075976,2026-07-17,2026-07-17 15:34:36+08:00
159046,绿电ETF天弘,0.9,0.9012,0.13,0.014,1.58,218803.0,19720099.107,0.884,0.911,0.884,0.886,3.05,4.99,1.26,4.28,118884.0,99919.0,-458936.0,-2.33,0.0,0.0,-458936.0,-2.33,175782.0,0.89,283154.0,1.44,20.0,0.899,0.9,438476848.0,394629163,394629163,2026-07-17,2026-07-17 15:34:12+08:00
159061,绿色电力ETF南方,0.912,0.9121,0.01,0.014,1.56,92223.0,8425692.635,0.898,0.923,0.898,0.898,2.78,4.02,1.47,7.62,54689.0,37534.0,-238999.0,-2.84,0.0,0.0,-238999.0,-2.84,245276.0,2.91,-6277.0,-0.07,-569.0,0.912,0.914,229640230.0,209431890,209431890,2026-07-17,2026-07-17 15:34:15+08:00
560450,电力ETF天弘,0.923,0.9205,-0.27,0.014,1.54,287562.0,26580769.0,0.909,0.933,0.908,0.909,2.75,9.66,1.3,-1.14,183910.0,103652.0,1914724.0,7.2,579651.0,2.18,1335073.0,5.02,-1602193.0,-6.03,-312532.0,-1.18,-532.0,0.923,0.924,297569008.0,274656194,274656194,2026-07-17,2026-07-17 16:11:41+08:00
562960,绿色电力ETF易方达,1.126,1.1222,-0.34,0.017,1.53,604897.0,68126944.0,1.109,1.137,1.1,1.109,3.34,4.9,1.73,-18.19,356620.0,248277.0,3456483.0,5.07,517624.0,0.76,2938859.0,4.31,-3260096.0,-4.79,-196388.0,-0.29,-2699.0,1.126,1.127,1233891008.0,1389361275,1389361275,2026-07-17,2026-07-17 16:11:48+08:00
560670,银行ETF华泰柏瑞,1.015,1.0128,-0.22,0.015,1.5,186744.0,18887846.0,1.0,1.016,1.0,1.0,1.6,25.24,1.24,-13.74,89530.0,97214.0,963339.0,5.1,1261060.0,6.68,-297721.0,-1.58,-954036.0,-5.05,-9304.0,-0.05,-4598.0,1.014,1.015,73974000.0,75083610,75083610,2026-07-17,2026-07-17 16:11:34+08:00
159067,绿色电力ETF鹏华,1.005,1.0075,0.25,0.014,1.41,342150.0,34364206.942,0.989,1.013,0.984,0.991,2.93,27.84,0.98,-77.43,214232.0,127918.0,1272555.0,3.7,1700032.0,4.95,-427477.0,-1.24,-1308287.0,-3.81,35733.0,0.1,133.0,1.003,1.005,122908737.0,123523281,123523281,2026-07-17,2026-07-17 15:34:18+08:00
