代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.12,11.14,10.97,11.03,11.12,-0.81,671322755.0
000010,*ST美丽,3.72,3.78,3.67,3.72,3.68,1.09,81032265.0
000021,深科技,26.07,26.45,25.82,26.01,25.65,1.4,1286912111.0
000063,中兴通讯,32.15,32.55,32.07,32.34,32.08,0.81,1308445461.0
000100,TCL科技,4.17,4.19,4.11,4.14,4.16,-0.48,836130988.0
000166,申万宏源,4.65,4.66,4.59,4.62,4.64,-0.43,254152956.0
000301,东方盛虹,11.1,11.57,11.06,11.51,11.14,3.32,296028128.0
000333,美的集团,76.35,76.7,75.62,76.12,76.35,-0.3,1246113300.0
000338,潍柴动力,25.1,25.14,23.75,23.88,25.1,-4.86,2503570293.0
000408,藏格矿业,81.27,81.87,80.01,81.0,81.4,-0.49,870165527.0
000425,徐工机械,10.22,10.25,9.88,9.99,10.2,-2.06,723845573.0
000538,云南白药,56.33,56.46,55.5,55.91,56.46,-0.97,330501621.0
000568,泸州老窖,104.27,104.9,102.78,103.49,104.27,-0.75,462899721.0
000617,中油资本,10.72,11.77,10.66,11.53,10.7,7.76,9255136146.0
000630,铜陵有色,5.76,5.85,5.72,5.82,5.75,1.22,831175919.0
000636,风华高科,18.7,18.92,18.44,18.55,18.61,-0.32,424879485.0
000651,格力电器,37.48,37.51,37.07,37.33,37.47,-0.37,775656492.0
000657,中钨高新,46.87,48.54,46.57,47.64,46.27,2.96,2170213539.0
000725,京东方Ａ,3.95,3.95,3.89,3.91,3.93,-0.51,1357383440.0
000776,广发证券,17.82,17.88,17.66,17.75,17.84,-0.5,416707576.0
000792,盐湖股份,36.35,36.74,35.91,36.43,36.25,0.5,2121133107.0
000807,云铝股份,32.19,33.2,31.9,32.96,31.99,3.03,1515492452.0
000838,*ST发展,2.04,2.15,2.02,2.14,2.05,4.39,66835072.0
000858,五 粮 液,103.4,103.9,102.35,103.11,103.49,-0.37,839975543.0
000895,双汇发展,27.87,27.9,27.4,27.52,27.91,-1.4,262981472.0
000938,紫光股份,25.51,25.86,25.08,25.13,25.62,-1.91,1968333905.0
000958,电投产融,6.04,6.05,5.97,5.99,6.02,-0.5,141440534.0
000977,浪潮信息,57.37,59.99,57.33,59.47,56.94,4.44,3542782530.0
000988,华工科技,104.88,108.5,103.26,104.2,103.54,0.64,6020707756.0
001280,中国铀业,79.5,80.7,79.5,80.06,79.46,0.76,425495287.0
