序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920367,新赣江,31.13,29.6,7.11,138956.0,378548380.58,35.43,31.22,22.71,23.58,24.02,1.64,33.09,177.44,4.58,2205910713.0,1307228953.0,0.03,3.42,74.2,54.57
2,300404,博济医药,14.45,20.02,2.41,611857.0,822925499.37,21.1,14.45,11.91,11.92,12.04,1.4,21.43,84.66,5.24,5574072154.0,4125700593.0,0.0,0.0,35.43,55.04
3,688137,近岸蛋白,64.0,20.01,10.67,72828.0,425013695.0,22.48,64.0,52.01,52.93,53.33,1.36,10.42,-105.49,2.21,4474716992.0,4474716992.0,0.0,0.0,36.69,59.8
4,300862,蓝盾光电,39.41,20.01,6.57,104075.0,410157801.55,0.0,39.41,39.41,39.41,32.84,1.73,6.87,-209.94,3.71,7275791518.0,5969472386.0,0.0,0.0,51.52,72.25
5,688265,南模生物,52.42,20.01,8.74,59454.0,288832126.0,22.37,52.42,42.65,43.25,43.68,1.43,7.63,1494.53,2.4,4086847351.0,4086847351.0,0.0,0.0,34.83,28.2
6,301520,万邦医药,88.68,20.0,14.78,161154.0,1276425646.7,25.18,88.68,70.07,74.0,73.9,0.91,49.28,-7890.57,5.52,8262437358.0,2899697925.0,0.0,0.0,203.8,214.36
7,300937,药易购,31.7,19.98,5.28,190877.0,553077433.08,22.67,31.7,25.71,26.0,26.42,1.39,29.43,-278.72,3.71,3032633819.0,2056194569.0,0.0,0.0,23.54,-7.01
8,300534,陇神戎发,18.92,19.97,3.15,1030215.0,1730725301.31,26.89,18.92,14.68,15.5,15.77,1.01,34.11,58.18,7.89,5739287400.0,5714814153.0,0.0,0.0,118.22,100.0
9,301060,兰卫医学,11.96,19.96,1.99,383629.0,426154366.91,21.26,11.96,9.84,9.84,9.97,2.79,10.65,32.44,3.16,4790183320.0,4307590228.0,0.0,0.0,12.94,31.86
10,300333,兆日科技,10.64,19.95,1.77,31523.0,33540152.8,0.0,10.64,10.64,10.64,8.87,0.24,0.94,-201.19,6.34,3575040000.0,3562059913.0,0.0,0.0,-11.04,-7.48
11,688496,*ST清越,1.04,19.54,0.17,185484.0,18183875.0,20.69,1.04,0.86,0.86,0.87,3.15,7.8,-3.61,0.52,468000000.0,247463424.0,0.0,0.0,-35.0,-82.49
12,300603,立昂技术,9.5,18.31,1.47,704554.0,669213243.72,19.43,9.64,8.08,8.08,8.03,7.77,18.84,-35.94,3.5,4415583195.0,3552346438.0,-0.11,-1.45,-18.17,-2.26
13,300907,康平科技,48.62,15.05,6.36,73175.0,347534168.52,19.14,50.71,42.62,42.67,42.26,3.12,7.62,84.87,5.97,4667520000.0,4667520000.0,-0.37,0.02,39.95,65.32
14,300931,通用电梯,13.87,14.63,1.77,127615.0,173240121.17,19.75,14.49,12.1,12.28,12.1,3.58,6.53,-66.42,5.61,3372781770.0,2711604460.0,-1.35,-2.05,-15.01,25.29
15,301077,星华新材,24.61,13.67,2.96,118894.0,290346753.11,18.24,25.98,22.03,22.03,21.65,6.73,12.44,31.92,3.64,4189796315.0,2352012252.0,0.04,0.98,-18.16,-3.79
16,301165,锐捷网络,143.3,13.52,17.07,394108.0,5401589748.65,16.48,148.8,128.0,129.0,126.23,1.29,3.54,324.56,33.84,159584090818.0,159584090818.0,0.01,0.07,104.6,127.28
17,301602,超研股份,20.4,10.99,2.02,294448.0,568242942.89,18.88,21.28,17.81,18.0,18.38,5.96,14.12,239.66,6.69,8737924615.0,4253387576.0,-0.24,0.0,15.25,-4.63
18,920190,雷神科技,26.5,10.97,2.62,134895.0,343482530.55,17.38,27.68,23.53,23.98,23.88,2.38,13.57,65.43,3.1,2650000027.0,2635240852.0,0.34,0.68,15.72,-4.98
19,300725,药石科技,54.79,10.64,5.27,494155.0,2614978698.78,16.58,56.71,48.5,49.08,49.52,1.34,24.38,64.41,2.81,12810304213.0,11107048086.0,0.02,0.44,47.28,43.13
20,301591,肯特股份,34.81,10.54,3.32,155977.0,538687242.45,13.91,36.36,31.98,32.05,31.49,3.44,34.9,56.58,4.16,3806682360.0,1555824178.0,0.03,-0.37,-1.89,11.79
