序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,601091,N沈鼓,20.8,373.8,16.41,1681251.0,2181187373.0,206.61,20.8,11.73,13.0,4.39,,79.62,115.71,9.38,64688053851.0,4392194186.0,0.0,0.0,373.8,373.8
2,300741,华宝股份,27.17,20.01,4.53,317796.0,820267736.06,22.48,27.17,22.08,23.2,22.64,2.03,5.16,76.03,2.47,16733459600.0,16733382166.0,0.0,0.0,104.44,47.5
3,301390,经纬股份,45.0,20.0,7.5,5929.0,26682615.0,0.0,45.0,45.0,45.0,37.5,0.33,1.21,-58.38,2.93,2700000000.0,2207528100.0,0.0,0.0,52.96,35.14
4,300434,金石亚药,12.49,19.98,2.08,451186.0,552381525.58,19.6,12.49,10.45,10.53,10.41,4.43,13.14,26.28,1.92,5017780961.0,4288606818.0,0.0,0.0,30.65,22.45
5,920895,花溪科技,25.97,19.4,4.22,103037.0,248575993.24,28.74,27.55,21.3,22.13,21.75,1.11,35.86,2421.48,7.56,1467928280.0,746297293.0,-1.25,-0.5,111.83,26.93
6,688137,近岸蛋白,99.75,18.75,15.75,108099.0,1038206128.0,18.5,100.8,85.26,85.91,84.0,1.34,15.46,-119.4,3.49,6974265937.0,6974265937.0,0.02,-0.03,183.14,149.06
7,300939,秋田微,95.4,17.63,14.3,90956.0,811344265.81,20.72,96.9,80.1,80.22,81.1,2.49,7.58,165.93,7.91,11448000000.0,11448000000.0,0.01,0.16,41.0,178.3
8,920087,秋乐种业,16.8,15.94,2.31,279168.0,435033234.28,19.25,16.8,14.01,14.6,14.49,1.65,17.02,-129.59,5.27,2775360000.0,2755974900.0,0.18,1.2,67.33,5.79
9,300808,久量股份,21.94,14.87,2.84,103396.0,217543821.13,19.9,22.6,18.8,18.92,19.1,1.41,8.7,-65.16,3.78,3510400000.0,2608656741.0,0.05,0.23,-4.61,-27.04
10,688802,沐曦股份-U,546.5,14.44,68.94,146129.0,7175028567.0,20.08,547.0,451.1,460.0,477.56,8.36,44.97,178.51,15.76,218654650000.0,17758288517.0,0.09,1.79,-29.07,-5.79
11,300829,金丹科技,20.96,14.1,2.59,358149.0,722742004.09,16.28,21.28,18.29,18.36,18.37,3.2,21.3,45.85,1.95,4763686243.0,3524043178.0,-0.14,-0.29,49.93,27.11
12,688004,博汇科技,37.1,12.9,4.24,190912.0,685095636.0,12.45,37.49,33.4,34.29,32.86,2.26,23.84,-71.64,5.3,2971264800.0,2971264800.0,0.13,0.13,97.34,60.4
13,300461,田中精机,33.33,12.87,3.8,128861.0,419866504.17,15.17,33.63,29.15,29.6,29.53,1.82,8.9,-155.73,9.36,5250764604.0,4823226196.0,-0.21,-0.36,-16.42,74.69
14,300112,万讯自控,11.49,12.65,1.29,786143.0,865168987.23,18.33,12.12,10.25,10.26,10.2,1.24,29.15,-1258.56,3.19,3677785497.0,3099141525.0,-0.09,0.0,81.52,33.45
15,300234,开尔新材,11.33,11.08,1.13,402557.0,442976218.2,13.53,11.55,10.17,10.2,10.2,4.16,11.7,-2352.01,5.07,5700928450.0,3897373209.0,0.18,0.27,-0.44,106.0
16,300813,泰林生物,21.95,10.58,2.1,66024.0,141492576.08,12.9,22.38,19.82,19.88,19.85,3.37,7.76,65.29,3.42,2660322857.0,1868517302.0,-0.14,0.0,17.32,-10.55
17,300553,集智股份,65.98,10.52,6.28,107106.0,705809977.82,13.55,67.8,59.71,59.71,59.7,1.84,12.59,2535.87,8.67,7325432601.0,5614186208.0,0.0,-0.09,-16.85,63.56
18,301633,港迪技术,58.2,10.33,5.45,23505.0,133065710.34,11.6,58.89,52.77,52.95,52.75,1.99,9.21,-67.01,3.62,3240576000.0,1485071474.0,-0.17,-1.15,26.85,-16.16
19,000980,众泰汽车,2.37,10.23,0.22,6412898.0,1443469474.7,14.42,2.37,2.06,2.08,2.15,0.98,12.72,74.33,61.26,11950838141.0,11950691438.0,0.0,0.0,16.75,-32.86
