排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,昨日打二板以上表现,BK1645,24517.21,1542.14,6.71,18169681000,23.41,2,1,澳弘电子,9.99
2,昨日连板_含一字,BK1051,110836.02,4398.3,4.13,113404041000,21.49,7,5,华瓷股份,10.02
3,转基因,BK0907,1534.77,54.48,3.68,156518392000,4.92,15,5,敦煌种业,10.05
4,昨日连板,BK0816,48917.65,1698.62,3.6,107599909000,45.82,6,5,中晶科技,9.99
5,粮食概念,BK1086,806.88,25.44,3.26,407352592000,4.65,33,4,金健米业,9.97
6,重组蛋白,BK1063,999.95,25.45,2.61,408034720000,1.89,32,1,近岸蛋白,18.75
7,CRO,BK0899,2258.12,56.4,2.56,1150985712000,3.5,45,4,金石亚药,19.98
8,电子纸概念,BK1057,1063.58,26.19,2.52,573485120000,4.65,9,4,秋田微,17.63
9,轮毂电机,BK1099,1002.17,24.51,2.51,61076821000,1.57,9,0,兆丰股份,6.47
10,农业种植,BK0888,2421.86,53.37,2.25,721292496000,4.32,70,16,敦煌种业,10.05
11,汽车整车,BK1029,1385.58,25.52,1.88,1563836368000,1.78,20,5,安凯客车,10.03
12,盲盒经济,BK0954,1324.18,21.66,1.66,117751331000,4.39,10,2,芒果超媒,6.58
13,发电机概念,BK1014,1695.34,25.91,1.55,183634867000,1.5,17,6,科泰电源,7.0
14,百日新高,BK1676,1544.3,22.97,1.51,487493392000,6.17,17,18,内蒙新华,9.96
15,托育服务,BK1074,912.76,13.58,1.51,26950508000,3.95,4,2,昂立教育,4.08
16,船舶制造,BK0729,1225.34,17.86,1.48,804488128000,1.57,13,2,大金重工,5.23
17,机器人执行器,BK1145,1973.5,28.66,1.47,644680928000,1.85,30,7,拓普集团,4.36
18,调味品概念,BK1026,989.55,13.5,1.38,626977088000,2.34,19,14,雪天盐业,10.0
19,影视概念,BK0847,930.23,12.54,1.37,524948112000,2.8,50,13,博汇科技,12.9
20,近期新高,BK1674,1471.38,19.29,1.33,600191248000,6.57,24,24,华瓷股份,10.02
21,屏下摄像,BK0947,880.85,11.3,1.3,536882912000,4.56,7,2,京东方Ａ,5.5
22,精准诊断,BK1659,908.9,11.47,1.28,744047552000,1.54,48,13,近岸蛋白,18.75
23,电子后视镜,BK1125,1609.14,20.1,1.26,324583392000,1.88,17,8,秋田微,17.63
24,CAR-T细胞疗法,BK0986,1193.5,14.7,1.25,893387776000,1.47,25,4,百普赛斯,8.02
25,混合现实,BK1141,1843.19,22.65,1.24,1473977632000,4.42,17,17,经纬股份,20.0
26,土地流转,BK0632,1742.78,21.14,1.23,395726384000,3.0,28,17,华英农业,10.1
27,供销社概念,BK1109,1075.98,13.09,1.23,216712614000,2.61,14,7,敦煌种业,10.05
28,拼多多概念,BK0957,1540.94,18.7,1.23,181633027000,3.38,21,7,跨境通,9.91
29,减速器,BK1100,1686.61,20.14,1.21,1069513968000,3.11,61,27,山子高科,9.85
30,水产概念,BK0967,895.68,10.61,1.2,308002384000,2.81,12,5,神农种业,8.62
31,上海自贸,BK0643,3282.17,38.81,1.2,918994624000,0.53,22,11,上海物贸,9.96
32,新消费,BK1652,870.9,10.19,1.18,715490928000,1.95,58,23,华宝股份,20.01
33,空间计算,BK1143,1463.22,16.47,1.14,273763536000,1.83,14,9,经纬股份,20.0
34,免疫治疗,BK0698,1413.94,16.0,1.14,517601632000,0.97,36,9,南华生物,10.04
35,冰雪经济,BK1185,953.29,10.73,1.14,301359280000,1.94,32,10,大连圣亚,10.01
36,网红经济,BK0940,707.02,7.99,1.14,1178146800000,2.41,96,34,龙头股份,10.07
37,病原体防治,BK1657,930.27,10.46,1.14,1629918528000,2.35,129,31,金石亚药,19.98
38,病毒防治,BK0675,2548.3,28.37,1.13,1189472496000,1.15,85,19,金石亚药,19.98
39,微盘股,BK1158,3609.72,39.93,1.12,841460320000,2.47,332,60,经纬股份,20.0
40,微盘精选,BK1644,880.19,9.59,1.1,99694088000,2.27,41,6,楚环科技,4.29
41,乳业,BK0892,1010.02,10.95,1.1,417467216000,1.74,25,7,金健米业,9.97
42,人造肉,BK0866,1342.79,14.42,1.09,201597902000,3.57,10,8,华宝股份,20.01
43,共享经济,BK0807,846.48,9.01,1.08,219099740000,2.48,12,8,世联行,10.04
44,知识产权,BK0839,2050.03,21.72,1.07,337802208000,3.97,28,15,太力科技,7.87
45,合成生物,BK1174,1278.24,13.49,1.07,1463484272000,2.59,86,38,华宝股份,20.01
46,体外诊断概念,BK0841,1305.9,13.52,1.05,766578208000,2.1,51,16,近岸蛋白,18.75
47,肝炎概念,BK1078,1331.3,13.82,1.05,588822208000,3.7,44,11,百花医药,10.01
48,流感,BK0906,1589.67,16.23,1.03,1391828784000,2.14,92,29,金石亚药,19.98
49,微利股,BK1642,846.56,8.59,1.03,754805136000,2.02,57,42,安凯客车,10.03
50,电子烟,BK0865,2801.56,27.54,0.99,1335567504000,3.31,27,25,科森科技,10.03
51,抗菌面料,BK1116,1508.46,14.85,0.99,123858029000,2.68,9,7,华纺股份,9.9
52,阿兹海默,BK0894,1860.39,18.21,0.99,230237287000,2.14,17,2,诺唯赞,4.76
53,基因测序,BK0693,1793.72,17.53,0.99,427019616000,2.1,36,9,华大智造,4.98
54,生态农业,BK0669,1428.52,13.81,0.98,367405136000,3.18,32,15,华英农业,10.1
55,AIGC概念,BK1111,1937.83,17.81,0.93,2049674256000,2.9,80,45,川网传媒,8.29
56,数字阅读,BK0959,1555.92,14.29,0.93,174308574000,2.02,11,7,城市传媒,5.03
57,代糖概念,BK0938,1083.77,9.85,0.92,272095520000,4.94,17,6,亚盛集团,6.82
58,无线耳机,BK0893,2550.69,23.2,0.92,2968528512000,3.34,42,39,科森科技,10.03
59,地热能,BK0622,6349.53,57.33,0.91,122961603000,3.87,4,5,*ST建艺,6.37
60,植物照明,BK1007,1191.01,10.69,0.91,186998961000,3.35,12,8,联域股份,8.37
61,减肥药,BK1146,1226.44,10.94,0.9,904705552000,1.48,30,12,万邦医药,10.0
62,预制菜概念,BK1025,1054.76,9.43,0.9,587602096000,2.48,43,21,金健米业,9.97
63,鸡肉概念,BK0887,731.67,6.49,0.89,332005232000,1.04,14,6,华英农业,10.1
64,创新药,BK1106,1399.65,12.22,0.88,3832445600000,1.85,156,42,百花医药,10.01
65,造纸印刷,BK0470,9834.72,85.04,0.87,251006581000,2.0,27,13,新宏泽,10.05
66,婴童概念,BK0664,1637.63,14.14,0.87,1258082480000,2.42,109,49,龙头股份,10.07
67,湖北自贸,BK0926,2333.91,19.99,0.86,663495872000,3.04,16,12,三峡新材,10.03
68,沪企改革,BK0672,2428.73,20.69,0.86,787701936000,0.63,23,12,上海物贸,9.96
69,汽车一体化压铸,BK1093,1278.84,10.87,0.86,308727408000,1.56,19,9,合力科技,6.0
70,在线教育,BK0662,1990.28,17.04,0.86,1310758112000,2.54,68,42,龙版传媒,9.97
71,跨境电商,BK1115,1450.78,12.19,0.85,1604261536000,2.19,115,52,华瓷股份,10.02
72,毛发医疗,BK0996,993.09,8.38,0.85,152754162000,2.6,11,9,金发拉比,5.56
73,裸眼3D,BK1142,1225.75,10.29,0.85,366768640000,5.38,15,8,美迪凯,7.98
74,华为汽车,BK0984,2099.21,17.6,0.85,1726018464000,2.23,67,55,山子高科,9.85
75,租售同权,BK0822,653.19,5.43,0.84,318254016000,1.92,12,10,世联行,10.04
76,维生素,BK0895,1857.52,15.2,0.83,460876016000,1.85,25,7,花园生物,7.11
77,第四代半导体,BK1121,2252.78,18.52,0.83,105253337000,1.07,2,1,东微半导,3.43
78,AI语料,BK1172,1027.81,8.49,0.83,441695136000,3.03,26,10,芒果超媒,6.58
79,宠物经济,BK0993,849.46,6.9,0.82,411770784000,1.73,49,21,华宝股份,20.01
80,幽门螺杆菌概念,BK1056,956.92,7.82,0.82,506563920000,1.76,46,12,华纳药厂,5.44
81,新零售,BK0825,960.77,7.65,0.8,2148620704000,2.71,94,53,金健米业,9.97
82,谷子经济,BK1183,1009.08,8.02,0.8,589023840000,3.07,56,22,大连圣亚,10.01
83,地摊经济,BK0924,1863.31,14.86,0.8,400988656000,2.25,18,11,久量股份,14.87
84,医美概念,BK0889,1747.97,13.64,0.79,1091686880000,3.18,54,22,南华生物,10.04
