序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688801,N燧原-U,397.0,179.22,254.82,136087.0,5647951616.0,61.9,475.0,386.99,410.0,142.18,,76.02,-135.09,20.21,170849636016.0,7106429025.0,-0.25,-0.98,179.22,179.22
2,300563,神宇股份,27.92,19.98,4.65,228778.0,611894701.26,21.96,27.92,22.81,22.99,23.27,3.3,18.05,118.21,4.51,5085296143.0,3538298278.0,0.0,0.0,-4.45,-23.46
3,920268,百迈科,41.5,18.78,6.56,101979.0,392724480.71,33.34,44.98,33.33,35.5,34.94,1.15,70.58,29.11,3.76,2249300000.0,599597644.0,-1.19,-1.14,142.69,142.69
4,688260,昀冢科技,109.9,18.68,17.3,111633.0,1125628886.0,20.3,109.99,91.19,91.91,92.6,2.72,9.3,-72.25,94.52,13188000000.0,13188000000.0,-0.05,0.71,-14.83,281.6
5,300290,ST荣科,8.44,15.62,1.14,882671.0,703451176.64,20.55,8.57,7.07,7.15,7.3,2.28,13.8,-17.75,8.98,5399342882.0,5398137017.0,0.0,0.24,-11.06,-69.33
6,688143,长盈通,195.0,15.49,26.16,206587.0,3715315618.0,19.32,196.28,163.66,163.99,168.84,1.37,16.88,836.29,18.39,25112256390.0,23863013070.0,0.06,1.04,-10.53,288.76
7,920821,则成电子,25.29,15.16,3.33,141891.0,330566893.24,24.04,26.4,21.12,21.39,21.96,1.3,19.48,988.18,6.69,3499172426.0,1842463042.0,0.56,1.36,11.7,-2.95
8,688367,工大高科,32.12,12.74,3.63,42197.0,128240359.0,21.66,33.57,27.4,28.78,28.49,2.98,4.82,313.36,4.77,2814502152.0,2814502152.0,0.06,-0.71,-13.33,4.12
9,920008,成电光信,24.75,10.54,2.36,54176.0,131614762.15,18.09,25.82,21.77,21.99,22.39,2.7,15.9,-341.83,4.96,1577812500.0,843200152.0,-0.56,0.2,8.55,-17.44
10,002560,通达股份,6.88,10.08,0.63,794133.0,536328243.28,12.32,6.88,6.11,6.2,6.25,4.01,12.54,96.91,1.89,5058669124.0,4357420342.0,0.0,0.0,-16.2,-3.64
11,002242,九阳股份,9.74,10.06,0.89,332762.0,314171577.97,13.33,9.74,8.56,8.71,8.85,3.72,4.37,51.77,2.3,7431785580.0,7419597188.0,0.0,0.0,16.65,-5.34
12,002585,双星新材,9.96,10.06,0.91,1052735.0,1039710982.57,11.49,9.96,8.92,8.93,9.05,2.96,11.87,124.17,1.36,11367573216.0,8830454208.0,0.0,0.0,-32.93,48.44
13,002790,瑞尔特,9.31,10.05,0.85,106508.0,99158761.8,0.0,9.31,9.31,9.31,8.46,1.03,4.09,-183.93,1.9,3890391113.0,2427093725.0,0.0,0.0,63.05,11.1
