排名,板块名称,板块代码,最新价,涨跌额,涨跌幅,总市值,换手率,上涨家数,下跌家数,领涨股票,领涨股票-涨跌幅
1,昨日连板_含一字,BK1051,39208.59,1524.78,4.05,99107335000,7.96,7,2,传智教育,9.99
2,微盘股,BK1158,3296.72,116.24,3.65,796081168000,2.73,387,12,欣天科技,20.02
3,微盘精选,BK1644,814.34,27.83,3.54,106650312000,2.82,52,1,仁度生物,7.99
4,核能核电,BK0577,2664.8,85.69,3.32,4764220672000,1.77,176,22,利柏特,10.01
5,建筑节能,BK1076,1043.58,31.5,3.11,235896143000,2.74,43,3,达实智能,10.1
6,托育服务,BK1074,852.44,25.35,3.06,24799126000,2.22,5,1,昂立教育,7.7
7,时空大数据,BK1130,1343.97,39.44,3.02,270316480000,3.41,23,3,测绘股份,8.56
8,抽水蓄能,BK1003,1808.53,52.46,2.99,1741969696000,1.57,35,4,长缆科技,10.03
9,轮毂电机,BK1099,973.68,28.29,2.99,59472397000,2.09,7,1,兆丰股份,8.82
10,举牌,BK0685,2684.7,77.22,2.96,91121266000,1.93,9,3,德龙汇能,9.99
11,纳米银,BK0855,3156.18,88.9,2.9,99332888000,4.74,7,0,西部材料,7.38
12,同步磁阻电机,BK1131,2107.19,58.92,2.88,98505721000,5.1,5,2,卧龙电驱,8.9
13,地下管网,BK1058,1115.07,30.41,2.8,391267216000,1.47,48,4,雄塑科技,11.72
14,可控核聚变,BK1163,2219.51,60.51,2.8,2080530368000,2.01,61,18,合锻智能,9.99
15,智能电网,BK0581,1995.82,53.88,2.77,2571590128000,3.47,178,19,风范股份,10.02
16,特高压,BK0918,2571.18,68.55,2.74,1854058624000,2.45,80,10,风范股份,10.02
17,虚拟电厂,BK0958,2089.26,55.46,2.73,1053630768000,1.94,68,5,乐山电力,10.05
18,交运设备,BK0429,9965.34,263.5,2.72,635117248000,1.05,45,6,凤凰B股,9.91
19,熔盐储能,BK1103,1023.09,26.8,2.69,104739172000,1.85,9,2,久盛电气,20.0
20,海绵城市,BK0724,940.86,24.36,2.66,253137887000,4.34,33,3,利欧股份,10.09
21,电网概念,BK1647,787.39,20.1,2.62,2930580768000,3.4,203,25,风范股份,10.02
22,电子后视镜,BK1125,1514.52,38.54,2.61,321847296000,2.11,22,3,富瀚微,20.01
23,大飞机,BK0814,1664.7,41.87,2.58,1886093184000,1.95,92,8,江特电机,9.99
24,水产概念,BK0967,819.46,20.56,2.57,196840826000,2.6,14,2,通威股份,10.02
25,新型城镇化,BK1080,1017.24,25.43,2.56,480443264000,2.56,86,16,锦和商管,10.0
26,ST股,BK0511,6046.36,150.06,2.54,732896896000,1.63,164,37,*ST康乐,16.35
27,发电机概念,BK1014,1603.04,39.6,2.53,176919705000,1.58,23,0,中坚科技,7.13
28,空间站概念,BK0994,2029.61,49.65,2.51,272412192000,2.52,18,2,华菱线缆,9.98
29,新能源,BK0493,17301.1,424.24,2.51,6806419968000,2.12,187,25,盈峰环境,10.06
30,海洋经济,BK0623,3119.36,75.85,2.49,2201949952000,1.86,98,13,合锻智能,9.99
31,医废处理,BK0914,1183.69,28.54,2.47,200857505000,2.0,30,2,ST雪浪,8.16
32,生物质能发电,BK1098,1061.83,25.36,2.45,236087975000,2.01,28,1,武汉天源,14.0
33,卫星互联网,BK0921,1766.69,42.17,2.45,2409811328000,1.49,75,18,华菱线缆,9.98
34,垃圾分类,BK0873,1529.43,36.36,2.44,811202016000,1.87,86,9,盈峰环境,10.06
35,海工装备,BK0601,2123.97,49.91,2.41,2026141104000,1.82,64,12,合锻智能,9.99
36,通用航空,BK0625,5208.59,122.24,2.4,891305008000,1.2,33,2,新大洲A,10.07
37,昨日打二板以上表现,BK1645,10964.01,256.74,2.4,34582985000,6.97,3,2,传智教育,9.99
38,2026中报首亏,BK1751,970.49,22.49,2.37,2138511088000,2.31,239,35,欣天科技,20.02
39,共享经济,BK0807,833.61,19.27,2.37,218544309000,1.75,15,3,博实结,7.8
40,户外露营,BK1079,1314.1,30.25,2.36,126388306000,1.56,24,2,浙江正特,5.24
41,磁悬浮概念,BK0975,2101.49,48.47,2.36,799862000000,1.22,26,4,神剑股份,10.03
42,智慧灯杆,BK1069,1568.61,36.05,2.35,134938622000,3.8,23,4,豪尔赛,9.98
43,水利建设,BK0597,1898.36,43.33,2.34,2188575616000,2.17,88,19,中国核建,10.05
44,减速器,BK1100,1659.25,38.0,2.34,1032878928000,2.41,73,13,中大力德,9.99
45,北斗导航,BK0629,5918.15,134.9,2.33,1128157136000,1.71,63,12,神剑股份,10.03
46,DRG/DIP,BK1054,913.56,20.81,2.33,127352304000,2.91,14,4,ST荣科,12.62
47,航天航空,BK0480,49718.64,1131.31,2.33,1250419824000,1.94,46,9,立航科技,10.0
48,超超临界发电,BK1087,1466.45,33.36,2.33,1237102288000,1.57,42,7,江苏神通,10.0
49,绿色电力,BK1024,1270.58,28.95,2.33,6392591872000,1.62,147,21,中国核建,10.05
50,雄安新区,BK0813,928.31,21.08,2.32,2151786000000,1.51,134,9,恒银科技,10.04
51,土地流转,BK0632,1614.32,36.15,2.29,385844880000,1.83,40,3,*ST广糖,6.22
52,铁路基建,BK0592,2543.93,56.96,2.29,2993540016000,0.99,110,14,中岩大地,9.98
53,低价股,BK1053,1059.22,23.6,2.28,1983401712000,1.48,215,12,达实智能,10.1
54,风能,BK0595,2530.46,56.2,2.27,8354728192000,1.8,202,36,江苏神通,10.0
55,碳纤维,BK1171,1536.37,33.95,2.26,506823552000,2.18,36,6,神剑股份,10.03
56,钙钛矿电池,BK1094,914.01,20.21,2.26,787573488000,3.37,38,10,国晟科技,9.96
57,破发股,BK1672,892.68,19.62,2.25,4710548992000,1.79,729,117,豪尔赛,9.98
58,土壤修复,BK1070,957.05,20.85,2.23,222395298000,2.25,29,6,测绘股份,8.56
59,TOPCon电池,BK1097,822.32,17.86,2.22,644302384000,3.05,34,10,通威股份,10.02
60,航母概念,BK0715,913.38,19.83,2.22,1044399744000,1.3,29,3,西部材料,7.38
61,近期摘帽,BK1693,1049.6,22.29,2.17,478952128000,2.51,49,15,传智教育,9.99
62,粮食概念,BK1086,682.69,14.5,2.17,198864011000,2.05,28,2,新赛股份,10.06
63,军工,BK0490,73052.59,1548.06,2.16,5464002304000,2.57,347,75,合锻智能,9.99
64,成渝特区,BK0534,20256.05,425.51,2.15,1968268896000,1.57,68,17,德龙汇能,9.99
65,造纸印刷,BK0470,9384.14,196.99,2.14,243859033000,2.08,32,4,凯恩股份,9.98
66,供销社概念,BK1109,1004.55,21.01,2.14,128255346000,1.65,13,1,中再资环,5.5
67,抗菌面料,BK1116,1407.0,29.05,2.11,114152162000,2.02,15,1,苏豪汇鸿,4.29
68,民爆概念,BK1066,1449.47,29.96,2.11,346375616000,1.29,19,3,高争民爆,10.0
69,商业航天,BK0963,2206.62,45.62,2.11,5337976064000,2.45,244,55,魅视科技,10.0
70,QFII重仓,BK0535,21418.28,436.64,2.08,6566098432000,3.67,558,136,恒银科技,10.04
71,钒电池,BK1095,1304.01,26.18,2.05,536895072000,1.63,19,2,协鑫集成,5.51
72,数字孪生,BK0861,1484.46,29.62,2.04,928374640000,1.9,69,17,达实智能,10.1
73,HJT电池,BK0908,2695.58,54.0,2.04,618115488000,3.19,30,8,国晟科技,9.96
74,装配建筑,BK0945,1003.05,19.96,2.03,1222116336000,1.13,74,12,盈建科,7.63
75,无人机,BK0704,2370.82,46.87,2.02,3446765680000,2.76,184,35,瑞迪智驱,19.99
76,新型工业化,BK1150,1383.12,27.09,2.0,2714289936000,2.1,82,20,合锻智能,9.99
77,2026中报预减,BK1752,999.35,19.47,1.99,2258919312000,1.97,177,33,高争民爆,10.0
78,京津冀,BK0684,1655.42,32.34,1.99,698692320000,1.96,53,5,凯发电气,7.73
79,换电概念,BK0985,1465.53,28.48,1.98,761872800000,1.99,32,9,豪尔赛,9.98
80,船舶制造,BK0729,1153.52,22.38,1.98,716757984000,1.43,12,3,ST亚光,7.66
81,降解塑料,BK0909,1877.84,36.21,1.97,761016992000,1.88,54,11,福莱新材,9.99
82,军民融合,BK0808,1807.58,34.82,1.96,3073703408000,2.34,146,31,神剑股份,10.03
83,PPP模式,BK0721,740.59,14.16,1.95,2176655696000,1.28,122,21,盈峰环境,10.06
