序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920258,N聚仁,15.72,250.89,11.24,339435.0,586810530.26,97.77,19.68,15.3,19.0,4.48,,94.29,31.86,5.92,6288000000.0,565920000.0,0.0,0.77,250.89,250.89
2,300615,欣天科技,10.43,20.02,1.74,12671.0,13215863.43,0.0,10.43,10.43,10.43,8.69,0.22,0.83,-14.96,4.36,2012877356.0,1596700153.0,0.0,0.0,-28.61,-21.16
3,300613,富瀚微,67.48,20.01,11.25,111966.0,755530001.43,0.04,67.48,67.46,67.47,56.23,0.83,5.1,46.18,5.42,15715763372.0,14824688218.0,0.0,0.0,7.33,46.76
4,301082,久盛电气,10.62,20.0,1.77,284904.0,283779754.99,18.98,10.62,8.94,8.99,8.85,4.19,10.45,-114.71,3.08,3124424454.0,2896157388.0,0.0,0.0,-16.11,-22.54
5,300305,裕兴股份,6.06,20.0,1.01,341774.0,193770646.46,16.04,6.06,5.25,5.29,5.05,4.67,10.63,-11.7,1.18,2274926254.0,1948143936.0,0.0,0.0,-10.09,1.85
6,301182,凯旺科技,60.98,19.99,10.16,17679.0,104412292.74,16.82,60.98,52.43,52.45,50.82,0.5,2.02,-40.84,8.82,5843207266.0,5328688516.0,0.0,0.0,-12.31,43.08
7,301596,瑞迪智驱,49.82,19.99,8.3,37686.0,181440750.63,18.47,49.82,42.15,42.54,41.52,1.92,8.6,66.37,6.12,5382125344.0,2184271114.0,0.0,0.0,-3.62,-11.05
8,688066,*ST航图,9.68,19.95,1.61,141647.0,130039626.0,19.45,9.68,8.11,8.11,8.07,1.99,5.38,-5.89,-2.17,2549028757.0,2549028757.0,0.0,0.0,-23.54,-70.27
9,301139,*ST元道,3.79,19.94,0.63,260539.0,92995473.32,19.62,3.79,3.17,3.17,3.16,1.08,34.21,146.29,0.24,460791232.0,288673491.0,0.0,0.0,-79.46,-79.36
10,920396,常辅股份,22.12,18.8,3.5,75802.0,163949970.49,14.12,22.6,19.97,19.99,18.62,3.95,14.77,56.58,4.5,1597531528.0,1134949616.0,0.09,0.68,-25.32,-31.96
11,301137,哈焊华通,37.27,18.51,5.82,171994.0,618416983.46,15.8,37.74,32.77,33.5,31.45,3.44,9.46,249.46,4.93,6776185418.0,6776185418.0,0.0,-0.13,-17.34,-20.58
12,301395,仁信新材,11.4,16.8,1.64,121749.0,133397170.82,21.11,11.65,9.59,9.8,9.76,3.06,9.56,-6.89,1.92,2768494993.0,1451555593.0,-1.64,-1.64,-27.39,-7.01
13,920575,*ST康乐,5.48,16.35,0.77,270397.0,144352434.58,32.91,6.08,4.53,4.63,4.71,3.35,14.4,-7.59,-21.25,1539551200.0,1029355966.0,-1.44,1.11,21.51,-33.74
14,301068,大地海洋,27.79,15.12,3.65,37279.0,98882620.04,15.87,27.86,24.03,24.29,24.14,4.11,3.72,72.17,4.88,3927164470.0,2787935180.0,0.69,0.4,-21.78,5.59
15,301205,联特科技,253.9,14.89,32.9,135321.0,3320839914.32,17.42,259.49,221.0,221.0,221.0,1.31,16.16,2710.96,20.45,33028454550.0,21262908819.0,-0.03,0.04,-10.79,50.85
16,301127,武汉天源,13.6,14.0,1.67,489488.0,635264273.22,15.76,13.64,11.76,11.9,11.93,1.16,7.48,51.25,2.73,9167423767.0,8900144409.0,0.15,0.15,-6.46,-10.23
17,920222,益坤电气,28.49,13.96,3.49,51000.0,144205454.54,16.92,29.99,25.76,25.94,25.0,1.05,44.11,56.62,5.35,2440085879.0,329418189.0,0.04,0.78,182.36,182.36
18,300939,秋田微,51.79,13.82,6.29,61548.0,303558713.66,17.25,53.0,45.15,45.5,45.5,1.52,5.13,107.37,4.37,6214800000.0,6214800000.0,0.0,0.1,21.89,51.08
19,688529,豪森智能,15.7,13.77,1.9,50940.0,76833904.0,15.65,15.98,13.82,13.82,13.8,2.92,3.03,-7.01,2.67,2640362462.0,2640362462.0,-0.25,-0.63,-21.26,-14.86
20,300700,岱勒新材,15.78,12.71,1.78,213962.0,322171680.6,14.57,15.79,13.75,13.98,14.0,1.6,6.02,635.62,8.12,6265114827.0,5608356497.0,0.0,0.06,-13.15,27.77
21,300112,万讯自控,8.09,12.67,0.91,419808.0,330167129.87,16.43,8.33,7.15,7.24,7.18,3.0,17.67,-794.36,2.36,2329548718.0,1922130986.0,0.0,0.37,-5.82,-6.04
22,300290,ST荣科,5.8,12.62,0.65,556968.0,316696840.0,16.7,6.03,5.17,5.2,5.15,1.02,8.71,-51.8,5.04,3710448900.0,3709346175.0,0.35,0.0,-65.04,-78.92
23,300599,雄塑科技,10.58,11.72,1.11,119602.0,121686831.02,12.25,10.59,9.43,9.43,9.47,1.73,6.36,29.37,1.97,3789031979.0,1989403867.0,0.0,0.09,-20.81,31.43
