序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920138,N杰理,53.26,182.4,34.4,285358.0,1570377484.22,37.33,59.54,52.5,53.0,18.86,,82.44,35.98,4.56,23059183300.0,1843528698.0,0.0,0.02,182.4,182.4
2,920856,浩淼科技,14.93,29.94,3.44,98193.0,141368683.38,30.2,14.93,11.46,11.61,11.49,3.73,18.51,-108.35,3.12,1420240556.0,792186352.0,0.0,0.0,25.15,-10.01
3,920826,盖世食品,9.78,22.25,1.78,178975.0,166818125.0,30.0,10.4,8.0,8.02,8.0,6.0,28.34,36.17,3.64,1374244661.0,617647616.0,-0.2,-1.91,-1.21,-26.08
4,688167,炬光科技,245.52,20.0,40.92,86147.0,2001940257.0,19.8,245.52,205.0,207.0,204.6,0.79,6.62,-237.63,14.05,31951720160.0,31951720160.0,0.0,0.0,-25.31,103.35
5,688635,长进光子,300.02,20.0,50.0,45076.0,1256980443.0,21.5,300.02,246.27,251.3,250.02,1.9,25.39,353.29,18.78,28102873400.0,5327310230.0,0.0,0.0,632.11,632.11
6,301315,威士顿,46.16,19.99,7.69,58793.0,261712727.27,14.97,46.16,40.4,40.4,38.47,4.27,6.68,110.18,4.03,4062080000.0,4062080000.0,0.0,0.0,-9.97,-18.85
7,300862,蓝盾光电,32.84,19.99,5.47,20765.0,68193573.6,0.0,32.84,32.84,32.84,27.37,0.29,1.37,-174.94,3.09,6062851902.0,4974307870.0,0.0,0.0,23.83,43.53
8,301602,超研股份,18.38,19.97,3.06,127243.0,226785824.45,20.43,18.38,15.25,15.25,15.32,4.33,6.1,215.93,6.03,7872698746.0,3832218807.0,0.0,0.0,2.85,-14.07
9,300197,节能铁汉,2.3,19.79,0.38,2956453.0,612238065.88,20.83,2.3,1.9,1.91,1.92,3.45,9.97,-14.05,-18.94,6820185584.0,6820013084.0,0.0,0.0,41.1,29.94
10,301129,瑞纳智能,24.88,17.25,3.66,78665.0,189314525.21,20.97,25.46,21.01,21.22,21.22,6.26,11.66,-39.42,1.89,3380380912.0,1678715800.0,-0.04,0.0,-13.7,5.38
