代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.08,11.14,10.99,11.05,11.09,-0.36,803862241.0
000010,*ST美丽,3.78,3.8,3.55,3.55,3.76,-5.59,162728805.0
000021,深科技,27.02,27.71,26.75,27.19,27.4,-0.77,1478305384.0
000063,中兴通讯,36.28,36.69,36.08,36.31,36.57,-0.71,2168002905.0
000100,TCL科技,4.9,4.99,4.85,4.9,4.97,-1.41,1900152286.0
000166,申万宏源,5.07,5.12,5.05,5.07,5.1,-0.59,377423897.0
000301,东方盛虹,12.4,13.0,12.25,12.79,12.53,2.08,471400411.0
000333,美的集团,80.43,80.8,79.4,79.54,80.45,-1.13,2494058799.0
000338,潍柴动力,23.88,24.23,23.43,23.78,24.43,-2.66,2188921677.0
000408,藏格矿业,78.68,84.0,78.68,83.0,82.56,0.53,1259188638.0
000425,徐工机械,11.64,11.65,11.4,11.45,11.65,-1.72,853459718.0
000538,云南白药,58.0,58.2,56.99,57.0,57.13,-0.23,748916316.0
000568,泸州老窖,125.49,126.78,122.41,122.83,125.46,-2.1,1510280327.0
000617,中油资本,8.88,8.95,8.83,8.88,8.93,-0.56,327484529.0
000630,铜陵有色,6.93,7.28,6.79,7.11,7.19,-1.11,4547910536.0
000636,风华高科,21.93,22.3,21.21,21.28,22.79,-6.63,2044380482.0
000651,格力电器,38.8,38.99,38.52,38.56,38.92,-0.92,1153263734.0
000657,中钨高新,44.64,48.9,44.5,47.93,45.45,5.46,4601791688.0
000725,京东方Ａ,4.38,4.42,4.34,4.37,4.41,-0.91,2163713431.0
000776,广发证券,21.36,21.5,21.25,21.29,21.47,-0.84,601561921.0
000792,盐湖股份,31.3,32.85,31.23,32.4,32.09,0.97,2278235088.0
000807,云铝股份,30.93,32.6,30.6,31.7,31.49,0.67,1799008882.0
000838,*ST发展,2.7,2.78,2.66,2.73,2.66,2.63,162204971.0
000858,五 粮 液,108.9,109.73,106.81,107.0,108.89,-1.74,2975510012.0
000895,双汇发展,26.58,26.78,26.45,26.54,26.69,-0.56,241856127.0
000938,紫光股份,24.29,24.62,24.11,24.35,24.47,-0.49,814441784.0
000958,电投产融,6.46,6.51,6.4,6.46,6.48,-0.31,125634241.0
000977,浪潮信息,59.06,60.23,58.5,59.39,59.67,-0.47,1842741970.0
000988,华工科技,73.88,75.78,72.92,73.92,74.63,-0.95,2114579689.0
001280,中国铀业,83.0,87.79,83.0,85.61,86.01,-0.47,1604659263.0
001289,龙源电力,15.45,15.58,15.41,15.48,15.52,-0.26,47284786.0
001309,德明利,235.0,236.5,229.0,232.94,237.53,-1.93,1669552451.0
001389,广合科技,97.99,102.5,95.71,99.5,100.22,-0.72,917386098.0
002001,新 和 成,27.77,30.68,27.68,29.75,27.99,6.29,2531339638.0
002008,大族激光,48.19,49.39,47.43,48.05,48.95,-1.84,949247629.0
002027,分众传媒,7.42,7.45,7.31,7.31,7.41,-1.35,679143607.0
002028,思源电气,192.38,193.88,188.0,188.0,192.38,-2.28,1575057624.0
002049,紫光国微,76.88,77.56,76.02,76.56,77.48,-1.19,1281956560.0
002050,三花智控,49.36,52.17,49.08,51.12,50.09,2.06,6691040679.0
002080,中材科技,38.29,39.17,37.22,37.71,38.69,-2.53,1597158366.0
002102,ST能特,3.35,3.56,3.31,3.45,3.36,2.68,246452122.0
002142,宁波银行,32.54,32.92,32.13,32.27,32.53,-0.8,1069021679.0
002156,通富微电,46.77,47.56,46.16,46.9,47.72,-1.72,2707360750.0
002179,中航光电,34.6,34.84,34.44,34.61,34.83,-0.63,574335360.0
002185,华天科技,13.68,13.78,13.35,13.51,13.91,-2.88,2291456698.0
002202,金风科技,24.76,26.07,24.76,25.51,24.82,2.78,6215858257.0
002230,科大讯飞,55.25,55.64,54.32,54.81,55.75,-1.69,2740836895.0
002241,歌尔股份,26.2,26.43,25.91,26.18,26.44,-0.98,1418269512.0
002281,光迅科技,65.64,68.1,65.27,66.75,66.33,0.63,1690759765.0
002311,海大集团,54.39,54.75,53.4,53.4,54.45,-1.93,428529321.0
002352,顺丰控股,39.01,39.42,38.77,38.86,39.22,-0.92,1130215566.0
002353,杰瑞股份,84.01,86.8,82.53,85.44,87.0,-1.79,1701591827.0
002371,北方华创,467.99,479.99,465.0,472.23,470.12,0.45,3950399259.0
002379,宏桥控股,29.0,31.15,28.87,30.49,29.4,3.71,770551582.0
002384,东山精密,70.84,75.0,69.33,72.47,73.4,-1.27,5160636059.0
002409,雅克科技,87.35,88.8,86.01,87.4,88.64,-1.4,612213640.0
002415,海康威视,32.3,32.71,32.26,32.64,32.5,0.43,1909525723.0
002428,云南锗业,33.5,34.76,33.31,34.04,34.21,-0.5,706080629.0
002460,赣锋锂业,61.0,65.75,60.99,64.75,62.91,2.92,3071601644.0
002463,沪电股份,65.06,70.96,65.01,69.16,65.97,4.84,5683637220.0
002466,天齐锂业,48.0,51.0,47.66,50.2,49.44,1.54,2146093339.0
002475,立讯精密,51.37,52.01,50.7,51.17,51.7,-1.03,3723195003.0
002484,江海股份,28.01,28.98,27.72,28.1,28.15,-0.18,573186598.0
002493,荣盛石化,13.61,14.82,13.43,14.47,13.79,4.93,1076066832.0
002565,顺灏股份,16.7,18.48,16.69,17.58,17.14,2.57,3270177960.0
002594,比亚迪,89.39,90.66,89.0,89.82,90.11,-0.32,2217096985.0
002600,领益智造,14.55,14.93,14.44,14.72,14.75,-0.2,929558959.0
002602,世纪华通,19.21,19.95,18.88,19.8,19.42,1.96,3067083143.0
002648,卫星化学,21.79,23.22,21.61,22.74,22.2,2.43,1468054975.0
002653,海思科,47.36,48.5,47.0,47.23,47.36,-0.27,112452176.0
002709,天赐材料,38.87,42.48,38.7,41.78,39.35,6.18,3684832237.0
002714,牧原股份,46.09,47.05,46.05,46.41,46.73,-0.68,1666070820.0
002736,国信证券,12.49,12.56,12.4,12.41,12.55,-1.12,283873370.0
002816,*ST和科,24.75,25.68,24.52,25.31,25.0,1.24,90972016.0
002837,英维克,96.9,103.68,96.54,99.69,99.27,0.42,4313056213.0
002851,麦格米特,117.4,119.05,114.12,115.17,117.6,-2.07,1466270446.0
002916,深南电路,223.23,247.78,221.75,243.47,225.25,8.09,5155424126.0
002938,鹏鼎控股,57.0,61.77,56.11,58.65,58.02,1.09,2554174847.0
003816,中国广核,3.91,3.95,3.91,3.92,3.92,0.0,513057845.0
159516,半导体设备ETF国泰,1.769,1.815,1.769,1.786,1.796,-0.56,1146520620
159558,半导体设备ETF易方达,2.071,2.125,2.071,2.093,2.106,-0.62,280976832
300014,亿纬锂能,60.97,64.36,60.89,63.53,61.58,3.17,3241119567.0
300015,爱尔眼科,11.0,11.18,10.91,11.07,11.51,-3.82,1845138942.0
300024,机器人,17.06,17.38,16.86,17.21,17.11,0.58,381404607.0
300033,同花顺,352.19,354.99,341.19,341.43,353.18,-3.33,2995955994.0
300054,鼎龙股份,42.95,44.33,42.61,43.44,43.43,0.02,663597982.0
300059,东方财富,22.78,22.91,22.65,22.66,22.93,-1.18,4503074670.0
300124,汇川技术,73.84,75.28,73.39,74.65,74.53,0.16,1602155368.0
300136,信维通信,78.66,83.73,78.66,79.45,77.82,2.09,9795614139.0
300152,*ST动力,2.81,3.08,2.66,2.72,2.59,5.02,565419248.0
300223,北京君正,126.6,126.98,123.41,123.63,128.33,-3.66,2054403809.0
300274,阳光电源,144.0,146.8,141.1,144.5,146.0,-1.03,6021774265.0
300285,国瓷材料,30.13,30.85,29.95,30.13,30.71,-1.89,563203765.0
300308,中际旭创,548.11,561.88,530.3,540.01,561.99,-3.91,17909389389.0
300394,天孚通信,253.62,268.01,241.72,252.97,251.9,0.42,12519907932.0
300408,三环集团,50.44,51.89,50.11,50.82,51.6,-1.51,976027203.0
300433,蓝思科技,35.0,36.07,34.59,35.2,35.44,-0.68,1998712020.0
300475,香农芯创,137.5,140.1,134.5,137.79,139.9,-1.51,2302033257.0
300476,胜宏科技,250.0,265.98,244.3,257.8,253.14,1.84,8064947830.0
300498,温氏股份,15.85,16.02,15.81,15.82,15.95,-0.82,539552051.0
300502,新易盛,376.05,378.87,357.0,364.06,383.0,-4.95,16979900891.0
300555,ST路通,14.16,14.48,14.08,14.31,14.3,0.07,40896650.0
300567,精测电子,128.0,131.6,126.0,126.16,130.54,-3.36,1300139288.0
