代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.93,10.97,10.88,10.92,10.93,-0.09,782089441.0
000010,*ST美丽,4.49,4.85,4.3,4.68,4.53,3.31,663012575.0
000021,深科技,30.9,33.12,30.55,33.1,30.92,7.05,5131252377.0
000063,中兴通讯,36.31,36.64,35.58,36.5,36.46,0.11,2592702211.0
000100,TCL科技,4.81,4.83,4.61,4.66,4.83,-3.52,3064735312.0
000166,申万宏源,4.94,4.96,4.91,4.95,4.93,0.41,325041158.0
000301,东方盛虹,11.5,11.59,11.01,11.4,11.56,-1.38,525569499.0
000333,美的集团,76.52,76.88,75.68,76.64,76.86,-0.29,1570261577.0
000338,潍柴动力,24.82,24.83,24.04,24.55,24.88,-1.33,2553117873.0
000408,藏格矿业,81.5,82.58,78.21,80.64,79.74,1.13,1980077052.0
000425,徐工机械,11.31,11.35,10.93,10.98,11.31,-2.92,1165945658.0
000538,云南白药,56.2,56.95,56.1,56.79,56.3,0.87,404407275.0
000568,泸州老窖,107.5,110.33,107.2,108.62,107.86,0.7,1275790059.0
000617,中油资本,9.77,9.77,9.66,9.77,8.88,10.02,4134609394.0
000630,铜陵有色,6.84,6.86,6.46,6.65,6.95,-4.32,3230490312.0
000636,风华高科,21.7,22.02,21.17,21.95,21.7,1.15,1102693259.0
000651,格力电器,38.5,38.9,38.39,38.78,38.6,0.47,1637781202.0
000657,中钨高新,54.61,56.24,53.49,55.19,56.07,-1.57,4981640077.0
000725,京东方Ａ,4.34,4.34,4.2,4.23,4.36,-2.98,3842349740.0
000776,广发证券,19.32,19.35,18.96,19.07,19.32,-1.29,744676893.0
000792,盐湖股份,39.45,39.7,36.69,37.33,39.6,-5.73,5215778588.0
000807,云铝股份,35.0,35.64,32.4,33.85,34.75,-2.59,2690209239.0
000838,*ST发展,2.36,2.47,2.34,2.36,2.35,0.43,94263199.0
000858,五 粮 液,102.8,105.31,102.7,104.54,102.95,1.54,2119088706.0
000895,双汇发展,27.93,28.59,27.85,28.5,27.93,2.04,471749383.0
000938,紫光股份,25.8,25.93,24.91,25.39,25.8,-1.59,1793097735.0
000958,电投产融,6.8,6.88,6.74,6.79,6.81,-0.29,313523430.0
000977,浪潮信息,60.7,60.86,59.9,60.6,61.79,-1.93,1782944245.0
000988,华工科技,118.74,119.79,112.88,117.21,118.69,-1.25,14089397403.0
001280,中国铀业,88.55,88.78,86.25,86.72,90.0,-3.64,1020422473.0
001289,龙源电力,18.8,19.08,18.3,18.45,18.43,0.11,272858483.0
001309,德明利,318.0,352.06,309.51,352.06,320.05,10.0,8848646823.0
001389,广合科技,118.95,118.95,114.36,117.0,119.57,-2.15,882202128.0
002001,新 和 成,38.88,39.94,36.66,37.3,38.67,-3.54,3204551180.0
002008,大族激光,68.68,68.69,65.9,67.36,68.7,-1.95,2188222279.0
002027,分众传媒,6.85,6.86,6.73,6.78,6.87,-1.31,773286970.0
002028,思源电气,211.38,212.38,201.38,208.8,211.4,-1.23,2486377665.0
002049,紫光国微,73.74,74.66,72.7,74.57,73.74,1.13,1049461265.0
002050,三花智控,47.0,47.01,46.07,46.67,47.3,-1.33,2564808948.0
002080,中材科技,46.5,46.66,43.63,45.53,45.98,-0.98,2060360437.0
002102,ST能特,3.71,3.77,3.57,3.6,3.71,-2.96,458951502.0
002142,宁波银行,31.03,31.45,30.89,31.13,31.15,-0.06,597659620.0
002156,通富微电,45.68,47.14,44.33,46.8,45.86,2.05,3332192280.0
002179,中航光电,35.5,35.78,34.85,35.36,35.56,-0.56,1200732050.0
002185,华天科技,13.61,14.09,13.41,14.05,13.65,2.93,1938877504.0
002202,金风科技,31.9,33.3,29.39,31.01,31.43,-1.34,14402035939.0
002230,科大讯飞,51.75,52.14,51.0,52.13,51.8,0.64,1597227336.0
002241,歌尔股份,25.12,25.2,24.66,25.2,25.19,0.04,1122197759.0
002281,光迅科技,84.5,85.3,81.23,83.5,88.94,-6.12,6417500521.0
002311,海大集团,56.75,58.75,56.51,57.74,56.51,2.18,734896207.0
002352,顺丰控股,38.0,38.1,37.62,37.7,38.06,-0.95,721844440.0
002353,杰瑞股份,105.23,105.6,98.55,101.44,105.23,-3.6,2582824839.0
002371,北方华创,455.55,457.8,442.03,454.71,457.88,-0.69,3305741078.0
002379,宏桥控股,32.0,32.8,30.6,31.59,31.71,-0.38,793923134.0
002384,东山精密,112.71,120.5,111.0,119.0,110.93,7.27,10116090301.0
002409,雅克科技,89.18,90.89,86.2,90.1,89.17,1.04,993567294.0
002415,海康威视,31.92,32.04,31.63,31.76,31.94,-0.56,998942291.0
002428,云南锗业,43.77,44.97,41.68,42.95,43.36,-0.95,1991886983.0
002460,赣锋锂业,69.83,70.7,68.0,70.6,70.03,0.81,2796552877.0
002463,沪电股份,81.4,85.49,78.5,83.95,81.18,3.41,10403586572.0
002466,天齐锂业,53.9,54.63,52.8,53.58,54.15,-1.05,1498054727.0
002475,立讯精密,49.01,49.27,47.51,49.26,49.33,-0.14,4675886931.0
002484,江海股份,31.0,31.97,29.96,31.4,30.58,2.68,927183404.0
002493,荣盛石化,13.58,13.67,12.68,13.13,13.62,-3.6,1446838197.0
002565,顺灏股份,13.21,13.58,13.12,13.4,13.19,1.59,574877224.0
002594,比亚迪,99.67,105.0,98.79,104.62,99.67,4.97,11184164655.0
002600,领益智造,14.3,14.56,14.01,14.4,14.36,0.28,1135566600.0
002602,世纪华通,16.78,17.06,16.49,16.82,16.8,0.12,1917180861.0
002648,卫星化学,28.66,29.07,26.88,27.01,28.25,-4.39,2434707126.0
002653,海思科,46.51,49.18,46.33,48.87,46.34,5.46,187682811.0
002709,天赐材料,49.03,49.76,47.5,47.85,48.77,-1.89,4051444235.0
002714,牧原股份,50.03,50.8,49.64,49.74,49.79,-0.1,1928526880.0
002736,国信证券,12.18,12.22,12.06,12.16,12.21,-0.41,262068055.0
002816,*ST和科,23.65,23.83,23.2,23.79,23.86,-0.29,53831845.0
002837,英维克,98.38,105.5,96.5,105.08,97.22,8.08,6464583143.0
002851,麦格米特,117.78,117.99,112.51,117.38,117.64,-0.22,1433179025.0
002916,深南电路,248.23,256.5,243.51,256.0,250.23,2.31,2691861655.0
002938,鹏鼎控股,50.89,54.89,50.36,53.85,51.13,5.32,2092376079.0
