序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920093,N信胜,23.19,61.6,8.84,234380.0,637029855.64,60.63,31.8,23.1,28.0,14.35,,93.01,13.33,2.7,3269790000.0,584388000.0,0.04,-1.28,61.6,61.6
2,300839,博汇股份,12.47,20.02,2.08,190908.0,225948951.96,20.69,12.47,10.32,10.37,10.39,3.45,6.74,19.21,4.46,3593030244.0,3531272033.0,0.0,0.0,-25.99,3.57
3,301591,肯特股份,37.78,20.01,6.3,111305.0,381200707.18,23.09,37.78,30.51,31.48,31.48,1.33,24.9,61.41,4.52,4131469680.0,1688567579.0,0.0,0.0,-12.24,21.32
4,688185,康希诺,77.32,20.01,12.89,255934.0,1891019107.0,15.24,77.32,67.5,70.06,64.43,10.11,22.38,-118.13,3.88,19101426693.0,8843312705.0,0.0,0.0,33.52,23.02
5,300016,北陆药业,10.44,20.0,1.74,1273508.0,1230292514.47,22.53,10.44,8.48,8.61,8.7,5.85,22.65,33.76,2.47,6072840792.0,5868990208.0,0.0,0.0,25.78,31.49
6,300214,日科化学,12.9,20.0,2.15,658749.0,790411157.5,20.74,12.9,10.67,10.99,10.75,1.14,14.17,99.05,2.47,5997243721.0,5997243721.0,0.0,0.0,57.51,93.11
7,688137,近岸蛋白,80.99,20.0,13.5,105733.0,794653561.0,22.11,80.99,66.07,66.07,67.49,1.55,15.12,-133.5,2.8,5662614518.0,5662614518.0,0.0,0.0,84.07,102.22
8,688356,键凯科技,107.34,20.0,17.89,32702.0,351028206.0,0.0,107.34,107.34,107.34,89.45,2.27,5.39,72.61,4.93,6510246138.0,6510246138.0,0.0,0.0,40.53,31.08
9,688328,深科达,91.16,19.99,15.19,127822.0,1103203320.0,19.94,91.16,76.01,76.03,75.97,1.67,13.53,70.07,9.81,8610635852.0,8610635852.0,0.0,0.0,17.47,214.13
10,300716,*ST泉为,19.03,17.61,2.85,58513.0,105549784.8,22.0,19.42,15.86,15.94,16.18,3.99,3.66,-50.42,-17.06,3045180600.0,3045180600.0,-0.1,-0.1,28.76,58.98
11,300864,南大环境,24.1,14.98,3.14,100956.0,230377873.65,18.13,24.3,20.5,20.51,20.96,5.03,6.35,20.83,2.99,3834410449.0,3834410449.0,0.0,0.29,6.5,27.72
12,688598,金博股份,39.85,14.54,5.06,335548.0,1271627461.0,18.05,39.88,33.6,34.56,34.79,1.23,16.48,-26.31,2.14,8271788673.0,8112488298.0,0.03,0.05,17.59,35.73
13,688676,金盘科技,76.0,12.91,8.69,368403.0,2752942219.0,9.37,76.99,70.68,71.53,67.31,2.77,8.01,57.73,6.85,34943704688.0,34943704688.0,-0.05,0.25,-27.72,-15.24
14,300004,南风股份,9.88,12.53,1.1,941922.0,924804182.99,22.32,10.54,8.58,8.78,8.78,1.64,19.62,-227.34,2.68,4742336748.0,4742336748.0,0.1,0.0,-35.42,-19.35
15,300128,锦富技术,4.95,12.5,0.55,775838.0,369238165.19,17.5,5.09,4.32,4.37,4.4,3.36,5.98,-29.39,15.25,6430621289.0,6422453047.0,0.0,0.0,-35.55,-32.19
16,300588,熙菱信息,22.45,11.47,2.31,89902.0,194978021.2,13.31,22.65,19.97,20.02,20.14,2.77,5.08,-49.79,16.78,4298524624.0,3969654574.0,0.0,0.18,12.98,-16.85
17,300382,斯莱克,17.58,10.84,1.72,401625.0,675363339.56,12.23,17.69,15.75,15.8,15.86,1.42,6.19,-130.47,5.01,11398871895.0,11397785943.0,0.11,0.34,2.69,12.98
18,688206,概伦电子,43.3,10.8,4.22,158123.0,664083299.0,12.77,43.8,38.81,39.18,39.08,1.6,3.62,-443.9,6.87,21824742909.0,18903863556.0,0.14,-0.12,3.42,24.43
19,300345,华民股份,9.37,10.63,0.9,860769.0,768711253.86,12.51,9.37,8.31,8.38,8.47,0.85,17.92,-22.47,13.44,5447086237.0,4501814870.0,0.32,0.86,43.93,49.44
20,920078,族兴新材,19.92,10.61,1.91,61423.0,120970330.71,19.54,21.12,17.6,17.98,18.01,3.59,15.75,62.94,2.45,2390400000.0,776636976.0,0.25,0.3,-44.48,189.53
21,300399,天利科技,18.71,10.51,1.78,196171.0,374821178.35,11.81,20.3,18.3,18.3,16.93,6.54,9.93,143.25,7.29,3697096000.0,3696735365.0,-0.05,-0.05,-11.54,-26.05
22,688828,国仪公司-U,89.59,10.39,8.43,110986.0,1024157456.0,22.66,97.39,79.0,79.95,81.16,1.47,42.62,-254.81,25.29,35836895900.0,2332836966.0,0.09,-1.98,322.2,322.2
23,002638,勤上股份,4.13,10.13,0.38,798126.0,317387501.95,12.8,4.13,3.65,3.7,3.75,2.39,5.9,-63.48,3.14,5933134661.0,5586568437.0,0.0,0.0,-10.61,33.66
24,603333,福华尚纬,9.85,10.06,0.9,186056.0,182185418.0,5.03,9.85,9.4,9.56,8.95,1.22,2.99,2793.67,3.0,6122046722.0,6122046722.0,0.0,0.0,14.67,17.96
25,000017,深中华A,7.11,10.06,0.65,415701.0,294182280.08,6.35,7.11,6.7,7.11,6.46,6.2,9.43,200.31,12.55,4900104874.0,3134244072.0,0.0,0.0,29.27,-9.66
26,600785,新华百货,9.74,10.06,0.89,50989.0,49663325.0,0.0,9.74,9.74,9.74,8.85,0.54,1.61,22.43,1.34,3076708134.0,3076708134.0,0.0,0.0,-16.32,1.35
27,603838,*ST四通,11.72,10.05,1.07,57428.0,65202096.0,11.36,11.72,10.51,10.6,10.65,1.73,1.79,-78.49,4.27,3750587520.0,3750587520.0,0.0,0.0,25.21,56.68
28,603330,天洋新材,9.97,10.04,0.91,1172899.0,1127323852.0,15.23,9.97,8.59,8.59,9.06,1.62,28.84,319.9,3.31,4313756281.0,4054930903.0,0.0,0.0,46.62,37.71
29,600577,精达股份,8.66,10.04,0.79,1219865.0,1025608078.0,11.82,8.66,7.73,7.82,7.87,1.61,5.47,35.37,3.04,19327512167.0,19327512167.0,0.0,0.0,-38.88,-29.99
30,603079,圣达生物,14.03,10.04,1.28,119101.0,160811789.0,9.65,14.03,12.8,13.01,12.75,0.68,6.3,50.33,1.68,2652085625.0,2652085625.0,0.0,0.0,1.3,-20.37
31,002412,汉森制药,10.19,10.04,0.93,225251.0,229530341.02,0.0,10.19,10.19,10.19,9.26,0.89,4.52,33.38,2.26,5127608000.0,5073040550.0,0.0,0.0,60.98,66.78
32,600110,诺德股份,10.74,10.04,0.98,2202832.0,2285226619.0,13.01,10.74,9.47,9.7,9.76,1.68,12.7,90.55,3.1,18635843210.0,18635843210.0,0.0,0.0,-6.69,51.48
33,603065,宿迁联盛,17.33,10.03,1.58,346818.0,585270279.0,11.75,17.33,15.48,15.66,15.75,0.85,8.28,333.73,3.79,7260708023.0,7260708023.0,0.0,0.0,128.93,113.95
34,002631,德尔未来,9.54,10.03,0.87,410792.0,376896749.35,12.57,9.54,8.45,8.67,8.67,1.41,5.18,-135.39,3.76,7606078685.0,7570680238.0,0.0,0.0,31.04,59.53
35,603626,科森科技,18.65,10.03,1.7,436553.0,800520926.0,6.84,18.65,17.49,17.5,16.95,1.2,7.87,6.71,4.54,10348506219.0,10348506219.0,0.0,0.0,-27.74,-10.94
36,603318,水发燃气,9.54,10.03,0.87,441886.0,416796181.0,10.03,9.54,8.67,8.72,8.67,1.05,9.63,251.1,2.82,5291582500.0,4379536615.0,0.0,0.0,5.07,42.39
37,002716,湖南白银,10.42,10.03,0.95,4248317.0,4312985678.29,10.77,10.42,9.4,9.65,9.47,2.21,18.29,87.48,7.24,29416583691.0,24200196523.0,0.0,0.0,7.98,50.58
38,000710,贝瑞基因,10.31,10.03,0.94,581582.0,591543041.0,7.58,10.31,9.6,10.17,9.37,3.58,17.65,-46.16,2.51,3644806304.0,3397453506.0,0.0,0.0,16.37,-8.68
39,002209,达 意 隆,13.16,10.03,1.2,156873.0,206290574.0,1.76,13.16,12.95,13.16,11.96,2.77,9.94,11.29,2.85,2691615458.0,2077290050.0,0.0,0.0,6.73,-17.96
40,002491,通鼎互联,21.2,10.02,1.93,3583261.0,7263185994.29,8.98,21.2,19.47,20.06,19.27,1.61,30.46,64.37,9.76,26075883400.0,24941138475.0,0.0,0.0,-8.3,253.33
41,002396,星网锐捷,33.17,10.02,3.02,742346.0,2406313238.5,9.35,33.17,30.35,30.6,30.15,0.72,9.8,33.84,3.49,25227588519.0,25123459066.0,0.0,0.0,34.18,43.34
42,603095,越剑智能,15.26,10.02,1.39,78210.0,116838526.0,9.73,15.26,13.91,13.91,13.87,0.61,3.03,69.3,1.69,3941187992.0,3941187992.0,0.0,0.0,-23.39,-14.46
43,002045,国光电器,9.11,10.02,0.83,555350.0,490236854.64,11.11,9.11,8.19,8.29,8.28,3.48,9.89,-49.77,1.21,5124221333.0,5117313675.0,0.0,0.0,-4.21,-35.66
44,002667,*ST威领,19.21,10.02,1.75,304810.0,585393313.53,1.15,19.21,19.01,19.21,17.46,2.74,12.88,-127.77,-94.98,5005962715.0,4545297310.0,0.0,0.0,-1.99,46.75
45,601177,杭齿前进,13.95,10.02,1.27,92282.0,128693980.0,0.55,13.95,13.88,13.88,12.68,1.62,2.29,17.91,1.9,5687603325.0,5613710175.0,0.0,0.0,-24.59,-19.27
46,603758,秦安股份,11.76,10.01,1.07,345272.0,383461390.0,11.69,11.76,10.51,10.51,10.69,1.09,7.97,54.32,1.96,5093444736.0,5093444736.0,0.0,0.0,4.81,-32.37
47,603958,哈森股份,20.55,10.01,1.87,153420.0,313260442.0,4.44,20.55,19.72,20.0,18.68,1.34,6.99,65.47,6.92,4507848000.0,4507848000.0,0.0,0.0,-5.73,54.51
48,000603,盛达资源,36.61,10.01,3.33,951244.0,3354818490.29,9.19,36.61,33.55,34.25,33.28,1.63,14.27,32.38,6.73,25259777757.0,24408485903.0,0.0,0.0,15.09,18.71
49,600397,江钨装备,18.14,10.01,1.65,1024796.0,1812964039.0,10.73,18.14,16.37,16.37,16.49,0.93,10.35,3367.76,93.02,17957872259.0,17957872259.0,0.0,0.0,32.22,138.68
50,603803,瑞斯康达,11.32,10.01,1.03,237243.0,261119318.0,12.05,11.32,10.08,10.18,10.29,0.81,5.58,175.74,3.13,4809681865.0,4809681865.0,0.0,0.0,-19.43,2.07
51,002903,宇环数控,33.74,10.01,3.07,265294.0,857018770.51,9.72,33.74,30.76,31.7,30.67,1.56,24.66,-151.86,6.74,5252019010.0,3629275119.0,0.0,0.0,-21.93,46.7
52,603052,可川科技,61.46,10.01,5.59,45259.0,271758774.0,11.56,61.46,55.0,55.01,55.87,0.66,2.41,-249.13,10.84,11548166952.0,11548166952.0,0.0,0.0,-33.81,94.8
53,002971,和远气体,46.61,10.01,4.24,70983.0,323853607.25,11.82,46.61,41.6,41.6,42.37,0.34,4.41,136.4,4.6,9817231250.0,7504421889.0,0.0,0.0,38.02,56.25
54,002192,融捷股份,72.51,10.0,6.59,278713.0,1971905868.34,10.89,72.51,65.33,65.92,65.92,1.52,10.76,9.4,4.14,18827598770.0,18788620149.0,0.0,0.0,-11.13,40.71
55,600353,旭光电子,38.28,10.0,3.48,1021860.0,3782619189.0,13.74,38.28,33.5,34.8,34.8,1.35,12.33,237.68,16.91,31726891167.0,31726891167.0,0.0,0.0,60.77,138.5
