代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.98,11.05,10.94,10.99,11.02,-0.27,696208267.0
000010,*ST美丽,4.21,4.44,4.04,4.19,4.21,-0.48,193930808.0
000021,深科技,26.67,27.21,26.32,27.09,27.49,-1.46,1694347641.0
000063,中兴通讯,32.11,32.6,31.8,32.59,32.68,-0.28,1651482527.0
000100,TCL科技,4.27,4.36,4.26,4.36,4.33,0.69,1325713543.0
000166,申万宏源,4.67,4.72,4.65,4.7,4.73,-0.63,362165933.0
000301,东方盛虹,10.69,10.9,10.65,10.81,10.76,0.46,186488440.0
000333,美的集团,73.35,74.0,71.77,72.1,74.78,-3.58,3304801590.0
000338,潍柴动力,22.78,24.79,22.78,24.43,23.5,3.96,4253900377.0
000408,藏格矿业,80.5,81.5,79.11,81.03,80.5,0.66,1486825317.0
000425,徐工机械,10.15,10.15,9.78,9.93,10.32,-3.78,1401277045.0
000538,云南白药,54.04,54.75,53.91,54.75,54.4,0.64,296589890.0
000568,泸州老窖,103.0,106.23,102.56,105.3,103.78,1.46,844382679.0
000617,中油资本,10.72,10.98,10.05,10.21,10.64,-4.04,3757081662.0
000630,铜陵有色,5.82,5.92,5.78,5.92,5.86,1.02,1342260754.0
000636,风华高科,19.2,19.4,18.84,19.36,19.61,-1.27,799068343.0
000651,格力电器,37.51,37.76,37.4,37.65,37.88,-0.61,800867964.0
000657,中钨高新,49.99,50.22,47.8,48.82,48.62,0.41,2647898076.0
000725,京东方Ａ,3.91,3.95,3.89,3.94,3.95,-0.25,1399472627.0
000776,广发证券,18.01,18.24,18.0,18.18,18.29,-0.6,459935620.0
000792,盐湖股份,39.58,39.8,38.58,39.06,39.45,-0.99,4225163212.0
000807,云铝股份,31.02,31.58,30.21,31.46,28.73,9.5,3566835585.0
000838,*ST发展,2.2,2.22,2.14,2.2,2.21,-0.45,44880642.0
000858,五 粮 液,101.99,103.9,101.8,103.46,102.65,0.79,1286843153.0
000895,双汇发展,27.89,28.58,27.72,28.42,27.94,1.72,426843136.0
000938,紫光股份,24.55,24.95,23.85,24.82,25.14,-1.27,2110689535.0
000958,电投产融,6.35,6.42,6.19,6.41,6.43,-0.31,280632675.0
000977,浪潮信息,56.05,57.24,55.36,56.7,57.39,-1.2,1642579233.0
000988,华工科技,109.0,110.5,105.57,106.95,109.5,-2.33,6361153264.0
001280,中国铀业,78.16,83.5,78.16,82.3,79.11,4.03,1279998761.0
001289,龙源电力,18.11,18.23,17.59,17.66,18.29,-3.44,195072989.0
001309,德明利,375.88,401.59,375.88,400.3,381.89,4.82,6425188908.0
001389,广合科技,111.0,120.45,111.0,117.35,114.87,2.16,1283149416.0
002001,新 和 成,34.64,36.3,34.5,36.0,34.45,4.5,2163370717.0
002008,大族激光,62.83,64.57,61.4,63.85,62.86,1.57,1488283789.0
002027,分众传媒,6.37,6.53,6.35,6.46,6.45,0.16,635415309.0
002028,思源电气,206.1,207.35,200.51,206.04,208.24,-1.06,1946220690.0
002049,紫光国微,66.8,67.65,66.0,67.63,67.89,-0.38,766011330.0
002050,三花智控,42.63,43.25,42.38,43.03,43.35,-0.74,2301365852.0
002080,中材科技,39.65,41.29,39.11,40.85,40.08,1.92,1421731928.0
002102,ST能特,3.28,3.34,3.26,3.32,3.31,0.3,154297878.0
002142,宁波银行,29.91,30.31,29.82,30.12,30.1,0.07,417904005.0
002156,通富微电,41.6,42.79,41.37,42.5,42.45,0.12,1426631771.0
002179,中航光电,32.82,34.23,32.76,33.95,33.23,2.17,783859002.0
002185,华天科技,12.01,12.22,11.78,12.2,12.25,-0.41,872368630.0
002202,金风科技,27.46,28.36,27.46,27.72,27.45,0.98,5414551196.0
002230,科大讯飞,45.98,46.42,45.36,46.4,46.74,-0.73,1181652410.0
002241,歌尔股份,22.21,22.43,21.85,22.42,22.66,-1.06,1402175349.0
002281,光迅科技,83.69,89.8,83.3,88.1,84.5,4.26,5278958496.0
002311,海大集团,51.66,52.29,50.51,50.65,52.06,-2.71,347692639.0
002352,顺丰控股,36.72,37.07,36.65,36.76,37.07,-0.84,465104429.0
002353,杰瑞股份,94.95,94.95,89.36,93.79,98.2,-4.49,3713181365.0
002371,北方华创,444.11,470.01,442.12,468.84,452.98,3.5,3706791312.0
002379,宏桥控股,28.04,28.22,27.2,27.83,27.05,2.88,1145334915.0
002384,东山精密,100.81,106.8,100.76,105.0,102.65,2.29,5391945776.0
002409,雅克科技,82.13,86.9,82.05,86.18,83.21,3.57,1018400703.0
002415,海康威视,30.0,30.56,29.6,30.53,30.35,0.59,1045696923.0
002428,云南锗业,51.36,54.3,50.2,52.35,51.36,1.93,5664986934.0
002460,赣锋锂业,81.0,81.5,78.0,80.15,79.67,0.6,9389591725.0
002463,沪电股份,79.0,79.58,77.69,79.19,80.64,-1.8,3499791138.0
002466,天齐锂业,58.02,58.39,56.07,57.24,57.96,-1.24,4140538174.0
002475,立讯精密,49.8,50.0,48.1,48.76,50.61,-3.66,7806460835.0
002484,江海股份,27.48,30.38,27.28,29.76,27.83,6.93,1208447400.0
002493,荣盛石化,11.97,12.27,11.83,12.05,12.1,-0.41,498789707.0
002565,顺灏股份,14.76,15.59,14.76,15.46,15.28,1.18,2478529098.0
002594,比亚迪,103.51,108.0,103.25,106.05,105.3,0.71,7713482118.0
002600,领益智造,13.0,13.07,12.71,12.94,13.17,-1.75,938812327.0
002602,世纪华通,16.12,16.19,15.66,15.84,16.43,-3.59,1244095862.0
002648,卫星化学,28.9,29.28,28.42,28.56,27.78,2.81,2264027078.0
002653,海思科,54.59,57.47,53.5,55.93,55.14,1.43,286174602.0
002709,天赐材料,47.23,48.55,45.89,48.17,46.11,4.47,7261860236.0
002714,牧原股份,44.78,44.8,43.02,43.23,45.2,-4.36,2327743199.0
002736,国信证券,11.18,11.35,11.15,11.3,11.33,-0.26,276277372.0
002816,*ST和科,21.52,22.45,21.18,22.42,21.66,3.51,46429570.0
002837,英维克,90.0,90.83,88.01,89.77,93.13,-3.61,3293097405.0
002851,麦格米特,99.8,101.39,98.07,100.45,101.25,-0.79,911124369.0
002916,深南电路,228.99,230.19,218.5,225.58,233.18,-3.26,2334857586.0
002938,鹏鼎控股,48.71,50.81,48.0,50.65,50.18,0.94,1211329726.0
003816,中国广核,4.6,4.65,4.5,4.6,4.65,-1.08,1182838285.0
159516,半导体设备ETF国泰,0.812,0.855,0.812,0.852,1.66,-48.67,999087433
159558,半导体设备ETF易方达,1.901,2.006,1.901,1.991,1.946,2.31,329504169
