序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,920136,N永励,34.0,76.35,14.72,177630.0,635654318.23,29.36,39.66,34.0,34.0,19.28,,84.59,29.22,2.39,2720000000.0,714000000.0,0.0,0.0,76.35,76.35
2,300626,华瑞股份,33.35,20.01,5.56,107952.0,336780704.6,20.01,33.35,27.79,28.15,27.79,1.06,6.0,220.39,11.35,6003000000.0,5999715859.0,0.0,0.0,23.02,109.88
3,688328,深科达,102.02,20.0,17.0,120938.0,1142190920.0,19.41,102.02,85.52,88.05,85.02,1.39,12.8,89.0,11.46,9636431216.0,9636431216.0,0.0,0.0,151.96,251.55
4,688333,铂力特,108.01,20.0,18.0,179781.0,1797882280.0,19.68,108.01,90.3,91.47,90.01,1.06,6.55,441.55,5.95,29629538014.0,29629538014.0,0.0,0.0,17.34,-3.07
5,688610,埃科光电,231.5,20.0,38.58,25716.0,557041999.0,19.47,231.5,193.94,195.34,192.92,1.67,6.28,169.6,10.14,15742000000.0,9475889492.0,0.0,0.0,143.58,274.53
6,301607,富特科技,57.37,20.0,9.56,201043.0,1060171708.05,21.46,57.37,47.11,48.25,47.81,1.15,13.24,43.64,7.44,13431965183.0,8708265561.0,0.0,0.0,63.45,101.02
7,688432,有研硅,53.77,20.0,8.96,844235.0,4284804703.0,19.97,53.77,44.82,45.93,44.81,1.06,6.75,334.95,15.13,67228730905.0,67228730905.0,0.0,0.0,276.54,335.03
8,688720,艾森股份,105.6,20.0,17.6,114530.0,1122672983.0,18.83,105.6,89.03,90.0,88.0,1.71,14.65,343.83,12.52,12950570794.0,8256796838.0,0.0,0.0,96.54,108.9
9,300469,信息发展,59.64,20.0,9.94,188296.0,1076934729.65,17.69,59.64,50.85,50.98,49.7,3.59,7.59,-117.89,63.25,14804963463.0,14797506972.0,0.0,0.0,8.63,-3.5
10,688584,上海合晶,40.27,19.99,6.71,283656.0,1075829371.0,20.02,40.27,33.55,33.55,33.56,1.01,8.26,536.8,6.48,26948496825.0,13824700262.0,0.0,0.0,103.9,83.55
