代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,11.28,11.36,11.21,11.25,11.28,-0.27,1158241865.91
000021,深科技,32.74,32.74,31.85,32.31,32.97,-2.0,3460024377.21
000063,中兴通讯,38.9,39.0,37.96,38.09,39.11,-2.61,4873756124.7
000100,TCL科技,4.35,4.35,4.26,4.27,4.34,-1.61,2290203707.81
000166,申万宏源,4.77,4.82,4.75,4.78,4.77,0.21,528178884.37
000301,东方盛虹,12.88,13.12,12.87,12.95,12.94,0.08,234047942.25
000333,美的集团,80.66,81.17,79.73,80.09,80.67,-0.72,2875768678.51
000338,潍柴动力,33.67,33.76,32.1,32.7,33.53,-2.48,3703690912.68
000408,藏格矿业,88.37,89.99,87.66,88.02,86.61,1.63,1600925638.65
000425,徐工机械,10.95,11.06,10.44,10.47,10.97,-4.56,2698659656.38
000538,云南白药,52.64,52.89,51.81,51.81,52.62,-1.54,517276121.15
000568,泸州老窖,96.81,96.9,94.3,94.78,96.91,-2.2,1319939374.23
000617,中油资本,9.31,9.32,9.13,9.19,9.33,-1.5,1069837282.82
000630,铜陵有色,7.0,7.07,6.82,6.89,6.88,0.15,2928623426.91
000636,风华高科,28.97,29.85,28.03,29.45,28.46,3.48,4027204769.85
000651,格力电器,40.45,40.85,40.22,40.34,40.46,-0.3,1882458840.74
000657,中钨高新,60.88,60.99,58.53,59.68,60.64,-1.58,3771264558.64
000725,京东方Ａ,4.19,4.23,4.14,4.17,4.19,-0.48,2590545784.2
000776,广发证券,20.96,21.19,20.85,21.03,21.03,0.0,1143282842.88
000792,盐湖股份,37.73,37.75,36.79,37.05,37.54,-1.31,3169714589.6
000807,云铝股份,31.65,31.9,31.02,31.16,31.28,-0.38,1491899197.72
000838,*ST发展,2.03,2.04,1.96,1.98,2.02,-1.98,109198301.41
000858,五 粮 液,91.8,91.93,90.5,90.56,91.81,-1.36,3387693471.87
000895,双汇发展,27.16,27.3,26.74,26.85,27.15,-1.1,304483295.3
000938,紫光股份,32.19,32.3,30.53,30.69,31.69,-3.16,6782403864.66
000958,电投产融,6.2,6.33,6.17,6.26,6.2,0.97,294280063.32
000977,浪潮信息,76.5,76.55,72.54,73.13,76.0,-3.78,5640466056.95
000988,华工科技,146.98,150.5,144.0,144.16,147.56,-2.3,14464324794.69
001280,中国铀业,87.0,87.56,84.52,85.12,86.66,-1.78,1019807773.95
001289,龙源电力,17.68,17.95,17.51,17.8,17.68,0.68,185816243.26
001309,德明利,630.56,633.5,610.0,618.0,639.21,-3.32,9290278359.97
001389,广合科技,194.3,194.95,185.88,190.68,190.3,0.2,1740463289.63
002001,新 和 成,32.5,33.59,32.45,33.5,32.7,2.45,1347505762.56
002008,大族激光,134.2,139.82,128.28,134.66,134.27,0.29,8818224237.33
002027,分众传媒,6.12,6.12,6.0,6.03,6.11,-1.31,1138149521.76
002028,思源电气,196.15,201.18,192.7,198.35,196.16,1.12,2138836085.1
002049,紫光国微,81.13,81.13,79.07,79.59,81.94,-2.87,2953019598.25
002050,三花智控,51.45,52.1,50.45,50.92,51.21,-0.57,6775326451.91
002080,中材科技,63.06,66.76,60.6,65.99,63.08,4.61,3856252456.71
002142,宁波银行,32.68,32.74,31.81,31.91,32.68,-2.36,818447852.17
002156,通富微电,61.22,61.28,59.0,59.48,61.22,-2.84,8233296836.07
002179,中航光电,41.77,42.5,40.67,40.85,40.61,0.59,5848772195.01
002185,华天科技,14.8,14.8,14.31,14.43,14.74,-2.1,3235910663.03
002202,金风科技,28.06,28.07,27.01,27.27,28.16,-3.16,5332489149.84
002230,科大讯飞,50.3,50.3,48.81,48.83,50.3,-2.92,2649970104.69
002241,歌尔股份,25.73,25.73,25.11,25.26,25.73,-1.83,2207191752.65
002281,光迅科技,200.0,208.8,194.8,201.5,198.79,1.36,17093629531.37
002311,海大集团,46.3,46.3,45.25,45.91,46.41,-1.08,630021744.9
002352,顺丰控股,37.36,37.48,36.96,36.96,37.42,-1.23,723985296.24
002353,杰瑞股份,144.72,146.26,140.0,143.8,144.72,-0.64,2338340250.99
002371,北方华创,573.19,584.0,564.0,581.45,573.19,1.44,6433742980.46
002379,宏桥控股,23.43,23.55,22.66,22.72,23.16,-1.9,651569843.5
002384,东山精密,223.57,230.0,213.51,219.46,218.3,0.53,20276048289.47
002409,雅克科技,96.0,96.53,92.57,93.86,94.55,-0.73,1502816734.99
002415,海康威视,35.36,35.51,34.55,34.56,35.36,-2.26,2755822924.45
002428,云南锗业,91.28,101.42,88.99,101.42,92.2,10.0,10764440670.95
002460,赣锋锂业,85.84,86.02,82.88,83.65,85.18,-1.8,4403729761.15
002463,沪电股份,110.16,110.5,105.16,108.68,108.68,0.0,6737245037.91
002466,天齐锂业,77.86,77.99,73.6,74.75,77.37,-3.39,6509181532.94
002475,立讯精密,77.39,78.78,75.5,77.19,76.06,1.49,15270074422.91
002484,江海股份,46.54,46.54,42.51,44.35,46.13,-3.86,2712450226.11
002493,荣盛石化,13.07,13.6,13.0,13.44,13.06,2.91,738953636.08
002594,比亚迪,99.97,100.1,99.1,99.23,100.44,-1.2,3514548835.63
002600,领益智造,15.16,15.16,14.82,14.96,15.24,-1.84,1979722775.89
002602,世纪华通,15.22,15.92,15.15,15.24,15.28,-0.26,2454964773.58
002648,卫星化学,26.88,28.3,26.88,27.63,26.86,2.87,1761710453.66
002653,海思科,55.7,56.65,54.48,55.21,55.69,-0.86,344163384.49
002709,天赐材料,59.24,59.8,56.05,58.59,59.56,-1.63,8014123322.16
002714,牧原股份,44.3,44.31,42.81,42.93,44.32,-3.14,2359383385.54
002736,国信证券,10.84,10.91,10.76,10.82,10.81,0.09,444488309.24
002816,*ST和科,24.8,25.1,24.46,24.67,24.62,0.2,76424241.0
002837,英维克,102.16,102.6,99.58,99.99,102.16,-2.12,4449667946.52
002851,麦格米特,126.66,127.0,122.78,125.33,125.0,0.26,2350081380.95
002916,深南电路,334.0,339.6,324.65,329.79,333.52,-1.12,2942192648.81
002938,鹏鼎控股,78.74,80.31,75.79,79.3,80.1,-1.0,2889384897.65
003816,中国广核,4.76,4.83,4.73,4.77,4.76,0.21,787337046.08
159516,半导体设备ETF国泰,1.1,1.133,1.078,1.123,1.1,2.09,1968858092.13
159558,半导体设备ETF易方达,2.585,2.654,2.53,2.628,2.58,1.86,948763415.715
300014,亿纬锂能,70.12,70.15,67.38,68.09,70.06,-2.81,5655079710.0
300015,爱尔眼科,10.7,10.71,10.53,10.56,10.71,-1.4,673644858.0
300033,同花顺,253.0,255.5,248.48,251.92,255.06,-1.23,4399898425.0
300054,鼎龙股份,67.0,67.0,64.0,64.89,67.97,-4.53,2648685440.0
300059,东方财富,21.14,21.6,21.01,21.27,21.28,-0.05,8724657433.0
300124,汇川技术,77.48,78.08,75.25,75.45,77.49,-2.63,3385422163.0
300136,信维通信,117.65,118.17,107.5,109.3,115.57,-5.43,12922007819.0
300223,北京君正,146.81,149.8,141.95,146.83,146.08,0.51,5171003041.0
300274,阳光电源,144.0,144.44,139.6,139.85,144.04,-2.91,7686870119.0
