序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688206,概伦电子,48.76,20.01,8.13,243507.0,1151606395.0,15.48,48.76,42.47,42.47,40.63,1.39,5.58,-432.97,10.55,21287583995.0,21287583995.0,0.0,0.0,58.26,39.99
2,300684,中石科技,74.41,20.0,12.4,465692.0,3357374945.65,19.93,74.41,62.05,62.8,62.01,2.29,22.79,86.01,11.09,22286481283.0,15202188611.0,0.0,0.0,59.17,53.49
3,301191,菲菱科思,135.01,20.0,22.5,138094.0,1699984946.68,21.33,135.01,111.01,114.7,112.51,1.88,18.9,170.56,7.75,13082074771.0,9863524667.0,0.0,0.0,29.89,75.79
4,301317,鑫磊股份,62.21,20.0,10.37,63225.0,368279853.63,21.49,62.21,51.07,51.07,51.84,1.78,12.11,-125.91,8.28,9778789900.0,3247158760.0,0.0,0.0,31.36,94.71
5,688039,当虹科技,43.56,20.0,7.26,81169.0,335890034.0,19.97,43.56,36.31,36.31,36.3,3.34,7.34,-79.17,4.64,4817798029.0,4817798029.0,0.0,0.0,10.98,-2.66
6,688496,*ST清越,1.03,19.77,0.17,191882.0,19296294.0,17.44,1.03,0.88,0.89,0.86,2.68,8.06,-3.57,0.52,463500000.0,245083968.0,0.0,0.0,-82.45,-82.66
7,300716,*ST泉为,29.09,19.07,4.66,128781.0,359021327.52,19.65,29.3,24.5,24.5,24.43,2.26,8.05,-77.08,-26.08,4654981800.0,4654981800.0,0.03,0.21,119.88,143.02
8,688689,银河微电,80.75,18.7,12.72,163433.0,1238065315.0,17.35,80.8,69.0,69.0,68.03,0.99,12.41,145.18,7.58,10632860741.0,10632860741.0,0.09,0.69,140.33,187.06
9,688103,国力电子,85.26,16.78,12.25,90668.0,751003840.0,22.05,87.61,71.51,71.51,73.01,1.42,9.51,302.13,7.35,8126605157.0,8126605157.0,0.11,0.05,63.9,41.25
10,920699,海达尔,125.65,15.26,16.64,22360.0,258832831.2,23.58,129.0,103.3,111.0,109.01,1.06,10.71,141.98,17.15,5732818945.0,2622981445.0,-0.08,0.51,232.14,166.32
11,688197,首药控股-U,43.0,14.67,5.5,99030.0,429065079.0,21.33,45.0,37.0,37.23,37.5,3.99,15.47,-105.94,9.62,6394931749.0,2752209926.0,-0.19,-1.24,8.83,23.78
12,301269,华大九天,117.21,14.05,14.44,336858.0,3900095313.55,14.11,123.3,108.8,109.4,102.77,1.56,6.18,-218.93,12.48,63930742034.0,63930742034.0,0.01,0.26,42.9,10.39
13,920211,新睿电子,180.5,14.04,22.22,30842.0,536199402.6,21.11,188.98,155.56,166.0,158.28,2.86,53.54,99.44,14.95,6209200000.0,1039680000.0,0.85,0.28,616.55,616.55
14,920344,三元基因,22.34,13.46,2.65,47666.0,105690742.13,14.98,23.65,20.7,21.03,19.69,3.04,4.19,636.61,4.34,2721235400.0,2540687072.0,-0.09,-0.04,11.14,-4.73
15,300821,东岳硅材,22.02,12.92,2.52,1778980.0,3978044785.76,14.1,23.4,20.65,21.01,19.5,1.73,14.83,34.05,5.18,26424000000.0,26419392315.0,0.0,0.09,64.7,89.18
16,301201,诚达药业,42.65,12.83,4.85,217438.0,894043721.76,17.72,43.6,36.9,37.24,37.8,2.58,20.03,235.6,3.14,6598544594.0,4629414566.0,0.09,0.33,-31.74,4.79
17,920230,欧康医药,11.34,12.72,1.28,88481.0,102582645.13,27.04,12.78,10.06,10.16,10.06,3.34,18.73,129.2,2.8,1139381998.0,535789462.0,0.0,-0.09,-16.8,-4.87
18,688767,博拓生物,41.63,12.51,4.63,68150.0,272200929.0,13.03,41.82,37.0,37.5,37.0,3.59,4.56,-152.25,2.76,6216746694.0,6216746694.0,-0.41,0.68,31.62,12.27
19,688629,华丰科技,201.26,11.81,21.26,338580.0,6678793074.0,16.27,212.58,183.3,186.47,180.0,1.15,7.34,224.14,32.54,94240994457.0,92779417167.0,0.12,0.55,72.4,101.14
20,301345,涛涛车业,258.02,11.69,27.01,44733.0,1108042937.92,11.96,258.15,230.51,231.39,231.01,2.62,12.77,39.9,7.78,28136841299.0,9038375063.0,0.03,1.05,22.23,3.28
21,688372,伟测科技,180.88,11.45,18.58,204652.0,3586860397.0,16.64,189.5,162.5,165.71,162.3,1.35,12.18,107.27,7.41,30403822738.0,30403822738.0,0.07,0.03,28.42,66.65
22,688175,高凌信息,28.95,11.3,2.94,71939.0,202936299.0,14.73,29.6,25.77,26.01,26.01,2.74,4.28,308.18,2.83,4866845295.0,4866845295.0,0.07,-0.03,14.02,17.21
23,688071,华依科技,40.29,11.27,4.08,131194.0,538317715.0,15.8,43.45,37.73,39.5,36.21,2.93,15.47,632.22,3.38,3416177980.0,3416177980.0,0.5,0.52,30.18,21.47
24,301296,新巨丰,6.94,11.22,0.7,160077.0,109023748.48,12.18,7.01,6.25,6.25,6.24,5.69,3.75,122.97,1.11,2964223307.0,2964155642.0,-0.14,0.0,-10.57,-18.54
25,920161,龙辰科技,38.1,11.14,3.82,98664.0,364370358.61,15.93,39.5,34.04,34.05,34.28,1.86,26.74,48.32,5.12,5181369152.0,1405845804.0,0.13,0.29,313.68,313.68
26,920725,惠丰钻石,110.09,11.09,10.99,92935.0,1016421788.22,14.09,115.8,101.84,103.94,99.1,1.16,21.04,1405.45,16.72,10048464750.0,4863851612.0,0.07,-0.19,280.01,226.58
27,301108,洁雅股份,26.35,10.85,2.58,36314.0,92486950.36,13.5,26.73,23.52,23.63,23.77,2.87,5.6,72.21,1.58,2965857240.0,1708360485.0,-0.04,0.19,-6.39,-20.42
28,301379,天山电子,35.61,10.73,3.45,631109.0,2248147564.26,13.34,37.44,33.15,33.15,32.16,1.83,28.99,124.91,6.91,9845736291.0,7751796501.0,0.25,-0.06,116.61,93.64
29,301308,江波龙,681.8,10.32,63.78,295327.0,20233380922.67,8.23,710.0,659.16,680.0,618.02,1.42,10.48,18.67,24.23,288442994573.0,192166619966.0,-0.02,0.16,129.94,179.6
30,688702,盛科通信-U,357.0,10.31,33.36,131252.0,4525966132.0,16.98,374.99,320.03,333.5,323.64,1.24,6.47,-2148.75,65.58,146370000000.0,72468066531.0,-0.17,-0.28,86.23,151.96
31,300338,*ST开元,3.13,10.21,0.29,152108.0,45993059.83,14.44,3.22,2.81,2.84,2.84,1.31,4.35,-13.77,-9.91,1260215286.0,1095302002.0,0.32,1.29,-13.3,-17.63
32,000545,金浦钛业,2.71,10.16,0.25,577193.0,153496372.57,9.35,2.71,2.48,2.5,2.46,0.68,5.86,-23.53,4.29,2674317690.0,2670442390.0,0.0,0.0,-10.56,-3.9
33,300499,高澜股份,40.3,10.11,3.7,599486.0,2446936075.52,18.44,43.43,36.68,36.72,36.6,2.14,22.09,203.12,8.96,12301517129.0,10937758762.0,0.02,0.2,20.48,31.66
34,002329,皇氏集团,3.27,10.1,0.3,676885.0,216752329.97,9.09,3.27,3.0,3.0,2.97,1.22,10.39,167.12,5.46,2721961031.0,2130708861.0,0.0,0.0,-17.42,-16.15
35,603815,交建股份,6.11,10.09,0.56,188399.0,109796538.0,12.79,6.11,5.4,5.55,5.55,1.33,3.04,16.48,2.4,3781627076.0,3781627076.0,0.0,0.0,5.16,-17.88
36,301139,*ST元道,4.04,10.08,0.37,207513.0,83633625.39,14.44,4.26,3.73,3.73,3.67,1.45,27.24,155.94,0.25,491186432.0,307715278.0,0.25,0.5,-76.02,-78.0
37,603789,ST星农,6.99,10.08,0.64,25527.0,17843163.0,0.0,6.99,6.99,6.99,6.35,1.03,0.98,-15.08,17.71,1853850054.0,1817400000.0,0.0,0.0,32.39,31.39
38,600215,派斯林,6.88,10.08,0.63,322855.0,218338593.0,9.92,6.88,6.26,6.3,6.25,2.3,7.07,-34.95,1.28,3143354214.0,3143354214.0,0.0,0.0,4.56,-3.78
39,000078,ST海王,1.64,10.07,0.15,1450178.0,228142930.68,12.08,1.64,1.46,1.5,1.49,2.05,5.52,74.44,3.48,4315042141.0,4305353755.0,0.0,0.0,-55.68,-52.6
