代码,名称,开盘,最高,最低,收盘,昨收,涨跌幅,成交额
000001,平安银行,10.77,10.81,10.73,10.81,10.76,0.46,850573536.0
000010,*ST美丽,4.28,4.42,4.24,4.36,4.26,2.35,195983023.0
000021,深科技,32.0,33.0,31.66,32.41,31.14,4.08,3744849372.0
000063,中兴通讯,36.16,36.93,36.06,36.87,35.7,3.28,3643111310.0
000100,TCL科技,4.86,4.94,4.81,4.83,4.77,1.26,1865645278.0
000166,申万宏源,4.87,4.9,4.86,4.88,4.85,0.62,282740345.0
000301,东方盛虹,11.87,12.11,11.62,11.76,12.07,-2.57,644823260.0
000333,美的集团,75.75,76.84,75.75,76.6,75.41,1.58,1598535440.0
000338,潍柴动力,27.4,28.35,27.25,27.82,26.66,4.35,4150709023.0
000408,藏格矿业,82.1,83.28,81.21,82.96,81.17,2.21,1011140337.0
000425,徐工机械,11.96,12.49,11.95,12.38,11.78,5.09,1172389207.0
000538,云南白药,56.4,56.52,56.1,56.5,56.22,0.5,358006368.0
000568,泸州老窖,105.52,105.95,104.85,105.07,105.01,0.06,635181567.0
000617,中油资本,8.91,9.01,8.89,8.96,9.05,-0.99,753115727.0
000630,铜陵有色,7.4,7.43,7.28,7.32,7.28,0.55,1797136628.0
000636,风华高科,23.56,24.08,23.3,23.89,23.01,3.82,2028494259.0
000651,格力电器,37.37,37.74,37.34,37.74,37.33,1.1,1072450803.0
000657,中钨高新,66.08,66.61,62.5,66.46,65.11,2.07,3832070030.0
000725,京东方Ａ,4.35,4.39,4.33,4.35,4.31,0.93,2494726351.0
000776,广发证券,19.57,19.68,19.37,19.52,19.39,0.67,715901325.0
000792,盐湖股份,38.8,39.05,37.81,38.53,38.36,0.44,2972441672.0
000807,云铝股份,32.5,33.1,32.3,32.76,33.6,-2.5,1740882604.0
000838,*ST发展,2.56,2.6,2.55,2.57,2.54,1.18,43680178.0
000858,五 粮 液,101.88,102.39,101.76,102.05,101.52,0.52,1139370872.0
000895,双汇发展,27.32,27.39,27.09,27.26,27.32,-0.22,231964718.0
000938,紫光股份,24.7,25.12,24.4,24.92,24.26,2.72,1472507234.0
000958,电投产融,6.83,6.99,6.8,6.9,6.85,0.73,462862217.0
000977,浪潮信息,62.65,63.26,61.34,61.99,61.77,0.36,3503532997.0
000988,华工科技,119.49,124.0,116.55,123.51,118.6,4.14,13637331128.0
001280,中国铀业,92.0,92.5,90.0,91.46,91.02,0.48,1208795880.0
001289,龙源电力,17.8,18.13,17.5,17.69,17.81,-0.67,256260741.0
001309,德明利,288.0,299.59,281.0,294.81,280.0,5.29,5128144467.0
001389,广合科技,111.96,120.23,111.3,120.23,109.3,10.0,885524095.0
002001,新 和 成,35.21,36.73,35.0,36.3,36.2,0.28,2057301233.0
002008,大族激光,69.06,73.78,69.06,73.01,67.77,7.73,3210844352.0
002027,分众传媒,6.7,6.78,6.7,6.72,6.67,0.75,583625184.0
002028,思源电气,229.42,231.5,224.0,227.87,229.06,-0.52,1741423113.0
