序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688836,N宇树-W,845.0,460.34,694.2,256579.0,23159535334.0,198.89,1100.0,800.08,1100.0,150.8,,85.28,623.67,38.85,341772367300.0,25424123400.0,0.12,1.2,460.34,460.34
2,920059,N双英,24.75,122.37,13.62,311342.0,809985813.17,113.66,33.5,20.85,20.88,11.13,,96.34,52.62,3.25,3764134440.0,799878569.0,-0.08,1.19,122.37,122.37
3,301106,骏成科技,25.42,20.02,4.24,227513.0,525340141.82,18.46,25.42,21.51,22.58,21.18,9.42,15.91,112.39,2.88,3634062748.0,3634062748.0,0.08,2.5,2.38,20.99
4,300069,金利华电,34.66,20.01,5.78,193114.0,615058697.9,18.91,34.66,29.2,31.52,28.88,3.1,16.51,333.53,14.86,4055220000.0,4055220000.0,0.0,0.0,-32.38,100.93
5,301130,西点药业,33.38,19.99,5.56,166212.0,531752814.6,19.41,33.38,27.98,27.98,27.82,2.31,28.16,69.5,2.93,2553392585.0,1969999477.0,0.0,0.0,14.94,17.54
6,300911,亿田智能,26.66,19.98,4.44,331599.0,820474754.43,19.35,26.66,22.36,22.43,22.22,2.22,19.35,-34.51,4.51,4887934751.0,4568039598.0,0.0,0.0,-7.62,-19.94
7,301211,亨迪药业,14.54,19.97,2.42,571870.0,804175800.39,20.96,14.54,12.0,12.0,12.12,3.71,13.69,164.67,2.69,6071904000.0,6071851656.0,0.0,0.0,42.13,19.57
8,920169,七丰精工,22.17,17.3,3.27,103501.0,223049178.45,21.64,23.91,19.82,21.0,18.9,7.31,20.36,405.05,5.32,1791337995.0,1127157962.0,-0.05,-0.81,-6.18,-29.28
9,688569,铁科轨道,19.7,13.28,2.31,85733.0,168085899.0,10.35,20.8,19.0,19.0,17.39,10.47,4.07,23.42,1.39,4150133990.0,4150133990.0,0.2,0.97,-1.1,-9.22
10,300313,天山生物,14.45,12.19,1.57,618200.0,887516324.94,14.75,15.41,13.51,14.6,12.88,4.36,31.32,208.14,94.31,3464806463.0,2851747801.0,0.0,-1.03,54.05,79.95
11,920206,彩客科技,39.58,11.27,4.01,43165.0,172793829.34,17.88,42.39,36.03,36.03,35.57,4.01,15.68,16.47,3.21,2831799665.0,1089443577.0,0.28,1.54,30.71,30.71
12,000560,我爱我家,2.38,10.19,0.22,4286242.0,1011651399.62,7.41,2.38,2.22,2.22,2.16,3.69,18.33,257.12,0.6,5606092025.0,5565478142.0,0.0,0.0,-15.6,-18.49
13,601011,宝泰隆,3.04,10.14,0.28,728227.0,220941870.0,2.9,3.04,2.96,2.99,2.76,1.85,3.8,-26.82,1.08,5823620199.0,5823620199.0,0.0,0.0,8.19,-10.59
14,000736,中交发展,4.9,10.11,0.45,330826.0,160065189.75,7.42,4.9,4.57,4.62,4.45,1.32,4.43,99.9,2.98,3660782165.0,3660782165.0,0.0,0.0,-9.26,-8.75
15,601015,陕西黑猫,3.71,10.09,0.34,1568932.0,565578257.0,9.5,3.71,3.39,3.4,3.37,3.77,7.68,-6.05,1.58,7577666241.0,7577666241.0,0.0,0.0,4.8,2.49
16,002412,汉森制药,8.42,10.07,0.77,317597.0,262158048.36,12.16,8.42,7.49,7.53,7.65,1.13,6.38,27.58,1.86,4236944000.0,4191854900.0,0.0,0.0,33.23,37.81
17,002333,罗普斯金,6.34,10.07,0.58,141064.0,89434468.22,0.0,6.34,6.34,6.34,5.76,2.0,2.12,102.44,2.22,4279023232.0,4225669995.0,0.0,0.0,22.16,13.01
18,001338,永顺泰,9.63,10.06,0.88,303584.0,288564539.21,10.86,9.63,8.68,8.74,8.75,5.72,6.05,36.37,1.34,4831667931.0,4831667931.0,0.0,0.0,-12.93,-18.87
19,603801,志邦家居,6.57,10.05,0.6,135625.0,88350747.0,7.04,6.57,6.15,6.15,5.97,2.63,3.12,-7.56,0.96,2853689243.0,2853689243.0,0.0,0.0,-11.57,-25.0
20,603113,金能科技,5.15,10.04,0.47,378871.0,187294643.0,10.9,5.15,4.64,4.69,4.68,3.56,4.47,-1.85,0.6,4369726672.0,4369726672.0,0.0,0.0,-2.28,-15.02
21,002953,日丰股份,11.73,10.04,1.07,234331.0,274830855.78,1.22,11.73,11.6,11.73,10.66,4.13,8.33,32.2,2.64,5766229271.0,3299517249.0,0.0,0.0,8.41,3.08
22,600783,鲁信创投,20.19,10.03,1.84,444324.0,896876313.0,1.96,20.19,19.83,20.19,18.35,1.75,5.97,-241.67,3.45,15028614146.0,15028614146.0,0.0,0.0,-15.24,-18.16
23,002543,万和电气,7.57,10.03,0.69,349696.0,254631802.76,11.77,7.57,6.76,6.84,6.88,2.53,5.29,17.68,1.21,5629052000.0,5008449025.0,0.0,0.0,0.4,-24.07
24,603395,红四方,29.0,10.02,2.64,117720.0,340767017.0,3.76,29.0,28.01,29.0,26.36,3.69,18.11,90.71,5.35,7540000000.0,1885000000.0,0.0,0.0,16.47,-0.58
25,000020,深华发Ａ,13.74,10.01,1.25,191402.0,260630961.8,7.13,13.74,12.85,13.7,12.49,5.32,10.57,231.42,8.69,3890635259.0,2489212472.0,0.0,0.0,5.94,-0.94
